Block,Time,TANAKPUR,BSIUL,ANTA_LF,UNCHAHAR1,JHAJJAR,KISHANGANGA,DADRI_GF,PARBATI3,TANDA2,SINGRAULI_HYDRO,CHAMERA3,CHAMERA1,ANTA_CRF,AURY_GF,DADRI_LF,DULHASTI,RIHAND1,ANTA_RF,RAMPUR,DADRT2,DADRI_CRF,NAPP,UNCHAHAR4,KOTESHWR,SEWA2,UNCHAHAR2,URI,RIHAND3,SINGRAULI,UNCHAHAR3,AURY_LF,SALAL,ANTA_GF,AURY_RF,DADRI_RF,RIHAND2,TEHRI,URI2,RAPPC,NJPC,AURY_CRF,KOLDAM,DHAULIGNGA,CHAMERA2,RAPPB,BRBCL,SASAN,KHSTPP-II,FSTPP I & II,TALA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,10.457315,6.262576,0.000000,10.516476,347.183384,8.010361,0.000000,0.000000,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,503.193032,0.000000,47.671976,2.967636,28.232623,0.000000,41.942301,34.989293,125.409128,141.534148,26.544476,0.000000,80.350906,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405993,335.155590,94.953067,13.733720,9.741337,30.896164,0,0,0,0,0

7,01:30-01:45,10.457315,6.262576,0.000000,10.516476,325.618818,8.010361,0.000000,0.000000,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,498.391032,0.000000,47.671976,2.967636,28.232623,0.000000,41.942301,34.989293,125.409128,141.534148,26.544476,0.000000,80.350906,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,9.741337,30.896164,0,0,0,0,0

8,01:45-02:00,10.457315,6.262576,0.000000,10.516476,354.430818,8.010361,0.000000,0.000000,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,474.381032,0.000000,47.671976,2.967636,28.232623,0.000000,41.942301,34.989293,125.409128,141.534148,26.544476,0.000000,80.350906,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,13.656888,335.155590,94.953067,13.733720,9.741337,30.896164,0,0,0,0,0

9,02:00-02:15,10.457315,6.262576,0.000000,10.516476,290.023559,8.010361,0.000000,3.663318,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,455.173032,0.000000,47.671976,2.967636,28.232623,0.000000,41.942301,34.989293,125.409128,141.534148,26.544476,0.000000,80.350906,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,12.658072,335.155590,94.953067,13.733720,9.741337,30.896164,0,0,0,0,0

10,02:15-02:30,10.457315,6.262576,0.000000,10.516476,258.390818,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,455.173032,0.000000,47.671976,2.967636,28.232623,0.000000,41.942301,34.989293,125.409128,141.534148,26.544476,0.000000,80.350906,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,13.099856,335.155590,94.953067,13.733720,9.741337,30.896164,0,0,0,0,0

11,02:30-02:45,10.457315,6.262576,0.000000,10.516476,270.262514,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,524.802032,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,80.350906,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,12.552428,335.155590,94.953067,13.733720,10.164874,30.896164,0,0,0,0,0

12,02:45-03:00,10.457315,6.262576,0.000000,10.516476,239.529714,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,526.425877,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,80.350906,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,12.619656,335.155590,94.953067,13.733720,10.164874,30.896164,0,0,0,0,0

13,03:00-03:15,10.457315,6.262576,0.000000,10.516476,210.370818,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,458.420721,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,10.164874,30.896164,0,0,0,0,0

14,03:15-03:30,10.457315,6.262576,0.000000,10.516476,225.123714,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,460.044565,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,10.164874,30.896164,0,0,0,0,0

15,03:30-03:45,10.457315,6.262576,0.000000,10.516476,205.915714,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,526.425877,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.242732,335.155590,94.953067,13.733720,10.306052,30.896164,0,0,0,0,0

16,03:45-04:00,9.596125,6.262576,0.000000,10.516476,175.711327,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,526.425877,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,10.306052,30.896164,0,0,0,0,0

17,04:00-04:15,9.596125,6.262576,0.000000,10.516476,166.107327,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,0.000000,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,526.425877,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,10.306052,30.896164,0,0,0,0,0

18,04:15-04:30,9.596125,6.262576,0.000000,10.516476,209.325327,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,505.037865,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,10.306052,30.896164,0,0,0,0,0

19,04:30-04:45,9.596125,6.262576,0.000000,10.516476,209.325327,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,457.017865,0.000000,47.671976,2.967636,28.232623,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,10.306052,30.896164,0,0,0,0,0

20,04:45-05:00,9.596125,6.262576,0.000000,10.516476,204.523327,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,428.205865,0.000000,47.671976,2.967636,37.643498,0.000000,42.501638,34.989293,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,10.023695,30.896164,0,0,0,0,0

21,05:00-05:15,9.596125,6.262576,0.000000,10.516476,204.523327,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,408.997865,0.000000,47.671976,2.967636,37.643498,0.000000,42.501638,40.820842,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,9.600158,30.896164,0,0,0,0,0

22,05:15-05:30,9.596125,6.262576,0.000000,10.516476,204.523327,8.010361,0.000000,5.861310,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,360.977865,0.000000,47.671976,2.967636,37.643498,0.000000,42.501638,40.820842,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,9.176622,30.896164,0,0,0,0,0

23,05:30-05:45,9.596125,6.262576,0.000000,10.516476,214.127327,8.010361,0.000000,8.791965,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,303.353865,0.000000,47.671976,2.967636,37.643498,0.000000,42.501638,40.820842,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,9.035443,30.896164,0,0,0,0,0

24,05:45-06:00,9.596125,6.262576,0.000000,10.516476,190.117327,8.010361,0.000000,75.282662,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,303.353865,0.000000,47.671976,2.967636,37.643498,0.000000,42.501638,40.820842,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,0.000000,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,8.894264,30.896164,0,0,0,0,0

25,06:00-06:15,9.596125,6.262576,0.000000,10.516476,209.325327,8.010361,0.000000,75.282662,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.724880,0.000000,6.478393,303.353865,0.000000,47.671976,2.967636,37.643498,0.000000,42.501638,40.820842,125.409128,141.534148,26.544476,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,10.453027,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,8.753086,30.896164,0,0,0,0,0

26,06:15-06:30,9.596125,6.262576,0.000000,8.765187,204.523327,8.010361,0.000000,75.282662,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.724880,0.000000,6.478393,303.353865,0.000000,47.671976,2.332331,37.643498,0.000000,34.032062,40.820842,125.409128,141.534148,21.564437,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,20.906053,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,8.753086,30.896164,0,0,0,0,0

27,06:30-06:45,2.952654,6.262576,0.000000,8.765187,199.721327,8.010361,0.000000,75.282662,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.724880,0.000000,6.478393,303.353865,0.000000,47.671976,2.332331,37.643498,0.000000,34.032062,40.820842,125.409128,136.895258,21.564437,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,31.359080,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,8.611907,30.896164,0,0,0,0,0

28,06:45-07:00,2.952654,6.262576,0.000000,8.765187,185.315327,8.010361,0.000000,75.282662,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.724880,0.000000,6.478393,303.353865,0.000000,47.671976,2.332331,37.643498,0.000000,34.032062,40.820842,125.409128,136.895258,21.564437,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,9.807271,41.812106,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,8.611907,30.896164,0,0,0,0,0

29,07:00-07:15,5.413199,6.262576,0.000000,8.765187,115.248000,8.010361,0.000000,75.282662,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.724880,0.000000,6.478393,246.507020,0.000000,47.671976,2.332331,37.643498,0.000000,34.032062,40.820842,125.409128,136.895258,21.564437,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,6.455703,41.812106,46.579236,0.000000,14.405978,335.155590,94.953067,13.733720,8.753086,30.896164,0,0,0,0,0

30,07:15-07:30,9.596125,6.262576,0.000000,8.765187,115.248000,8.010361,0.000000,8.791965,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.724880,0.000000,6.478393,251.309020,0.000000,47.671976,2.332331,37.643498,0.000000,34.032062,40.820842,125.409128,136.895258,21.564437,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,6.455703,41.812106,46.579236,0.000000,14.405984,335.155590,94.953067,13.733720,8.753086,30.896164,0,0,0,0,0

31,07:30-07:45,9.596125,6.262576,0.000000,8.765187,115.248000,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.722312,0.000000,6.478393,232.101020,0.000000,47.671976,2.332331,37.643498,0.000000,34.032062,40.820842,125.409128,136.895258,21.564437,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,6.455703,41.812106,46.579236,0.000000,14.405993,335.155590,94.953067,13.733720,8.894264,30.896164,0,0,0,0,0

32,07:45:08:00,9.596125,6.262576,0.000000,8.765187,115.248000,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.722312,0.000000,6.478393,232.101020,0.000000,47.671976,2.332331,37.643498,0.000000,34.032062,40.820842,125.409128,136.895258,21.564437,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,6.455703,41.812106,46.579236,0.000000,14.405993,335.155590,94.953067,13.733720,8.894264,30.896164,0,0,0,0,0

33,08:00-08:15,9.596125,6.262576,0.000000,7.382115,115.248000,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.722312,0.000000,6.478393,229.535600,0.000000,47.671976,2.332331,37.643498,0.000000,28.417660,30.748166,125.409128,136.895258,18.072615,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.453760,41.812106,46.579236,0.000000,14.406000,335.155590,81.861327,12.710547,8.894264,26.632180,0,0,0,0,0

34,08:15-08:30,9.596125,6.262576,0.000000,7.382115,115.248000,8.010361,0.000000,4.102917,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.722312,0.000000,6.478393,229.535600,0.000000,47.671976,2.332331,37.643498,0.000000,28.417660,30.748166,125.409128,136.895258,18.072615,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.453760,41.812106,46.579236,0.000000,14.406000,335.155590,81.861327,11.844421,8.894264,26.632180,0,0,0,0,0

35,08:30-08:45,9.596125,6.262576,0.000000,7.382115,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.722312,0.000000,6.478393,229.535600,0.000000,47.671976,2.332331,37.643498,0.000000,28.417660,30.748166,125.409128,136.895258,18.072615,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.453760,31.359080,46.579236,0.000000,14.406000,335.155590,81.861327,11.844421,8.894264,26.632180,0,0,0,0,0

36,08:45:09:00,9.596125,6.262576,0.000000,7.382115,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,55.722312,0.000000,6.478393,229.535600,0.000000,47.671976,2.332331,37.643498,0.000000,28.417660,30.748166,125.409128,136.895258,18.072615,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.453760,31.359080,46.579236,0.000000,14.406000,335.155590,81.861327,11.844421,8.894264,26.632180,0,0,0,0,0

37,09:00:09:15,9.596125,6.262576,0.000000,9.133404,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,82.423400,0.000000,6.478393,255.864582,0.000000,47.671976,2.967636,37.643498,0.000000,36.887235,30.748166,125.409128,136.895258,23.053730,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.453760,31.359080,46.579236,0.000000,14.406000,335.155590,81.861327,11.844421,9.035443,26.632180,0,0,0,0,0

38,09:15-09:30,9.596125,6.262576,0.000000,9.133404,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,287.557782,0.000000,47.671976,2.967636,37.643498,0.000000,36.887235,30.748166,125.409128,136.895258,23.053730,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.453760,31.359080,46.579236,0.000000,14.406000,335.155590,81.861327,11.844421,9.035443,26.632180,0,0,0,0,0

39,09:30-09:45,9.596125,12.525153,0.000000,9.133404,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,249.621982,0.000000,47.671976,2.967636,37.643498,0.000000,36.887235,30.748166,125.409128,136.895258,23.053730,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.341292,31.359080,46.579236,0.000000,14.406000,335.155590,81.861327,11.844421,9.035443,26.632180,0,0,0,0,0

40,09:45-10:00,9.596125,12.525153,0.000000,9.133404,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,246.260582,0.000000,47.671976,2.967636,37.643498,0.000000,36.887235,30.748166,125.409128,136.895258,23.053730,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.048873,31.359080,46.579236,0.000000,14.406000,335.155590,81.861327,11.844421,9.035443,26.632180,0,0,0,0,0

41,10:00-10:15,9.596125,12.525153,0.000000,8.936714,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,244.047244,0.000000,47.671976,1.642284,37.643498,0.000000,36.253371,30.748166,125.409128,136.895258,22.427261,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.048873,31.359080,46.579236,0.000000,14.406000,335.155590,94.546505,11.844421,9.035443,30.896164,0,0,0,0,0

42,10:15-10:30,9.596125,12.525153,0.000000,7.185425,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,244.047244,0.000000,47.671976,1.642284,37.643498,0.000000,36.253371,30.748166,125.409128,136.895258,17.446146,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.048873,31.359080,46.579236,0.000000,14.406000,335.155590,110.820556,11.844421,9.035443,30.896164,0,0,0,0,0

43,10:30-10:45,9.596125,12.525153,0.000000,6.530720,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,229.535600,0.000000,47.671976,1.642284,37.643498,0.000000,31.672840,30.748166,125.409128,136.895258,14.847784,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.048873,31.359080,46.579236,0.000000,14.406000,335.155590,115.857854,11.844421,9.035443,30.896164,0,0,0,0,0

44,10:45-11:00,9.596125,12.525153,0.000000,6.530720,115.248000,8.010361,0.000000,16.118602,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,229.535600,0.000000,47.671976,1.642284,37.643498,0.000000,31.672840,30.748166,125.409128,136.895258,14.847784,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,4.048873,31.359080,46.579236,0.000000,14.405978,335.155590,115.857854,13.733720,9.035443,30.896164,0,0,0,0,0

45,11:00-11:15,9.596125,12.525153,0.000000,7.683200,115.248000,8.010361,0.000000,0.000000,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,229.535600,0.000000,47.671976,1.642284,37.643498,0.000000,24.912509,30.748166,125.409128,136.895258,14.886200,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,1.799499,41.812106,46.579236,0.000000,14.406000,335.155590,106.347781,10.401132,9.035443,30.896164,0,0,0,0,0

46,11:15-11:30,9.596125,12.525153,0.000000,7.683200,115.248000,8.010361,0.000000,0.000000,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,93.212528,0.000000,6.478393,229.535600,0.000000,47.671976,1.642284,37.643498,0.000000,24.010000,30.748166,125.409128,136.895258,14.886200,0.000000,76.444959,0.000000,0.000000,0.000000,119.454552,62.139056,36.390055,65.298443,172.835941,0.000000,1.799499,41.812106,46.579236,0.000000,14.406000,335.155590,106.347781,10.401132,9.035443,30.896164,0,0,0,0,0

47,11:30-11:45,9.596125,6.262576,0.000000,7.683200,115.248000,8.010361,0.000000,0.000000,5.145920,1.164790,33.451935,13.493005,0.000000,0.000000,0.000000,56.832057,64.226462,0.000000,6.478393,229.535600,0.000000,47.671976,1.642284,37.643498,0.000000,24.010000,30.748166,92.130788,124.517397,14.886200,0.000000,76.444959,0.000000,0.000000,0.000000,95.599080,62.139056,36.390055,65.298443,172.835941,0.000000,1.799499,41.812106,46.579236,0.000000,14.406000,335.155590,86.864627,8.451520,9.035443,24.049376,0,0,0,0,0

