Block,Time Block,JHAJJAR,CHAMERA3,BSIUL,DHAULIGNGA,FSTPP I & II,CHAMERA2,KGSU1AND2,BRBCL,DULHASTI,DADRT2,CHAMERA1,KISHANGANGA,KHSTPP-I,KGSU3AND4,KHSTPP-II,MAPS,KOLDAM,KUDGI,KOTESHWR,KKNP,KKNPPU2,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,NAPP,NTPL,NLCEXP,NLCIIST1,SALAL,SEWA2,SINGRAULI,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RAMPUR,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RAPPC,RSTPSU1TO6,SIMHST2,RSTPSU7,URI2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,TANDA2,UNCHAHAR4,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,DADRI_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,133.94,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,365.54,27.38,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,27.03,0,22.81,9.87,0,11.76,36.229,35.08,48.28,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,153.2,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,432.66,25.1,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,116.26,17.32,122.87,0,117.19,398.64,3.41,43.59,0,0.87,58,0,0,0,27.03,0,22.81,9.87,0,11.76,36.229,35.08,48.28,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,153.2,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,480.8,25.1,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,116.26,29.77,122.87,0,117.19,398.64,3.41,53.81,0,0.87,58,0,0,0,27.03,0,22.81,9.87,0,11.76,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,153.2,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,509.69,25.1,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,116.26,29.77,122.87,0,117.19,398.64,3.41,65.38,0,0.87,58,0,0,0,27.03,0,22.81,9.87,0,11.76,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,176.49,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,586.35,38.8,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,29.77,122.87,0,117.19,398.64,3.41,65.38,0,0.87,58,0,0,0,27.03,0,22.81,9.87,0,12.03,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,176.49,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,586.35,38.8,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,29.77,122.87,0,117.19,398.64,3.41,70.33,0,0.87,58,0,0,0,27.03,0,22.81,9.87,0,12.17,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,176.49,30.89,19.46,38.9,13.16,42.58,0,14.44,34.89,586.35,38.8,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,29.77,122.87,0,117.19,398.64,3.41,70.33,0,0.87,58,0,0,0,28.46,0,22.81,9.87,0,8.77,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,176.49,30.89,19.46,38.9,13.16,42.58,0,14.44,34.89,586.35,40.32,2.77,27.74,0,84,0,5.15,0,18.6,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,29.77,122.87,0,117.19,398.64,3.41,74.29,0,0.87,58,0,0,0,28.46,0,22.81,9.87,0,8.77,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,234.26,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,586.35,40.59,2.77,27.74,0,84,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,20.3,122.87,0,117.19,398.64,3.41,74.29,0,0.87,58,0,0,0,29.88,0,22.81,9.87,0,8.77,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,234.26,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,586.35,40.59,2.77,27.74,0,84,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,20.3,122.87,0,117.19,398.64,3.41,81.23,0,0.87,58,0,0,0,29.88,0,22.81,9.87,0,8.77,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,234.26,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,586.35,40.59,2.77,27.74,0,84,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,32.48,122.87,0,117.19,398.64,3.41,88.17,0,0.87,58,0,0,0,29.88,0,22.81,8.63,0,8.77,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,224.63,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,586.35,40.59,2.77,27.74,0,84,0,5.15,0,27.9,0,0,0,160.9,0,0,43.2,0,0,0,80.57,5.58,105.01,32.48,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,29.88,0,22.81,8.63,0,8.77,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,201.25,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,516.54,40.59,2.77,27.74,0,84,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,5.58,105.01,32.48,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,29.88,0,22.81,8.63,0,8.63,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,201.25,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,509.69,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,5.58,105.01,32.48,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,29.88,0,22.81,9.25,0,8.49,36.229,35.08,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,181.99,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,509.69,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,5.58,105.01,32.48,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,29.88,0,22.81,9.25,0,8.49,36.229,30.82,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,181.99,30.89,12.56,38.9,13.16,42.58,0,14.44,34.89,509.69,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,5.58,105.01,32.48,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,29.88,0,22.81,9.25,0,8.36,36.229,30.82,65.21,17.66,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,230.59,30.89,12.56,38.9,13.77,42.58,0,14.44,34.89,538.58,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,105.01,20.3,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,29.88,0,25.42,7.27,0,8.18,40.824,34.02,65.21,19.8,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,279.24,30.89,12.56,38.9,13.77,42.58,0,14.44,34.89,538.58,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,11.15,105.01,51.42,122.87,0,117.19,398.64,3.41,91.14,0,0.87,58,0,0,0,29.88,0,25.42,7.27,0,7.98,40.824,34.02,65.21,19.8,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,381.16,30.89,12.56,38.9,13.77,42.58,0,14.44,34.89,588.97,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,12.16,105.01,51.42,122.87,0,117.19,388.9,3.41,91.14,0,0.87,58,0,0,0,29.88,0,26.05,0,0,7.61,42.09,34.02,65.21,20.18,0,2.09,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,588.97,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,51.42,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,29.88,0,26.05,0,0,7.34,42.09,34.02,65.21,20.18,0,2.7,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,658.07,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,35.18,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,29.88,0,26.05,0,0,7.34,42.09,34.02,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,35.18,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,29.88,0,26.05,0,0,7.76,42.09,34.02,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,35.18,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,28.46,0,26.05,0,0,7.76,42.09,34.02,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,20.3,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,28.46,0,26.05,0,0,7.92,42.09,34.02,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,20.3,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,8.06,42.09,35.08,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,33.84,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,8.21,42.09,35.08,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,105.01,33.84,122.87,0,117.19,388.9,3.49,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,8.36,40,35.08,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,398.46,30.89,8.47,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,105.01,33.84,122.87,0,117.19,388.9,3.41,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,8.49,40,35.08,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,398.46,30.89,8.47,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,111.04,33.84,122.87,0,117.19,379.14,3.41,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,8.63,40,35.08,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,398.46,30.89,8.47,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.41,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,8.63,40,35.08,65.21,20.18,0,2.7,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,398.46,30.89,8.47,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.41,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,8.93,40,35.08,65.21,20.18,0,2.44,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.49,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,9.06,40,35.08,65.21,20.18,0,2.44,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.49,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,9.2,40,35.08,65.21,20.18,0,2.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.49,91.14,0,0.87,58,0,0,0,25.61,0,26.05,0,0,9.2,40,35.08,65.21,20.18,0,2.44,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,398.46,30.89,19.46,39.88,13.77,43.96,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,40.93,0,0,0,162.4,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.49,91.14,0,0.87,58,0,0,0,18.5,0,26.05,1.72,0,9.2,40,35.08,65.21,20.18,0,2.44,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,398.46,30.89,12.56,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.41,91.14,0,0.87,58,0,0,0,18.5,0,26.05,5.43,0,9.2,40,35.08,65.21,20.18,0,2.44,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,398.46,30.89,18.83,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.41,91.14,0,0.87,58,0,0,0,18.5,0,26.05,9.13,0,9.34,40,35.08,65.21,20.18,0,2.44,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,398.46,30.89,18.83,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.41,91.14,0,0.87,58,0,0,0,18.5,0,26.05,10.36,0,9.34,40,35.08,65.21,20.18,0,2.44,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,398.46,30.89,18.83,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.41,64.39,0,0.87,58,0,0,0,18.5,0,26.05,10.36,0,9.34,40,35.08,65.21,20.18,0,2.44,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,398.46,30.89,18.83,38.9,13.77,42.58,0,14.44,34.89,660.32,40.59,2.77,30.98,0,95.2,0,5.15,0,37.21,0,0,0,160.9,0,0,43.2,0,0,0,73.84,16.73,112.51,33.84,122.87,0,117.19,379.14,3.41,64.39,0,0.87,58,0,0,0,18.5,0,26.05,9.13,0,9.34,40,35.08,65.21,20.18,0,2.44,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

