Block,Time,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,URI2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,SEWA2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,DULHASTI,RIHAND3,TEHRI,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,SIMHST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,41.864567,688.249014,30.573593,38.375382,34.579194,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,16.680963,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.645676,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,81.921,0,0,83.849666,0,0,0,37.956656,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,40.669,348.975

7,01:30-01:45,41.864567,688.249014,30.573593,38.375382,34.579194,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,16.680963,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.645676,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,81.921,0,0,83.849666,0,0,0,37.956656,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,40.669,371.25

8,01:45-02:00,41.864567,688.249014,30.573593,38.375382,34.579194,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,16.680963,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.645676,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,81.921,0,0,83.849666,0,0,0,37.956656,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,40.669,379.125

9,02:00-02:15,41.864567,688.249014,30.573593,38.375382,34.579194,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,16.680963,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,399.375

10,02:15-02:30,41.864567,688.249014,30.573593,38.375382,34.579194,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,16.680963,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,405

11,02:30-02:45,41.864567,688.249014,30.573593,38.375382,34.579194,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,16.680963,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,40.1894,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,410.625

12,02:45-03:00,41.864567,688.249014,30.573593,38.375382,34.579194,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,51.888,7.686,81.921,0,0,83.849666,0,0,0,40.1894,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

13,03:00-03:15,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,51.888,12.1695,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

14,03:15-03:30,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

15,03:30-03:45,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

16,03:45-04:00,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

17,04:00-04:15,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,25.869661,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

18,04:15-04:30,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,17.246441,2.429119,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

19,04:30-04:45,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,2.429119,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

20,04:45-05:00,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,2.429119,5.356783,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,41.305773,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

21,05:00-05:15,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,2.429119,9.37437,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,6.405,81.921,0,0,83.849666,0,0,0,40.1894,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

22,05:15-05:30,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,2.429119,68.802518,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,6.405,81.921,0,0,83.849666,0,0,0,40.1894,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,26.46,147.515625,41.883,418.77

23,05:30-05:45,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,2.429119,68.802518,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,6.405,81.921,0,0,83.849666,0,0,0,40.1894,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

24,05:45-06:00,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,2.429119,68.802518,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,6.405,81.921,0,0,83.849666,0,0,0,40.1894,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

25,06:00-06:15,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,108.990365,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,68.802518,142.003256,1.23829,119.5917,1.44175,42.14808,13.1076,47.472,6.405,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

26,06:15-06:30,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,68.802518,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,5.7645,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

27,06:30-06:45,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,68.802518,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,5.7645,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

28,06:45-07:00,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,10.713565,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,51.888,5.7645,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

29,07:00-07:15,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,51.888,5.7645,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

30,07:15-07:30,41.864567,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

31,07:30-07:45,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

32,07:45:08:00,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,23.52,147.515625,41.883,418.77

33,08:00-08:15,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,16.510509,108.990365,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.472193,3.34799,142.003256,1.23829,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,37.956656,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

34,08:15-08:30,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,10.913727,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,37.956656,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

35,08:30-08:45,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,9.094772,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,16.070349,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,37.956656,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

36,08:45:09:00,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,16.070349,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,37.956656,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

37,09:00:09:15,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,16.070349,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

38,09:15-09:30,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.533535,16.070349,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,41.883,418.77

39,09:30-09:45,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,1.073474,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,44.6145,418.77

40,09:45-10:00,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0.582744,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,18.140334,24.696,147.515625,44.6145,418.77

41,10:00-10:15,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

42,10:15-10:30,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,5.7645,81.921,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

43,10:30-10:45,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,47.472,7.686,53.452,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

44,10:45-11:00,42.373044,688.249014,30.573593,38.375382,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,3.34799,142.003256,1.391564,119.5917,1.44175,42.14808,6.5538,51.888,7.686,53.452,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

45,11:00-11:15,41.864567,688.249014,30.573593,28.714951,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,51.888,7.686,53.452,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

46,11:15-11:30,41.864567,688.249014,30.573593,28.714951,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,7.686,81.921,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

47,11:30-11:45,41.864567,688.249014,30.573593,28.714951,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,81.921,0,0,83.849666,0,0,0,36.840282,0,0,0,67.961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

48,11:45-12:00,41.864567,688.249014,30.573593,28.714951,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,122.366456,93.324175,2.184458,55.328274,40.646332,657.89409,8.443451,0,51.987209,125.295291,0,0,0,142.003256,1.391564,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,84.9422,0,0,83.849666,0,0,0,36.840282,0,0,0,66.809428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

49,12:00-12:15,41.864567,688.249014,30.573593,28.714951,33.873497,43.050737,20.755001,0.814833,26.717787,5.540815,146.839746,93.324175,2.184458,55.328274,40.646332,657.89409,6.384072,0,51.987209,125.295291,0,0,0,142.003256,1.645676,119.5917,1.44175,42.14808,13.1076,47.472,12.1695,84.9422,0,0,83.849666,0,0,0,35.72391,0,0,0,66.809428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,11.661683,23.52,147.515625,44.6145,418.77

