Block,Time,RAPPC,RIHAND1,TANAKPUR,PARBATI3,JHAJJAR,BSIUL,ANTA_LF,FSTPP I & II,ANTA_GF,BRBCL,KHSTPP-II,AURY_LF,AURY_CRF,KHSTPP-I,SASAN,UNCHAHAR1,TALA,DHAULIGNGA,DADRT2,RIHAND2,TEHRI,CHAMERA1,DADRI_RF,DADRI_GF,DULHASTI,CHAMERA2,NJPC,TANDA2,NAPP,UNCHAHAR2,SEWA2,AURY_RF,SALAL,CHAMERA3,KOLDAM,KISHANGANGA,ANTA_CRF,DADRI_LF,DADRI_CRF,UNCHAHAR4,RAPPB,AURY_GF,RAMPUR,UNCHAHAR3,URI,KOTESHWR,ANTA_RF,URI2,SINGRAULI_HYDRO,RIHAND3,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,52.602588,56.129478,1.852326,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

15,03:30-03:45,52.602588,56.129478,1.852326,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

16,03:45-04:00,52.602588,56.129478,1.852326,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

17,04:00-04:15,52.602588,56.129478,1.852326,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

18,04:15-04:30,52.602588,56.129478,1.852326,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

19,04:30-04:45,52.602588,56.129478,8.026746,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,15.000804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

20,04:45-05:00,52.602588,56.129478,8.026746,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,19.434240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

21,05:00-05:15,52.602588,56.129478,7.038839,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,30.001608,0.000000,0.000000,0.000000,15.885613,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

22,05:15-05:30,52.602588,56.129478,7.038839,0.000000,345.112000,0.000000,0.000000,4.820000,0.000000,14.459964,89.901772,0.000000,0.000000,22.824242,403.694280,7.712000,0.000000,0.000000,348.968000,43.496451,30.001608,0.000000,0.000000,0.000000,31.771227,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,108.713558,0,0,0,0,0

23,05:30-05:45,52.602588,84.703780,0.000000,0.000000,345.112000,1.060400,0.000000,9.608284,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,7.712000,0.000000,0.000000,348.968000,55.605426,45.002412,0.000000,0.000000,0.000000,31.771227,0.000000,0.000000,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

24,05:45-06:00,52.602588,88.688000,0.000000,0.000000,345.112000,1.060400,0.000000,9.608284,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,7.712000,0.000000,8.807139,348.968000,56.933840,45.002412,0.000000,0.000000,0.000000,31.771227,0.000000,18.258160,0.000000,21.620592,16.388000,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.532000,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

25,06:00-06:15,52.602588,88.688000,0.000000,0.000000,348.968000,1.060400,0.000000,11.651550,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,9.439199,0.000000,17.614277,397.168000,56.933840,45.002412,7.996380,0.000000,0.000000,31.771227,0.000000,36.516320,0.000000,21.620592,35.299463,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.921242,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

26,06:15-06:30,52.602588,88.688000,0.000000,0.000000,408.736000,1.060400,0.000000,15.158610,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,9.439199,0.000000,17.614277,397.168000,56.933840,45.002412,13.543583,0.000000,0.000000,47.656840,3.855036,54.774480,0.000000,21.620592,35.299463,0.000000,0.000000,1.344202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.921242,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

27,06:30-06:45,52.602588,88.688000,0.000000,0.000000,505.136000,1.060400,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,9.439199,0.000000,26.421416,445.368000,56.933840,45.002412,26.654600,0.000000,0.000000,47.656840,12.695919,77.597180,0.000000,21.620592,35.299463,0.000000,0.000000,6.721008,1.227558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.921242,3.724896,17.109072,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

28,06:45-07:00,52.602588,88.688000,0.000000,3.681516,600.085180,12.572102,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,9.439199,0.000000,26.421416,445.368000,56.933840,45.002412,26.654600,0.000000,0.000000,47.656840,25.828741,104.984420,0.000000,21.620592,40.858947,0.000000,0.000000,53.768064,28.016547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.921242,34.056192,25.663608,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

29,07:00-07:15,52.602588,88.688000,0.000000,15.761797,600.085180,12.572102,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,9.439199,0.000000,26.421416,416.448000,56.933840,45.002412,26.654600,0.000000,0.000000,47.656840,25.828741,132.371660,0.000000,21.620592,40.858947,0.000000,0.000000,53.768064,28.016547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.921242,34.056192,25.663608,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

30,07:15-07:30,52.602588,88.688000,0.000000,15.761797,629.226996,12.572102,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,26.421416,510.531642,56.933840,45.002412,26.654600,0.000000,0.000000,47.656840,25.828741,135.292966,0.000000,21.620592,40.858947,0.000000,0.000000,53.768064,28.016547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,4.257024,25.663608,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

31,07:30-07:45,52.602588,88.688000,0.370465,15.761797,629.226996,12.572102,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,17.614277,581.715003,56.933840,45.002412,13.543583,0.000000,0.000000,47.656840,25.828741,135.292966,0.000000,21.620592,40.858947,0.000000,0.000000,53.768064,28.016547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,25.663608,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

32,07:45:08:00,52.602588,88.688000,0.370465,15.761797,629.226996,12.572102,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,17.614277,658.247278,56.933840,45.002412,13.543583,0.000000,0.000000,47.656840,25.828741,135.292966,0.000000,21.620592,40.858947,0.000000,0.000000,12.321848,28.016547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,25.663608,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

33,08:00-08:15,52.602588,88.688000,0.000000,15.761797,629.226996,12.572102,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,8.807139,658.247278,56.933840,45.002412,8.377160,0.000000,0.000000,47.656840,25.828741,109.548960,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,28.016547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,25.663608,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

34,08:15-08:30,52.602588,88.688000,0.000000,3.681516,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,45.002412,0.000000,0.000000,0.000000,47.656840,25.391837,90.195310,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,1.227558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,17.109072,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

35,08:30-08:45,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,45.002412,0.000000,0.000000,0.000000,47.656840,25.391837,67.646483,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

36,08:45:09:00,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,45.002412,0.000000,0.000000,0.000000,31.771227,25.391837,36.516320,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

37,09:00:09:15,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,45.002412,0.000000,0.000000,0.000000,31.771227,12.695919,19.444940,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

38,09:15-09:30,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,30.001608,0.000000,0.000000,0.000000,15.885613,12.695919,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,3.724896,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

39,09:30-09:45,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,30.001608,0.000000,0.000000,0.000000,15.885613,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,34.056192,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

40,09:45-10:00,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,15.000804,0.000000,0.000000,0.000000,15.885613,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,34.056192,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

41,10:00-10:15,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,14.636412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,16.079983,0.700770,119.213662,121.066350,0,0,0,0,0

42,10:15-10:30,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,13.968360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,16.079983,0.700770,119.213662,121.066350,0,0,0,0,0

43,10:30-10:45,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,16.079983,0.700770,119.213662,121.066350,0,0,0,0,0

44,10:45-11:00,52.602588,88.688000,0.000000,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,16.079983,0.700770,119.213662,121.066350,0,0,0,0,0

45,11:00-11:15,52.602588,88.688000,6.791862,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,16.079983,0.700770,119.213662,121.066350,0,0,0,0,0

46,11:15-11:30,52.602588,88.688000,6.791862,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,16.079983,0.700770,119.213662,121.066350,0,0,0,0,0

47,11:30-11:45,52.602588,88.688000,6.791862,0.000000,629.226996,0.000000,0.000000,16.942011,0.000000,14.459964,142.205062,0.000000,0.000000,33.546535,403.694280,10.517240,0.000000,0.000000,658.247278,56.933840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.620592,40.858947,0.000000,0.000000,2.240336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.440056,2.554214,8.554536,0.000000,4.538705,0.700770,119.213662,121.066350,0,0,0,0,0

