Block,Time,SALAL,CHAMERA3,SINGRAULI,TANDA2,BSIUL,UNCHAHAR4,ANTA_GF,PARBATI3,UNCHAHAR1,NJPC,KISHANGANGA,KOTESHWR,CHAMERA2,RIHAND2,URI2,KOLDAM,SEWA2,DADRI_RF,DADRI_CRF,TANAKPUR,RAMPUR,NAPP,RAPPC,RIHAND1,URI,ANTA_CRF,AURY_GF,RAPPB,AURY_LF,DADRT2,ANTA_LF,TEHRI,AURY_CRF,DADRI_LF,CHAMERA1,DHAULIGNGA,AURY_RF,RIHAND3,UNCHAHAR2,DADRI_GF,ANTA_RF,SIMHST2,KAWAS-RLNG,GANDHAR-ComGas,VSTPS II,KAWAS-NAPM,NNTPP,KHSTPP-II,SOLAPUR,SASAN,RSTPSU7,SIPAT I,GADARWARA-I,KKNP,VSTPS IV,VSTPS III,KHARGONE-I,VSTPS V,SIPAT II,SINGRAULI_HYDRO,KGSU1AND2,MOUDA_II,GANDHAR-NAPM,DULHASTI,KUDGI,KHSTPP-I,KSTPS7,TAPS-II,NLCIIST1,GANDHAR-RLNG,VALLURNTECL,VSTPS I,MOUDA,NTPL,GANDHAR-APM,KAWAS-APM,NLCEXP,TALA,LARA-I,KAPS,MAPS,KSTPS I&II,TALST2,NLCIIST2,KAWAS-zLIQ,RSTPSU1TO6,FSTPP I & II,NLCTS2EXP,JHAJJAR,KGSU3AND4,BRBCL,KAWAS-ComGas,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,38.065958,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,21.380065,0.000000,2.458347,16.789688,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,332.089545,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.225014,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.581807,0.71,0.000000,0.00,2.318239,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,425.600354,2.10,10.461174,0.000000,25.975960,0,0,0,0,0

8,01:45-02:00,38.065958,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,21.380065,0.000000,2.458347,16.789688,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,332.089545,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.225014,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.581807,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,425.600354,2.10,10.581654,0.000000,25.975960,0,0,0,0,0

9,02:00-02:15,38.065958,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,21.380065,0.000000,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,277.279884,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.595511,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,426.120644,2.10,10.839401,0.000000,25.975960,0,0,0,0,0

10,02:15-02:30,38.065958,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,21.380065,0.000000,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,221.396884,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.595511,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,426.120644,2.10,10.839401,0.000000,25.975960,0,0,0,0,0

11,02:30-02:45,38.065958,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,21.380065,0.000000,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,197.536770,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.603733,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,425.793054,2.10,10.839401,0.000000,25.975960,0,0,0,0,0

12,02:45-03:00,51.501002,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,21.380065,0.000000,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,187.420020,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.603733,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,425.793054,2.10,10.839401,0.000000,25.975960,0,0,0,0,0

13,03:00-03:15,80.610264,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,21.380065,0.000000,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,192.478395,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.611956,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,426.120644,2.10,10.839401,0.000000,25.975960,0,0,0,0,0

14,03:15-03:30,80.610264,20.367772,138.769784,2.351036,12.629173,1.375498,0.000000,0.000000,17.820029,0.000000,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,190.835917,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.611956,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,370.376241,2.10,10.839401,0.000000,22.031969,0,0,0,0,0

15,03:30-03:45,80.610264,20.367772,138.769784,2.351036,12.629173,0.656579,0.000000,0.000000,7.912455,0.000000,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.000000,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.617437,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,299.299713,2.10,10.839401,0.000000,12.137224,0,0,0,0,0

16,03:45-04:00,80.610264,20.367772,138.769784,2.351036,12.629173,0.656579,0.000000,0.000000,7.912455,19.728169,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.381296,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,31.581603,1.292867,2.617437,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,253.051713,2.10,10.839401,0.000000,11.579462,0,0,0,0,0

17,04:00-04:15,80.610264,20.367772,138.769784,2.351036,12.629173,0.656579,0.000000,0.000000,7.912455,19.728169,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.381296,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,32.166448,1.292867,2.625660,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,253.051713,2.10,10.839401,0.000000,11.579462,0,0,0,0,0

18,04:15-04:30,80.610264,20.367772,138.769784,2.351036,12.629173,0.656579,0.000000,0.000000,7.912455,19.728169,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.381296,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,33.221480,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,32.166448,1.292867,2.625660,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,253.051713,2.10,10.839401,0.000000,11.579462,0,0,0,0,0

19,04:30-04:45,51.501002,20.367772,138.769784,2.351036,19.077300,0.656579,0.000000,3.345696,7.912455,19.728169,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.381296,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,121.902020,22.376902,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,22.529520,1.292867,2.631141,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,9.801686,0.84,253.051713,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

20,04:45-05:00,51.501002,20.367772,138.769784,2.351036,19.077300,0.656579,0.000000,6.691393,7.912455,19.728169,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.110819,0.381296,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,20.014209,0.000000,0.000000,13.536558,0.000000,0.000000,121.902020,22.376902,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,22.529520,1.292867,2.631141,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,9.801686,0.84,253.051713,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

21,05:00-05:15,51.501002,20.367772,138.769784,2.351036,19.077300,0.661595,0.000000,34.795243,7.912455,19.728169,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.234244,0.381296,42.539088,57.558022,90.877303,51.057792,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,0.000000,0.000000,0.000000,27.073117,0.000000,0.000000,121.902020,12.454586,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,112.980877,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,15.730197,1.292867,2.639364,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,4.439423,0.84,232.076318,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

22,05:15-05:30,51.501002,20.367772,138.769784,2.351036,19.077300,0.661595,0.000000,34.795243,7.912455,39.456339,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.234244,0.762595,42.539088,57.558022,90.877303,51.057792,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,0.000000,0.000000,0.000000,40.609675,0.000000,0.000000,121.902020,12.454586,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,15.730197,1.292867,2.639364,0.71,0.000000,0.00,2.318388,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,4.439423,0.84,232.076318,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

23,05:30-05:45,51.501002,20.367772,138.769784,2.351036,19.077300,0.661595,0.000000,34.795243,7.912455,49.320423,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.234244,0.953244,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,0.000000,0.000000,0.000000,40.609675,9.553234,0.000000,121.902020,22.376902,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,22.529520,1.292867,2.644845,0.71,0.000000,0.00,2.297595,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,9.801686,0.84,232.076318,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

24,05:45-06:00,51.501002,20.367772,138.769784,2.351036,19.077300,0.661595,0.000000,34.795243,7.912455,67.568979,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.234244,1.300496,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,0.000000,0.000000,0.000000,40.609675,19.106467,0.000000,121.902020,22.376902,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,22.529520,1.292867,2.644845,0.75,0.000000,0.00,2.297595,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,9.801686,0.84,232.076318,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

25,06:00-06:15,51.501002,20.367772,138.769784,2.351036,19.077300,0.661595,0.000000,34.795243,7.912455,59.184508,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.234244,1.143891,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,0.000000,0.000000,0.000000,40.609675,19.106467,0.000000,121.902020,22.376902,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,32.166448,1.292867,2.653067,0.77,0.000000,0.00,2.297595,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,232.076318,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

26,06:15-06:30,51.501002,20.367772,138.769784,2.351036,19.077300,0.661595,0.000000,34.795243,7.912455,73.092867,2.458347,8.394844,27.943212,116.284815,33.382780,0.000000,16.552026,0.000000,0.000000,1.234244,1.409439,42.539088,57.558022,90.877303,48.930384,0.000000,0.000000,0.000000,0.000000,180.286999,0.000000,0.000000,0.000000,0.000000,40.609675,19.106467,0.000000,121.902020,22.376902,0.000000,0.000000,0.85,0.000000,0.000000,1.872044,0.000000,0.16,142.131305,1.706584,266.648625,1.87,5.119751,2.068586,1.56,2.585733,1.888156,1.706583,1.279076,1.801965,1.016558,1.92,3.383514,0.000000,51.937806,0.00,32.166448,1.292867,2.653067,0.77,0.000000,0.00,2.297595,1.867362,1.82,0.000000,0.000000,1.67,0.000000,4.102703,0.799281,0.23,2.860953,0.00,0.40,0.000000,7.57,17.477986,0.84,232.076318,2.10,10.839401,0.000000,9.934359,0,0,0,0,0

