Block,Time,RIHAND1,KOLDAM,AURY_CRF,RAMPUR,UNCHAHAR3,UNCHAHAR1,KISHANGANGA,CHAMERA3,TEHRI,JHAJJAR,DULHASTI,DADRT2,RAPPB,URI,TANDA2,ANTA_LF,UNCHAHAR2,ANTA_GF,SALAL,AURY_GF,SINGRAULI_HYDRO,ANTA_CRF,RIHAND2,BSIUL,UNCHAHAR4,TANAKPUR,CHAMERA1,RIHAND3,DADRI_CRF,KOTESHWR,SEWA2,DADRI_GF,ANTA_RF,AURY_RF,NAPP,DHAULIGNGA,SINGRAULI,RAPPC,AURY_LF,DADRI_RF,DADRI_LF,PARBATI3,URI2,CHAMERA2,NJPC,KHSTPP-II,KHSTPP-I,SASAN,BRBCL,FSTPP I & II,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,93.862802,2.242416,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,41.920528,652.616322,38.152355,661.706744,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,46.904184,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

2,00:15-00:30,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,41.920528,652.616322,38.152355,661.706744,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,46.904184,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

3,00:30-00:45,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,31.440397,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,46.904184,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

4,00:45-01:00,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,46.904184,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

5,01:00-01:15,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,46.904184,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

6,01:15-01:30,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

7,01:30-01:45,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

8,01:45-02:00,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,18.953055,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

9,02:00-02:15,93.862802,0.000000,0.000000,0.834066,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,21.553150,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

10,02:15-02:30,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,62.931131,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

11,02:30-02:45,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,19.419068,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

12,02:45-03:00,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,9.709534,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

13,03:00-03:15,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,9.709534,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,26.740315,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

14,03:15-03:30,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,9.709534,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,27.174272,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

15,03:30-03:45,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,9.709534,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,27.174272,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

16,03:45-04:00,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,9.709534,652.616322,38.152355,665.767062,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,27.174272,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,19.343741,9.813164,0.000000,0,0,0,0,0

17,04:00-04:15,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,22.434239,9.709534,652.616322,38.152355,592.838403,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,27.174272,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,14.507806,9.813164,0.000000,0,0,0,0,0

18,04:15-04:30,93.862802,0.000000,0.000000,2.055378,26.729659,21.885473,5.377496,11.217119,9.709534,652.616322,38.152355,547.813795,0.000000,33.631870,5.181808,0.000000,43.429197,0.000000,76.764742,0.000000,0.754018,0.000000,120.287898,18.918797,0.000000,0.123886,27.174272,126.284015,0.000000,8.919085,18.182077,0.000000,0.000000,0.000000,49.274509,0.000000,145.054314,65.753982,0.000000,0.000000,0.000000,0.000000,36.643921,31.269456,53.236282,143.420930,44.872550,400.379400,14.507806,9.813164,0.000000,0,0,0,0,0

