Block,Time,CHAMERA2,DADRT2,DULHASTI,KHSTPP-II,KOTESHWR,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TALA,KGSU3AND4,RAPPB,AURY_GF,DADRI_GF,DADRI_LF,DADRI_RF,BSIUL,CHAMERA1,CHAMERA3,NJPC,NLCEXP,RIHAND1,RIHAND3,SASAN,TANDA2,UNCHAHAR4,VALLURNTECL,ANTA_LF,AURY_LF,KGSU1AND2,KHSTPP-I,KKNP,KUDGI,NAPP,NNTPP,SEWA2,SIMHST2,TALST2,TANAKPUR,TEHRI,TelanganaSTPP,URI2,KKNPPU2,RSTPSU1TO6,RSTPSU7,ANTA_RF,JHAJJAR,KISHANGANGA,KOLDAM,NTPL,PARBATI3,RAPPC,SALAL,UNCHAHAR3,URI,ANTA_GF,AURY_CRF,DADRI_CRF,BRBCL,DHAULIGNGA,FSTPP I & II,MAPS,SIMHST1,SINGRAULI,UNCHAHAR1,UNCHAHAR2,ANTA_CRF,AURY_RF
65,16:00-16:15,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,31.13,0,4.31,0,0,0,42.73,485.1,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

66,16:15-16:30,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,23.39,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,31.13,0,4.31,0,0,0,42.73,485.1,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

67,16:30-16:45,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,46.78,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,46.68,0,4.31,0,0,0,42.73,496.65,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

68,16:45-17:00,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,46.78,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,3.59,46.68,0,4.31,0,0,0,42.73,496.65,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

69,17:00-17:15,3.34,683.14,16.48,148.3,17.75,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,70.17,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.44,46.68,0,4.31,0,0,0,43.05,508.2,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

70,17:15-17:30,7.99,683.14,32.96,148.3,26.62,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,2.2,12.04,9.68,93.56,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.44,46.68,0,4.31,0,0,0,43.37,478.2,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,18.27,20.8,0,0,139.69,10.28,42.39,0,53.75

71,17:30-17:45,39.51,683.14,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,27.14,19.38,116.95,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,2.44,62.24,0,4.31,0,0,0,43.89,489.75,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,27.41,20.8,0,0,139.69,10.28,42.39,0,53.75

72,17:45-18:00,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,27.14,19.38,140.35,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,2.44,62.24,0,4.31,0,0,0,43.89,489.75,0,0,0,0,53.8,1.4,26.4,1.33,0,0,0,20,27.41,20.8,0,0,139.69,10.28,42.39,0,53.75

73,18:00-18:15,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,27.14,19.38,140.35,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,2.44,62.24,0,4.31,0,0,0,43.89,501.3,0,0,0,0,53.8,1.4,26.4,1.11,0,0,0,20,27.41,20.8,0,0,139.69,10.28,42.39,0,53.75

74,18:15-18:30,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,27.14,19.38,140.35,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,2.44,62.24,0,4.31,0,0,0,43.89,501.3,0,0,0,0,53.8,1.4,26.4,1.11,0,0,0,20,27.41,20.8,0,0,139.69,10.28,42.39,0,53.75

75,18:30-18:45,39.51,682.79,32.96,148.3,39.05,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,13.04,12.04,19.38,116.95,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,7.9,0,0,2.44,62.24,0,4.31,0,0,0,44.1,524.4,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,27.41,20.8,0,0,139.69,10.28,42.39,0,53.75

76,18:45-19:00,4,682.79,32.96,148.3,19.72,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,2.2,0,1.27,93.56,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,2.44,62.24,0,4.31,0,0,0,44.1,577.5,0,0,0,0,53.8,1.4,26.4,2.21,0,0,0,20,18.27,20.8,0,0,139.69,10.28,42.39,0,53.75

77,19:00-19:15,0,682.79,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,70.17,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,62.24,0,4.31,0,0,0,44.1,600.6,0,0,0,3.82,53.8,1.4,26.4,2.21,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

78,19:15-19:30,0,682.79,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,40.62,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,62.24,0,10.76,0,0,0,44.1,623.7,0,0,0,16.54,53.8,1.4,26.4,2.21,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

79,19:30-19:45,0,682.79,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,23.39,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,46.68,0,10.76,0,0,0,44.21,651.98,0,0,0,16.54,53.8,1.4,26.4,8.83,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

80,19:45-20:00,0,682.79,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,23.29,0,92,124.33,315,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,46.68,0,10.76,0,0,0,44.21,651.98,0,0,0,16.54,53.8,1.4,26.4,8.83,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

81,20:00-20:15,0,682.78,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,281.25,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,10.76,0,0,0,44.21,651.98,0,0,0,16.54,53.8,1.4,26.4,26.49,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

82,20:15-20:30,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,247.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,10.76,0,0,0,44.21,651.98,0,0,0,16.54,53.8,1.4,26.4,26.49,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

83,20:30-20:45,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,247.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,10.76,0,0,0,44.21,651.98,0,0,0,16.54,53.8,1.4,26.4,26.49,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

84,20:45-21:00,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,247.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,31.13,0,4.31,0,0,0,44.21,651.98,0,0,0,3.57,53.8,1.4,26.4,26.49,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

85,21:00-21:15,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,247.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,15.37,0,4.31,0,0,0,44.31,651.98,0,0,0,0,53.8,1.4,26.4,26.49,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

86,21:15-21:30,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,247.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.31,651.98,0,0,0,0,53.8,1.4,26.4,5.52,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

87,21:30-21:45,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,247.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.31,651.98,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

88,21:45-22:00,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,247.5,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.31,651.98,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,9.14,42.39,0,53.75

89,22:00-22:15,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.42,651.98,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

90,22:15-22:30,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.69,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.62,651.98,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

91,22:30-22:45,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.08,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.62,651.98,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

92,22:45-23:00,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.08,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.62,651.98,0,0,0,0,53.8,1.4,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

93,23:00-23:15,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.08,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.62,651.98,0,0,0,0,53.8,3.49,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

94,23:15-23:30,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.08,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.84,651.98,0,0,0,0,53.8,3.49,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

95,23:30-23:45,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.08,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.84,651.98,0,0,0,0,53.8,3.49,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

96,23:45-24:00,0,683.14,16.48,148.3,8.87,0,0,0,0,118.76,0,0,0,0,0,0,23.56,69.05,0,0,0,0,0,92,124.33,230.62,0,0,0,0,0,0,33.08,0,0,44,0,0,0,0,1.28,0,0,4.31,0,0,0,44.84,651.98,0,0,0,0,53.8,3.49,26.4,3.31,0,0,0,20,0,20.8,0,0,139.69,10.28,42.39,0,53.75

