Block,Time,LT-59,L_NR_2019_19,L_NR_2023_04,L_NR_2012_04,L_NR_2019_11,L_NR_2020_07,L_NR_2020_05,L_NR_2021_16,L_NR_2021_15,L_NR_2012_02,L_NR_2018_61,L_NR_2012_01,LT-36,L_NR_2023_07,L_NR_2021_12,SH-07,LT-05,L_NR_2019_07,L_NR_2022_09,L_NR_2022_08,LT-31,L_NR_2020_06,L_NR_2023_10,L_NR_2020_02,L_NR_2021_13,L_NR_2012_07,L_NR_2021_17,SH-06,LT-35,L_NR_2019_06,L_NR_2022_10,L_NR_2019_05,L_NR_2021_14
16,03:45-04:00,5.520000,0,29.450000,269.920000,4.960000,14.31,42.96,0,0,224.490000,28.34,100.530000,0.000000,0,0,25.830000,65.860000,0,40.61,11.29,0.000000,14.32,0,4.980000,0,64.490000,0,25.830000,0.000000,0,40.61,0,0

17,04:00-04:15,5.400000,0,29.500000,269.920000,4.810000,14.18,42.56,0,0,224.490000,27.74,100.530000,0.000000,0,0,25.830000,65.860000,0,40.34,11.05,0.000000,14.19,0,4.980000,0,49.600000,0,25.830000,0.000000,0,40.34,0,0

18,04:15-04:30,5.400000,0,29.500000,269.920000,4.810000,14.1,42.33,0,0,224.490000,26.6,100.530000,0.000000,0,0,25.830000,65.860000,0,40.02,11.08,0.000000,14.11,0,4.980000,0,49.600000,0,25.830000,0.000000,0,40.02,0,0

19,04:30-04:45,5.400000,0,29.500000,269.920000,4.810000,14.01,42.05,0,0,233.120000,25.29,100.530000,0.000000,0,0,25.830000,65.860000,0,39.87,10.97,0.000000,14.02,0,4.980000,0,58.690000,0,25.830000,0.000000,0,39.87,0,0

20,04:45-05:00,5.400000,0,29.500000,269.920000,4.810000,11.21,33.58,0,0,223.520000,24.15,100.530000,0.000000,0,0,25.830000,65.860000,0,32.42,8.67,0.000000,11.19,0,4.980000,0,58.690000,0,25.830000,0.000000,0,32.42,0,0

21,05:00-05:15,5.400000,0,29.500000,269.920000,4.810000,11.12,33.38,0,0,223.520000,27.06,100.530000,0.000000,0,0,25.830000,65.860000,0,32.4,8.41,0.000000,11.13,0,4.890000,0,58.690000,0,25.830000,0.000000,0,32.4,0,0

22,05:15-05:30,5.400000,0,29.500000,269.920000,4.810000,11.1,33.35,0,0,223.520000,26.93,100.530000,0.000000,0,0,25.830000,65.860000,0,32.27,8.37,0.000000,11.12,0,4.890000,0,58.690000,0,25.830000,0.000000,0,32.27,0,0

23,05:30-05:45,5.400000,0,29.500000,269.920000,4.810000,11.1,33.29,0,0,223.520000,26.66,100.530000,0.000000,0,0,25.830000,65.860000,0,32.16,8.09,0.000000,11.1,0,4.890000,0,58.690000,0,25.830000,0.000000,0,32.16,0,0

24,05:45-06:00,5.400000,0,29.500000,269.920000,4.810000,11.06,33.21,0,0,223.520000,26.06,100.530000,0.000000,0,0,25.830000,65.860000,0,32.06,7.9,0.000000,11.07,0,4.890000,0,58.690000,0,25.830000,0.000000,0,32.06,0,0.18

25,06:00-06:15,5.400000,0.331228,29.500000,269.920000,4.730000,7.87,23.62,1,0,223.520000,25.6,100.530000,0.000000,0,0,25.830000,65.860000,6.66,21.93,7,0.000000,7.88,0,4.890000,0,58.690000,0,25.830000,0.000000,10.79,21.93,0,1.66

26,06:15-06:30,5.400000,4.695644,29.500000,269.920000,4.730000,7.87,23.62,3,0,223.520000,24.29,100.530000,0.010000,0.08,0,25.830000,65.860000,10.22,21.84,7,0.010000,7.88,0.04,4.890000,0,58.690000,2,25.830000,0.010000,23.76,21.84,2.04,3.79

27,06:30-06:45,5.400000,12.90815,29.500000,269.920000,4.730000,7.96,23.88,5,1,223.520000,23.15,100.530000,0.160000,1.74,1.13,25.830000,65.860000,15.75,21.85,7,0.150000,7.96,0.74,4.890000,0.23,58.690000,3,25.830000,0.150000,28.22,21.85,5.85,0.33

28,06:45-07:00,5.400000,20.75046,29.500000,269.920000,4.730000,7.96,23.88,9,2,223.520000,22.04,100.530000,0.510000,6.24,5.65,25.830000,65.860000,23.26,21.68,7,0.500000,7.96,2.68,4.890000,1.13,58.690000,4,25.830000,0.500000,23.25,21.68,13.04,1.67

29,07:00-07:15,5.250000,28.670706,29.500000,269.920000,4.730000,8.03,24.14,11,4,223.520000,20.92,100.530000,1.040000,13.57,13.39,25.830000,65.860000,20.52,21.66,7,1.010000,8.05,5.81,4.890000,2.68,58.690000,6,25.830000,1.010000,20.51,21.66,20.52,3.33

30,07:15-07:30,5.250000,37.496958,29.500000,269.920000,4.730000,8.03,24.14,16,7,223.520000,19.73,100.530000,1.690000,24.5,22.77,25.830000,65.860000,21.02,21.75,7,1.650000,8.05,10.5,4.890000,4.55,58.690000,8,25.830000,1.650000,21.01,21.75,21.02,6.67

31,07:30-07:45,5.250000,47.024634,29.500000,269.920000,4.730000,8.1,24.33,21,7,223.520000,10.48,100.530000,2.640000,38.5,48.93,25.830000,65.860000,21.52,21.82,7,2.580000,8.11,16.5,4.890000,9.79,58.690000,10,25.830000,2.580000,21.51,21.82,21.52,10

32,07:45:08:00,5.250000,56.756892,29.500000,269.920000,4.730000,8.1,24.33,24,8,206.250000,10.29,100.530000,3.590000,52,69.47,25.830000,65.860000,22.35,21.84,7,3.500000,8.11,22,4.890000,13.89,58.690000,12,25.830000,3.500000,22.35,21.84,22.35,21.36

33,08:00-08:15,5.250000,65.690306,27.580000,269.920000,4.650000,8.14,24.43,27,10,169.730000,10.11,70.060000,4.850000,64,91.32,25.830000,65.860000,24.35,19.62,7,4.730000,8.15,28,4.890000,18.26,33.570000,14,25.830000,4.730000,24.35,19.62,24.35,28.41

34,08:15-08:30,5.250000,73.883328,27.580000,269.920000,4.650000,8.09,24.29,34,12,110.010000,10.03,70.060000,5.930000,81,113.18,25.830000,65.860000,26.15,19.58,7,5.790000,8.1,34,4.890000,22.64,33.570000,17,25.830000,5.790000,26.15,19.58,26.15,35.83

35,08:30-08:45,5.250000,81.374926,27.580000,269.920000,4.650000,8.09,24.32,41,13,110.010000,9.79,70.060000,7.000000,95,133.71,25.830000,65.860000,27.15,19.62,7,6.830000,8.11,40,4.890000,26.74,33.570000,20,25.830000,6.830000,27.15,19.62,27.15,43.22

36,08:45:09:00,5.250000,88.223552,27.580000,269.920000,4.650000,8.14,24.39,48,15,110.010000,9.36,70.060000,8.050000,109,153.26,25.830000,65.860000,27.82,19.6,7,7.850000,8.13,46,4.890000,30.65,33.570000,24,25.830000,7.850000,27.81,19.6,27.82,50.42

37,09:00:09:15,5.400000,89.72382,27.580000,269.920000,4.650000,8.17,24.56,56,16,110.010000,8.7,47.980000,9.020000,123,169.08,25.830000,65.860000,27.82,19.72,7,8.810000,8.19,52,4.800000,33.82,33.570000,28,25.830000,8.810000,27.81,19.72,27.82,57.2

38,09:15-09:30,5.400000,96.484768,26.570000,269.920000,4.650000,8.48,25.43,61,17,110.010000,7.6,47.980000,10.480000,137,189.17,25.830000,65.860000,28.82,19.97,7.11,10.220000,8.48,58,4.800000,37.83,33.570000,30,25.830000,10.220000,28.81,19.97,28.82,63.69

39,09:30-09:45,5.400000,102.378678,26.570000,269.920000,4.650000,6.99,20.98,66,35.5,110.010000,10.73,47.980000,11.350000,147,193.89,25.830000,65.860000,28.82,18.55,7.11,11.070000,6.99,63,4.800000,38.78,33.570000,33,25.830000,11.070000,28.81,18.55,28.82,69.83

40,09:45-10:00,5.400000,107.395808,26.570000,269.920000,4.650000,7.13,21.36,68,37.5,110.010000,10.33,47.980000,12.120000,158,208.17,25.830000,70.000000,28.82,18.55,7.11,11.820000,7.12,67,4.800000,41.63,33.570000,34,25.830000,11.820000,28.81,18.55,28.82,75.23

41,10:00-10:15,5.400000,112.013516,26.620000,269.920000,4.960000,7.27,21.81,71,40,110.010000,9.92,47.980000,12.790000,166,218.05,25.830000,70.000000,28.82,18.62,7.11,12.470000,7.27,71,4.800000,43.61,33.570000,36,25.830000,12.470000,28.81,18.62,28.82,80.23

42,10:15-10:30,5.400000,115.715476,25.660000,269.920000,4.960000,7.51,22.51,75,42,110.010000,9.74,47.980000,13.300000,175,223.83,25.830000,70.000000,28.82,18.58,7.11,12.980000,7.5,75,4.800000,44.77,33.570000,38,25.830000,12.980000,28.81,18.58,28.82,84.59

43,10:30-10:45,5.400000,123.255784,25.660000,269.920000,4.960000,7.71,23.15,77,43.5,127.290000,7.4,47.980000,13.770000,182,229.09,25.830000,70.000000,28.82,20.14,7.11,13.440000,7.72,78,4.800000,45.82,33.570000,38,25.830000,13.440000,28.81,20.14,28.82,86.49

44,10:45-11:00,5.400000,125.389282,25.660000,269.920000,4.960000,8,24,77,44,160.870000,7.4,47.980000,14.140000,186,229.09,25.830000,70.000000,28.82,20.41,7.11,13.800000,8,79,4.800000,45.82,46.570000,38,25.830000,13.800000,28.81,20.41,28.82,88.57

45,11:00-11:15,5.250000,126.899292,25.660000,269.920000,5.190000,8,24,77,45,160.870000,7.4,47.980000,15.200000,189,229.09,25.830000,70.000000,29.65,20.61,7.11,14.830000,8,81,4.800000,45.82,46.570000,38,25.830000,14.830000,29.65,20.61,29.65,89.45

46,11:15-11:30,5.250000,127.513038,25.660000,269.920000,5.190000,8,24,77,46,160.870000,7.4,47.980000,15.420000,189,229.09,25.830000,70.000000,29.65,21.06,7.11,15.040000,8,81,4.800000,45.82,46.570000,38,25.830000,15.040000,29.65,21.06,29.65,91.13

47,11:30-11:45,5.250000,127.503296,25.660000,269.920000,5.190000,8,24,77,43.5,160.870000,7.4,47.980000,15.500000,189,229.09,25.830000,94.090000,29.98,21.39,7.11,15.120000,8,81,4.800000,45.82,46.570000,38,25.830000,15.120000,29.99,21.39,29.98,91.33

48,11:45-12:00,5.250000,126.480386,25.660000,269.920000,5.190000,8,24,77,43.5,160.870000,7.4,47.980000,15.590000,189,229.09,25.830000,115.160000,29.98,21.53,7.35,15.200000,8,81,4.800000,45.82,46.570000,38,25.830000,15.200000,29.99,21.53,29.98,91.32

49,12:00-12:15,5.400000,112.81236,25.660000,269.920000,5.420000,8,24,77,43.5,189.670000,7.4,47.980000,15.600000,189,220.83,30.710000,115.160000,29.98,22,7.74,15.220000,8,81,4.800000,44.17,46.570000,38,25.270000,15.220000,29.99,22,29.98,91.33

50,12:15-12:30,5.400000,112.023258,25.660000,269.920000,5.420000,8,24,77,43.5,220.600000,15.54,47.980000,15.540000,189,220.83,30.710000,115.160000,29.98,28.84,8.84,15.160000,8,81,4.800000,44.17,46.570000,38,25.270000,15.160000,29.99,28.84,29.98,91.35

51,12:30-12:45,5.400000,109.441628,25.660000,269.920000,5.420000,11.71,35.15,77,43.5,220.600000,15.51,47.980000,15.540000,189,220.83,25.830000,115.160000,29.98,29.51,9.84,15.170000,11.72,81,4.800000,44.17,64.490000,38,25.830000,15.170000,29.99,29.51,29.98,91.38

52,12:45-13:00,5.400000,106.48006,25.660000,269.920000,5.420000,11.94,35.83,77,41,220.600000,15.31,47.980000,15.540000,179,220.83,25.830000,94.090000,29.98,29.84,10.51,15.160000,11.94,76,4.800000,44.17,64.490000,38,25.830000,15.160000,29.99,29.84,29.98,91.32

53,13:00-13:15,5.710000,103.576944,25.660000,269.920000,5.350000,12.05,36.15,77,41,220.600000,26.11,47.980000,15.490000,179,220.83,25.830000,70.000000,29.98,30.51,11.17,15.120000,12.05,76,4.700000,44.17,64.490000,38,25.830000,15.120000,29.99,30.51,29.98,91.32

54,13:15-13:30,5.710000,100.58615,25.660000,269.920000,5.350000,12.44,37.33,76,41,220.600000,26.31,47.980000,15.470000,179,220.83,25.830000,70.000000,29.98,31.17,11.84,15.100000,12.44,76,4.700000,44.17,64.490000,38,25.830000,15.100000,29.99,31.17,29.98,91.31

55,13:30-13:45,5.710000,100.449762,25.660000,269.920000,5.350000,12.72,38.17,77,41,220.600000,26.91,47.980000,15.430000,179,220.83,25.830000,94.090000,29.98,31.84,12.51,15.060000,12.73,76,4.700000,44.17,64.490000,38,25.830000,15.060000,29.99,31.84,29.98,91.13

56,13:45-14:00,5.710000,95.724892,25.660000,269.920000,5.350000,16.24,48.72,78,40,220.600000,27.31,47.980000,15.010000,179,220.83,25.830000,115.160000,29.98,36.87,13.17,14.650000,16.24,76,4.700000,44.17,64.490000,39,25.830000,14.650000,29.99,36.87,29.98,89.99

57,14:00-14:15,5.710000,88.886008,25.660000,269.920000,5.040000,16.92,50.71,76,39.5,220.600000,27.72,47.980000,14.670000,175,217.83,25.830000,115.160000,29.98,37.12,18.08,14.320000,16.9,75,4.700000,43.57,64.490000,38,25.830000,14.320000,29.99,37.12,29.98,84.79

58,14:15-14:30,5.710000,82.427062,25.660000,269.920000,5.040000,17.66,52.96,75,38,220.600000,28.32,76.780000,14.300000,172,214.85,25.830000,115.160000,29.98,37.44,18.08,13.940000,17.65,73,4.700000,42.97,64.490000,38,25.830000,13.940000,29.99,37.44,29.98,84.22

59,14:30-14:45,5.710000,76.406506,25.660000,269.920000,5.040000,18.35,55,76,37,220.540000,28.72,49.900000,13.730000,168,219.78,25.830000,115.160000,29.98,37.85,17.75,13.400000,18.33,72,4.700000,43.96,64.470000,38,25.830000,13.400000,29.99,37.85,29.98,82.12

60,14:45-15:00,5.710000,70.220336,25.660000,269.920000,5.040000,19.01,57.03,77,36,220.540000,29.12,49.900000,13.160000,165,211.88,25.830000,115.160000,29.98,38.76,17.75,12.840000,19.01,70,4.700000,42.37,64.470000,39,25.830000,12.840000,29.99,38.76,29.98,79.82

61,15:00-15:15,5.710000,48.300836,26.570000,269.920000,5.040000,19.53,58.56,75,35,220.540000,29.32,49.900000,12.660000,158,198.53,25.830000,115.160000,29.98,38.99,17.42,12.360000,19.52,67,4.800000,39.71,64.470000,37,25.830000,12.360000,29.99,38.99,29.98,75.73

62,15:15-15:30,5.710000,44.540424,26.570000,269.920000,5.040000,19.59,58.78,69,34,220.220000,29.32,49.900000,12.130000,147,185.9,25.830000,115.160000,29.98,39.27,17.08,11.830000,19.59,63,4.800000,37.18,64.470000,35,25.830000,11.830000,29.99,39.27,29.98,71.19

63,15:30-15:45,5.710000,40.078588,26.570000,269.920000,5.040000,16.74,50.22,64,32,220.220000,28.98,78.700000,11.360000,137,172.24,25.830000,115.160000,29.98,39.76,15.91,11.090000,16.74,58,4.800000,34.45,64.880000,32,25.830000,11.090000,29.99,39.76,29.98,66.21

64,15:45-16:00,5.710000,35.392686,26.570000,269.920000,5.040000,16.83,50.46,59,30,220.220000,28.72,100.340000,10.500000,126,157.96,25.830000,115.160000,29.98,40.38,15.28,10.240000,16.82,54,4.800000,31.59,64.880000,29,25.830000,10.240000,29.99,40.38,29.98,60.58

65,16:00-16:15,5.710000,30.6873,27.530000,269.920000,5.190000,16.57,49.73,35,27,220.160000,28.32,71.550000,9.450000,112,159.07,25.830000,115.160000,29.98,40.82,14.65,9.230000,16.58,48,4.930000,31.81,64.860000,17,25.830000,9.230000,29.99,40.82,29.98,54.83

66,16:15-16:30,5.710000,26.293658,27.530000,269.920000,5.190000,24.89,74.65,33,24.5,220.160000,27.72,49.900000,8.360000,98,140.67,25.830000,115.160000,29.98,41.32,14.17,8.150000,24.88,42,4.930000,28.13,64.860000,17,25.830000,8.150000,29.99,41.32,29.98,48.76

67,16:30-16:45,5.710000,25.563008,29.450000,269.920000,5.190000,24.6,73.82,29,21,220.220000,26.91,59.890000,7.280000,70,122,25.830000,115.160000,32.37,50.05,21.46,7.110000,24.61,30,4.930000,24.4,64.860000,15,25.830000,7.110000,32.36,50.05,20.87,42.56

68,16:45-17:00,5.710000,18.383154,29.450000,269.920000,5.190000,24.04,72.17,25,17,220.220000,26.31,88.680000,6.150000,60,102.53,25.830000,115.160000,33,50.09,20.94,6.000000,24.06,25,4.930000,20.51,64.860000,13,25.830000,6.000000,33,50.09,10.97,28.55

69,17:00-17:15,4.640000,13.68751,29.450000,269.920000,5.350000,23.54,70.57,21,13.5,220.220000,37.76,100.140000,5.020000,49,84.03,25.830000,115.160000,33,50.14,20.42,4.900000,23.52,21,5.120000,16.81,64.860000,10,25.830000,4.900000,32.16,50.14,4.08,25.22

70,17:15-17:30,5.560000,8.894446,28.450000,269.920000,5.350000,22.89,68.68,17,11,220.220000,37.87,100.140000,3.860000,39,64.71,25.830000,115.160000,24,49.87,19.96,3.760000,22.89,16,5.120000,12.94,64.860000,33,25.830000,3.760000,13.9,49.87,0.58,21.59

71,17:30-17:45,5.560000,4.393642,28.450000,269.920000,5.350000,21.99,65.94,14,7.5,220.220000,38.04,100.140000,2.890000,28,45.88,25.830000,115.160000,12.24,49.42,19.44,2.820000,21.98,12,5.120000,9.18,64.880000,27,25.830000,2.820000,7.81,49.42,0,15.44

72,17:45-18:00,5.560000,2.33808,28.450000,269.920000,5.350000,21.24,63.69,17,7,220.220000,37.14,100.140000,1.970000,21,29.37,25.830000,115.160000,4.44,48.78,18.66,1.920000,21.23,9,5.120000,5.87,64.880000,8,25.830000,1.920000,3.27,48.78,0,9.95

73,18:00-18:15,5.710000,0.282518,29.410000,269.920000,5.350000,18.35,55.02,9,6,220.220000,36.94,100.140000,1.180000,14,18.73,30.710000,115.160000,0,48.18,18.27,1.160000,18.34,6,5.120000,3.75,64.880000,4,25.270000,1.160000,0,48.18,0,0.91

74,18:15-18:30,5.710000,0,29.410000,269.920000,5.350000,18,53.99,3,5,220.220000,40.26,100.140000,0.590000,7,9.43,30.710000,115.160000,0,47.37,17.91,0.570000,17.99,3,5.120000,1.89,64.880000,2,25.270000,0.570000,0,47.37,0,0.3

75,18:30-18:45,5.710000,0,29.410000,269.920000,5.350000,17.76,53.31,1,3,256.850000,40.11,100.140000,0.150000,0,3.4,25.830000,115.160000,0,47.01,17.9,0.140000,17.77,0,5.120000,0.68,73.530000,0,25.830000,0.140000,0,47.01,0,0

76,18:45-19:00,5.710000,0,29.410000,269.920000,5.350000,17.45,52.35,0,0,256.850000,40.18,100.140000,0.000000,0,0.27,25.830000,115.160000,0,46.67,17.15,0.000000,17.45,0,5.120000,0.05,73.530000,0,25.830000,0.000000,0,46.67,0,0

77,19:00-19:15,5.710000,0,29.410000,269.920000,5.350000,17.25,51.76,0,0,256.850000,40.46,100.140000,0.000000,0,0,25.040000,115.160000,0,46.17,16.42,0.000000,17.25,0,5.120000,0,73.530000,0,25.040000,0.000000,0,46.17,0,0

78,19:15-19:30,5.710000,0,29.410000,269.920000,5.350000,16.96,50.88,0,0,256.850000,40.5,100.140000,0.000000,0,0,25.040000,115.160000,0,45.01,15.81,0.000000,16.96,0,5.120000,0,73.530000,0,25.040000,0.000000,0,45.01,0,0

79,19:30-19:45,5.710000,0,29.450000,269.920000,5.350000,16.59,49.75,0,0,256.850000,39.58,100.140000,0.000000,0,0,25.040000,115.160000,0,44.01,14.67,0.000000,16.58,0,5.120000,0,73.530000,0,25.040000,0.000000,0,44.01,0,0

80,19:45-20:00,5.710000,0,29.450000,269.920000,5.350000,13.69,41.09,0,0,256.850000,36.75,100.140000,0.000000,0,0,25.040000,115.160000,0,40.13,14.01,0.000000,13.7,0,5.120000,0,73.530000,0,25.040000,0.000000,0,40.13,0,0

81,20:00-20:15,5.710000,0,29.450000,269.920000,5.190000,13.23,39.69,0,0,256.850000,36.05,100.140000,0.000000,0,0,25.040000,115.160000,0,39.01,13.98,0.000000,13.23,0,5.030000,0,73.530000,0,25.040000,0.000000,0,39.01,0,0

82,20:15-20:30,5.710000,0,29.450000,269.920000,5.190000,12.73,38.21,0,0,256.850000,34.88,100.140000,0.000000,0,0,25.040000,115.160000,0,38.67,13.28,0.000000,12.74,0,5.030000,0,73.530000,0,25.040000,0.000000,0,38.67,0,0

83,20:30-20:45,5.710000,0,29.450000,269.920000,5.420000,12.3,36.9,0,0,256.850000,32.94,100.140000,0.000000,0,0,25.040000,115.160000,0,38.4,12.63,0.000000,12.3,0,5.030000,0,73.530000,0,25.040000,0.000000,0,38.4,0,0

84,20:45-21:00,5.710000,0,29.450000,269.920000,5.420000,12.1,36.3,0,0,256.850000,32.75,100.140000,0.000000,0,0,25.040000,115.160000,0,38.01,12.22,0.000000,12.1,0,5.030000,0,73.530000,0,25.040000,0.000000,0,38.01,0,0

85,21:00-21:15,5.710000,0,29.450000,269.920000,5.420000,11.95,35.87,0,0,256.850000,33.22,100.140000,0.000000,0,0,25.040000,115.160000,0,38.01,12.06,0.000000,11.96,0,5.030000,0,73.530000,0,25.040000,0.000000,0,38.01,0,0

86,21:15-21:30,5.710000,0,29.450000,269.920000,5.420000,10.89,32.69,0,0,256.850000,33.22,100.140000,0.000000,0,0,25.040000,115.160000,0,35.08,9.36,0.000000,10.9,0,5.030000,0,73.530000,0,25.040000,0.000000,0,35.08,0,0

87,21:30-21:45,5.710000,0,29.450000,269.920000,5.420000,10.97,32.88,0,0,225.920000,35.01,100.140000,0.000000,0,0,25.040000,115.160000,0,34.76,9.54,0.000000,10.96,0,5.030000,0,55.610000,0,25.040000,0.000000,0,34.76,0,0

88,21:45-22:00,5.710000,0,29.450000,269.920000,5.420000,11.06,33.13,0,0,197.130000,34.51,100.140000,0.000000,0,0,25.040000,115.160000,0,34.45,9.48,0.000000,11.04,0,5.030000,0,55.610000,0,25.040000,0.000000,0,34.45,0,0

89,22:00-22:15,5.710000,0,29.500000,269.920000,5.190000,11.2,33.62,0,0,197.130000,33.27,100.140000,0.000000,0,0,25.040000,115.160000,0,34.14,9.74,0.000000,11.21,0,5.030000,0,55.610000,0,25.040000,0.000000,0,34.14,0,0

90,22:15-22:30,5.710000,0,29.500000,269.920000,5.190000,11.41,34.22,0,0,197.130000,32.18,100.140000,0.000000,0,0,25.040000,115.160000,0,33.72,10.09,0.000000,11.4,0,5.030000,0,55.610000,0,25.040000,0.000000,0,33.72,0,0

91,22:30-22:45,5.710000,0,29.500000,269.920000,5.190000,11.64,34.92,0,0,197.130000,40.25,100.140000,0.000000,0,0,25.040000,115.160000,0,33.02,10.43,0.000000,11.64,0,5.030000,0,55.610000,0,25.040000,0.000000,0,33.02,0,0

92,22:45-23:00,5.710000,0,29.500000,269.920000,5.190000,16.06,48.17,0,0,197.130000,39.7,100.140000,0.000000,0,0,25.040000,115.160000,0,32.64,13.64,0.000000,16.06,0,5.030000,0,55.610000,0,25.040000,0.000000,0,32.64,0,0

93,23:00-23:15,5.710000,0,29.500000,269.920000,5.190000,16.38,49.17,0,0,197.130000,39.65,100.140000,0.000000,0,0,25.040000,115.160000,0,41.4,13.61,0.000000,16.39,0,5.030000,0,55.610000,0,25.040000,0.000000,0,41.4,0,0

94,23:15-23:30,5.710000,0,29.500000,269.920000,5.190000,16.82,50.46,0,0,197.130000,39.66,100.140000,0.000000,0,0,25.040000,115.160000,0,42.15,13.66,0.000000,16.82,0,5.030000,0,55.610000,0,25.040000,0.000000,0,42.15,0,0

95,23:30-23:45,5.710000,0,29.500000,269.920000,5.190000,17.17,51.53,0,0,197.130000,39.97,100.140000,0.000000,0,0,25.040000,115.160000,0,42.33,13.78,0.000000,17.18,0,5.030000,0,55.610000,0,25.040000,0.000000,0,42.33,0,0

