Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/JPL-BRPL(PTC)GNA,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/24062024/24062024/IEX_240623_01279,NR/24062024/24062024/IEX-240623-01278-1,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/IEPL01,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01062024/30062024/R2
6,01:15-01:30,130.960000,15.470000,30.870000,28.260000,0.000000,16.000000,48.240000,64,0,0,21.33,0,0,0,0,0,0,0,21.34,62.55,0,0,0,21,40.01,0,62.55,0,10.360000,272.770000,115.340000,15.380000,10.320000,38.590000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.700000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

7,01:30-01:45,130.960000,15.470000,30.870000,28.260000,0.000000,16.000000,48.240000,66.5,0,0,22.17,0,0,0,0,0,0,0,22.16,51.67,0,0,0,16,39.81,0,51.67,0,10.360000,272.770000,115.340000,15.380000,10.320000,38.590000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.700000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

8,01:45-02:00,130.960000,15.470000,30.870000,28.260000,0.000000,16.000000,48.240000,69.5,0,0,23.17,0,0,0,0,0,0,0,23.16,50.67,0,0,0,15.34,39.81,0,50.67,0,10.360000,272.770000,115.340000,15.380000,10.320000,38.590000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.700000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

9,02:00-02:15,130.960000,15.290000,30.870000,28.260000,0.000000,16.000000,48.240000,71.5,0,0,23.83,0,0,0,0,0,0,0,23.84,49.33,0,0,0,15.66,39.01,0,49.33,0,9.670000,272.770000,115.340000,15.380000,10.090000,38.590000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.470000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

10,02:15-02:30,130.960000,15.290000,30.870000,28.260000,0.000000,16.000000,48.240000,73,0,0,24.33,0,0,0,0,0,0,0,24.34,48.67,0,0,0,15.66,43.01,0,48.67,0,9.670000,272.770000,115.340000,15.380000,10.090000,38.590000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.470000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

11,02:30-02:45,130.960000,15.290000,30.870000,28.260000,0.000000,16.000000,48.240000,73.5,0,0,24.5,0,0,0,0,0,0,0,24.5,47.33,0,0,0,15.34,43.01,0,47.33,0,9.670000,272.770000,115.340000,15.380000,10.090000,38.590000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.470000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

12,02:45-03:00,130.960000,15.290000,30.870000,28.260000,0.000000,16.000000,48.240000,73.5,0,0,24.5,0,0,0,0,0,0,0,24.5,46,0,0,0,15,43.01,0,46,0,9.670000,272.770000,115.340000,15.380000,10.090000,38.590000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.470000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

13,03:00-03:15,130.960000,15.190000,30.870000,29.270000,0.000000,16.000000,48.240000,78,0,0,26,0,0,0,0,0,0,0,26,45,0,0,0,18.34,43.01,0,45,0,9.360000,272.770000,115.340000,15.570000,10.090000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.240000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

14,03:15-03:30,130.960000,15.190000,30.870000,28.770000,0.000000,16.000000,48.240000,80,0,0,26.67,0,0,0,0,0,0,0,26.66,43.33,0,0,0,18,43.01,0,43.33,0,9.360000,272.770000,115.340000,15.570000,10.090000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.240000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

15,03:30-03:45,130.960000,15.190000,30.870000,29.270000,0.000000,16.000000,48.240000,80,0,0,26.67,0,0,0,0,0,0,0,26.66,42.67,0,0,0,17.66,43.01,0,42.67,0,9.360000,272.770000,115.340000,15.570000,9.700000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.240000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

16,03:45-04:00,130.960000,15.190000,30.870000,29.270000,0.000000,16.000000,48.240000,79,0,0,26.33,0,0,0,0,0,0,0,26.34,41.67,0,0,0,17.34,42.61,0,41.67,0,9.360000,272.770000,115.340000,15.570000,9.700000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.240000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

17,04:00-04:15,130.960000,15.110000,30.870000,29.270000,0.000000,16.000000,48.240000,75.5,0,0,25.17,0,0,0,0,0,0,0,25.16,38.33,0,0,0,16.66,42.41,0,38.33,0,9.360000,272.770000,115.340000,15.570000,9.700000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.050000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

18,04:15-04:30,130.960000,15.110000,30.870000,29.270000,0.000000,16.000000,48.240000,71.5,0,0,23.83,0,0,0,0,0,0,0,23.84,37.33,0,0,0,16,40.41,0,37.33,0,9.360000,272.770000,115.340000,15.570000,9.700000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.050000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

19,04:30-04:45,130.960000,15.110000,30.870000,29.780000,0.000000,16.000000,48.240000,66.5,0,0,22.17,0,0,0,0,0,0,0,22.16,40.67,0,0,0,19.34,41.61,0,40.67,0,9.360000,272.770000,115.340000,15.570000,9.310000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.050000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

20,04:45-05:00,130.960000,15.110000,30.870000,29.780000,0.000000,16.000000,48.240000,62.5,0,0,20.83,0,0,0,0,0,0,0,20.84,40.67,0,0,0,18.34,41.61,0,40.67,0,9.360000,272.770000,115.340000,15.570000,9.310000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,7.050000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

21,05:00-05:15,130.960000,15.010000,9.600000,29.780000,0.000000,24.120000,48.240000,58,0,0,19.33,0,0,0,0,0,0,0,19.34,40,0,0,0,18,41.41,0,40,0,9.360000,272.770000,115.340000,15.570000,9.310000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,6.910000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

22,05:15-05:30,130.960000,15.010000,9.600000,29.780000,0.000000,24.120000,48.240000,53.5,0,0,17.83,0,0,0,0,0,0,0,17.84,39.33,0,0,0,17.66,41.01,0,39.33,0,9.360000,272.770000,115.340000,15.570000,9.310000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,6.910000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

23,05:30-05:45,130.960000,15.010000,9.600000,29.780000,0.000000,24.120000,48.240000,50,0,0,16.67,1.218,0,0,0,0,0,0,16.66,38.33,0,0,0,16.66,40.61,0,38.33,0,9.360000,272.770000,115.340000,15.570000,9.310000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,6.910000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

24,05:45-06:00,130.960000,15.010000,9.600000,29.780000,0.000000,24.120000,48.240000,45.5,0,0,15.17,2.562672,0.2,0.57,0,0,0,0,15.16,37.33,0.11,0.17,0,16,40.21,0,37.33,0,9.360000,272.770000,115.340000,15.570000,9.310000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,6.910000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

25,06:00-06:15,130.960000,14.920000,9.600000,29.270000,0.000000,24.120000,48.240000,41.5,0,11.32,13.83,4.355568,1,3.71,0,1,0,0,13.84,36.67,0.74,1.63,1,15.34,39.81,1,36.67,0,9.360000,272.770000,115.340000,15.570000,10.320000,0.000000,100.500000,0.000000,24.120000,21.750000,67.530000,24.120000,6.770000,87.020000,0.000000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.000000,30.870000,24.120000

26,06:15-06:30,130.960000,14.920000,9.600000,29.270000,0.000000,24.120000,48.240000,39,0,21.38,13,8.126496,2,8.01,1,4,2.04,1,13,36,1.6,3.71,1,15,39.81,2,36,0,9.360000,272.770000,115.340000,15.570000,10.320000,0.000000,100.500000,0.090000,24.120000,21.750000,67.530000,24.120000,6.770000,87.020000,0.090000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.100000,30.870000,24.120000

27,06:30-06:45,130.960000,14.920000,9.600000,29.270000,0.000000,24.120000,48.240000,37,0,29.35,12.33,12.306672,5,12.81,3,7,5.85,5,12.34,35,2.56,6.39,3,14,39.81,5,35,0,9.360000,272.770000,115.340000,15.570000,10.320000,0.000000,100.500000,0.690000,24.120000,21.750000,67.530000,24.120000,6.770000,87.020000,0.690000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,0.710000,30.870000,24.120000

28,06:45-07:00,130.960000,14.920000,9.600000,29.270000,0.000000,24.120000,48.240000,35,0,33,11.67,17.24688,6,19.09,4,14,13.04,12,11.66,33.33,3.82,9.28,6,13.34,39.81,8,33.33,0,9.360000,272.770000,115.340000,15.570000,10.320000,0.000000,100.500000,1.100000,24.120000,21.750000,67.530000,24.120000,6.770000,87.020000,1.100000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,1.130000,30.870000,24.120000

29,07:00-07:15,130.960000,14.730000,9.600000,29.270000,0.000000,24.120000,48.240000,40,0,33,13.33,22.976352,8,28.18,5,21,22.31,20,13.34,31.67,5.64,13.55,9,12.66,39.01,11,31.67,0,8.830000,272.770000,66.180000,15.570000,10.090000,0.000000,100.500000,1.870000,24.120000,21.750000,67.530000,24.120000,6.590000,68.040000,1.870000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,1.920000,30.870000,24.120000

30,07:15-07:30,130.960000,14.730000,9.600000,29.270000,0.000000,24.120000,48.240000,38.5,0,30.22,12.83,29.465856,12.86,39.96,8,35,30.23,30,12.84,37,7.99,17.55,15,12,37.42,16,37,0,8.830000,272.770000,66.180000,15.570000,10.090000,0.000000,100.500000,2.590000,24.120000,21.750000,67.530000,24.120000,6.590000,87.020000,2.590000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,2.650000,30.870000,24.120000

31,07:30-07:45,105.570000,14.730000,18.380000,28.270000,0.000000,24.120000,48.240000,38,0,31.49,12.67,35.438928,16.18,53.63,9,49,31.48,31.48,12.66,36.67,10.73,22.46,21,11.66,35.82,19,36.67,0,8.830000,272.770000,66.180000,7.660000,10.090000,0.000000,96.950000,3.410000,24.120000,21.750000,67.530000,24.120000,6.590000,57.590000,3.410000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,3.500000,30.870000,24.120000

32,07:45:08:00,105.570000,14.730000,18.380000,28.270000,0.000000,24.120000,48.240000,37,0,32.16,12.33,42.43512,20.09,67.38,10,63,32.17,32.17,12.34,36,13.48,27.01,27,10.66,34.22,22,36,0,8.830000,272.770000,66.180000,7.660000,10.090000,0.000000,96.950000,3.930000,24.120000,21.750000,67.530000,24.120000,6.590000,57.590000,3.930000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,4.030000,30.870000,24.120000

33,08:00-08:15,97.920000,14.550000,18.380000,29.270000,0.000000,24.120000,48.240000,36,0,32.34,12,49.869792,23.19,81.68,15,77,32.33,32.33,12,35,16.33,32.87,33,12.34,36.82,30,35,0,9.740000,272.770000,66.180000,7.660000,10.090000,0.000000,51.190000,4.890000,24.120000,21.750000,67.530000,24.120000,6.410000,57.590000,4.890000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,5.010000,30.870000,24.120000

34,08:15-08:30,97.920000,14.550000,18.380000,29.270000,0.000000,24.120000,48.240000,35,0,32.84,11.67,57.68448,26.41,96.05,18,91,32.83,32.83,11.66,34,19.21,38.4,39,12,37.02,37,34,0,9.740000,272.770000,66.180000,7.660000,10.090000,0.000000,51.190000,5.880000,24.120000,21.750000,67.530000,24.120000,6.410000,57.590000,5.880000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,6.030000,30.870000,24.120000

35,08:30-08:45,158.700000,14.550000,18.380000,30.280000,0.000000,24.120000,48.240000,35,0,32.84,11.67,63.560112,28,109.95,23,102,32.83,32.83,11.66,33.67,21.99,46.91,43,12,37.22,47,33.67,0,9.740000,272.770000,66.180000,7.660000,9.940000,0.000000,51.190000,6.810000,24.120000,21.750000,67.530000,24.120000,6.410000,57.590000,6.810000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,6.980000,30.870000,24.120000

36,08:45:09:00,145.590000,14.550000,18.380000,30.280000,0.000000,24.120000,48.240000,39.5,0,33,13.17,69.221376,31,123.58,26,116,33,33,13.16,32.67,24.71,54.06,49,12,37.42,54,32.67,0,9.740000,231.530000,66.180000,7.660000,9.940000,0.000000,97.430000,7.700000,24.120000,21.750000,67.530000,24.120000,6.410000,57.590000,7.700000,0.000000,48.240000,0.000000,0.000000,24.120000,38.590000,0.000000,7.890000,30.870000,24.120000

37,09:00:09:15,145.590000,14.360000,18.380000,27.250000,0.000000,24.120000,0.000000,39,0,33,13,74.93136,36,136.71,26,130,33,33,13,43.33,27.34,60.8,55,11,37.42,54,43.33,0,9.200000,192.940000,66.180000,7.660000,9.940000,0.000000,89.720000,8.560000,24.120000,21.750000,67.530000,24.120000,6.260000,57.590000,8.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.780000,30.870000,24.120000

38,09:15-09:30,145.590000,14.360000,18.380000,27.250000,0.000000,24.120000,0.000000,38,0,33,12.67,79.062816,36,149.43,29,140,33,33,12.66,42.67,29.89,67.09,60,10.66,37.42,61,42.67,0,9.200000,150.020000,66.180000,7.660000,9.940000,0.000000,80.070000,9.370000,24.120000,21.750000,67.530000,24.120000,6.260000,57.590000,9.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.600000,30.870000,24.120000

39,09:30-09:45,145.590000,14.360000,18.380000,28.260000,0.000000,24.120000,0.000000,50,0,33,16.67,84.080976,41,161.72,34,151,33,33,16.66,42,32.34,72.93,64,10,39.01,71,42,0,9.200000,150.020000,66.180000,7.660000,10.320000,0.000000,91.650000,10.080000,24.120000,21.750000,67.530000,24.120000,6.260000,57.590000,10.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.340000,30.870000,24.120000

40,09:45-10:00,145.590000,14.360000,18.380000,28.260000,0.000000,24.120000,0.000000,49,0,33,16.33,88.660656,40,173.68,36,158,33,33,16.34,41,34.74,78.12,67,10,43.01,76,41,0,9.200000,150.020000,66.180000,7.660000,10.320000,0.000000,91.650000,10.760000,24.120000,21.750000,67.530000,24.120000,6.260000,57.590000,10.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.030000,30.870000,24.120000

41,10:00-10:15,145.590000,13.170000,18.380000,28.760000,0.000000,0.000000,0.000000,48,0,33,16,91.963872,42,198.25,38,165,33,33,16,40,39.65,82.62,70,10,43.21,80,40,0,9.200000,192.940000,66.180000,7.660000,10.320000,0.000000,91.650000,11.400000,24.120000,21.750000,0.000000,0.000000,6.130000,57.590000,11.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.690000,30.870000,0.000000

42,10:15-10:30,145.590000,13.170000,18.380000,28.760000,0.000000,0.000000,0.000000,46.5,0,33,15.5,93.951648,47,205.88,40,172,33,33,15.5,39,41.17,86.7,73,10,43.41,84,39,0,9.200000,192.940000,66.180000,7.660000,10.320000,0.000000,91.650000,11.970000,24.120000,21.750000,0.000000,0.000000,6.130000,57.590000,11.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.260000,30.870000,0.000000

43,10:30-10:45,145.590000,13.170000,18.380000,28.760000,0.000000,0.000000,0.000000,32.5,0,33,10.83,96.056352,47,213.5,41,179,33,33,10.84,28.67,42.7,88.98,76,10,43.61,87,28.67,0,9.200000,192.940000,66.180000,7.660000,10.320000,0.000000,91.650000,12.510000,24.120000,21.750000,0.000000,0.000000,6.130000,57.590000,12.510000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.830000,30.870000,0.000000

44,10:45-11:00,145.590000,13.170000,18.380000,28.760000,0.000000,0.000000,0.000000,30,0,33,10,97.63488,44,221.13,43,182,33,33,10,28.67,44.23,89.79,78,10,43.61,89,28.67,0,9.200000,192.940000,66.180000,7.660000,10.320000,0.000000,91.650000,12.930000,24.120000,21.750000,0.000000,0.000000,6.130000,57.590000,12.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.250000,30.870000,0.000000

45,11:00-11:15,145.590000,13.170000,18.380000,28.760000,0.000000,0.000000,0.000000,27.5,0,33,9.17,98.80416,45,224.78,43,186,33,33,9.16,28.33,44.95,89.9,79,10,43.61,91,28.33,0,8.830000,231.530000,66.180000,3.710000,10.250000,0.000000,91.650000,13.260000,24.120000,21.750000,0.000000,0.000000,5.980000,57.590000,13.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.580000,30.870000,0.000000

46,11:15-11:30,145.590000,13.170000,18.380000,29.270000,0.000000,0.000000,0.000000,25,0,33,8.33,99.213408,47,226.97,44,186,33,33,8.34,28,45.39,89.86,79,10,43.61,91,28,0,8.830000,231.530000,66.180000,3.710000,10.250000,0.000000,91.650000,13.370000,24.120000,21.750000,0.000000,0.000000,5.980000,57.590000,13.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.700000,30.870000,0.000000

47,11:30-11:45,145.590000,13.170000,18.380000,31.290000,0.000000,0.000000,0.000000,24,0,33,8,101.181696,47,229.17,44,189,33,33,8,28,45.83,89.94,81,8.66,43.61,91,28,0,8.830000,231.530000,66.180000,3.710000,10.250000,0.000000,91.650000,13.480000,24.120000,21.750000,0.000000,0.000000,6.440000,57.590000,13.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.820000,30.870000,0.000000

48,11:45-12:00,145.590000,13.170000,18.380000,31.290000,0.000000,0.000000,0.000000,23,0,33,7.67,102.789456,46,229.17,44,189,33,33,7.66,28,45.83,90.12,81,8.66,43.61,91,28,0,8.830000,272.770000,66.180000,3.710000,10.250000,0.000000,86.820000,13.500000,24.120000,21.750000,0.000000,0.000000,6.440000,57.590000,13.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.840000,30.870000,0.000000

49,12:00-12:15,145.590000,13.080000,18.380000,31.290000,0.000000,0.000000,0.000000,22,0,33,7.33,103.539744,47,230,47,189,33,33,7.34,27,46,90.22,81,8.66,43.61,93,27,0,8.830000,272.770000,66.180000,11.660000,10.090000,0.000000,100.500000,13.500000,24.120000,21.750000,0.000000,0.000000,6.440000,57.590000,13.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.840000,30.870000,0.000000

50,12:15-12:30,145.590000,13.080000,18.380000,31.290000,0.000000,0.000000,0.000000,22,0,33,7.33,104.221824,47,230,47,189,33,33,7.34,26,46,90.18,81,8.66,43.61,93,26,0,8.830000,272.770000,66.180000,11.660000,10.090000,0.000000,100.500000,13.500000,24.120000,21.750000,0.000000,0.000000,6.440000,57.590000,13.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.840000,30.870000,0.000000

