Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/02012024/02012024/HPX-TAMCTG-010124-05595,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/HP-27,NR/01012024/31032024/ ChanjuII,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31012024/52,NR/01012024/31012024/HP-26,NR/01012024/31012024/HP-28,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01012024/15012024/IEX_231227_05965,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/22052037/LT-59,NR/01012024/15012024/IEX_231227_05966,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/02012024/04012024/SJVN020124NR1334,NR/02012024/04012024/SJVN020124NR1333,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17
53,13:00-13:15,258.270000,48.200000,8.190000,100.970000,15.560000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,25.470000,15.560000,96.400000,6.750000,0.850000,48.200000,94.460000,15.950000,1.530000,31,21,13.33,13.33,31,6.66,31,7,7,77.778822,81,46.32,231.63,12.12,0,89,28.92,24.1,87.83,189,45,0,45

54,13:15-13:30,258.270000,48.200000,8.190000,100.970000,15.360000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,25.470000,15.360000,96.400000,6.750000,0.850000,48.200000,94.460000,15.740000,1.530000,31,21,13.33,13.33,31,6.66,31,7,7,76.961838,81,46.32,231.63,11.87,0,89,28.92,24.1,87.39,189,45,0,45

55,13:30-13:45,258.270000,48.200000,8.190000,100.970000,15.040000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,15.040000,96.400000,6.750000,0.850000,48.200000,115.250000,15.410000,1.530000,31,21.01,13.33,13.33,31,6.66,31,7,7.01,60.3012,81,46.32,231.63,14.89,0,90,28.92,24.1,87.06,189,44.5,0,45

56,13:45-14:00,258.270000,48.200000,8.190000,100.970000,14.600000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.740000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,14.600000,96.400000,6.750000,0.850000,48.200000,115.250000,14.970000,1.530000,31,21.85,13.33,13.33,31,6.66,31,7.3,7.28,59.727366,79,46.32,231.63,14.84,0,88,28.92,24.1,85.09,186,43.5,0,44

57,14:00-14:15,258.270000,48.200000,8.190000,100.970000,14.080000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,14.080000,96.400000,6.750000,0.850000,48.200000,115.250000,14.430000,1.530000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,57.82107,78,46.32,231.63,12.35,0,85,28.92,24.1,83.58,182,43.36,0,43

58,14:15-14:30,258.270000,48.200000,8.190000,100.970000,13.460000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,13.460000,96.400000,6.750000,0.850000,48.200000,115.620000,13.790000,1.530000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,54.504504,75,45.15,225.78,12.14,0,82,28.92,24.1,80.09,175,41.38,0,41

59,14:30-14:45,258.270000,48.200000,8.190000,100.970000,12.730000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,12.730000,96.400000,6.750000,0.850000,48.200000,115.620000,13.050000,1.530000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,50.448762,69,43.3,216.49,9.34,0,75,28.92,24.1,76.8,161,39.75,0,37

60,14:45-15:00,258.270000,48.200000,8.190000,100.970000,11.920000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.150000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,11.920000,96.400000,6.750000,0.850000,48.200000,115.620000,12.210000,1.530000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,45.945624,64,41.1,205.48,9.41,0,69,28.92,24.1,73.26,151,37.6,0,35

61,15:00-15:15,258.270000,48.200000,8.190000,100.970000,11.010000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,11.010000,96.400000,6.750000,0.940000,48.200000,115.620000,11.290000,1.570000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,37.192224,60,38.68,193.38,9.51,0,65,28.92,24.1,68.66,140,35.32,0,32

62,15:15-15:30,258.270000,48.200000,8.190000,100.970000,10.010000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,10.010000,96.400000,6.750000,0.940000,48.200000,115.620000,10.260000,1.570000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,33.729768,54,35.93,179.66,9.68,0,58,28.92,24.1,61.36,126,32.83,0,29

63,15:30-15:45,258.270000,48.200000,8.190000,100.970000,8.930000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,8.930000,96.400000,6.750000,0.940000,48.200000,115.620000,9.160000,1.570000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,29.644848,48,32.77,163.87,9.98,0,51,28.92,24.1,57.15,112,29.78,0,25

64,15:45-16:00,258.270000,48.200000,8.190000,100.970000,7.780000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,26.020000,26.020000,7.780000,96.400000,6.750000,0.940000,48.200000,115.620000,7.980000,1.570000,31,22.5,13.33,13.33,31,6.66,31,7.5,7.5,25.09308,42,29.49,147.44,10.2,0,43,0,0,50.24,98,26.81,0,21

65,16:00-16:15,258.270000,48.200000,8.190000,100.970000,6.570000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,0.000000,6.570000,96.400000,6.750000,0.770000,48.200000,115.620000,6.730000,1.620000,24,22.5,13.33,13.33,20.26,6.66,20.26,7.5,7.5,20.346792,34,26.05,130.24,9.56,0,36,0,0,42.18,81,23.09,0,18

66,16:15-16:30,258.270000,48.200000,8.190000,100.970000,5.260000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,0.000000,5.260000,96.400000,6.750000,0.770000,48.200000,115.620000,5.400000,1.620000,10,22.5,13.33,13.33,5.64,6.66,5.64,7.5,7.5,14.890506,28,22.3,111.5,10.12,0,27,0,0,34.45,67,18.13,0,13

67,16:30-16:45,258.270000,48.200000,8.190000,100.970000,3.930000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,30.730000,3.930000,96.400000,6.750000,0.770000,48.200000,115.620000,4.020000,1.620000,2,22.5,13.33,13.33,2.11,6.66,2.11,7.5,7.5,10.2123,21,18.55,92.76,9.5,0,20,0,0,26.69,49,13,0,10

68,16:45-17:00,258.270000,48.200000,8.190000,100.970000,2.670000,48.200000,5.780000,0.000000,0.000000,11.570000,0.000000,1.660000,1.300000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.850000,30.730000,2.670000,96.400000,6.750000,0.770000,48.200000,115.620000,2.740000,1.620000,0,22.5,13.33,13.33,0.95,6.66,0.95,7.5,7.5,6.924912,16,14.24,71.23,9.9,0,11,0,0,19.79,39,9,0,5

69,17:00-17:15,258.270000,48.200000,8.190000,100.970000,1.680000,48.200000,5.780000,0.000000,23.140000,11.570000,0.000000,1.740000,1.300000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.370000,30.370000,1.680000,96.400000,6.750000,0.770000,48.200000,115.620000,1.720000,1.620000,0,22.5,13.33,13.33,0,6.66,0,7.5,7.5,4.13355,9,9.23,46.15,9.11,0,8,0,0,12.25,21,5,0,4

70,17:15-17:30,258.270000,48.200000,8.190000,100.970000,0.960000,48.200000,5.780000,83.680000,23.140000,11.570000,0.000000,1.740000,1.300000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.370000,30.370000,0.960000,96.400000,6.750000,0.770000,48.200000,115.620000,0.990000,1.620000,0,22.5,13.33,13.33,0,6.66,0,7.5,7.5,1.974378,4,5.39,26.98,9.23,0,5,0,0,6.48,11,3,0,2

71,17:30-17:45,258.270000,48.200000,8.190000,100.970000,0.530000,48.200000,5.780000,83.680000,24.100000,11.570000,0.000000,1.740000,1.300000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.370000,30.370000,0.530000,96.400000,6.750000,0.770000,48.200000,115.620000,0.540000,1.620000,0,22.5,13.33,13.33,0,6.66,0,7.5,7.5,0.320958,1,2.36,11.82,14.05,0,1,0,0,2.56,2,1,0,1

72,17:45-18:00,258.270000,48.200000,8.190000,100.970000,0.260000,48.200000,5.780000,83.680000,24.100000,11.570000,0.000000,1.740000,1.300000,18.320000,86.950000,271.120000,96.400000,230.520000,0.000000,0.000000,30.370000,30.370000,0.260000,96.400000,6.750000,0.770000,48.200000,115.620000,0.270000,1.620000,0,22.5,13.33,13.33,0,6.66,0,7.5,7.5,0,0,0.66,3.31,14.45,0,0,0,0,0.58,0,0,0,0

73,18:00-18:15,258.270000,48.200000,8.190000,100.970000,0.110000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,152.770000,0.000000,0.000000,30.370000,30.370000,0.110000,96.400000,6.750000,0.940000,48.200000,115.620000,0.110000,1.570000,0,22.5,18.42,18.42,0,8.51,0,7.5,7.5,0,0,0,0,14.84,0,0,0,0,0,0,0,0,0

74,18:15-18:30,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,152.770000,0.000000,0.000000,30.370000,30.370000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,22.5,19.67,19.67,0,8.95,0,7.5,7.5,0,0,0,0,15.25,0,0,0,0,0,0,0,0,0

75,18:30-18:45,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,152.770000,0.000000,0.000000,30.370000,30.370000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,22.5,21.67,21.67,0,9.34,0,7.5,7.5,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0

76,18:45-19:00,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,152.770000,0.000000,0.000000,30.370000,30.370000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,23.89,22.95,22.95,0,9.62,0,7.96,7.96,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0

77,19:00-19:15,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,0.000000,0.000000,0.000000,30.370000,30.370000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,27.3,24.67,24.67,0,9.68,0,9.1,9.1,0,0,0,0,15.95,0,0,0,0,0,0,0,0,0

78,19:15-19:30,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,0.000000,0.000000,0.000000,30.370000,30.370000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,30.61,26.01,26.01,0,10.09,0,10.21,10.2,0,0,0,0,16.49,0,0,0,0,0,0,0,0,0

79,19:30-19:45,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,0.000000,0.000000,0.000000,30.370000,30.370000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,25.01,20.08,20.08,0,6.66,0,8.33,8.34,0,0,0,0,17.09,0,0,0,0,0,0,0,0,0

80,19:45-20:00,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.740000,1.220000,18.320000,86.950000,271.120000,96.400000,0.000000,0.000000,0.000000,30.370000,30.370000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,25.51,21.59,21.59,0,6.66,0,8.51,8.5,0,0,0,0,17.66,0,0,0,0,0,0,0,0,0

81,20:00-20:15,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,0.000000,0.000000,0.000000,0.000000,30.850000,30.850000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,26.01,22.04,22.04,0,6.66,0,8.67,8.67,0,0,0,0,17.96,0,0,0,0,0,0,0,0,0

82,20:15-20:30,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,0.000000,0.000000,0.000000,0.000000,30.850000,30.850000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,26.01,21.99,21.99,0,6.66,0,8.67,8.67,0,0,0,0,17.73,0,0,0,0,0,0,0,0,0

83,20:30-20:45,258.270000,48.200000,8.190000,100.970000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.220000,18.320000,86.950000,271.120000,0.000000,0.000000,0.000000,0.000000,30.850000,30.850000,0.000000,96.400000,6.750000,0.940000,48.200000,115.620000,0.000000,1.570000,0,26.01,21.19,21.19,0,6.66,0,8.67,8.67,0,0,0,0,17.7,0,0,0,0,0,0,0,0,0

84,20:45-21:00,258.270000,48.200000,8.190000,69.460000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.220000,18.320000,55.550000,271.120000,0.000000,0.000000,0.000000,0.000000,30.850000,30.850000,0.000000,96.400000,6.750000,0.940000,48.200000,94.460000,0.000000,1.570000,0,26.51,21.12,21.12,0,6.66,0,8.83,8.84,0,0,0,0,17.68,0,0,0,0,0,0,0,0,0

85,21:00-21:15,258.270000,48.200000,8.190000,55.760000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.150000,18.320000,55.550000,271.120000,0.000000,0.000000,0.000000,0.000000,30.850000,30.850000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.570000,0,28.1,22.47,22.47,0,6.66,0,9.37,9.37,0,0,0,0,17.07,0,0,0,0,0,0,0,0,0

86,21:15-21:30,223.870000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.150000,18.320000,55.550000,271.120000,0.000000,0.000000,0.000000,0.000000,30.850000,30.850000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.570000,0,30.52,22.92,22.92,0,6.66,0,10.17,10.18,0,0,0,0,16.43,0,0,0,0,0,0,0,0,0

87,21:30-21:45,223.870000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.150000,18.320000,55.550000,231.360000,0.000000,0.000000,0.000000,0.000000,25.470000,30.850000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.570000,0,32.87,24.51,24.51,0,6.66,0,10.94,10.96,0,0,0,0,15.76,0,0,0,0,0,0,0,0,0

88,21:45-22:00,223.870000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,0.000000,1.660000,1.150000,18.320000,55.550000,231.360000,0.000000,0.000000,0.000000,0.000000,25.470000,30.850000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.570000,0,36.12,24.67,24.67,0,8.73,0,12.03,12.04,0,0,0,0,15.15,0,0,0,0,0,0,0,0,0

89,22:00-22:15,223.870000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,57.410000,1.660000,1.150000,18.320000,55.550000,212.080000,0.000000,152.770000,24.570000,0.000000,25.470000,30.850000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,39.81,25.01,25.01,0,12.29,0,13.26,13.27,0,0,0,0,14.67,0,0,0,0,0,0,0,0,0

90,22:15-22:30,223.870000,48.200000,8.190000,48.330000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,57.410000,1.660000,1.150000,18.320000,55.550000,192.800000,0.000000,152.770000,24.570000,0.000000,25.470000,30.850000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,43.33,25.34,25.34,0,12.09,0,14.44,14.44,0,0,0,0,14.15,0,0,0,0,0,0,0,0,0

91,22:30-22:45,258.270000,48.200000,8.190000,62.660000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,57.410000,1.660000,1.150000,18.320000,55.550000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,43.26,21.34,21.34,0,11.95,0,14.42,14.42,0,0,0,0,13.69,0,0,0,0,0,0,0,0,0

92,22:45-23:00,234.170000,48.200000,8.190000,62.660000,0.000000,48.200000,5.780000,0.000000,24.100000,11.570000,57.410000,1.660000,1.150000,18.320000,55.550000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,42.51,21.67,21.67,0,12.32,0,14.17,14.17,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0

93,23:00-23:15,207.170000,48.200000,8.190000,91.580000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,55.550000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,41.4,22.34,22.34,0,12.29,0,13.8,13.8,0,0,0,0,12.73,0,0,0,0,0,0,0,0,0

94,23:15-23:30,207.170000,48.200000,8.190000,94.470000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,55.550000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,40.87,22.67,22.67,0,12.09,0,13.62,13.62,0,0,0,0,12.33,0,0,0,0,0,0,0,0,0

95,23:30-23:45,207.170000,48.200000,8.190000,94.470000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,55.550000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,41.17,23.01,23.01,0,11.95,0,13.72,13.72,0,0,0,0,11.83,0,0,0,0,0,0,0,0,0

96,23:45-24:00,207.170000,48.200000,8.190000,65.550000,0.000000,48.200000,5.780000,0.000000,23.140000,11.570000,57.410000,1.660000,1.070000,18.320000,55.550000,149.110000,0.000000,152.770000,24.570000,0.000000,26.020000,26.020000,0.000000,96.400000,6.750000,0.850000,48.200000,66.120000,0.000000,1.530000,0,36.81,23.34,23.34,0,11.84,0,12.26,12.27,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0

