Time,Block,NR/2023/18142/C,NR/2023/17525/A,NR/2023/18074/A/1634,NR/2023/18140/C,NR/2023/18062/A/1577,NR/2023/18141/C,NER/2023/1727/C,NR/2023/18105/A/1576,NR/2023/17270/A,NR/2023/18143/C,NR/2023/18144/C,WR/2023/19446/A,WR/2023/20256/A/1663,WR/2023/20577/A/1677,Total
36,08:45:09:00,0.000000,0.000000,0.770000,2.200000,4.790000,0.000000,0.000000,0.960000,50.000000,0,0,75.000000,0.000000,0.000000,133.72

37,09:00:09:15,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.39

38,09:15-09:30,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.39

39,09:30-09:45,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.39

40,09:45-10:00,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.39

41,10:00-10:15,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.3

42,10:15-10:30,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.3

43,10:30-10:45,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.3

44,10:45-11:00,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,50.000000,15.8,17.24,75.000000,0.000000,0.000000,186.3

45,11:00-11:15,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

46,11:15-11:30,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

47,11:30-11:45,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

48,11:45-12:00,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

49,12:00-12:15,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

50,12:15-12:30,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

51,12:30-12:45,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

52,12:45-13:00,8.140000,0.000000,0.770000,2.110000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.3

53,13:00-13:15,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

54,13:15-13:30,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

55,13:30-13:45,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

56,13:45-14:00,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

57,14:00-14:15,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

58,14:15-14:30,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

59,14:30-14:45,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

60,14:45-15:00,8.140000,0.000000,0.770000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.39

61,15:00-15:15,8.140000,0.000000,0.620000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.24

62,15:15-15:30,8.140000,0.000000,0.620000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.24

63,15:30-15:45,8.140000,0.000000,0.620000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.24

64,15:45-16:00,8.140000,0.000000,0.620000,2.200000,4.790000,11.490000,0.000000,0.960000,100.000000,15.8,17.24,75.000000,0.000000,0.000000,236.24

65,16:00-16:15,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

66,16:15-16:30,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

67,16:30-16:45,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

68,16:45-17:00,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

69,17:00-17:15,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

70,17:15-17:30,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

71,17:30-17:45,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

72,17:45-18:00,0.000000,0.000000,0.480000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.43

73,18:00-18:15,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

74,18:15-18:30,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

75,18:30-18:45,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

76,18:45-19:00,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

77,19:00-19:15,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

78,19:15-19:30,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

79,19:30-19:45,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

80,19:45-20:00,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,25.000000,55.000000,263.48

81,20:00-20:15,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

82,20:15-20:30,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

83,20:30-20:45,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

84,20:45-21:00,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

85,21:00-21:15,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

86,21:15-21:30,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

87,21:30-21:45,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

88,21:45-22:00,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,25.000000,55.000000,163.48

89,22:00-22:15,0.000000,25.490000,0.480000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,55.000000,163.83

90,22:15-22:30,0.000000,25.490000,0.480000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,55.000000,163.83

91,22:30-22:45,0.000000,25.490000,0.480000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,55.000000,163.83

92,22:45-23:00,0.000000,25.490000,0.480000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,55.000000,163.83

93,23:00-23:15,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.78

94,23:15-23:30,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.78

95,23:30-23:45,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.78

96,23:45-24:00,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.78

