Time,Block,NR/2023/18142/C,NR/2023/17525/A,NR/2023/18074/A/1634,NR/2023/18140/C,NR/2023/18062/A/1577,NR/2023/18141/C,NER/2023/1727/C,NR/2023/18105/A/1576,NR/2023/17270/A,NR/2023/18143/C,NR/2023/18144/C,WR/2023/19446/A,WR/2023/20256/A/1663,WR/2023/20577/A/1677,Total
,,SJVNL,APPCPL,ITCLH,TPDDL,IEXL,SJVNL,PXIL,IEXL,GMRETL,SJVNL,SJVNL,MANIKARAN,MANIKARAN,APPCPL,Total

,,UTTAR PRADESH,DELHI,ANDHRA PRADESH,HIMACHAL PRADESH,ANDHRA PRADESH,UTTAR PRADESH,DELHI,HIMACHAL PRADESH,DELHI,NA,NA,DELHI,DELHI,DELHI,
,,BCMLB001,BYPL,ITCWIND,CHANJUII,SNJSUGARLTDAP,BCMLUH,BYPL,BSHP,BYPL,RSRPL_BKN,RSRPL_BKN,BYPL,BRPL,BRPL,
,,DELHI,HIMACHAL PRADESH,DELHI,DELHI,DELHI,DELHI,ARUNACHAL PRADESH,DELHI,RAJASTHAN,DELHI,DELHI,MAHARASHTRA,GOA,GOA,
,,NDMC,HP,ITCLH,TPDDL,MES (Delhi),NDMC,Arunachal_Ben,MES (Delhi),RUVNL,NDMC,NDMC,AEML,GOA_Beneficiary,GOA_Beneficiary,
,,North-North,North-North,South-West-North,North-North,South-East-North,North-North,North-East-North East,North-North,North-North,North-North,North-North,North-West,North-West,North-West,
1,00:00-00:15,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

2,00:15-00:30,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

3,00:30-00:45,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

4,00:45-01:00,0.000000,25.490000,0.430000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

5,01:00-01:15,0.000000,25.490000,0.380000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.73

6,01:15-01:30,0.000000,25.490000,0.380000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.73

7,01:30-01:45,0.000000,25.490000,0.380000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.73

8,01:45-02:00,0.000000,25.490000,0.380000,2.110000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.73

9,02:00-02:15,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

10,02:15-02:30,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

11,02:30-02:45,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

12,02:45-03:00,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

13,03:00-03:15,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

14,03:15-03:30,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

15,03:30-03:45,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

16,03:45-04:00,0.000000,25.490000,0.340000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.78

17,04:00-04:15,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.82

18,04:15-04:30,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.82

19,04:30-04:45,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.82

20,04:45-05:00,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,40.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,148.82

21,05:00-05:15,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.82

22,05:15-05:30,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.82

23,05:30-05:45,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.82

24,05:45-06:00,0.000000,25.490000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,0.000000,0,0,75.000000,0.000000,0.000000,108.82

25,06:00-06:15,0.000000,0.000000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.33

26,06:15-06:30,0.000000,0.000000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.33

27,06:30-06:45,0.000000,0.000000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.33

28,06:45-07:00,0.000000,0.000000,0.380000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.33

29,07:00-07:15,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.48

30,07:15-07:30,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.48

31,07:30-07:45,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.48

32,07:45:08:00,0.000000,0.000000,0.530000,2.200000,4.790000,0.000000,0.000000,0.960000,100.000000,0,0,75.000000,0.000000,0.000000,183.48

33,08:00-08:15,0.000000,0.000000,0.770000,2.200000,4.790000,0.000000,0.000000,0.960000,50.000000,0,0,75.000000,0.000000,0.000000,133.72

34,08:15-08:30,0.000000,0.000000,0.770000,2.200000,4.790000,0.000000,0.000000,0.960000,50.000000,0,0,75.000000,0.000000,0.000000,133.72

35,08:30-08:45,0.000000,0.000000,0.770000,2.200000,4.790000,0.000000,0.000000,0.960000,50.000000,0,0,75.000000,0.000000,0.000000,133.72

