Block,Time,L_NR_2012_01,L_NR_2023_04,SH-07,SH-06,L_NR_2012_02,LT-36,L_NR_2019_11,L_NR_2012_07,LT-59,LT-05,LT-31,L_NR_2012_04,L_NR_2020_02,LT-35,L_NR_2020_06,L_NR_2023_10,L_NR_2020_07,L_NR_2022_10,L_NR_2021_16,L_NR_2021_17,L_NR_2021_14,L_NR_2019_07,L_NR_2019_19,L_NR_2021_12,L_NR_2023_07,L_NR_2020_05,L_NR_2022_09,L_NR_2019_05,L_NR_2021_13,L_NR_2018_61,L_NR_2019_06,L_NR_2022_08,L_NR_2021_15
65,16:00-16:15,101.320000,27.600000,15.370000,15.370000,223.450000,11.020000,7.840000,74.170000,7.930000,58.050000,10.750000,272.050000,7.250000,10.750000,28.6,45,28.6,65.97,46,23,59.38,32.66,83.213816,154.84,105,85.81,65.97,32.67,30.97,21.95,32.67,32.23,31.29

66,16:15-16:30,101.320000,27.600000,15.370000,15.370000,223.450000,10.020000,7.840000,74.170000,7.930000,58.050000,9.770000,272.050000,7.250000,9.770000,28.07,40.5,28.06,66.55,42,21,54.39,32.66,74.680816,140.91,94.5,84.2,66.55,32.67,28.18,20.47,32.67,21.7,28.45

67,16:30-16:45,101.320000,27.600000,0.000000,30.950000,223.450000,8.710000,7.840000,74.170000,7.930000,58.050000,8.500000,272.050000,7.250000,8.500000,26.72,36,26.73,58.89,38,19,48.88,33,66.303848,123.45,84,80.17,58.89,20.87,24.69,19.92,33,22,25.25

68,16:45-17:00,101.320000,27.600000,0.000000,30.950000,223.450000,7.530000,7.840000,74.170000,7.930000,58.050000,7.340000,272.050000,7.250000,7.340000,23.39,31.5,23.38,58.42,33.34,16.66,42.71,25,52.309728,104.04,73.5,70.16,58.42,10.97,20.81,19.28,33,20.72,21.86

69,17:00-17:15,101.320000,27.600000,0.000000,30.950000,223.450000,6.290000,7.840000,74.170000,8.560000,58.050000,6.140000,272.050000,7.440000,6.140000,23.25,27,23.25,57.98,32.67,16.33,36.61,20,43.230616,83.6,63,69.75,57.98,4.08,16.72,29.14,33,21.56,18.47

70,17:15-17:30,101.320000,27.600000,0.000000,30.950000,223.450000,5.360000,7.840000,74.170000,8.560000,58.050000,5.220000,272.050000,7.440000,5.220000,23,22.5,22.99,57.38,28.67,14.33,30.96,15,34.3758,64.29,52.5,68.99,57.38,0.58,12.86,29.44,29.08,21.25,15.17

71,17:30-17:45,101.320000,27.600000,0.000000,30.950000,223.450000,4.270000,7.840000,74.170000,8.560000,58.050000,4.160000,272.050000,6.790000,4.160000,22.88,18,22.9,55.37,24,12,25.24,8.74,26.106104,54.31,42,68.65,55.37,0,10.86,30,17.4,20.57,11.97

72,17:45-18:00,101.320000,27.600000,0.000000,30.950000,223.450000,3.290000,7.840000,74.170000,8.560000,58.050000,3.210000,272.050000,6.790000,3.210000,22.56,13.5,22.54,55.17,18.67,9.33,19.93,2.7,17.914424,44.38,31.5,67.67,55.17,0,8.87,16.12,13.05,21.38,10.14

73,18:00-18:15,101.320000,28.560000,0.000000,30.950000,223.450000,2.350000,8.080000,74.170000,8.720000,58.050000,2.290000,272.050000,6.790000,2.290000,22.72,9,22.72,56.36,15.33,7.67,15.01,0,15.154608,31.37,21,68.16,56.36,0,6.27,16.16,0,20.51,6.86

74,18:15-18:30,101.320000,28.560000,0.000000,30.950000,223.450000,1.820000,8.080000,74.170000,8.720000,58.050000,1.790000,272.050000,6.790000,1.790000,21.64,6,21.64,55.47,10.67,5.33,10.89,0,9.31316,20.44,14,64.93,55.47,0,4.09,16.29,0,19.11,4.45

75,18:30-18:45,101.320000,28.560000,0.000000,30.950000,223.450000,0.740000,8.080000,74.170000,9.020000,58.050000,0.730000,272.050000,6.790000,0.730000,21.9,3,21.91,56.72,8.67,4.33,6.66,0,3.598488,10.92,7,65.71,56.72,0,2.18,15.98,0,18.56,2.72

76,18:45-19:00,101.320000,28.560000,0.000000,30.950000,223.450000,0.400000,8.080000,74.170000,9.020000,58.050000,0.390000,272.050000,6.790000,0.390000,21.23,0.43,21.24,54.07,6.67,3.33,0.35,0,0.838672,3.88,1.01,63.7,54.07,0,0.78,16.09,0,18.08,1.56

77,19:00-19:15,101.320000,28.560000,30.950000,30.950000,223.450000,0.090000,8.310000,74.170000,9.020000,58.050000,0.080000,272.050000,6.970000,0.080000,20.97,0,20.97,54.43,3.33,1.67,0.03,0,0,2.55,0,62.91,54.43,0,0.51,14.91,0,17.54,0.45

78,19:15-19:30,101.320000,28.560000,30.950000,30.950000,223.450000,0.000000,8.310000,74.170000,9.020000,58.050000,0.000000,272.050000,6.970000,0.000000,20.9,0,20.9,55.68,0.67,0.33,0,0,0,0.56,0,62.69,55.68,0,0.11,14.03,0,16.54,0

79,19:30-19:45,101.320000,28.560000,30.950000,30.950000,223.450000,0.000000,8.310000,74.170000,9.180000,58.050000,0.000000,272.050000,6.510000,0.000000,20.75,0,20.74,39.99,0,0,0,0,0,0,0,62.25,39.99,0,0,13.54,0,16.31,0

80,19:45-20:00,101.320000,28.560000,30.950000,30.950000,223.450000,0.000000,8.310000,74.170000,9.180000,58.050000,0.000000,272.050000,6.510000,0.000000,17.32,0,17.31,40.32,0,0,0,0,0,0,0,51.95,40.32,0,0,17.75,0,14.31,0

81,20:00-20:15,101.320000,28.560000,30.950000,30.950000,223.450000,0.000000,8.310000,74.170000,9.180000,58.050000,0.000000,272.050000,6.510000,0.000000,17.19,0,17.18,39.4,0,0,0,0,0,0,0,51.56,39.4,0,0,17.62,0,13.77,0

82,20:15-20:30,101.320000,28.560000,30.950000,30.950000,223.450000,0.000000,8.310000,74.170000,9.180000,58.050000,0.000000,272.050000,6.510000,0.000000,17.14,0,17.15,39.11,0,0,0,0,0,0,0,51.42,39.11,0,0,17.56,0,13.44,0

83,20:30-20:45,101.320000,28.560000,30.950000,30.950000,223.450000,0.000000,8.310000,74.170000,8.560000,58.050000,0.000000,272.050000,6.510000,0.000000,17.21,0,17.21,39.38,0,0,0,0,0,0,0,51.63,39.38,0,0,17.4,0,13.75,0

84,20:45-21:00,101.320000,28.560000,30.950000,30.950000,223.450000,0.000000,8.310000,74.170000,8.790000,58.050000,0.000000,272.050000,6.510000,0.000000,17.6,0,17.61,38.88,0,0,0,0,0,0,0,52.81,38.88,0,0,16.82,0,13.41,0

85,21:00-21:15,101.320000,27.600000,30.950000,30.950000,223.450000,0.000000,8.150000,74.170000,8.790000,58.050000,0.000000,272.050000,6.370000,0.000000,17.94,0,17.93,39.67,0,0,0,0,0,0,0,53.81,39.67,0,0,16.01,0,13.5,0

86,21:15-21:30,101.320000,27.600000,30.950000,30.950000,223.450000,0.000000,8.150000,74.170000,8.790000,58.050000,0.000000,272.050000,6.370000,0.000000,15.98,0,15.99,40.45,0,0,0,0,0,0,0,47.95,40.45,0,0,28.04,0,13.34,0

87,21:30-21:45,101.320000,27.600000,30.950000,30.950000,223.450000,0.000000,8.150000,74.170000,8.640000,58.050000,0.000000,272.050000,6.370000,0.000000,16,0,15.99,36.39,0,0,0,0,0,0,0,48,36.39,0,0,27.41,0,13.33,0

88,21:45-22:00,101.320000,27.600000,30.950000,30.950000,223.450000,0.000000,8.150000,74.170000,8.640000,58.050000,0.000000,272.050000,6.370000,0.000000,16.18,0,16.17,36.67,0,0,0,0,0,0,0,48.53,36.67,0,0,26.83,0,13.26,0

89,22:00-22:15,101.320000,27.600000,30.950000,30.950000,223.450000,0.000000,8.000000,74.170000,8.640000,58.050000,0.000000,272.050000,6.890000,0.000000,16.43,0,16.44,36.55,0,0,0,0,0,0,0,49.3,36.55,0,0,26.06,0,13.11,0

90,22:15-22:30,101.320000,26.630000,30.950000,30.950000,223.450000,0.000000,8.000000,74.170000,8.640000,58.050000,0.000000,272.050000,6.890000,0.000000,16.87,0,16.87,36.85,0,0,0,0,0,0,0,50.6,36.85,0,0,25.6,0,12.96,0

91,22:30-22:45,101.320000,26.630000,30.950000,30.950000,223.450000,0.000000,8.000000,74.170000,8.640000,58.050000,0.000000,272.050000,6.890000,0.000000,17.39,0,17.38,37.05,0,0,0,0,0,0,0,52.15,37.05,0,0,17.38,0,12.63,0

92,22:45-23:00,101.320000,26.630000,30.950000,30.950000,223.450000,0.000000,8.000000,74.170000,8.640000,58.050000,0.000000,272.050000,6.890000,0.000000,17.91,0,17.9,37.31,0,0,0,0,0,0,0,53.72,37.31,0,0,16.88,0,12.59,0

93,23:00-23:15,101.320000,25.660000,30.950000,30.950000,223.450000,0.000000,7.840000,74.170000,8.560000,58.050000,0.000000,272.050000,6.790000,0.000000,18.24,0,18.24,37.96,0,0,0,0,0,0,0,54.72,37.96,0,0,16.6,0,13.04,0

