Block,Time,L_NR_2012_01,L_NR_2023_04,SH-07,SH-06,L_NR_2012_02,LT-36,L_NR_2019_11,L_NR_2012_07,LT-59,LT-05,LT-31,L_NR_2012_04,L_NR_2020_02,LT-35,L_NR_2020_06,L_NR_2023_10,L_NR_2020_07,L_NR_2022_10,L_NR_2021_16,L_NR_2021_17,L_NR_2021_14,L_NR_2019_07,L_NR_2019_19,L_NR_2021_12,L_NR_2023_07,L_NR_2020_05,L_NR_2022_09,L_NR_2019_05,L_NR_2021_13,L_NR_2018_61,L_NR_2019_06,L_NR_2022_08,L_NR_2021_15
1,00:00-00:15,101.320000,31.720000,30.240000,30.240000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,32.25,0,32.25,72.78,0,0,0,0,0,0,0,96.75,72.78,0,0,12.42,0,26.75,0

2,00:15-00:30,101.320000,31.720000,30.240000,30.240000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,32.08,0,32.07,72.19,0,0,0,0,0,0,0,96.24,72.19,0,0,12.4,0,26.84,0

3,00:30-00:45,101.320000,31.720000,29.500000,29.500000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,35.89,0,35.88,81.88,0,0,0,0,0,0,0,107.67,81.88,0,0,12.34,0,26.91,0

4,00:45-01:00,101.320000,31.720000,29.500000,29.500000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,35.5,0,35.49,80.82,0,0,0,0,0,0,0,106.49,80.82,0,0,12.29,0,26.85,0

5,01:00-01:15,101.320000,31.720000,29.500000,29.500000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,35.09,0,35.09,80.05,0,0,0,0,0,0,0,105.27,80.05,0,0,12.15,0,26.77,0

6,01:15-01:30,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,34.72,0,34.72,79.59,0,0,0,0,0,0,0,104.15,79.59,0,0,11.89,0,26.92,0

7,01:30-01:45,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,34.8,0,34.81,79.28,0,0,0,0,0,0,0,104.4,79.28,0,0,11.54,0,27.05,0

8,01:45-02:00,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.920000,74.170000,8.560000,116.090000,0.000000,272.050000,6.000000,0.000000,34.84,0,34.84,80.33,0,0,0,0,0,0,0,104.53,80.33,0,0,8.67,0,27.16,0

9,02:00-02:15,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.920000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,35.09,0,35.09,79.88,0,0,0,0,0,0,0,105.27,79.88,0,0,8.54,0,31.55,0

10,02:15-02:30,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.920000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,35.1,0,35.08,79.8,0,0,0,0,0,0,0,105.29,79.8,0,0,8.41,0,31.89,0

11,02:30-02:45,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.920000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,35.23,0,35.24,79.7,0,0,0,0,0,0,0,105.7,79.7,0,0,8.06,0,32.18,0

12,02:45-03:00,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.920000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,35.44,0,35.45,79.32,0,0,0,0,0,0,0,106.32,79.32,0,0,7.72,0,32.67,0

13,03:00-03:15,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.690000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,36.45,0,36.46,79.28,0,0,0,0,0,0,0,109.36,79.28,0,0,7.44,0,33.89,0

14,03:15-03:30,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.690000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,37.58,0,37.58,79.88,0,0,0,0,0,0,0,112.75,79.88,0,0,7.16,0,34.76,0

15,03:30-03:45,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.690000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,35.09,0,35.09,77.74,0,0,0,0,0,0,0,105.27,77.74,0,0,6.79,0,33.33,0

16,03:45-04:00,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.690000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,35.1,0,35.08,78.14,0,0,0,0,0,0,0,105.29,78.14,0,0,6.6,0,33.33,0

17,04:00-04:15,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.690000,74.170000,7.930000,116.090000,0.000000,272.050000,6.000000,0.000000,35.23,0,35.24,78.08,0,0,0,0,0,0,0,105.7,78.08,0,0,6.6,0,33.33,0

18,04:15-04:30,101.320000,31.720000,30.950000,30.950000,223.450000,0.000000,7.690000,56.100000,7.930000,116.090000,0.000000,272.050000,6.000000,0.000000,35.44,0,35.45,77.31,0,0,0,0,0,0,0,106.32,77.31,0,0,6.6,0,33.33,0

19,04:30-04:45,101.320000,31.720000,30.950000,30.950000,204.740000,0.000000,7.690000,56.100000,8.410000,116.090000,0.000000,272.050000,6.000000,0.000000,36.45,0,36.46,76.86,0,0,0,0,0,0,0,109.36,76.86,0,0,6.6,0,33.89,0

20,04:45-05:00,101.320000,31.720000,30.950000,30.950000,190.230000,0.000000,7.690000,56.100000,8.410000,116.090000,0.000000,272.050000,6.000000,0.000000,37.58,0,37.58,76.76,0,0,0,0,0,0,0,112.75,76.76,0,0,6.6,0,34.76,0

21,05:00-05:15,101.320000,29.780000,30.950000,30.950000,223.450000,0.000000,7.540000,56.100000,8.410000,116.090000,0.000000,272.050000,6.000000,0.000000,37.54,0,37.54,75.12,0,0,0,0,0,0,0,112.62,75.12,0,0,6.6,0,33.37,0

22,05:15-05:30,101.320000,29.780000,30.950000,30.950000,223.450000,0.000000,7.540000,56.100000,8.410000,116.090000,0.000000,272.050000,6.000000,0.000000,37.24,0,37.24,74.08,0,0,0,0,0,0,0,111.73,74.08,0,0,6.6,0,33.6,0

23,05:30-05:45,101.320000,29.780000,13.920000,30.950000,223.450000,0.000000,7.540000,56.100000,8.410000,116.090000,0.000000,272.050000,6.000000,0.000000,36.7,0,36.7,73.21,0,0,0,0,0,0,0,110.1,73.21,0,0,6.6,0,33.71,0

24,05:45-06:00,101.320000,29.780000,13.920000,30.950000,223.450000,0.000000,7.540000,56.100000,8.410000,116.090000,0.000000,272.050000,6.000000,0.000000,36.4,0,36.39,72.67,0.67,0.33,0.18,0,0.19504,0,0,109.19,72.67,0,0,6.6,0,33.56,0

25,06:00-06:15,101.320000,29.780000,16.340000,33.370000,223.450000,0.000000,7.540000,74.170000,8.250000,116.090000,0.000000,272.050000,6.000000,0.000000,35.71,0,35.7,72.18,3.33,1.67,1.66,1.45,0.360824,0,0,107.12,72.18,0,0,6.6,7.31,33.13,0

26,06:15-06:30,101.320000,29.780000,16.340000,33.370000,223.450000,0.040000,7.540000,74.170000,8.250000,116.090000,0.040000,272.050000,6.000000,0.040000,32.56,0.65,32.55,65.77,6,3,3.79,3,2.272216,4.35,1.51,97.68,65.77,2.04,0.87,5,12.24,26.99,0.27

27,06:30-06:45,101.320000,29.780000,16.340000,33.370000,223.450000,0.280000,7.540000,74.170000,8.250000,116.090000,0.270000,272.050000,6.000000,0.270000,32.53,2.26,32.52,64.64,6.67,3.33,6.53,8,5.763432,7.94,5.26,97.57,64.64,5.85,1.59,5,23.01,26.59,0.79

28,06:45-07:00,101.320000,29.780000,16.340000,33.370000,223.450000,0.670000,7.540000,74.170000,8.250000,116.090000,0.650000,272.050000,6.000000,0.650000,32.52,4.9,32.52,63.74,7.33,3.67,9.75,15,10.38588,12.46,11.44,97.56,63.74,13.04,2.49,5,33,26.03,1.89

29,07:00-07:15,101.320000,29.780000,16.340000,33.370000,223.450000,1.220000,7.540000,74.170000,8.250000,116.090000,1.190000,272.050000,6.000000,1.190000,32.43,8.69,32.44,64.5,10,5,13.28,22,16.0908,19.6,20.28,97.3,64.5,22.31,3.92,5,33,25.96,3.61

30,07:15-07:30,101.320000,29.780000,16.340000,33.370000,223.450000,1.960000,7.540000,74.170000,8.250000,116.090000,1.910000,272.050000,6.000000,1.910000,32.44,13.45,32.46,65.14,11.33,5.67,14.43,28.81,21.89324,27.33,31.37,97.33,65.14,28.82,5.47,5,28.82,26.09,6

31,07:30-07:45,101.320000,29.780000,16.340000,33.370000,223.450000,2.730000,7.540000,74.170000,8.250000,116.090000,2.660000,272.050000,6.000000,2.660000,32.53,18.97,32.54,76.67,12,6,19.43,30.34,28.583112,34.57,44.27,97.6,76.67,30.33,6.91,5,30.33,32.93,8

32,07:45:08:00,101.320000,29.780000,16.340000,33.370000,223.450000,3.660000,7.540000,67.710000,8.250000,116.090000,3.560000,272.050000,6.000000,3.560000,32.66,22.5,32.66,77.62,16,8,24.93,30.84,42.050624,41.61,52.5,97.97,77.62,30.83,8.32,5,30.83,33.08,12

33,08:00-08:15,101.320000,29.780000,16.340000,33.370000,223.450000,4.820000,7.390000,56.100000,8.170000,116.090000,4.700000,272.050000,6.000000,4.700000,35.94,27,35.95,78.29,22.67,11.33,30.77,32,51.753864,51.26,63,107.82,78.29,32,10.25,5,32,33.13,14

34,08:15-08:30,101.320000,30.750000,16.340000,33.370000,223.450000,6.420000,7.390000,56.100000,8.170000,116.090000,6.260000,272.050000,6.000000,6.260000,36.72,31.5,36.72,79.62,26,13,36.7,32.34,62.822384,62.54,73.5,110.16,79.62,32.33,12.51,5,32.33,33.43,18

35,08:30-08:45,101.320000,30.750000,16.340000,33.370000,223.450000,7.660000,7.390000,56.100000,8.170000,116.090000,7.470000,272.050000,6.000000,7.470000,36.89,36,36.89,81.09,30,15,42.47,32.5,73.500824,74.81,84,110.67,81.09,32.5,14.96,5,32.5,33.56,21.5

36,08:45:09:00,101.320000,31.720000,26.880000,33.370000,223.450000,7.240000,7.390000,56.100000,8.170000,116.090000,7.070000,272.050000,6.000000,7.070000,37.62,40.5,37.62,81.91,34.67,17.33,48.33,32.5,82.45316,85.33,94.5,112.86,81.91,32.5,17.07,5,32.5,33.71,24

37,09:00:09:15,101.320000,25.660000,16.340000,33.370000,223.450000,7.940000,7.390000,56.100000,8.170000,116.090000,7.750000,272.050000,6.000000,7.750000,38.06,46.5,38.07,82.17,40,20,53.87,32.5,91.434752,99.39,108.5,114.19,82.17,32.5,19.88,5,32.5,34.38,27

38,09:15-09:30,101.320000,26.630000,16.340000,33.370000,223.450000,9.060000,7.390000,56.100000,8.170000,116.090000,8.830000,272.050000,6.000000,8.830000,38.68,51,38.69,83.33,48,24,59.2,32.5,106.238288,112.89,119,116.05,83.33,32.5,22.58,5,32.5,35.55,30

39,09:30-09:45,101.320000,26.630000,13.920000,30.950000,223.450000,9.830000,7.080000,56.100000,8.170000,116.090000,9.590000,272.050000,6.000000,9.590000,32.77,55.5,32.76,71.67,54,27,66.77,32.66,117.628624,121.13,129.5,98.3,71.67,32.67,24.23,5,32.67,30.12,33.58

40,09:45-10:00,101.320000,27.600000,13.920000,30.950000,223.450000,10.410000,7.080000,56.100000,8.170000,116.090000,10.150000,272.050000,6.000000,10.150000,33.06,60,33.05,71.67,57.34,28.66,71.31,32.66,121.9,137.8,140,99.18,71.67,32.67,27.56,5,32.67,30.2,35.84

41,10:00-10:15,101.320000,27.600000,13.920000,30.950000,223.450000,11.110000,7.080000,56.100000,8.170000,116.090000,10.840000,272.050000,6.000000,10.840000,33.27,66,33.29,71.67,61.34,30.66,75.68,32.66,121.9,158.63,154,99.82,71.67,32.67,31.73,5,32.67,30.45,37.53

42,10:15-10:30,101.320000,27.600000,13.920000,30.950000,223.450000,12.270000,7.080000,56.100000,8.170000,116.090000,11.980000,272.050000,6.000000,11.980000,33.6,69,33.59,71.67,65.34,32.67,79.91,32.66,121.9,175.3,161,100.79,71.67,32.67,35.06,5,32.67,30.82,39.28

43,10:30-10:45,101.320000,27.600000,26.110000,26.110000,223.450000,15.870000,7.080000,56.100000,8.170000,70.560000,15.490000,272.050000,6.000000,15.490000,33.76,72,33.77,71.67,68.67,34.33,82.51,32.66,121.9,190.89,168,101.29,71.67,32.67,38.18,5,32.67,30.9,40

44,10:45-11:00,101.320000,27.600000,26.110000,26.110000,223.450000,16.270000,7.080000,56.100000,8.170000,70.560000,15.870000,272.050000,6.000000,15.870000,33.97,75,33.97,76.67,72,36,85.63,32.66,131.047376,212.71,175,101.92,76.67,32.67,42.54,5,32.67,34.33,41

45,11:00-11:15,101.320000,27.600000,26.110000,26.110000,223.450000,16.450000,7.080000,56.100000,8.170000,79.100000,16.040000,272.050000,6.000000,16.040000,35,76.5,35,76.67,76.67,38.33,88.4,32.66,131.652,216.88,178.5,105,76.67,32.67,43.37,5,32.67,34.33,42

46,11:15-11:30,101.320000,27.600000,26.110000,26.110000,223.450000,16.450000,7.080000,56.100000,8.170000,87.640000,16.040000,272.050000,6.000000,16.040000,35,78,35,76.67,76.67,38.33,89.44,32.66,131.652,221.04,182,105,76.67,32.67,44.21,5,32.67,34.33,43.5

47,11:30-11:45,101.320000,27.600000,26.110000,26.110000,223.450000,16.450000,7.080000,56.100000,8.170000,96.170000,16.040000,272.050000,6.000000,16.040000,35,78,35,76.67,76.68,38.33,90.51,32.66,131.652,225.21,182,105,76.67,32.67,45.04,5,32.67,34.33,43.5

48,11:45-12:00,101.320000,27.600000,26.110000,26.110000,223.450000,16.450000,7.080000,56.100000,8.170000,104.710000,16.040000,272.050000,6.000000,16.040000,35,78,35,76.67,76.67,38.33,90.69,32.66,131.652,229.17,182,105,76.67,32.67,45.83,5.53,32.67,34.33,43.5

49,12:00-12:15,101.320000,15.020000,24.690000,24.690000,223.450000,16.450000,7.080000,56.100000,8.170000,111.820000,16.040000,272.050000,6.000000,16.040000,35,79.5,35,76.67,76.67,38.33,91.03,32.66,131.652,229.17,185.5,105,76.67,32.67,45.83,6.07,32.67,34.33,43.5

50,12:15-12:30,101.320000,15.020000,24.690000,24.690000,223.450000,16.450000,7.080000,56.100000,8.170000,107.550000,16.040000,272.050000,6.000000,16.040000,35,79.5,35,76.67,76.67,38.33,91.14,32.66,131.652,229.17,185.5,105,76.67,32.67,45.83,7.41,32.67,31.75,43.5

51,12:30-12:45,101.320000,15.020000,24.690000,24.690000,223.450000,16.450000,7.080000,56.100000,8.100000,103.290000,16.040000,272.050000,6.000000,16.040000,33.67,79.5,33.66,76.67,76.67,38.33,90.83,32.66,131.652,229.17,185.5,101,76.67,32.67,45.83,9.32,32.67,31.61,44.25

52,12:45-13:00,101.320000,15.020000,24.690000,24.690000,223.450000,16.450000,7.080000,56.100000,8.100000,99.010000,16.040000,272.050000,6.000000,16.040000,33.67,79.5,33.66,76.67,76.67,38.33,91.17,32.66,131.652,229.17,185.5,101,76.67,32.67,45.83,10.14,32.67,31.53,44.25

53,13:00-13:15,101.320000,15.020000,25.300000,25.300000,223.450000,16.450000,7.310000,56.100000,8.100000,94.750000,16.040000,272.050000,6.000000,16.040000,33.67,79.5,33.66,76.67,76.67,38.33,90.79,32.66,131.652,229.17,185.5,101,76.67,32.67,45.83,11.14,32.67,31.38,44.25

54,13:15-13:30,101.320000,15.020000,25.300000,25.300000,223.450000,16.450000,7.310000,56.100000,8.100000,90.480000,16.040000,272.050000,6.000000,16.040000,33.67,79.5,33.66,76.67,70.67,35.33,90.45,32.66,131.652,229.17,185.5,101,76.67,32.67,45.83,12.47,32.67,31.24,44.25

55,13:30-13:45,101.320000,15.020000,20.210000,20.210000,170.880000,16.450000,7.310000,56.100000,8.100000,86.220000,16.040000,272.050000,6.000000,16.040000,33.67,76.5,33.66,76.67,70,35,89.99,32.66,127.322112,229.17,178.5,101,76.67,32.67,45.83,13.77,32.67,31.28,44.25

56,13:45-14:00,101.320000,15.020000,20.210000,20.210000,170.880000,16.280000,7.310000,56.100000,8.100000,81.950000,15.890000,272.050000,6.000000,15.890000,33.67,76.5,33.66,76.67,69.34,34.66,88.71,32.66,127.0198,229.17,178.5,101,76.67,32.67,45.83,14.94,32.67,31.33,43.5

57,14:00-14:15,101.320000,26.630000,20.210000,20.210000,170.880000,15.950000,7.310000,56.100000,8.100000,77.670000,15.560000,272.050000,6.000000,15.560000,33.67,75,33.66,76.67,69.34,34.66,88.05,32.66,126.346912,229.17,175,101,76.67,32.67,45.83,12.11,32.67,31.78,42.6

58,14:15-14:30,101.320000,26.630000,20.210000,20.210000,170.880000,15.670000,7.310000,56.100000,8.100000,73.410000,15.290000,272.050000,6.000000,15.290000,33.67,73.5,33.66,76.67,68.67,34.33,86.46,32.66,125.371712,229.17,171.5,101,76.67,32.67,45.83,13,32.67,31.82,42

59,14:30-14:45,101.320000,26.630000,15.370000,15.370000,170.880000,15.250000,7.310000,56.100000,8.100000,69.140000,14.880000,272.050000,6.000000,14.880000,33.67,70.5,33.66,76.67,66.67,33.33,84.24,32.66,124.396512,229.17,164.5,101,76.67,32.67,45.83,14.2,32.67,31.7,41

60,14:45-15:00,101.320000,26.630000,15.370000,15.370000,170.880000,14.570000,7.310000,56.100000,8.100000,64.880000,14.220000,272.050000,6.000000,14.220000,33.67,67.5,33.66,76.67,62,31,80.91,32.66,122.446112,229.17,157.5,101,76.67,32.67,45.83,15.02,32.67,32.08,39.84

61,15:00-15:15,101.320000,26.630000,15.370000,15.370000,223.450000,14.100000,7.540000,56.100000,7.620000,58.050000,13.750000,272.050000,7.070000,13.750000,33.67,64.5,33.66,76.67,58,29,77.31,32.66,120.495712,218.66,150.5,101,76.67,32.67,43.73,16.5,32.67,31.77,38.7

62,15:15-15:30,101.320000,26.630000,15.370000,15.370000,223.450000,13.650000,7.540000,56.100000,7.620000,58.050000,13.310000,272.050000,7.070000,13.310000,31.96,60,31.96,66.77,55.34,27.66,73.39,32.66,114.73228,204.11,140,95.89,66.77,32.67,40.82,23.08,32.67,31.36,37.38

63,15:30-15:45,101.320000,26.630000,15.370000,15.370000,223.450000,12.780000,7.540000,56.100000,7.620000,58.050000,12.470000,272.050000,7.070000,12.470000,30.55,54,30.55,66.55,52.67,26.33,69.23,32.66,103.71252,191.9,126,91.64,66.55,32.67,38.38,22.81,32.67,31.87,35.8

64,15:45-16:00,101.320000,26.630000,15.370000,15.370000,223.450000,11.710000,7.540000,56.100000,7.620000,58.050000,11.420000,272.050000,7.070000,11.420000,29.51,49.5,29.5,66.21,50.67,25.33,64.76,32.66,91.941856,173.91,115.5,88.52,66.21,32.67,34.78,22.38,32.67,32.14,33.78

