Block,Time,L_NR_2012_04,L_NR_2019_06,LT-31,L_NR_2020_05,L_NR_2020_07,L_NR_2022_10,L_NR_2021_17,L_NR_2023_10,L_NR_2018_61,LT-05,L_NR_2023_04,L_NR_2020_06,L_NR_2019_05,L_NR_2012_01,SH-07,L_NR_2019_19,L_NR_2019_11,L_NR_2012_02,L_NR_2022_09,L_NR_2021_14,LT-36,L_NR_2012_07,L_NR_2019_07,L_NR_2020_02,SH-06,L_NR_2022_08,L_NR_2021_12,L_NR_2021_15,LT-35,L_NR_2023_07,LT-59,L_NR_2021_13,L_NR_2021_16
1,00:00-00:15,272.170000,0,0.000000,115,38.34,78.33,0,0,7.2,116.130000,29.750000,38.33,0,101.370000,30.970000,0,10.780000,261.860000,78.33,0,0.000000,74.200000,0,11.910000,30.970000,28.72,0,0,0.000000,0,10.350000,0,0

2,00:15-00:30,272.170000,0,0.000000,115,38.34,78.33,0,0,7.2,116.130000,29.750000,38.33,0,101.370000,30.970000,0,10.780000,261.860000,78.33,0,0.000000,74.200000,0,11.910000,30.970000,29.41,0,0,0.000000,0,10.350000,0,0

3,00:30-00:45,272.170000,0,0.000000,115,38.34,78.33,0,0,7.2,116.130000,29.750000,38.33,0,101.370000,30.970000,0,10.780000,261.860000,78.33,0,0.000000,74.200000,0,11.910000,30.970000,30.02,0,0,0.000000,0,10.350000,0,0

4,00:45-01:00,272.170000,0,0.000000,115,38.34,78.33,0,0,7.2,116.130000,29.750000,38.33,0,101.370000,30.970000,0,10.780000,261.860000,78.33,0,0.000000,74.200000,0,11.910000,30.970000,30.09,0,0,0.000000,0,10.350000,0,0

5,01:00-01:15,272.170000,0,0.000000,115,38.34,78.33,0,0,7.2,116.130000,29.750000,38.33,0,101.370000,30.970000,0,10.780000,261.860000,78.33,0,0.000000,74.200000,0,11.910000,30.970000,30.61,0,0,0.000000,0,10.350000,0,0

6,01:15-01:30,272.170000,0,0.000000,115,38.34,78.33,0,0,7.2,116.130000,29.750000,38.33,0,101.370000,30.970000,0,10.780000,261.860000,78.33,0,0.000000,74.200000,0,11.910000,30.970000,30.2,0,0,0.000000,0,10.350000,0,0

7,01:30-01:45,272.170000,0,0.000000,115,38.34,78.33,0,0,7.2,116.130000,29.750000,38.33,0,101.370000,30.970000,0,10.780000,261.860000,78.33,0,0.000000,74.200000,0,11.910000,30.970000,30.71,0,0,0.000000,0,10.350000,0,0

8,01:45-02:00,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.910000,30.970000,32.04,0,0,0.000000,0,10.350000,0,0

9,02:00-02:15,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.910000,30.970000,31.99,0,0,0.000000,0,10.390000,0,0

10,02:15-02:30,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.910000,30.970000,31.95,0,0,0.000000,0,10.390000,0,0

11,02:30-02:45,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,94.880000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,239.900000,80,0,0.000000,59.170000,0,11.910000,30.970000,31.91,0,0,0.000000,0,10.390000,0,0

12,02:45-03:00,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,94.880000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,239.900000,80,0,0.000000,59.170000,0,11.910000,30.970000,31.87,0,0,0.000000,0,10.390000,0,0

13,03:00-03:15,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.910000,30.970000,32.57,0,0,0.000000,0,10.390000,0,0

14,03:15-03:30,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,66.420000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,239.900000,80,0,0.000000,59.170000,0,11.910000,30.970000,32.31,0,0,0.000000,0,10.390000,0,0

15,03:30-03:45,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,66.420000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,59.170000,0,11.910000,30.970000,32.24,0,0,0.000000,0,10.390000,0,0

16,03:45-04:00,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,66.420000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,59.170000,0,11.910000,30.970000,32.26,0,0,0.000000,0,10.390000,0,0

17,04:00-04:15,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,66.420000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,59.170000,0,11.730000,30.970000,32.65,0,0,0.000000,0,10.390000,0,0

18,04:15-04:30,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.730000,30.970000,33.07,0,0,0.000000,0,10.390000,0,0

19,04:30-04:45,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.730000,30.970000,30.94,0,0,0.000000,0,10.040000,0,0

20,04:45-05:00,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,29.750000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.730000,30.970000,31,0,0,0.000000,0,10.350000,0,0

21,05:00-05:15,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,28.830000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.580000,30.970000,31.09,0,0,0.000000,0,10.350000,0,0

22,05:15-05:30,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,28.830000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0,0.000000,74.200000,0,11.580000,30.970000,31.1,0,0,0.000000,0,10.350000,0,0

23,05:30-05:45,272.170000,0,0.000000,117.5,39.16,80,0,0,7.2,116.130000,28.830000,39.17,0,101.370000,30.970000,0,10.780000,261.860000,80,0.03,0.000000,74.200000,0,11.580000,30.970000,31.26,0,0,0.000000,0,10.350000,0,0

24,05:45-06:00,272.170000,0,0.000000,117.5,39.16,80,0.33,0,7.2,116.130000,28.830000,39.17,0,101.370000,30.970000,0.36075,10.780000,261.860000,80,0.1,0.000000,74.200000,0,11.580000,30.970000,31.31,0.06,0,0.000000,0,10.350000,0.01,0.67

25,06:00-06:15,272.170000,7.23,0.000000,117.5,39.16,80,1.67,0.3,7.2,116.130000,28.830000,39.17,0,101.370000,30.970000,3.22725,10.780000,261.860000,80,1.27,0.000000,74.200000,1.45,11.450000,30.970000,31.36,0.19,0,0.000000,0.71,10.350000,0.04,3.33

26,06:15-06:30,272.170000,10.33,0.150000,120,40,80,2.33,1.47,7.2,116.130000,28.830000,40,2.04,101.370000,30.970000,7.917,10.780000,261.860000,80,3,0.160000,74.200000,3,11.450000,30.970000,33.47,1.28,0.35,0.150000,3.42,10.350000,0.25,4.67

27,06:30-06:45,272.170000,16.67,0.470000,120,40,80,3,3.47,7.2,116.130000,28.830000,40,5.85,101.370000,30.970000,13.23075,10.780000,261.860000,80,4.93,0.480000,74.200000,8,11.450000,30.970000,33.51,4.42,1.25,0.470000,8.11,10.350000,0.88,6

28,06:45-07:00,272.170000,26.2,0.970000,120,40,80,3,6.21,7.2,116.130000,28.830000,40,13.04,101.370000,30.970000,18.408,10.780000,261.860000,80,7.23,0.990000,74.200000,15,11.450000,30.970000,33.52,9.28,2.71,0.970000,14.49,10.350000,1.86,6

29,07:00-07:15,272.170000,21.47,1.480000,120,40,80,3.67,9.9,7.2,107.600000,29.800000,40,21.46,101.370000,30.970000,23.8485,10.780000,220.550000,80,10.33,1.520000,59.170000,21.47,11.260000,30.970000,33.71,15.69,4.94,1.480000,23.11,10.350000,3.14,7.33

30,07:15-07:30,272.170000,22.07,2.050000,120,40,80,5.67,14.45,7.2,99.050000,29.800000,40,22.06,101.370000,30.970000,30.1275,10.780000,261.860000,80,14.43,2.100000,59.170000,22.07,11.260000,30.970000,33.85,23.9,7.84,2.050000,33.7,10.350000,4.78,11.33

