Block,Time,LT-59,L_NR_2023_04,LT-05,L_NR_2021_15,L_NR_2023_10,LT-31,LT-35,L_NR_2012_04,L_NR_2019_11,L_NR_2021_14,SH-06,L_NR_2021_16,L_NR_2021_17,L_NR_2018_61,L_NR_2023_07,L_NR_2019_19,L_NR_2020_06,L_NR_2019_05,L_NR_2022_09,L_NR_2012_07,L_NR_2019_07,L_NR_2022_08,L_NR_2019_06,L_NR_2020_05,L_NR_2021_13,L_NR_2012_02,L_NR_2022_10,L_NR_2021_12,SH-07,LT-36,L_NR_2020_07,L_NR_2020_02,L_NR_2012_01
19,04:30-04:45,5.440000,28.790000,70.500000,0,0,0.000000,0.000000,271.860000,4.840000,0,26.090000,0,0,14.48,0,0,18.26,0,36.91,49.950000,0,14.03,0,54.79,0,213.840000,36.91,0,26.090000,0.000000,18.28,4.970000,53.160000

20,04:45-05:00,5.440000,28.790000,70.500000,0,0,0.000000,0.000000,271.860000,4.840000,0,26.090000,0,0,14.32,0,0,18.19,0,35.98,49.950000,0,13.57,0,54.58,0,223.510000,35.98,0,26.090000,0.000000,18.19,4.970000,53.160000

21,05:00-05:15,5.290000,28.790000,70.500000,0,0,0.000000,0.000000,271.860000,4.840000,0,26.090000,0,0,13.72,0,0,15.98,0,35.09,49.950000,0,16.67,0,47.94,0,223.510000,35.09,0,26.090000,0.000000,15.98,4.970000,53.160000

22,05:15-05:30,5.290000,28.790000,70.500000,0,0,0.000000,0.000000,271.860000,4.840000,0,26.090000,0,0,13.39,0,0,15.74,0,34.1,49.950000,0,16.57,0,47.22,0,223.510000,34.1,0,26.090000,0.000000,15.75,4.970000,53.160000

23,05:30-05:45,5.290000,28.790000,70.500000,0,0,0.000000,0.000000,271.860000,4.840000,0,26.090000,0,0,13.31,0,0,15.53,0,33.53,49.950000,0,16.41,0,46.58,0,189.680000,33.53,0,26.090000,0.000000,15.53,4.970000,53.160000

24,05:45-06:00,5.290000,28.790000,70.500000,0,0,0.000000,0.000000,271.860000,4.840000,0,26.090000,0,0,12.75,0,0,15.3,0,33.16,49.950000,0,16.06,0,45.9,0,189.680000,33.16,0,26.090000,0.000000,15.31,4.970000,101.250000

25,06:00-06:15,5.290000,28.790000,70.500000,0,0,0.000000,0.000000,271.860000,4.770000,0,26.090000,1,0,12.24,0,0.185136,15.09,0,32.87,59.110000,6.66,15.69,9,45.27,0,258.960000,32.87,0,26.090000,0.000000,15.09,4.970000,101.250000

26,06:15-06:30,5.290000,28.790000,70.500000,0,0.04,0.010000,0.010000,271.860000,4.770000,0,26.090000,3,2,11.47,0.08,3.254496,11.23,2.04,32.68,59.110000,10.22,8.99,17.13,33.68,0,258.960000,32.68,0,26.090000,0.010000,11.22,4.970000,101.250000

27,06:30-06:45,5.290000,29.800000,70.500000,1,0.74,0.180000,0.180000,271.860000,4.770000,0.62,26.090000,5,3,10.14,1.74,8.564976,11.1,5.85,29.77,59.110000,15.75,8.82,28.18,33.31,0.23,258.960000,29.77,1.13,26.090000,0.190000,11.11,4.970000,101.250000

28,06:45-07:00,5.290000,29.800000,70.500000,2,2.68,0.600000,0.600000,271.860000,4.770000,1.88,26.090000,9,4,9.04,6.24,14.333424,10.97,13.04,29.26,59.110000,24.88,8.77,33,32.91,1.13,258.960000,29.26,5.65,26.090000,0.610000,10.97,4.970000,101.250000

29,07:00-07:15,5.290000,28.830000,70.500000,4,5.81,1.220000,1.220000,271.860000,4.770000,4.22,26.090000,11,5,7.2,13.57,20.335728,10.93,22.31,28.94,59.110000,31.07,8.74,31.07,32.78,2.68,258.960000,28.94,13.39,26.090000,1.260000,10.93,4.970000,101.250000

30,07:15-07:30,5.290000,28.830000,70.500000,5.5,10.5,2.000000,2.000000,271.860000,4.770000,8.55,26.090000,16,8,7.2,24.5,26.74728,10.89,28.65,28.64,59.110000,28.65,8.72,28.65,32.67,3.86,258.960000,28.64,19.3,26.090000,2.040000,10.9,4.970000,101.250000

31,07:30-07:45,5.290000,28.830000,70.500000,9,16.5,2.950000,2.950000,271.860000,4.770000,15.12,26.090000,20,10,7.2,38.5,33.51936,10.85,30.17,28.38,59.110000,30.16,8.59,30.17,32.55,8.34,258.960000,28.38,41.71,26.090000,3.030000,10.85,4.780000,101.250000

32,07:45:08:00,5.290000,28.830000,70.500000,13.5,22,4.010000,4.010000,271.860000,4.770000,21.36,26.090000,23,11,7.2,52,39.872448,10.82,30.67,27.88,59.110000,30.66,8.48,30.67,32.46,12.36,258.960000,27.88,61.82,26.090000,4.120000,10.82,4.780000,101.250000

33,08:00-08:15,5.290000,28.830000,70.500000,15,28,5.160000,5.160000,271.860000,4.690000,28.41,26.090000,29,15,7.2,64,45.981936,10.68,31.83,27.29,59.110000,31.84,8.89,31.83,32.03,16.54,258.960000,27.29,82.73,26.090000,5.280000,10.66,4.780000,101.250000

34,08:15-08:30,5.290000,28.830000,70.500000,19,34,6.300000,6.300000,271.860000,4.690000,35.83,26.090000,36,18,7.2,81,52.27656,10.49,32.17,26.82,49.950000,32.16,8.75,32.17,31.47,20.71,207.730000,26.82,103.53,26.090000,6.470000,10.49,4.780000,101.250000

35,08:30-08:45,5.290000,28.790000,70.500000,23,40,7.440000,7.440000,271.860000,4.690000,43.22,26.090000,43,21,7.2,95,58.727088,10.29,32.17,26.67,49.950000,32.16,8.65,32.17,30.88,24.73,207.730000,26.67,123.67,26.090000,7.620000,10.29,4.780000,101.250000

36,08:45:09:00,5.290000,28.790000,70.500000,26,45,8.550000,8.550000,271.860000,4.690000,50.42,26.090000,51,25,7.2,105,64.914528,10.03,32.17,26.58,49.950000,32.16,8.66,32.17,30.1,28.66,172.280000,26.58,143.32,26.090000,8.770000,10.05,4.780000,101.250000

37,09:00:09:15,4.670000,29.710000,70.500000,32,48.9,9.590000,9.590000,271.860000,4.840000,57.2,26.090000,59,29,7.2,114.1,70.458864,9.85,32.33,26.45,49.950000,32.34,8.68,32.33,29.54,31.83,172.280000,26.45,159.18,26.090000,9.830000,9.84,4.780000,101.250000

38,09:15-09:30,4.670000,29.710000,70.500000,34,51.6,10.570000,10.570000,271.860000,4.840000,63.69,26.090000,63,32,7.31,120.4,75.56472,8.12,32.33,26.07,49.950000,32.34,8.67,32.33,24.35,35.43,172.280000,26.07,177.17,26.090000,10.830000,8.11,4.780000,101.250000

39,09:30-09:45,5.060000,29.710000,70.500000,36,54.6,11.450000,11.450000,271.860000,4.840000,69.83,26.090000,63,31,7.31,127.4,80.300304,8.14,32.33,25.81,49.950000,32.34,8.63,32.33,24.43,39.67,223.510000,25.81,198.33,26.090000,11.740000,8.15,4.780000,101.250000

40,09:45-10:00,5.060000,29.660000,94.770000,38,56.7,12.230000,12.230000,271.860000,4.840000,75.23,26.090000,63,31,7.31,132.3,84.18816,8.11,32.33,25.89,64.960000,32.34,8.44,32.33,24.34,42.64,223.510000,25.89,213.23,26.090000,12.540000,8.13,4.780000,101.250000

41,10:00-10:15,5.060000,29.660000,115.990000,40,58.8,12.900000,12.900000,271.860000,4.840000,80.23,26.090000,69,34,7.31,137.2,88.62168,8.13,32.33,25.78,64.960000,32.34,8.28,32.33,24.39,44.74,223.510000,25.78,223.71,26.090000,13.230000,8.14,4.780000,53.160000

42,10:15-10:30,5.060000,29.660000,115.990000,41,62.4,13.440000,13.440000,271.860000,4.840000,84.59,26.090000,65,33,7.31,145.6,92.451072,8.14,32.33,25.75,64.960000,32.34,8.23,32.33,24.4,45.83,223.510000,25.75,229.17,26.090000,13.770000,8.13,4.780000,53.160000

43,10:30-10:45,5.060000,29.660000,115.990000,42,66,13.900000,13.900000,271.860000,4.840000,86.49,26.090000,63,32,7.31,154,116.479776,8.11,32.33,25.76,64.960000,32.34,8.31,32.33,24.34,45.83,223.510000,25.76,229.17,26.090000,14.250000,8.13,4.780000,53.160000

44,10:45-11:00,5.060000,29.660000,115.990000,43,66,14.290000,14.290000,271.860000,4.840000,88.57,26.090000,61,31,7.31,154,118.360368,9.28,32.67,29.09,64.960000,32.66,8.31,32.67,27.83,45.83,223.510000,29.09,229.17,26.090000,14.640000,9.26,4.780000,53.160000

45,11:00-11:15,4.980000,25.720000,115.990000,43.5,66,14.580000,14.580000,271.860000,4.840000,89.45,26.090000,60,30,7.31,154,119.744016,9.47,32.67,28.9,64.960000,32.66,8.38,32.67,28.42,45.83,223.510000,28.9,229.17,26.090000,14.950000,9.49,4.780000,53.160000

46,11:15-11:30,4.980000,25.720000,115.990000,43.5,66,14.790000,14.790000,271.860000,4.840000,91.13,26.090000,60,30,7.31,154,120.19224,9.59,32.67,28.88,64.960000,32.66,8.5,32.67,28.76,45.83,223.510000,28.88,229.17,26.090000,15.170000,9.58,4.780000,53.160000

47,11:30-11:45,5.210000,25.720000,115.990000,43.5,66,14.870000,14.870000,271.860000,4.840000,91.33,26.090000,33,17,7.31,154,119.451696,9.76,32.67,29.02,64.960000,32.66,8.66,32.67,29.27,45.83,223.510000,29.02,229.17,26.090000,15.240000,9.76,4.780000,53.160000

48,11:45-12:00,5.210000,25.720000,115.990000,43.5,66,14.950000,14.950000,271.860000,4.840000,91.32,26.090000,33,17,7.31,154,117.054672,9.83,32.67,29.4,64.960000,32.66,8.86,32.67,29.5,46.75,223.510000,29.4,233.75,26.090000,15.320000,9.83,4.780000,53.160000

49,12:00-12:15,5.290000,27.690000,115.990000,43.5,78,14.960000,14.960000,271.860000,5.000000,91.33,26.090000,34,17,7.31,182,133.804608,9.87,32.67,20.86,64.960000,32.66,8.94,32.67,29.61,46.75,223.510000,20.86,233.75,26.090000,15.340000,9.87,4.700000,53.160000

50,12:15-12:30,5.290000,27.690000,115.990000,43.5,78,14.900000,14.900000,271.860000,5.000000,91.35,26.090000,35,18,7.31,182,128.03616,8.42,32.67,21.04,64.960000,32.66,7.33,32.67,25.27,46.75,223.510000,21.04,233.75,26.090000,15.270000,8.43,4.700000,53.160000

51,12:30-12:45,5.290000,27.690000,115.990000,43.5,79.5,14.910000,14.910000,271.860000,5.000000,91.38,26.090000,40,20,7.31,185.5,123.35904,8.47,32.67,21.13,64.960000,32.66,7.33,32.67,25.42,46.75,223.510000,21.13,233.75,26.090000,15.280000,8.48,4.700000,53.160000

52,12:45-13:00,5.290000,27.690000,115.990000,43.5,79.5,14.900000,14.900000,271.860000,5.000000,91.32,26.090000,81,40,7.31,185.5,120.28968,8.54,32.67,21.35,64.960000,32.66,7.33,32.67,25.61,46.75,223.510000,21.35,233.75,26.090000,15.270000,8.53,4.700000,53.160000

53,13:00-13:15,5.360000,29.630000,115.990000,43.5,79.5,14.860000,14.860000,271.860000,5.070000,91.32,26.090000,83,41,7.31,185.5,117.249552,8.59,32.67,21.57,64.960000,32.66,7.38,32.67,25.76,46.75,223.510000,21.57,233.75,26.090000,15.230000,8.59,4.700000,53.160000

54,13:15-13:30,5.360000,29.630000,115.990000,43.5,79.5,14.830000,14.830000,271.860000,5.070000,91.31,26.090000,83,42,7.31,185.5,113.926848,8.65,32.67,21.81,64.960000,32.66,7.54,32.67,25.95,46.75,223.510000,21.81,233.75,26.090000,15.200000,8.65,4.700000,53.160000

55,13:30-13:45,5.750000,29.630000,115.990000,43.5,79.5,14.800000,14.800000,271.860000,5.070000,91.13,26.090000,85,42,7.31,185.5,93.922416,8.77,32.67,22.08,64.960000,32.66,7.78,32.67,26.3,46.75,223.510000,22.08,233.75,26.090000,15.170000,8.76,4.700000,53.160000

56,13:45-14:00,5.750000,29.630000,115.990000,39,79.5,14.400000,14.400000,271.860000,5.070000,89.99,26.090000,87,43,18.07,185.5,89.313504,8.9,32.67,22.41,64.960000,32.66,8.7,32.67,26.69,46.75,223.510000,22.41,233.75,26.090000,14.750000,8.89,4.700000,53.160000

57,14:00-14:15,5.750000,29.630000,115.990000,38.5,67.5,14.070000,14.070000,271.860000,5.230000,89.26,26.090000,87,43,18.94,157.5,84.607152,8.98,32.67,22.71,64.960000,32.66,8.65,32.67,26.95,46.75,223.510000,22.71,233.75,26.090000,14.420000,9,4.700000,53.160000

58,14:15-14:30,5.750000,29.630000,115.990000,37,65.4,11.510000,11.510000,271.860000,5.230000,87.98,26.090000,86,43,19.68,152.6,80.992128,8.7,32.67,23.02,64.960000,32.66,8.72,32.67,26.11,46.75,223.510000,23.02,233.75,26.090000,11.790000,8.71,4.700000,53.160000

59,14:30-14:45,5.750000,29.630000,115.990000,36,63.6,11.370000,11.370000,271.860000,5.230000,85.93,26.090000,87,44,20.48,148.4,76.558608,8.84,32.67,23.15,64.960000,32.66,8.92,32.67,26.52,45.82,223.510000,23.15,229.13,26.090000,11.660000,8.85,4.700000,101.250000

60,14:45-15:00,5.750000,29.630000,115.990000,35.5,58.5,11.140000,11.140000,271.860000,5.230000,84.02,26.090000,85,42,21.32,136.5,71.150688,8.92,32.67,23.22,64.960000,32.66,9.02,32.67,26.75,44.26,223.510000,23.22,221.3,26.090000,11.410000,8.92,4.700000,101.250000

61,15:00-15:15,5.750000,29.630000,115.990000,34,52.5,10.720000,10.720000,271.860000,5.460000,79.72,24.670000,81,40,22.08,122.5,60.1692,9.01,32.67,23.23,64.960000,32.66,9.49,32.67,27.05,42.09,258.960000,23.23,210.47,24.670000,10.980000,9.02,4.740000,101.250000

62,15:15-15:30,5.750000,29.630000,115.990000,32,46.5,10.260000,10.260000,271.860000,5.460000,74.93,24.670000,77,39,30.34,108.5,54.576144,9.1,32.67,23.25,64.960000,32.66,9.79,32.67,27.3,39.26,258.960000,23.25,196.3,24.670000,10.510000,9.09,4.740000,101.250000

63,15:30-15:45,5.750000,29.630000,115.990000,30.5,43.5,9.610000,9.610000,271.860000,5.460000,69.69,24.670000,71,35,31.35,101.5,48.72,9.17,32.67,23.22,74.120000,32.66,10.8,32.67,27.5,36.88,258.960000,23.22,184.41,24.670000,9.860000,9.16,4.740000,101.250000

64,15:45-16:00,5.750000,29.630000,115.990000,28.11,37.5,8.870000,8.870000,271.860000,5.460000,63.77,24.670000,65,32,33.67,87.5,42.58128,9.17,32.67,23.19,74.120000,32.66,11.12,32.67,27.5,33.86,258.960000,23.19,169.3,24.670000,9.090000,9.16,4.740000,101.250000

65,16:00-16:15,5.750000,30.590000,115.990000,25.48,48,7.990000,7.990000,271.860000,5.460000,57.71,24.670000,59,29,35.62,112,36.228192,9.17,32.67,23.16,74.120000,32.66,10.98,32.67,27.5,30.5,237.780000,23.16,152.49,24.670000,8.190000,9.16,4.880000,101.250000

66,16:15-16:30,5.750000,30.590000,115.990000,22.72,45,7.070000,7.070000,271.860000,5.460000,51.33,24.670000,59,29,34.8,105,30.274608,9.17,32.67,23.11,74.120000,32.66,11.11,32.67,27.5,27.03,237.780000,23.11,135.14,24.670000,7.240000,9.16,4.880000,101.250000

67,16:30-16:45,5.750000,30.590000,115.990000,19.68,39,6.160000,6.160000,271.860000,5.460000,44.8,24.670000,54,27,35.13,91,21.495264,9.17,20.87,23.06,74.120000,33,10.92,33,27.5,23.51,237.780000,23.06,117.56,24.670000,6.310000,9.16,4.650000,101.250000

68,16:45-17:00,5.750000,30.590000,115.990000,16.29,31.2,5.200000,5.200000,271.860000,5.460000,37.92,24.670000,49,24,24.07,72.8,16.486848,9.17,10.97,22.99,74.120000,33,10.58,33,27.5,19.84,237.780000,22.99,99.22,24.670000,5.330000,9.16,4.650000,101.250000

69,17:00-17:15,5.750000,30.590000,115.990000,13.5,22.5,4.250000,4.250000,271.860000,5.460000,30.86,24.670000,47,23,25.14,52.5,11.868192,7.33,4.08,16.79,74.120000,33,7.67,32.16,22,16.28,237.780000,16.79,81.42,24.670000,4.350000,7.34,4.740000,101.250000

70,17:15-17:30,5.750000,30.590000,115.990000,10,18,3.260000,3.260000,271.860000,5.460000,23.99,24.670000,43,21,26.74,42,7.726992,7.33,0.58,16.79,74.120000,24,7.67,13.9,22,12.56,237.780000,16.79,62.81,24.670000,3.340000,7.34,4.740000,101.250000

71,17:30-17:45,5.750000,30.590000,115.990000,7.08,13.5,2.440000,2.440000,271.860000,5.460000,17.15,24.670000,37,18,17.01,31.5,3.809904,7.33,0,16.72,74.120000,12.24,7.67,7.81,22,8.83,237.780000,16.72,44.15,24.670000,2.500000,7.34,4.740000,101.250000

72,17:45-18:00,5.750000,30.590000,115.990000,4.37,9,1.660000,1.660000,271.860000,5.460000,11.05,24.670000,30,15,18.01,21,2.124192,7.33,0,16.42,74.120000,4.44,7.67,3.27,22,5.74,237.780000,16.42,28.72,24.670000,1.700000,7.34,4.740000,101.250000

73,18:00-18:15,5.750000,30.590000,115.990000,2.37,6,1.000000,1.000000,271.860000,5.460000,1.01,22.430000,25,13,18.01,14,0.29232,7.33,0,16.27,74.120000,0,7.67,0,22,3.51,237.780000,16.27,17.58,22.430000,1.030000,7.34,4.830000,101.250000

74,18:15-18:30,5.750000,30.590000,115.990000,0.87,3,0.500000,0.500000,271.860000,5.460000,0.33,22.430000,13,7,17.18,7,0,7.33,0,15.97,74.120000,0,7.67,0,22,1.77,237.780000,15.97,8.85,22.430000,0.520000,7.34,4.830000,101.250000

75,18:30-18:45,5.750000,30.590000,115.990000,0.06,0,0.120000,0.120000,271.860000,5.990000,0,22.430000,3,2,16.61,0,0,9.03,0,20.89,74.120000,0,10,0,27.08,0.64,237.780000,20.89,3.19,22.430000,0.130000,9.03,4.830000,101.250000

76,18:45-19:00,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.990000,0,22.430000,0,0,16.41,0,0,8.82,0,19.76,74.120000,0,10,0,26.44,0.05,237.780000,19.76,0.26,22.430000,0.000000,8.81,4.830000,101.250000

77,19:00-19:15,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.990000,0,22.430000,0,0,8.31,0,0,8.83,0,19.14,74.120000,0,9.83,0,26.5,0,237.780000,19.14,0,22.430000,0.000000,8.84,4.930000,101.250000

78,19:15-19:30,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.990000,0,22.430000,0,0,8.14,0,0,8.85,0,18.55,74.120000,0,9.73,0,26.56,0,237.780000,18.55,0,22.430000,0.000000,8.85,4.930000,101.250000

79,19:30-19:45,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.990000,0,30.710000,0,0,8.43,0,0,8.7,0,17.96,74.120000,0,9.67,0,26.1,0,237.780000,17.96,0,30.710000,0.000000,8.7,4.930000,101.250000

80,19:45-20:00,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.990000,0,30.710000,0,0,8.98,0,0,8.63,0,17.51,74.120000,0,9.66,0,25.88,0,237.780000,17.51,0,30.710000,0.000000,8.62,4.930000,101.250000

81,20:00-20:15,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.840000,0,30.930000,0,0,10.04,0,0,7.33,0,16.94,74.120000,0,7.33,0,22,0,237.780000,16.94,0,0.000000,0.000000,7.34,4.930000,101.250000

82,20:15-20:30,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.840000,0,30.930000,0,0,10.96,0,0,7.33,0,16.38,74.120000,0,7.33,0,22,0,237.780000,16.38,0,0.000000,0.000000,7.34,4.930000,101.250000

83,20:30-20:45,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.460000,0,30.930000,0,0,11.78,0,0,7.33,0,15.94,74.120000,0,7.33,0,22,0,237.780000,15.94,0,0.000000,0.000000,7.34,4.930000,101.250000

84,20:45-21:00,5.750000,30.590000,115.990000,0,0,0.000000,0.000000,271.860000,5.460000,0,30.930000,0,0,7,0,0,7.33,0,15.52,74.120000,0,7.33,0,22,0,237.780000,15.52,0,0.000000,0.000000,7.34,4.930000,101.250000

85,21:00-21:15,5.750000,29.630000,115.990000,0,0,0.000000,0.000000,271.860000,5.460000,0,10.530000,0,0,7,0,0,7.33,0,15.44,74.120000,0,7.33,0,22,0,237.780000,15.44,0,10.530000,0.000000,7.34,4.930000,101.250000

86,21:15-21:30,5.750000,29.630000,115.990000,0,0,0.000000,0.000000,271.860000,5.460000,0,10.530000,0,0,7,0,0,7.33,0,22.62,74.120000,0,7.33,0,22,0,237.780000,22.62,0,10.530000,0.000000,7.34,4.930000,101.250000

87,21:30-21:45,5.750000,29.630000,115.990000,0,0,0.000000,0.000000,271.860000,5.460000,0,22.430000,0,0,7,0,0,7.33,0,22.18,74.120000,0,7.33,0,22,0,237.780000,22.18,0,22.430000,0.000000,7.34,4.930000,101.250000

88,21:45-22:00,5.750000,29.630000,115.990000,0,0,0.000000,0.000000,271.860000,5.460000,0,22.430000,0,0,7,0,0,7.33,0,21.6,74.120000,0,7.33,0,22,0,237.780000,21.6,0,22.430000,0.000000,7.34,4.930000,101.250000

89,22:00-22:15,5.440000,29.660000,115.990000,0,0,0.000000,0.000000,271.860000,5.230000,0,22.430000,0,0,7,0,0,7.33,0,21.05,74.120000,0,7.33,0,22,0,237.780000,21.05,0,22.430000,0.000000,7.34,4.830000,101.250000

90,22:15-22:30,5.440000,29.660000,115.990000,0,0,0.000000,0.000000,271.860000,5.230000,0,22.430000,0,0,7,0,0,7.33,0,20.61,74.120000,0,7.33,0,22,0,237.780000,20.61,0,22.430000,0.000000,7.34,4.830000,101.250000

91,22:30-22:45,5.440000,29.660000,115.990000,0,0,0.000000,0.000000,271.860000,5.230000,0,22.430000,0,0,7,0,0,7.33,0,19.55,74.120000,0,7.33,0,22,0,237.780000,19.55,0,22.430000,0.000000,7.34,4.830000,101.250000

92,22:45-23:00,5.440000,29.660000,115.990000,0,0,0.000000,0.000000,271.860000,5.230000,0,22.430000,0,0,7,0,0,7.33,0,18.78,74.120000,0,7.33,0,22,0,237.780000,18.78,0,22.430000,0.000000,7.34,4.830000,101.250000

93,23:00-23:15,5.440000,29.710000,115.990000,0,0,0.000000,0.000000,271.860000,4.840000,0,22.430000,0,0,7,0,0,7.33,0,18.33,74.120000,0,7.33,0,22,0,237.780000,18.33,0,22.430000,0.000000,7.34,4.830000,101.250000

94,23:15-23:30,5.440000,29.710000,115.990000,0,0,0.000000,0.000000,271.860000,4.840000,0,22.430000,0,0,12.54,0,0,7.33,0,18.33,74.120000,0,7.33,0,22,0,237.780000,18.33,0,22.430000,0.000000,7.34,4.830000,101.250000

