Block,Time Block,JHAJJAR,KUDGI,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KHSTPP-I,NLCEXP,NLCIIST1,NLCIIST2,NJPC,MAPS,NAPP,CHAMERA2,BRBCL,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,TelanganaSTPP,SINGRAULI,UNCHAHAR2,TEHRI,TANDA2,UNCHAHAR1,TALST2,UNCHAHAR4,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,SIMHST2,TALA,URI2,URI,VALLURNTECL,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,SALAL,SEWA2,RIHAND2,NLCTS2EXP,RAMPUR,RIHAND1,NNTPP,NTPL,RAPPC,SASAN,RSTPSU1TO6,PARBATI3,SIMHST1,RAPPB,RIHAND3,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,16.08,366.55,0,0,17.54,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,0,114.45,0,0,88.66,0,0,24.82,392.47,0,3.44,0,0,119.82,0,0,0,0,0,0

10,02:15-02:30,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,15.53,366.55,0,0,14.01,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

11,02:30-02:45,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,16.07,366.55,0,0,14.01,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

12,02:45-03:00,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,18.27,366.55,0,0,14.01,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

13,03:00-03:15,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,17.74,366.55,0,0,14.01,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

14,03:15-03:30,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,17.61,366.55,0,0,14.01,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

15,03:30-03:45,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,19.08,366.55,0,0,17.54,0,6.28,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

16,03:45-04:00,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,18.83,366.55,0,0,17.54,0,6.28,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

17,04:00-04:15,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,19.27,366.55,0,0,17.54,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

18,04:15-04:30,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,19.27,366.55,0,0,17.54,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,114.45,0,0,88.66,0,0,24.82,392.47,0,0,0,0,119.82,0,0,0,0,0,0

19,04:30-04:45,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,19.27,395.46,0,0,17.54,0,12.57,0,0,134.62,33.36,0,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,0,114.45,0,0,88.66,0,0,24.82,397.88,0,0,0,0,119.82,0,0,0,0,0,0

20,04:45-05:00,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,19.27,443.65,0,0,17.54,0,12.57,0,0,134.62,33.36,10.57,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,79.02,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

21,05:00-05:15,230.32,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,19.27,491.45,0,0,17.54,0,12.57,0,0,134.62,33.36,21.12,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,69.39,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

22,05:15-05:30,230.32,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,19.46,0,19.27,540.02,0,0,17.54,0,12.57,0,0,134.62,33.36,21.12,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

23,05:30-05:45,230.32,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,18.25,0,19.46,0,19.27,549.66,0,0,17.54,0,6.28,9.33,0,134.62,33.36,31.7,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

24,05:45-06:00,230.32,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,37.05,0,19.46,2.56,19.27,530.38,11.81,8.81,17.54,0,6.28,9.33,0,134.62,33.36,31.7,0,15.95,0,0,0.77,0,20.9,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

25,06:00-06:15,230.32,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,60.24,0,30.88,12.69,19.27,482.2,11.81,8.81,17.54,0,6.28,9.33,0,134.62,33.36,31.7,0,15.95,0,0,0.77,0,20.9,0,0,27.22,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,3.68,0,0,119.82,0,0,0,0,0,0

26,06:15-06:30,230.32,0,0,0,142.92,17.11,0,0,0,0,43.88,0,0,0,80.31,0,30.88,12.69,19.27,434.01,27.03,17.61,17.54,0,6.28,18.65,0,134.62,33.36,42.25,0,15.95,0,0,0.77,0,20.9,0,0,27.22,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

27,06:30-06:45,249.46,0,0,0,142.92,37.63,0,0,0,0,43.88,0,0,0,112.7,0,30.88,38.08,19.27,393.54,40.62,26.42,17.54,0,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.77,0,25.44,0,0,32.02,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,31.9,0,0,119.82,0,0,0,0,0,0

28,06:45-07:00,249.46,0,0,0,142.92,37.63,0,0,0,0,43.88,0,0,0,112.7,0,30.88,38.08,19.27,418.59,40.62,26.42,17.54,0,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.77,0,25.44,0,0,32.02,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,31.9,0,0,119.82,0,0,0,0,0,0

29,07:00-07:15,249.46,0,0,0,142.92,37.63,0,0,0,0,43.88,0,0,0,135.26,0,30.88,38.08,19.27,426.35,40.62,26.42,17.54,0,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.77,0,25.44,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,31.9,0,0,119.82,0,0,0,0,0,0

30,07:15-07:30,230.32,0,0,0,142.92,37.63,0,0,0,0,43.88,0,0,0,135.26,0,30.88,38.08,19.27,426.35,40.62,26.42,17.54,0,18.85,28.01,0,134.62,40.85,42.25,0,20.09,0,0,0.77,0,25.44,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,31.9,0,0,119.82,0,0,0,0,0,0

31,07:30-07:45,230.32,0,0,0,142.92,37.63,0,0,0,0,43.88,0,0,0,118.09,0,30.88,38.08,19.27,385.83,40.62,26.42,14.4,0,18.85,28.01,0,134.62,33.26,42.25,0,15.91,0,0,0.77,0,20.84,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,15.94,0,0,119.82,0,0,0,0,0,0

32,07:45-08:00,229.79,0,0,0,123.18,37.63,0,0,0,0,37.82,0,0,0,112.7,0,30.88,38.08,19.27,387.55,40.62,26.42,12.09,0,18.85,28.01,0,134.62,27.62,42.25,0,13.14,0,0,0.77,0,17.32,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,3.44,0,0,119.82,0,0,0,0,0,0

33,08:00-08:15,229.79,0,0,0,123.18,17.11,0,0,0,0,37.82,0,0,0,90.16,0,30.88,38.08,19.27,380.81,23.6,8.9,11.62,0,6.28,18.65,0,134.62,27.62,42.25,0,13.14,0,0,0.77,0,17.32,0,0,27.22,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

34,08:15-08:30,229.79,0,0,0,123.18,8.55,0,0,0,0,32.46,0,0,0,67.62,0,30.88,12.69,19.27,371.17,22.84,8.9,11.62,0,6.28,9.33,0,134.62,27.62,42.25,0,13.14,0,0,0.77,0,17.32,0,0,27.22,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

35,08:30-08:45,229.79,0,0,0,123.18,8.55,0,0,0,0,37.82,0,0,0,22.54,0,30.88,12.69,19.27,362.5,11.81,0,11.62,0,6.28,9.33,0,134.62,27.62,42.25,0,13.14,0,0,0.77,0,17.32,0,0,25.92,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

36,08:45-09:00,229.79,0,0,0,123.18,8.55,0,0,0,0,37.82,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,11.62,0,6.28,9.33,0,134.62,27.62,42.25,0,13.14,0,0,0.77,0,17.32,0,0,25.92,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,64.57,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

37,09:00-09:15,229.79,0,0,0,123.18,8.55,0,0,0,0,37.82,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,11.62,0,6.28,9.33,0,134.62,27.7,31.7,0,13.14,0,0,0.77,0,17.39,0,0,23.33,38.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,70.04,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

38,09:15-09:30,229.79,0,0,0,123.18,8.55,0,0,0,0,37.82,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,11.62,0,6.28,9.33,0,134.62,27.7,31.7,0,13.14,0,0,0.77,0,17.39,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.32,10.15,114.45,0,0,77.75,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

39,09:30-09:45,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,27.68,21.12,0,13.14,0,0,0.77,0,17.39,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,24.64,10.15,114.45,0,0,85.83,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

40,09:45-10:00,229.79,0,0,0,142.92,8.55,0,0,0,0,43.88,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,27.68,10.57,0,13.14,0,0,0.77,0,17.39,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,10.15,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

41,10:00-10:15,229.79,0,0,0,142.92,8.55,0,0,0,0,38.52,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,27.67,10.57,0,13.14,0,0,0.77,0.24,17.39,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,9.76,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

42,10:15-10:30,229.79,0,0,0,142.92,8.55,0,0,0,0,38.52,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,14.05,0,6.28,9.33,0,134.62,27.67,0,0,11.55,0,0,0.77,6.04,17.39,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31,9.76,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

43,10:30-10:45,229.79,0,0,0,142.92,8.55,0,0,0,0,38.52,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,11.62,0,6.28,9.33,0,134.62,24.67,0,0,11.45,0,0,0.77,6.04,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,9.76,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

44,10:45-11:00,229.79,0,0,0,142.92,8.55,0,0,0,0,38.52,0,0,0,0,0,30.88,12.69,19.27,362.5,0,0,11.62,0,6.28,9.33,0,134.62,24.67,0,0,11.45,0,0,0.77,6.04,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

45,11:00-11:15,229.79,0,0,0,125.89,8.55,0,0,0,0,38.52,0,0,0,0,0,33.25,0,19.27,362.5,0,0,11.62,0,6.28,0,0,134.62,24.67,0,0,11.45,0,0,0.77,6.04,16.63,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

46,11:15-11:30,229.79,0,0,0,125.89,8.55,0,0,0,0,38.52,0,0,0,0,0,33.25,0,19.27,362.5,0,0,11.62,0,6.28,0,0,134.62,24.67,0,0,12.91,0,0,0.77,6.04,16.63,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

47,11:30-11:45,229.79,0,0,0,117.21,8.55,0,0,0,0,35.78,0,0,0,0,0,33.25,0,19.27,362.5,0,0,11.62,0,6.28,0,0,134.62,24.67,0,0,12.91,0,0,0.77,6.04,16.63,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

48,11:45-12:00,229.79,0,0,0,117.21,8.55,0,0,0,0,32.77,0,0,0,0,0,33.25,0,19.27,362.5,0,0,11.62,0,6.28,0,0,134.62,24.67,0,0,12.91,0,0,0.77,6.04,16.63,0,0,32.02,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

49,12:00-12:15,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,362.5,0,0,11.62,0,6.28,0,0,134.62,24.67,0,0,12.91,0,0,0.77,6.04,16.63,0,0,32.02,32.99,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

50,12:15-12:30,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,362.5,0,0,11.62,0,6.28,0,0,134.62,24.67,0,0,12.91,0,0,0.77,0,16.63,0,0,32.02,32.99,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

51,12:30-12:45,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,0,0,12.91,0,0,0.77,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

52,12:45-13:00,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,0,0,12.91,0,0,0.77,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

53,13:00-13:15,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,0,0,12.91,0,0,0.77,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

54,13:15-13:30,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,0,0,12.91,0,0,0.77,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

55,13:30-13:45,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,0,0,12.91,0,0,0.77,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

56,13:45-14:00,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,10.57,0,12.91,0,0,0.77,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

57,14:00-14:15,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,10.57,0,12.91,0,0,0.76,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

58,14:15-14:30,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,10.57,0,12.91,0,0,0.76,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

59,14:30-14:45,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,10.57,0,12.91,0,0,0.76,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

60,14:45-15:00,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,21.12,0,12.91,0,0,0.76,0,16.63,0,0,23.33,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

61,15:00-15:15,229.79,0,0,0,106.15,8.55,0,0,0,0,32.89,0,0,0,0,0,33.25,0,19.27,304.67,0,0,11.62,0,6.28,0,0,134.62,25.39,21.12,0,11.45,0,0,0.76,0,16.63,0,0,25.92,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,114.45,0,0,88.66,0,0,24.82,398.97,0,0,0,0,119.82,0,0,0,0,0,0

