Block,Time,KOLDAM,KOTESHWR,UNCHAHAR2,NAPP,RAPPB,KISHANGANGA,CHAMERA1,DADRI_CRF,DADRI_GF,CHAMERA2,DADRI_LF,DHAULIGNGA,CHAMERA3,URI2,BSIUL,AURY_CRF,ANTA_CRF,SALAL,SINGRAULI_HYDRO,ANTA_GF,NJPC,RIHAND3,ANTA_RF,AURY_GF,TEHRI,RAPPC,URI,SINGRAULI,TALA,RIHAND1,TANAKPUR,AURY_LF,TANDA2,ANTA_LF,KHSTPP-II,FSTPP I & II,DADRI_RF,DADRT2,AURY_RF,UNCHAHAR4,DULHASTI,BRBCL,JHAJJAR,KHSTPP-I,SEWA2,PARBATI3,KUDGI,UNCHAHAR3,UNCHAHAR1,RIHAND2,RAMPUR,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.587361,16.333012,41.637960,29.676487,0.000000,1.408539,40.765623,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,33.308488,6.338835,0.000000,0.000000,51.698774,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,51.253862,131.615116,0.000000,90.259104,0.495593,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,665.674446,18.691914,0.783432,50.282029,12.495513,424.210109,42.270509,16.044750,0.000000,67.70,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

2,00:15-00:30,0.587361,16.333012,41.637960,29.676487,0.000000,1.408539,40.765623,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,33.308488,6.338835,0.000000,0.000000,51.698774,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,51.253862,131.615116,0.000000,90.259104,0.495593,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,665.674446,18.691914,0.783432,50.282029,12.971495,424.210109,42.270509,16.044750,0.000000,67.70,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

3,00:30-00:45,0.587361,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,33.308488,6.338835,0.000000,0.000000,82.156096,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,47.516602,131.615116,0.000000,90.259104,0.495593,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,665.674446,18.691914,0.783432,50.282029,12.346576,424.210109,42.270509,16.044750,0.000000,67.70,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

4,00:45-01:00,0.587361,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,33.308488,6.338835,0.000000,0.000000,82.156096,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,47.516602,131.615116,0.000000,90.259104,0.495593,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,665.674446,18.691914,0.783432,50.282029,12.739749,424.210109,42.270509,16.044750,0.000000,67.70,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

5,01:00-01:15,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,33.308488,6.338835,0.000000,0.000000,82.156096,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,47.516602,131.615116,0.000000,90.259104,0.495593,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,604.102771,18.691914,0.783432,50.282029,13.707988,424.210109,42.270509,16.044750,0.000000,49.33,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

6,01:15-01:30,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,33.308488,6.338835,0.000000,0.000000,82.156096,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,47.516602,131.615116,0.000000,90.259104,0.495593,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,555.742771,18.691914,0.783432,50.282029,14.508048,424.210109,42.270509,16.044750,0.000000,49.33,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

7,01:30-01:45,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,82.156096,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,47.516602,131.615116,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,507.382771,18.691914,0.783432,50.282029,13.983546,424.210109,42.270509,16.044750,0.000000,49.33,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

8,01:45-02:00,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,82.156096,0.976282,0.000000,57.499353,121.185605,9.968060,0.000000,25.412092,54.578452,47.516602,131.615116,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,439.678771,18.691914,0.783432,50.282029,12.261002,424.210109,42.270509,16.044750,0.000000,49.33,25.841444,20.074237,115.667448,0.655406,405.034344,0,0,0,0,0

9,02:00-02:15,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,64.623468,0.976282,0.000000,57.499353,121.185605,0.160518,0.000000,25.412092,54.578452,51.253862,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,366.259670,18.691914,0.135087,50.282029,10.474481,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

10,02:15-02:30,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,64.623468,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,51.253862,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,19.344000,364.903313,18.691914,0.135087,50.282029,11.787476,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

11,02:30-02:45,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,64.623468,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,51.253862,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,4.605715,364.910715,2.736638,0.135087,50.282029,12.656733,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

12,02:45-03:00,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,64.623468,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,51.253862,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,0.000000,364.903313,0.000000,0.135087,50.282029,11.521233,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

13,03:00-03:15,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,0.000000,364.910715,0.000000,0.135087,50.282029,13.319627,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

14,03:15-03:30,0.000000,16.333012,41.637960,29.676487,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,6.338835,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,0.000000,364.903313,0.000000,0.135087,50.282029,10.692307,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

15,03:30-03:45,0.000000,16.333012,33.248665,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,0.000000,364.910715,0.000000,0.206951,50.282029,11.818185,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

16,03:45-04:00,0.000000,8.166506,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,142.676992,17.545331,0.000000,364.903313,0.000000,0.206951,50.282029,12.827165,418.286628,42.270509,16.044750,0.000000,49.33,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

17,04:00-04:15,0.000000,8.166506,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,25.412092,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.910715,0.000000,0.206951,50.282029,12.753567,418.286628,28.538687,16.044750,0.000000,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

18,04:15-04:30,0.000000,8.166506,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,16.941394,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.903313,0.000000,0.206951,50.282029,14.508048,418.286628,28.538687,16.044750,0.000000,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

19,04:30-04:45,0.587361,8.166506,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,0.000000,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,365.038893,0.000000,0.271300,50.282029,14.508048,418.286628,28.538687,16.044750,3.238176,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

20,04:45-05:00,0.587361,8.166506,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,0.000000,54.578452,47.516602,131.616673,0.000000,90.259104,1.115085,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,365.031605,0.000000,0.271300,50.282029,14.508048,418.286628,28.538687,16.044750,5.181081,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

21,05:00-05:15,0.587361,0.000000,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,0.000000,54.578452,47.516602,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,365.252590,0.000000,0.392141,50.282029,14.508048,418.286628,28.538687,16.044750,10.362160,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

22,05:15-05:30,0.860277,0.000000,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,0.000000,54.578452,47.516602,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,365.245492,0.000000,0.392141,50.282029,14.508048,418.286628,28.538687,16.044750,50.645060,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

23,05:30-05:45,1.174722,0.000000,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,0.000000,54.578452,51.253862,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,365.131061,0.000000,0.394725,50.282029,14.508048,418.286628,28.538687,16.044750,50.645060,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

24,05:45-06:00,1.174722,0.000000,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,0.000000,0.000000,0.000000,54.578452,51.253862,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,365.123854,0.000000,0.394725,50.282029,14.508048,418.286628,28.538687,16.044750,50.645060,20.31,14.633833,11.924222,115.667448,0.655406,405.034344,0,0,0,0,0

25,06:00-06:15,1.174722,0.000000,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,9.257700,29.570779,32.762446,19.016506,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,19.344000,0.000000,0.000000,54.578452,51.253862,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.161636,0.000000,0.394725,50.282029,14.508048,418.286628,28.538687,16.044750,50.645060,20.31,13.594557,11.585303,115.667448,0.655406,405.034344,0,0,0,0,0

26,06:15-06:30,1.174722,0.000000,28.860474,40.627221,0.000000,1.408539,27.125124,0.000000,0.000000,40.491409,0.000000,18.515401,29.570779,32.762446,19.016506,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,24.294491,0.000000,0.000000,54.578452,51.253862,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.146510,0.000000,0.394725,50.282029,14.508048,358.532051,28.538687,16.044750,50.645060,20.31,13.594557,11.585303,115.667448,0.655406,405.034344,0,0,0,0,0

27,06:30-06:45,1.762084,0.000000,28.860474,40.627221,0.000000,1.408539,20.171923,0.000000,0.000000,40.491409,0.000000,18.515401,29.570779,32.762446,19.016506,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,34.552167,0.000000,0.000000,54.578452,47.516602,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.161636,0.000000,0.394725,50.282029,14.508048,235.335332,28.538687,16.044750,50.645060,20.31,13.594557,11.585303,115.667448,0.655406,405.034344,0,0,0,0,0

28,06:45-07:00,1.762084,0.000000,28.860474,40.627221,0.000000,1.408539,13.524358,0.000000,0.000000,40.491409,0.000000,18.515401,29.570779,32.762446,19.016506,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,34.552167,0.000000,0.000000,54.578452,47.516602,131.616673,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.146510,0.000000,0.394725,50.282029,14.508048,235.335332,28.538687,16.044750,6.476350,20.31,13.594557,11.585303,115.667448,0.655406,405.034344,0,0,0,0,0

29,07:00-07:15,1.762084,0.000000,28.827817,40.627221,0.000000,1.408539,13.524358,0.000000,0.000000,40.491409,0.000000,18.515401,19.693985,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,57.499353,121.185605,15.429232,0.000000,0.000000,54.578452,51.253862,137.342400,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.161636,0.000000,0.366980,50.282029,14.508048,235.335332,28.538687,16.044750,3.626756,20.31,13.594557,11.190253,115.667448,0.655406,405.034344,0,0,0,0,0

30,07:15-07:30,1.762084,0.000000,23.855510,40.627221,0.000000,1.408539,13.524358,0.000000,0.000000,40.491409,0.000000,18.515401,19.693985,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,94.682268,121.185605,0.444979,0.000000,0.000000,54.578452,51.253862,137.342400,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.594881,0.000000,0.366980,50.282029,14.508048,235.335332,28.538687,16.044750,3.626756,20.31,13.594557,11.191718,115.667448,1.076737,405.034344,0,0,0,0,0

31,07:30-07:45,1.174722,0.000000,23.282052,40.627221,0.000000,1.408539,13.524358,0.000000,0.000000,40.491409,0.000000,18.515401,19.693985,32.762446,12.677671,0.000000,0.000000,76.761441,0.976282,0.000000,94.682268,121.185605,0.000000,0.000000,0.000000,54.578452,47.516602,137.342400,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.608651,0.000000,0.364348,50.282029,14.508048,235.335332,28.538687,16.044750,3.626756,20.31,13.594557,11.191718,115.667448,1.076737,405.034344,0,0,0,0,0

32,07:45:08:00,1.174722,0.000000,23.282052,40.627221,0.000000,1.408539,13.524358,0.000000,0.000000,40.491409,0.000000,18.515401,19.693985,32.762446,6.338835,0.000000,0.000000,76.761441,0.976282,0.000000,94.682268,121.185605,0.000000,0.000000,0.000000,54.578452,47.516602,137.342400,0.000000,90.259104,1.734576,0.000000,1.347048,0.000000,94.522231,11.773532,0.000000,364.594881,0.000000,0.364348,50.282029,14.508048,235.335332,28.538687,16.044750,3.626756,14.51,13.594557,11.191718,115.667448,1.076737,405.034344,0,0,0,0,0

