Block,Time Block,NLCEXP,NAPP,NJPC,MAPS,KKNPPU2,KOLDAM,KUDGI,KOTESHWR,ANTA_GF,VALLURNTECL,AURY_CRF,UNCHAHAR4,AURY_RF,DADRI_LF,ANTA_CRF,URI2,ANTA_RF,UNCHAHAR3,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,URI,DADRI_CRF,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,BSIUL,BRBCL,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,TEHRI,TANDA2,TALST2,TANAKPUR,TALA,RAMPUR,RAPPC,NTPL,PARBATI3,RAPPB,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RIHAND2,SASAN,RIHAND1,NLCTS2EXP,NNTPP,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,JHAJJAR,KHSTPP-I,DHAULIGNGA,FSTPP I & II,DADRI_RF,NLCIIST1,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,404,42.78,0,20.08,0,0,0,0,0,0,0,0

62,15:15-15:30,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,292.36,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,404,42.78,0,20.08,0,0,0,0,0,0,0,0

63,15:30-15:45,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,293.99,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,404,42.78,8.8,20.08,0,0,0,0,0,0,0,0

64,15:45-16:00,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,293.99,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,404,42.78,8.8,20.08,0,0,0,0,0,0,0,0

65,16:00-16:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,293.99,0,14.41,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,404,42.78,8.8,20.08,0,0,0,0,0,0,0,0

66,16:15-16:30,0,39.9,28.08,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,22.87,0,0,0,0,2.13,0,17.71,0,36.33,0,14.48,0,2.32,293.99,0,30.06,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,0,134.86,120.03,114.66,401.89,88.83,0,0,0,31.82,0,143.18,0,0,404,42.78,8.8,20.08,0,0,0,0,0,0,0,0

67,16:30-16:45,0,39.9,45.17,0,0,0,0,8.56,0,0,0,0,20.58,0,0,4.41,11.89,25.08,0,0,0,0,2.13,0,19.85,0,40.02,0,14.48,0,2.32,293.99,0,45.08,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,2.58,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,404,42.78,8.8,20.08,19.48,0,0,0,0,0,0,0

68,16:45-17:00,0,39.9,67.75,0,0,0,0,8.56,0,0,0,0,20.58,0,0,4.41,11.89,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,14.48,9.35,2.32,293.99,0,45.08,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,6.44,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,8.8,20.08,19.48,0,0,0,0,0,0,0

69,17:00-17:15,0,39.9,67.75,0,0,0,0,8.56,0,0,0,0,20.58,0,0,4.41,11.89,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,14.48,9.35,11.59,293.99,11.44,60.09,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,13.46,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,8.8,20.08,19.48,0,0,0,0,0,0,0

70,17:15-17:30,0,39.9,90.33,0,0,0,0,8.56,0,0,0,0,20.58,0,0,4.41,11.89,25.48,0,0,0,0,2.13,0,19.85,0,40.94,1.06,14.48,9.35,11.59,321.9,26.23,60.09,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,17.6,20.08,19.48,0,0,0,0,0,0,0

71,17:30-17:45,0,39.9,112.92,0,0,0,0,8.56,0,0,0,0,20.58,0,0,4.41,11.89,25.48,0,0,0,0,2.13,0,19.85,0,40.94,6.3,14.48,18.69,11.59,329.79,40.7,60.09,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,12.34,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.49,42.78,26.53,20.08,19.48,0,0,0,0,0,0,0

72,17:45-18:00,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,11.89,25.48,0,0,0,0,2.13,0,19.85,0,40.94,18.89,14.48,28.06,38.15,329.79,40.7,60.09,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,17.95,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,422.35,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

73,18:00-18:15,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,12.04,25.48,0,0,0,0,3.2,0,19.85,0,40.94,18.89,16.35,28.06,38.15,329.79,40.7,60.09,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,76.64,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,422.46,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

74,18:15-18:30,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,12.04,25.48,0,0,0,0,37.84,0,19.85,0,40.94,18.89,16.98,28.06,38.15,329.79,40.7,60.09,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,76.64,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,422.46,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

75,18:30-18:45,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,12.04,25.48,0,0,0,0,37.84,0,19.85,0,40.94,18.89,17.4,28.06,38.15,329.79,40.7,60.09,0,0,11.5,0,0,50.11,0,0,0,0,0,0,0,0,76.64,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,422.46,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

76,18:45-19:00,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,12.13,25.48,0,0,0,0,3.2,0,19.85,0,40.94,18.89,17.83,28.06,38.15,329.79,40.7,60.09,0,0,7.42,0,0,50.11,0,2.46,0,0,0,0,0,0,76.64,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,422.46,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

77,19:00-19:15,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,12.19,25.48,0,0,0,0,2.13,0,19.85,0,40.94,18.89,18.25,28.06,38.15,329.79,40.7,60.09,0,0,7.42,0,0,50.11,0,8.6,0,0,0,0,0,0,12.34,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,422.46,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

78,19:15-19:30,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,12.19,25.48,0,0,0,0,2.13,0,19.85,0,40.94,18.89,18.67,28.06,38.15,329.79,40.7,60.09,0,0,7.42,0,0,50.11,0,31.96,0,0,0,0,0,0,12.34,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,422.46,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

79,19:30-19:45,0,39.9,135.5,0,0,0,0,19.04,0,0,0,0,20.58,0,0,4.41,12.19,25.48,0,0,0,0,2.13,0,19.85,0,40.94,18.89,19.32,28.06,38.15,329.79,40.7,60.09,0,0,7.42,0,0,50.11,0,31.96,0,0,0,0,0,0,12.34,15.26,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,501.64,42.78,36.35,20.08,19.48,0,0,0,0,0,0,0

80,19:45-20:00,0,39.9,112.92,0,0,0,0,8.56,0,0,0,0,20.58,0,0,4.41,12.19,25.48,0,0,0,0,2.13,0,19.85,0,40.94,1.06,19.32,18.69,25.43,329.79,26.23,60.09,0,0,7.42,0,0,50.11,0,31.96,0,0,0,0,0,0,2.25,7.72,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,26.53,20.08,19.48,0,0,0,0,0,0,0

81,20:00-20:15,0,39.9,112.92,0,0,0,0,8.56,0,0,0,0,20.75,0,0,4.41,12.19,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,18.69,25.43,329.79,11.44,60.09,0,0,7.42,0,0,50.11,0,31.96,0,0,0,0,0,0,2.25,2.58,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,17.6,20.08,19.48,0,0,0,0,0,0,0

82,20:15-20:30,0,39.9,90.33,0,0,0,0,8.56,0,0,0,0,20.75,0,0,4.41,12.19,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,18.69,25.43,329.79,0,45.08,0,0,7.42,0,0,50.11,0,31.96,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,8.8,20.08,19.48,0,0,0,0,0,0,0

83,20:30-20:45,0,39.9,90.33,0,0,0,0,8.56,0,0,0,0,2.24,0,0,4.41,1.24,25.48,0,0,0,0,3.2,0,19.85,0,40.94,0,19.32,18.69,25.43,329.79,0,45.08,0,0,7.42,0,0,50.11,0,31.96,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,8.8,20.08,1.2,0,0,0,0,0,0,0

84,20:45-21:00,0,39.9,67.75,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,25.48,0,0,0,0,37.84,0,19.85,0,40.94,0,19.32,9.35,1.93,329.79,0,45.08,0,0,7.42,0,0,50.11,0,6.14,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,443.93,42.78,8.8,20.08,0,0,0,0,0,0,0,0

85,21:00-21:15,0,39.9,67.75,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,25.48,0,0,0,0,37.84,0,19.85,0,40.94,0,19.32,9.35,1.93,328.16,0,45.08,0,0,7.42,0,0,50.11,0,2.46,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,376.34,42.78,8.8,20.08,0,0,0,0,0,0,0,0

86,21:15-21:30,0,39.9,44.16,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,25.48,0,0,0,0,3.2,0,19.85,0,40.94,0,19.32,9.35,1.93,328.16,0,34.8,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,376.34,42.78,8.8,20.08,0,0,0,0,0,0,0,0

87,21:30-21:45,0,39.9,38.41,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,9.35,1.93,328.16,0,29.75,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

88,21:45-22:00,0,39.9,38.41,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,9.35,1.93,328.16,0,28.84,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

89,22:00-22:15,0,39.9,22.58,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,28.84,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

90,22:15-22:30,0,39.9,0,0,0,0,0,8.56,0,0,0,0,0,0,0,18.18,0,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,14.41,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

91,22:30-22:45,0,39.9,0,0,0,0,0,8.56,0,0,0,0,0,0,0,12.34,0,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

92,22:45-23:00,0,39.9,0,0,0,0,0,8.56,0,0,0,0,0,0,0,12.34,0,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

93,23:00-23:15,0,39.9,0,0,0,0,0,8.56,0,0,0,0,0,0,0,12.34,0,25.48,0,0,0,0,2.13,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

94,23:15-23:30,0,39.9,0,0,0,0,0,8.56,0,0,0,0,0,0,0,12.34,0,25.48,0,0,0,0,3.2,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,0,0,0,7.42,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

95,23:30-23:45,0,39.9,0,0,0,0,0,8.56,0,0,0,0,0,0,0,12.34,0,25.48,0,0,0,0,37.84,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,0,0,0,6.18,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

96,23:45-24:00,0,39.9,0,0,0,0,0,8.56,0,0,0,0,0,0,0,4.41,0,25.48,0,0,0,0,37.84,0,19.85,0,40.94,0,19.32,0,1.93,328.16,0,0,0,0,6.18,0,0,50.11,0,0,0,0,0,0,0,0,2.25,0,134.86,120.03,114.66,401.89,88.83,0,0,0,47.72,0,143.18,0,0,356.69,42.78,8.8,20.08,0,0,0,0,0,0,0,0

