Block,Time,CHAMERA2,FSTPP I & II,NLCIIST2,PARBATI3,RSTPSU1TO6,SINGRAULI,TALA,ANTA_CRF,DADRT2,KGSU1AND2,KISHANGANGA,KOTESHWR,NJPC,NLCTS2EXP,TALST2,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,DADRI_RF,KHSTPP-I,KUDGI,NNTPP,PARBATI2,SALAL,SIMHST2,TANDA2,TelanganaSTPP,ANTA_RF,AURY_CRF,AURY_LF,DADRI_LF,CHAMERA3,DULHASTI,JHAJJAR,MAPS,RAPPD,TANAKPUR,ANTA_GF,ANTA_LF,DADRI_CRF,DHAULIGNGA,NAPP,NLCIIST1,RIHAND2,RIHAND3,SASAN,TEHRI,UNCHAHAR4,URI2,AURY_GF,DADRI_GF,CHAMERA1,KGSU3AND4,KHSTPP-II,RAPPB,AURY_RF,KKNP,KKNPPU2,KOLDAM,RAMPUR,SIMHST1,SINGRAULI_HYDRO,BRBCL,BSIUL,NLCEXP,NTPL,RAPPC,RIHAND1,RSTPSU7,SEWA2,UNCHAHAR2
58,14:15-14:30,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.09,0,98.41,45.83,0,0,22.54,0,0,5.7,0,47.24,0,0,0,11.67,59.5,340.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,12.64,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,0,45

59,14:30-14:45,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,32.4,0,0,0,11.67,59.5,340.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,12.64,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,6.3,45

60,14:45-15:00,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,32.4,0,0,0,11.67,59.5,340.44,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,12.64,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,12.61,45

61,15:00-15:15,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,11.67,59.5,367.11,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,12.64,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

62,15:15-15:30,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,11.67,59.5,367.11,0,22.02,1.15,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,13.59,0,148.3,0,80.77,0,0,0,3.12,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

63,15:30-15:45,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,11.67,59.5,367.11,0,22.02,1.79,0,0,0,0,28.94,0,124.58,130.79,343.12,0,3.2,38.1,0,0,28.1,0,148.3,0,80.77,0,0,0,3.12,0,1,20,6.52,0,0,68.56,97.23,0,18.9,45

64,15:45-16:00,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,11.67,59.5,393.78,0,22.02,1.79,0,0,0,0,28.94,0,124.58,130.79,343.12,7.31,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,3.12,0,1,20,6.52,0,0,68.56,97.23,0,18.9,45

65,16:00-16:15,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,78.4,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,11.67,59.5,393.78,0,22.02,1.79,0,0,0,0,28.94,0,124.58,130.79,343.12,11.56,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,3.12,0,1,20,6.52,0,0,68.56,97.23,0,18.9,45

66,16:15-16:30,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,11.67,59.5,393.78,0,22.02,1.79,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.11,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.04,0,1,20,6.52,0,0,68.56,97.23,0,18.9,45

67,16:30-16:45,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,11.67,59.5,380.44,0,22.02,1.79,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.11,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,0,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

68,16:45-17:00,16.27,20.8,0,16.88,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,23.33,59.5,380.44,0,22.02,1.79,0,0,0,10.95,28.94,0,124.58,130.79,343.12,23.11,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,1.93,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

69,17:00-17:15,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,23.33,59.5,380.44,0,22.02,3.72,0,0,0,10.95,28.94,0,124.58,130.79,343.12,34.67,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,2.04,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

70,17:15-17:30,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,23.33,59.5,380.44,0,22.02,3.72,0,0,0,10.95,28.94,0,124.58,130.79,343.12,34.67,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,4.79,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

71,17:30-17:45,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,23.33,59.5,285.78,0,22.02,3.72,0,0,0,10.95,28.94,0,124.58,130.79,343.12,34.67,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,7.19,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

72,17:45-18:00,32.53,20.8,0,19.64,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,31.88,0,0,0,23.33,59.5,285.78,0,22.02,3.72,0,0,0,10.95,28.94,0,124.58,130.79,343.12,34.67,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,7.19,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

73,18:00-18:15,32.53,20.8,0,23.02,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,30.06,0,0,5.7,0,31.88,0,0,0,23.33,59.5,285.78,0,22.02,3.72,0,0,0,21.88,28.94,0,124.58,130.79,343.12,34.67,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.21,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

74,18:15-18:30,32.53,20.8,0,27.62,0,150.34,0,0,548.92,0,8.63,10.43,101.93,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,37.57,0,0,5.7,0,31.88,0,0,0,23.33,59.5,285.78,0,22.02,3.72,0,0,0,21.88,28.94,0,124.58,130.79,343.12,34.67,3.2,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,4.04,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

75,18:30-18:45,32.53,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,20.85,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,45.08,0,0,5.7,0,31.88,0,0,0,23.33,59.5,285.78,0,22.02,1.03,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,13.04,0,0,68.56,97.23,0,18.9,45

76,18:45-19:00,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,52.6,0,0,5.7,0,31.88,0,0,0,36.22,60.23,285.78,0,22.02,1.03,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

77,19:00-19:15,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,52.6,0,0,5.7,0,32.4,0,0,0,36.22,60.23,285.78,0,22.02,3.07,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

78,19:15-19:30,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,52.6,0,0,5.7,0,32.4,0,0,0,36.22,60.23,285.78,0,22.02,3.07,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

79,19:30-19:45,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,52.6,0,0,5.7,0,32.4,0,0,0,36.22,60.23,285.78,0,22.02,3.07,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

80,19:45-20:00,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,52.6,0,0,5.7,0,32.4,0,0,0,36.22,60.23,285.78,0,22.02,3.07,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

81,20:00-20:15,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,52.6,0,0,5.7,0,32.4,0,0,0,36.22,60.23,285.78,0,22.02,3.07,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

82,20:15-20:30,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,52.6,0,0,5.7,0,32.4,0,0,0,36.22,60.23,285.78,0,22.02,3.07,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

83,20:30-20:45,48.81,20.8,0,42.96,0,150.34,0,0,548.92,0,8.63,31.28,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,30.06,0,0,5.7,0,32.4,0,0,0,35.03,59.5,285.78,0,22.02,1.03,0,0,0,21.88,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

84,20:45-21:00,48.81,20.8,0,42.96,0,150.34,0,0,548.92,0,8.63,31.28,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,30.06,0,0,5.7,0,32.4,0,0,0,35.03,59.5,312.44,0,22.02,1.03,0,0,0,21.88,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

85,21:00-21:15,48.81,20.8,0,42.96,0,150.34,0,0,548.92,0,8.63,31.28,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,30.06,0,0,5.7,0,32.81,0,0,0,35.03,59.5,312.44,0,22.02,1.03,0,0,0,21.88,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

86,21:15-21:30,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,46.59,0,0,5.7,0,32.81,0,0,0,36.22,60.23,312.44,0,22.02,1.03,0,0,0,43.78,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

87,21:30-21:45,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,46.59,0,0,5.7,0,32.81,0,0,0,36.22,60.23,312.44,0,22.02,1.03,0,0,0,43.67,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

88,21:45-22:00,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,46.59,0,0,5.7,0,32.81,0,0,0,36.22,60.23,312.44,0,22.02,1.03,0,0,0,43.67,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

89,22:00-22:15,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,46.59,0,0,5.7,0,32.81,0,0,0,36.22,60.23,312.44,0,22.02,1.03,0,0,0,43.67,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

90,22:15-22:30,50.39,20.8,0,59.84,0,150.34,0,0,548.92,0,8.68,34.76,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,46.59,0,0,5.7,0,32.81,0,0,0,36.22,60.23,312.44,0,22.02,1.03,0,0,0,43.67,28.94,0,124.58,130.79,343.12,34.67,3.05,40.16,0,0,43.05,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,20.21,0,0,68.56,97.23,0,20.09,44.94

91,22:30-22:45,48.81,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,20.85,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,30.06,0,0,5.7,0,32.81,0,0,0,35.03,59.5,312.44,0,22.02,1.03,0,0,0,32.83,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

92,22:45-23:00,48.81,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,10.43,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,32.81,0,0,0,35.03,59.5,312.44,0,22.02,1.03,0,0,0,32.83,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

93,23:00-23:15,48.81,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,10.43,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,33.2,0,0,0,35.03,59.5,312.44,0,22.02,0,0,0,0,32.83,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

94,23:15-23:30,48.81,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,10.43,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,33.2,0,0,0,35.03,59.5,312.44,0,22.02,0,0,0,0,32.83,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

95,23:30-23:45,48.81,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,10.43,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,33.2,0,0,0,35.03,59.5,312.44,0,22.02,0,0,0,0,21.88,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

96,23:45-24:00,48.81,20.8,0,36.83,0,150.34,0,0,548.92,0,8.63,10.43,138.33,0,0,21.64,27.68,38.64,0,98.41,45.83,0,0,22.54,0,0,5.7,0,33.2,0,0,0,35.03,59.5,312.44,0,22.02,0,0,0,0,21.88,28.94,0,124.58,130.79,343.12,34.67,3.05,38.1,0,0,42.15,0,148.3,0,80.77,0,0,9.59,5.42,0,1,20,19.56,0,0,68.56,97.23,0,18.9,44.94

