Block,Time,DADRT2,CHAMERA3,TANDA2,NAPP,RAPPC,AURY_CRF,TANAKPUR,UNCHAHAR1,ANTA_LF,DULHASTI,RIHAND3,CHAMERA1,ANTA_RF,UNCHAHAR2,BSIUL,DADRI_GF,AURY_RF,UNCHAHAR4,URI2,SALAL,JHAJJAR,UNCHAHAR3,NJPC,ANTA_GF,TEHRI,DADRI_RF,KOLDAM,ANTA_CRF,AURY_GF,DADRI_CRF,SINGRAULI_HYDRO,KOTESHWR,AURY_LF,CHAMERA2,DHAULIGNGA,SINGRAULI,RIHAND2,PARBATI3,DADRI_LF,KISHANGANGA,URI,SEWA2,RIHAND1,RAMPUR,RAPPB,TALA,KHSTPP-I,BRBCL,FSTPP I & II,SASAN,KUDGI,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,664.322252,28.112454,0.000000,36.984135,49.345649,9.184997,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,27.325451,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,19.346000,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,27.016689,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

16,03:45-04:00,664.322252,28.112454,0.000000,36.984135,49.345649,9.184997,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,27.325451,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,19.346000,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,27.016689,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

17,04:00-04:15,664.322252,28.112454,0.000000,36.984135,49.345649,29.938902,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,27.325451,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,4.606191,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

18,04:15-04:30,664.322252,28.112454,0.000000,36.984135,49.345649,29.938902,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,27.325451,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,0.000000,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

19,04:30-04:45,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,24.723027,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,15.707109,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

20,04:45-05:00,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,10.284624,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,24.723027,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,29.019000,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

21,05:00-05:15,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,10.284624,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,24.723027,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,45.931757,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,3.078432,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

22,05:15-05:30,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,10.284624,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,24.723027,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,45.931757,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,15.815754,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

23,05:30-05:45,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,10.284624,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,31.749572,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,45.931757,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,15.815754,0.000000,0.000000,40.580170,5.028703,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

24,05:45-06:00,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,10.284624,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,31.749572,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,21.203216,0.000000,0.000000,0.000000,45.931757,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,15.815754,0.000000,0.000000,46.987565,0.000000,88.991600,0.000000,0.000000,25.594758,31.118138,14.509484,10.084102,329.728388,87.06,141.478169,0,0,0,0,0

25,06:00-06:15,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,10.284624,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,23.421815,81.490188,625.577189,18.184853,147.939346,0.000000,29.251152,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,15.815754,0.000000,0.000000,46.987565,0.000000,88.991600,0.000000,0.000000,25.594758,29.357555,14.509484,10.440925,329.728388,87.06,141.478169,0,0,0,0,0

26,06:15-06:30,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,23.421815,81.490188,625.577189,18.184853,147.939346,0.000000,29.251152,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,15.815754,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,29.357555,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

27,06:30-06:45,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,23.421815,81.490188,625.577189,18.184853,147.939346,0.000000,29.251152,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,15.815754,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,28.183253,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

28,06:45-07:00,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,23.421815,81.490188,625.577189,18.184853,147.939346,0.000000,29.251152,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,3.078432,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,28.183253,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

29,07:00-07:15,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,31.749572,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,28.183253,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

30,07:15-07:30,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,31.749572,81.490188,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,28.183253,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

31,07:30-07:45,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,20.819391,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,28.183253,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

32,07:45:08:00,664.322252,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,20.819391,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,28.183253,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

33,08:00-08:15,608.859343,28.112454,0.000000,36.984135,49.345649,18.853644,9.788979,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,20.819391,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,26.421800,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

34,08:15-08:30,550.821343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,20.819391,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,26.421800,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

35,08:30-08:45,492.783343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,23.421815,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,26.421800,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

36,08:45:09:00,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,23.421815,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,25.594758,26.421800,14.509484,10.487467,329.728388,87.06,141.478169,0,0,0,0,0

37,09:00:09:15,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,20.819391,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,27.016689,26.421800,14.509484,10.748853,329.728388,87.06,141.478169,0,0,0,0,0

38,09:15-09:30,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,20.819391,80.703387,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,27.016689,26.421800,14.509484,10.756376,329.728388,87.06,141.478169,0,0,0,0,0

39,09:30-09:45,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,20.819391,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,27.016689,26.421800,14.509484,10.756376,329.728388,89.46,141.478169,0,0,0,0,0

40,09:45-10:00,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,23.421815,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,0.000000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,27.016689,26.421800,14.509484,10.756376,329.728388,89.96,141.478169,0,0,0,0,0

41,10:00-10:15,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,31.749572,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,19.346000,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,27.016689,26.421800,14.509484,10.756376,329.728388,89.96,141.478169,0,0,0,0,0

42,10:15-10:30,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,31.749572,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,32.501280,0.000000,63.609648,0.000000,25.751461,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,40.580170,0.000000,88.991600,0.000000,0.000000,27.016689,26.421800,14.509484,10.756376,329.728388,89.96,141.478169,0,0,0,0,0

43,10:30-10:45,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,31.749572,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,32.501280,0.000000,63.609648,0.000000,17.167640,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,46.987565,0.000000,88.991600,0.000000,0.000000,27.016689,28.767502,14.509484,10.535251,329.728388,89.96,141.478169,0,0,0,0,0

44,10:45-11:00,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,31.749572,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,32.501280,0.000000,63.609648,0.000000,17.167640,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,46.987565,0.000000,88.991600,0.000000,0.000000,27.016689,28.767502,14.509484,10.535251,329.728388,89.96,141.478169,0,0,0,0,0

45,11:00-11:15,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,12.615140,0.000000,0.000000,0.000000,26.024239,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,32.501280,0.000000,43.296348,0.000000,17.167640,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,30.969077,0.000000,88.991600,0.000000,0.000000,27.016689,28.767502,14.509484,10.535251,331.279090,89.96,141.478169,0,0,0,0,0

46,11:15-11:30,434.745343,28.112454,0.000000,36.984135,49.345649,18.853644,10.532446,6.077352,0.000000,47.819981,119.621759,40.730101,0.000000,41.003944,6.307570,0.000000,0.000000,0.000000,26.024239,81.152988,625.577189,18.184853,147.939346,0.000000,43.876728,12.721930,0.000000,32.501280,0.000000,19.515471,0.000000,17.167640,0.000000,38.218139,35.395151,134.754563,114.262312,0.000000,0.000000,0.000000,30.969077,0.000000,88.991600,0.000000,0.000000,27.016689,28.767502,14.509484,10.535251,331.360706,89.96,141.478169,0,0,0,0,0

