Column1,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/02/01/2594,GNA/WR/2024/11/01/4200,GNA/SR/2025/02/01/6460,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/16/1380,NR/01102023/19072037/LT-05,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/4863,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/16/1676,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/5886,GNA/WR/2025/01/01/8625,GNA/NR/2025/02/01/9969,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2143,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06
7,01:30-01:45,28,28,7.33,8.33,0,0,0,0,25.01,0,0,0,0,8.33,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,57.34,1.65,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,6,0,0,0,0,0,0,0,23.07,0,26.99

8,01:45-02:00,27.34,27.33,7.33,8.33,0,0,0,0,25.01,0,0,0,0,8.33,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,57.34,1.65,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,5.4,0,0,0,0,0,0,0,23.07,0,26.99

9,02:00-02:15,16.66,16.67,7.33,8.33,0,0,0,0,25.01,0,0,0,0,8.33,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,57.34,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,5,0,0,0,0,0,0,0,23.07,0,26.99

10,02:15-02:30,16.66,16.67,7.33,8,0,0,0,0,24,0,0,0,0,8,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,57.34,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,4.8,0,0,0,0,0,0,0,23.07,0,26.99

11,02:30-02:45,16.66,16.67,7.33,7.83,0,0,0,0,23.51,0,0,0,0,7.83,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,57.34,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,4.6,0,0,0,0,0,0,0,23.07,0,26.99

12,02:45-03:00,16.66,16.67,7.33,7.67,0,0,0,0,22.99,0,0,0,0,7.67,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,57.34,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,4.2,0,0,0,0,0,0,0,23.07,0,26.99

13,03:00-03:15,16.66,16.67,7.33,7.67,0,0,0,0,22.99,0,0,0,0,7.67,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,74.52,1.57,26.99,0,169.82,0.62,0,1.2,8.65,0,23.07,4.2,0,0,0,0,0,0,0,23.07,0,26.99

14,03:15-03:30,16.66,16.67,7.33,7.67,0,0,0,0,22.99,0,0,0,0,7.67,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,74.52,1.57,26.99,0,169.82,0.62,0,1.2,8.65,0,23.07,4.8,0,0,0,0,0,0,0,23.07,0,26.99

15,03:30-03:45,16.66,16.67,7.33,7.67,0,0,0,0,22.99,0,0,0,0,7.67,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,74.52,1.57,26.99,0,169.82,0.62,0,1.2,8.65,0,23.07,4.2,0,0,0,0,0,0,0,23.07,0,26.99

16,03:45-04:00,16.66,16.67,7.33,7.5,0,0,0,0,22.5,0,0,0,0,7.5,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,74.52,1.57,26.99,0,169.82,0.62,0,1.2,8.65,0,23.07,4.8,0,0,0,0,0,0,0,23.07,0,26.99

17,04:00-04:15,24,24,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,74.52,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,4.6,0,0,0,0,0,0,0,23.07,0,26.99

18,04:15-04:30,25,25,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,74.52,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,4.6,0,0,0,0,0,0,0,23.07,0,26.99

19,04:30-04:45,18.34,18.33,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,74.52,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,4.6,0,0,0,0,0,0,0,23.07,0,26.99

20,04:45-05:00,18.34,18.33,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,70.12,0,8.65,0,23.78,57.34,1.57,26.99,0,169.82,0.62,0.92,1.2,8.65,0,23.07,4.4,0,0,0,0,0,0,0,23.07,0,26.99

21,05:00-05:15,18.34,18.33,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,65.98,0,8.65,0,23.78,57.34,1.57,26.99,0,169.82,0.62,0.92,1.16,8.65,0,23.07,4.4,0,0,0,0,0,0,0,23.07,0,26.99

22,05:15-05:30,18.34,18.33,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,65.98,0,8.65,0,23.78,57.34,1.57,26.99,0,169.82,0.62,0.92,1.16,8.65,0,23.07,4.4,0,0,0,0,0,0,0,23.07,0,26.99

23,05:30-05:45,18.34,18.33,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,65.98,0,8.65,0,23.78,86.7,1.57,26.99,0,229.12,0.62,0.92,1.16,8.65,0,23.07,4.4,0,0,0,0,0,0,0,23.07,0,26.99

24,05:45-06:00,18.34,18.33,7.33,7.33,0,0,0,0,22.01,0,0,0,0,7.33,23.07,0,75,133.38,0,7.93,65.98,0,8.65,0,23.78,86.7,1.57,26.99,0,260.1,0.62,0.92,1.16,8.65,0,23.07,4.2,0,0,0,0,0,0,0,23.07,0,26.99

25,06:00-06:15,18.34,18.33,7.33,7.33,0,0,0,0.01,22.01,0,0,0,0.74,7.33,23.07,0,75,133.38,0,0,82.91,0,8.65,0,0,86.7,1.47,32,0,260.1,0.62,0.92,1.16,8.65,0,23.07,4.2,0,0,0,0,0,0,0,23.07,0,25.87

26,06:15-06:30,18.34,18.33,7.33,7.33,0,0,0,0.72,22.01,0,0,0,1.06,7.33,23.07,0,75,133.38,0,0,115.35,0,8.65,0,0,86.7,1.47,32,0,260.1,0.62,0.92,1.16,8.65,0,23.07,4.2,0,0,0,0,0,0,0,23.07,0,12.6

27,06:30-06:45,18.34,18.33,7,7.17,0,0,0,3.3,21.49,0,1,0,2.78,7.17,36.53,0,75,148.02,0,0,115.35,0,13.46,0,0,86.7,1.47,31,0,260.1,0.62,0,1.16,13.46,0,43.25,4.4,0,0,0,0,0,0,0,36.53,0,32

28,06:45-07:00,17.66,17.67,6.67,7,0,0,0,9.1,21,0,4,0,6.85,7,36.53,0,75,155.71,0,0,115.35,0,13.46,0,0,86.7,1.47,31,0,260.1,0.62,0,1.16,13.46,0,43.25,4.4,0.88,0,0,0,0.07,0,0,36.53,0,31

29,07:00-07:15,17,17,6.67,6.83,5,0,10,18.67,20.51,0,10,0,14.59,6.83,36.53,0,75,155.71,0,0,115.35,0,13.46,0,0,86.7,1.47,31,0,260.1,0,0,1.16,13.46,0,43.25,4.4,5.11,0,2,1,0.56,0,0,36.53,0,31

30,07:15-07:30,16.66,16.67,6.67,6.67,5,1,10,31.58,19.99,1,15,0.1,26.25,6.67,36.53,0,75,163.4,0,0,115.35,0,13.46,0,0,86.7,1.47,31,0,260.1,0,0,1.16,13.46,0,43.25,4.6,11.56,0.51,3,4,0.59,0,0,36.53,0,31

31,07:30-07:45,16,16,6.67,6.67,5,2,10,26.25,19.99,3,24,0.92,26.25,6.67,36.53,0,75,163.4,0,0,115.35,0,13.46,0.12,0,86.7,1.47,31,0,260.1,0.62,0.92,1.16,13.46,0,43.25,4.8,18.48,4.61,5,7,0.85,0.15,0,36.53,0.15,31

32,07:45-08:00,15.34,15.33,6.67,6.67,5,3,10,25.84,19.99,7,25.83,2.24,25.83,6.67,36.53,0,75,171.09,0,0,115.35,0,13.46,0.48,0,86.7,1.47,31,0,260.1,0.62,0.92,1.16,13.46,0,43.25,5,26.89,11.17,7,18,0.96,0.61,0,36.53,0.61,31

33,08:00-08:15,14,14,6.67,6.67,5,7,10,29.24,19.99,7,29.23,3.97,29.23,6.67,36.53,0,75,178.78,0,0,115.35,0,13.46,1.06,0,86.7,1.47,31,0,260.1,0.62,0.92,1.16,13.46,0,43.25,4.8,37.13,19.86,14,18,3.85,1.38,0,36.53,1.38,31

34,08:15-08:30,14,14,6.67,6.67,5,11,10,29.56,19.99,10,29.57,8.34,29.57,6.67,36.53,0,75,186.47,0,0,115.35,0,13.46,1.89,0,86.7,1.47,31,0,260.1,0.62,0.92,1.16,13.46,0,43.25,4.8,48.71,41.69,23,25,8.66,2.44,0,36.53,2.44,31

35,08:30-08:45,14,14,6.67,6.67,5,16,11,30.06,19.99,12,30.07,12.99,30.07,6.67,36.53,0,75,194.16,0,0,115.35,0,13.46,2.95,0,86.7,1.19,0,0,260.1,0.62,0.92,1.16,13.46,0,43.25,4.8,60.59,64.94,28,28,15.48,3.82,0,36.53,3.82,31.61

36,08:45-09:00,14,14,6.67,6.67,7,21,13,30.46,19.99,13,30.47,17.44,30.47,6.67,36.53,0,75,200.89,0,0,115.35,0,13.46,4.58,0,86.7,1.19,0,0,260.1,0.62,0.92,1.16,13.46,0,43.25,4.4,71.71,87.18,38,32,23.97,5.94,0,36.53,5.94,31.61

37,09:00-09:15,14,14,6.67,6.67,9,25,17,30.46,19.99,15,30.47,21.76,30.47,6.67,36.53,0,75,208.58,0,0,115.35,0,13.46,5.81,0,86.7,1.19,12.6,0,260.1,0.62,0.92,1.16,13.46,0,43.25,4.4,81.97,108.81,48,35,33.33,7.52,0,36.53,7.52,32

38,09:15-09:30,14,14,6.67,6.67,10,28,20,30.46,19.99,16,30.47,25.82,30.47,6.67,36.53,0,75,211.46,0,0,115.35,0,13.46,6.92,0,86.7,1.19,12.6,0,260.1,0.62,0.92,1.16,13.46,0,43.25,4.4,91.7,129.07,56,39,43.78,8.96,0,36.53,8.96,32

39,09:30-09:45,14,14,6.67,6.67,20,31,40,30.46,19.99,30,30.47,32.93,30.47,6.67,23.07,0,75,211.46,0,0,115.35,0,8.65,7.89,0,86.7,1.19,23.41,0,260.1,0,0,1.16,8.65,0,23.07,4.6,100.93,164.67,63,70,51.54,10.21,0,23.07,10.21,32

40,09:45-10:00,14,14,6.67,6.67,25,34,50,30.46,19.99,39,30.47,36.57,30.47,6.67,23.07,0,75,211.46,0,0,115.35,0,8.65,8.82,0,86.7,1.19,23.41,0,260.1,0,0,1.16,8.65,0,23.07,4.8,109.33,182.83,70,91,59.62,11.42,0,23.07,11.42,32

41,10:00-10:15,14,14,6.67,6.67,33,36,67,30.46,19.99,48,30.47,39.95,30.47,6.67,23.07,0,75,211.46,0,0,84.83,0,8.65,9.92,0,86.7,1.29,23.41,0,260.1,0.62,0,1.16,8.65,0,23.07,6.01,116.9,199.74,72,112,73.16,12.84,0,23.07,12.84,32

42,10:15-10:30,14,14,6.67,6.67,38,38,77,30.46,19.99,57,30.47,43.06,30.47,6.67,23.07,0,75,211.46,0,0,65.98,0,8.65,10.67,0,86.7,1.29,25.87,0,260.1,0.62,0,1.16,8.65,0,23.07,6.01,123.82,215.27,77,133,79.71,13.81,0,23.07,13.81,32

43,10:30-10:45,14,14,6.67,6.67,39,41,79,30.46,19.99,66,30.47,45.74,30.47,6.67,23.07,0,75,211.46,0,0,65.98,0,8.65,11.49,0,86.7,1.29,25.87,0,260.1,0.62,0.92,1.16,8.65,0,23.07,6.01,129.99,228.67,86,154,85.22,14.87,0,23.07,14.87,32

44,10:45-11:00,14,14,6.67,6.67,42,43,83,30.46,19.99,72,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,65.98,0,8.65,12.09,0,86.7,1.29,25.87,0,260.1,0.62,0.92,1.16,8.65,0,23.07,6.01,135.57,233.33,90,168,90.88,15.64,0,23.07,15.64,32

45,11:00-11:15,14,14,6.67,6.67,43,45,87,30.46,19.99,78,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,65.98,0,8.65,12.73,0,86.7,1.19,25.87,0,260.1,0.62,0.92,1.16,8.65,0,23.07,6.01,140.47,233.33,91,182,95.9,16.47,0,23.07,16.47,32

46,11:15-11:30,14,14,6.67,6.67,45,46,90,30.46,19.99,84,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,65.98,0,8.65,13.25,0,86.7,1.19,25.87,0,232.43,0.62,0.92,1.16,8.65,0,23.07,6.01,144.38,233.33,92,196,100,17.14,0,23.07,17.14,32

47,11:30-11:45,11.66,11.67,6.67,6.67,47,47,93,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,70.12,0,8.65,13.25,0,86.7,1.19,25.87,0,220.14,0.62,0.92,1.16,8.65,0,23.07,6.01,147.35,233.33,92,203,100,17.14,0,23.07,17.14,32

48,11:45-12:00,11.66,11.67,6.67,6.67,48,48,97,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,70.12,0,8.65,13.25,0,86.7,1.19,25.87,0,169.82,0.62,0.92,1.16,8.65,0,23.07,6.01,149.48,233.33,92,203,100,17.14,0,23.07,17.14,32

49,12:00-12:15,11.66,11.67,6.67,6.67,48,48,97,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,70.12,0,8.65,13.25,0,86.7,1.29,25.87,0,169.82,0.62,0.92,1.16,8.65,0,23.07,6.01,149.49,233.33,92,203,100,17.14,0,23.07,17.14,32

50,12:15-12:30,11.66,11.67,6.67,6.67,48,48,97,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,70.12,0,8.65,13.25,0,86.7,1.29,25.87,0,169.82,0.62,0.92,1.16,8.65,0,23.07,6.01,151.59,233.33,92,203,100,17.14,0,23.07,17.14,32

51,12:30-12:45,11.66,11.67,6.67,6.67,48,48,97,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,70.12,0,8.65,13.25,0,76.21,1.29,26.99,0,169.82,0.62,0.92,1.16,8.65,0,23.07,6.01,153.11,233.33,91,203,100,17.14,0,23.07,17.14,26.99

52,12:45-13:00,11.66,11.67,6.67,6.67,48,48,97,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,211.46,0,0,70.12,0,8.65,13.25,0,59.03,1.29,26.99,0,169.82,0.62,0.92,1.16,8.65,0,23.07,6.01,153.44,233.33,91,203,100,17.14,0,23.07,17.14,26.99

53,13:00-13:15,11.66,11.67,6.67,6.67,50,48,100,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,192.24,0,0,70.12,0,8.65,13.25,0,46.85,1.19,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,6.01,151.53,233.33,91,203,100,17.14,0,23.07,17.14,26.99

54,13:15-13:30,11.66,11.67,6.67,6.67,50,48,100,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,173.02,0,0,70.12,0,8.65,13.25,0,46.85,1.19,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,6.01,147.66,233.33,91,203,100,17.14,0,23.07,17.14,26.99

55,13:30-13:45,11.66,11.67,6.67,6.67,50,47,100,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,153.79,0,0,70.12,0,8.65,13.25,0,46.85,1.19,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,6.01,139.57,233.33,91,203,100,17.14,0,23.07,17.14,26.99

56,13:45-14:00,11.66,11.67,6.67,6.67,50,45,100,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,153.79,0,0,70.12,0,8.65,13.25,0,46.85,1.19,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,6.41,133.81,233.33,91,203,100,17.14,0,23.07,17.14,26.99

57,14:00-14:15,11.66,11.67,6.67,6.67,48,42,97,30.46,19.99,87,30.47,46.67,30.47,6.67,23.07,0,75,173.02,0,0,70.12,0,8.65,13.25,0,46.85,1.47,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,7,128.1,233.33,83,203,100,17.14,0,23.07,17.14,26.99

58,14:15-14:30,11.66,11.67,6.67,6.67,47,40,93,30.46,19.99,85,30.47,46.67,30.47,6.67,23.07,0,75,192.24,0,0,70.12,0,8.65,12.85,0,46.85,1.47,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,7,122.64,233.33,83,200,100,16.64,0,23.07,16.64,26.99

59,14:30-14:45,11.66,11.67,6.67,6.67,45,38,90,30.46,19.99,84,30.47,44.17,30.47,6.67,23.07,0,75,211.46,0,0,70.12,0,8.65,12.36,0,46.85,1.47,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,7,116.82,220.83,79,196,95,16,0,23.07,16,26.99

60,14:45-15:00,11.66,11.67,6.67,6.67,43,37,87,30.46,19.99,81,30.47,43.33,30.47,6.67,23.07,0,75,237.42,0,0,70.12,0,8.65,11.86,0,46.85,1.47,26.99,0,134.57,0.62,0.92,1.2,8.65,0,23.07,7,110.62,216.67,78,189,90.42,15.36,0,23.07,15.36,26.99

61,15:00-15:15,11.66,11.67,6.67,6.67,42,36,83,30.96,19.99,78,30.97,39.58,30.97,6.67,23.07,0,75,237.42,0,0,70.12,0,8.65,11.22,0,46.85,1.47,26.99,80.11,134.57,0.62,0.92,1.2,8.65,0,23.07,10,104.23,197.92,75,182,83.7,14.53,0,23.07,14.53,26.99

62,15:15-15:30,11.66,11.67,6.67,6.67,39,34,79,30.96,19.99,75,30.97,38,30.97,6.67,23.07,0,75,237.42,0,0,70.12,0,8.65,10.53,0,46.85,1.47,26.99,85.45,134.57,0.62,0.92,1.2,8.65,0,23.07,10.6,97.41,190,69,175,79.64,13.63,0,23.07,13.63,26.99

63,15:30-15:45,11.66,11.67,6.67,6.67,36,31,72,30.96,19.99,70,30.97,36.42,30.97,6.67,23.07,0,75,237.42,0,0,70.12,0,8.65,9.73,0,46.85,1.47,26.99,90.79,169.82,0.62,0.92,1.2,8.65,0,23.07,11.41,89.71,182.08,65,165,74.84,12.6,0,23.07,12.6,26.99

64,15:45-16:00,11.66,11.67,6.67,6.67,33,28,65,30.96,19.99,66,30.97,34.37,30.97,6.67,23.07,0,75,237.42,0,0,65.98,0,8.65,8.85,0,59.03,1.47,26.99,96.13,200.29,0.62,0.92,1.2,8.65,0,23.07,12.01,81.1,171.84,60,154,68.58,11.45,0,23.07,11.45,26.99

65,16:00-16:15,11.66,11.67,6.67,6.67,29,25,59,31.3,19.99,60,31.3,31.43,31.3,6.67,23.07,0,75,237.42,0,0,65.98,0,8.65,7.86,0,69.51,1.47,26.99,100.14,200.29,0.62,0.92,1.2,8.65,0,23.07,12.21,71.73,157.13,52,140,62.71,10.17,0,23.07,10.17,26.99

66,16:15-16:30,11.66,11.67,6.67,6.67,26,21,51,31.3,19.99,52,31.3,28.34,31.3,6.67,23.07,0,75,246.07,0,0,65.98,0,8.65,6.82,0,69.51,1.47,26.99,100.14,200.29,0.62,0.92,1.2,8.65,0,23.07,12.61,61.81,141.69,45,123,55.95,8.82,0,23.07,8.82,26.99

67,16:30-16:45,11.66,11.67,6.67,6.67,18,16,37,31.3,19.99,33,31.3,24.29,31.3,6.67,23.07,0,75,253.76,0,0,65.98,0,8.65,5.65,0,86.7,1.47,26.99,100.14,229.12,0.62,0.92,1.2,8.65,0,23.07,13.01,51.3,121.45,39,77,45.54,7.32,0,23.07,7.32,26.99

68,16:45-17:00,11.66,11.67,6.67,6.67,15,12,30,31.3,19.99,27,31.3,20.18,31.3,6.67,23.07,0,75,253.76,0,0,82.91,0,8.65,4.44,0,86.7,1.47,25.16,100.14,260.1,0.62,0.92,1.2,8.65,0,23.07,13.01,40.33,100.91,33,63,39.6,5.74,0,23.07,5.74,25.16

69,17:00-17:15,11.66,11.67,6.67,6.67,11,9,21,31.3,19.99,18,31.3,16.5,31.3,6.67,31.72,0,75,253.76,0,0,115.35,0,8.65,3.08,0,86.7,1.47,25.16,100.14,260.1,0.62,0.92,1.25,8.65,0,31.72,13.41,29.42,82.47,29,42,32.06,3.98,27.76,31.72,3.98,25.16

70,17:15-17:30,11.66,11.67,6.67,6.67,7,7,15,24.25,19.99,10,18,12.18,19.06,6.67,31.72,0,75,253.76,0,0,115.35,0,8.65,2.14,0,86.7,1.47,25.16,100.14,260.1,0.62,0.92,1.25,8.65,0,31.72,13.21,19.41,60.91,21,25,25.22,2.77,28.26,31.72,2.77,25.16

71,17:30-17:45,14,14,6.67,6.67,5,4,10,13.01,19.99,6,8,8.25,10.18,6.67,31.72,0,75,264.33,0,0,115.35,0,8.65,1.37,0,86.7,1.47,32,100.14,260.1,0.62,0.92,1.25,8.65,0,31.72,14.01,11.6,41.26,13,14,20.31,1.78,28.77,31.72,1.78,32

72,17:45-18:00,14,14,6.67,6.67,3,2,7,5.7,19.99,3,1,5,4.69,6.67,31.72,0,75,271.78,0,0,115.35,0,8.65,0.77,0,86.7,1.47,32,100.14,260.1,0.62,0.92,1.25,8.65,0,31.72,13.41,6.33,25,9,7,13.21,0.99,28.77,31.72,0.99,31

73,18:00-18:15,14,14,6.67,6.67,2,1,3,0,19.99,1,0,2.27,0,6.67,36.53,50,75,271.78,200,0,115.35,0,13.46,0.34,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,13.21,2.3,11.34,5,4,7.48,0.44,29.27,36.53,0.44,31

74,18:15-18:30,14,14,6.67,6.67,0,1,1,0,19.99,0,0,0.94,0,6.67,36.53,50,75,271.78,200,0,115.35,0,13.46,0.09,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,13.21,0,4.72,2,1,3.52,0.11,30.28,36.53,0.11,31

75,18:30-18:45,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0.16,0,6.67,36.53,50,75,271.78,200,0,115.35,50,13.46,0,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,13.21,0,0.81,0,0,0.94,0,30.28,36.53,0,31

76,18:45-19:00,14,14,6.67,6.67,0,0,0,0,19.99,0,0,0,0,6.67,36.53,50,75,271.78,200,0,115.35,50,13.46,0,0,86.7,1.47,31,100.14,260.1,0.62,0.92,1.25,13.46,0,43.25,13.41,0,0,0,0,0.11,0,30.28,36.53,0,31

