Block,Time,CHAMERA1,CHAMERA2,FSTPP I & II,KGSU1AND2,KGSU3AND4,KHSTPP-I,KKNP,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPD,RIHAND1,TALST2,UNCHAHAR1,ANTA_LF,DADRI_GF,BRBCL,DADRT2,DULHASTI,RAPPB,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR2,NAPP,NNTPP,RAPPC,RIHAND3,SIMHST1,CHAMERA3,KHSTPP-II,NLCEXP,NLCIIST1,RIHAND2,TALA,AURY_GF,AURY_LF,DADRI_CRF,DADRI_LF,DHAULIGNGA,JHAJJAR,KKNPPU2,PARBATI3,SALAL,SASAN,BSIUL,KOTESHWR,PARBATI2,UNCHAHAR3,UNCHAHAR4,ANTA_CRF,ANTA_GF,DADRI_RF,KOLDAM,MAPS,NTPL,TANDA2,TelanganaSTPP,KISHANGANGA,KUDGI,NJPC,RSTPSU1TO6,RSTPSU7,SEWA2,SINGRAULI,TANAKPUR,TEHRI,URI,URI2,VALLURNTECL,ANTA_RF,AURY_CRF,AURY_RF
56,13:45-14:00,0,16.3,20.8,0,0,45.83,0,0,0,2.11,27.91,99.81,0,21.83,0,0,20,690.85,58.79,0,0,1.13,45.62,24.89,0,68.9,132.37,0,0,148.3,0,0,126.8,5.29,0,0,0,0,0,670.85,0,0,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,52.99,38.16,0,49.3,0,80.92

57,14:00-14:15,0,16.3,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,0,148.3,0,0,96.8,3.82,0,0,0,0,0,670.85,0,0,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.34,38.16,0,48.64,0,80.92

58,14:15-14:30,0,16.3,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,0,148.3,0,0,96.8,3.82,0,0,0,0,0,670.85,0,0,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.34,38.16,0,48.64,0,80.92

59,14:30-14:45,0,16.3,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,11.69,148.3,0,0,96.8,3.82,0,0,0,0,0,670.85,0,0,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.34,38.16,0,48.64,0,80.92

60,14:45-15:00,0,16.3,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,3.82,0,0,0,0,0,670.85,0,0,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.34,38.16,0,48.64,0,80.92

61,15:00-15:15,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,40.09,418.77,13.04,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.89,38.16,0,48.64,0,80.92

62,15:15-15:30,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,40.09,418.77,13.04,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.89,38.16,0,48.64,0,80.92

63,15:30-15:45,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,40.09,418.77,13.04,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.89,38.16,0,48.64,0,80.92

64,15:45-16:00,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,40.09,418.77,13.04,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.89,38.16,0,48.64,0,80.92

65,16:00-16:15,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.89,38.16,0,47.99,0,80.92

66,16:15-16:30,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,40.09,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,3.33,0,51.89,38.16,0,47.99,0,80.92

67,16:30-16:45,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,84.83,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,8.33,0,51.89,38.16,0,47.32,0,80.92

68,16:45-17:00,0,32.6,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,84.83,418.77,6.52,10.44,6.03,27.99,3.98,0,0,76.68,0,0,0,7.07,0,8.76,0,52.72,0,0,0,155.58,8.33,0,51.89,38.16,0,47.32,0,80.92

69,17:00-17:15,0,32.6,20.8,0,0,45.83,0,0,0,1.12,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,84.83,414,6.52,10.44,6.03,27.99,3.98,0,0,76.68,1.96,0,0,7.07,0,8.76,0,28.04,0,0,0,155.58,8.33,9.41,51.89,38.16,0,47.32,0,80.92

70,17:15-17:30,0,32.6,20.8,0,0,45.83,0,0,0,1.12,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,84.83,414,6.52,10.44,6.03,27.99,3.98,0,0,76.68,3.91,0,0,7.07,0,8.76,0,28.04,0,0,0,155.58,8.33,18.82,51.89,38.16,0,47.32,0,80.92

71,17:30-17:45,0,48.9,20.8,0,0,45.83,0,0,0,1.12,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,62.53,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,84.83,414,6.52,10.44,6.03,27.99,3.98,0,0,76.68,5.87,0,0,7.07,0,8.76,0,28.04,0,0,6.31,155.58,8.33,18.82,51.89,38.16,0,47.32,0,80.92

72,17:45-18:00,14.05,48.9,20.8,0,0,45.83,0,0,0,1.12,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,62.53,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,84.83,414,6.52,10.44,6.03,27.99,3.98,0,0,76.68,7.83,0,0,7.07,0,8.76,0,28.04,0,0,6.31,155.58,8.33,28.23,51.89,38.16,0,47.32,0,80.92

73,18:00-18:15,28.1,48.9,20.8,0,0,45.83,0,0,0,1.12,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,62.53,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,0,40.09,414,6.52,10.44,6.03,27.99,3.98,0,0,76.68,8.8,0,0,7.07,0,8.76,0,28.04,0,0,12.62,155.58,2.44,28.23,51.89,38.16,0,47.32,0,80.92

74,18:15-18:30,28.1,48.9,20.8,0,0,45.83,0,0,0,2.11,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,62.53,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,4.3,40.09,414,6.52,10.44,7.54,27.99,3.98,0,0,76.68,9.69,0,0,7.07,0,8.76,0,52.72,0,0,18.93,155.58,2.44,28.23,51.89,38.16,0,47.32,0,80.92

75,18:30-18:45,28.1,48.9,20.8,0,0,45.83,0,0,0,3.14,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.62,24.89,0,68.9,62.53,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,0,670.85,0,4.3,40.09,414,6.52,10.44,15.08,27.99,2.48,0,0,76.68,9.69,0,0,7.07,0,8.76,0,78.53,0,0,18.93,155.58,6.27,28.23,51.89,38.16,0,47.32,0,80.92

76,18:45-19:00,28.1,48.9,20.8,0,0,45.83,0,0,0,4.04,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.12,24.89,0,68.9,62.53,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,10.97,670.85,0,8.61,40.09,414,6.52,10.44,30.16,27.99,2.48,0,0,76.68,9.69,0,0,6.87,0,8.76,0,100.96,0,0,18.93,155.58,6.27,28.23,51.89,38.16,0,47.32,0,80.92

77,19:00-19:15,42.15,48.9,20.8,0,0,45.83,0,0,0,5.75,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.12,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,6.91,0,0,0,0,21.92,663.25,0,27.66,51.13,414,13.04,10.44,45.24,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.76,0,143.58,0,0,18.93,155.58,1.28,28.23,51.89,38.16,0,47.6,0,80.92

78,19:15-19:30,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,47.6,0,80.92

79,19:30-19:45,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,47.99,0,80.92

80,19:45-20:00,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,47.99,0,80.92

81,20:00-20:15,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,47.99,0,80.92

82,20:15-20:30,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,47.99,0,80.92

83,20:30-20:45,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,47.99,0,80.92

84,20:45-21:00,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,47.99,0,80.92

85,21:00-21:15,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,48.64,0,80.92

86,21:15-21:30,42.15,48.9,20.8,0,0,45.83,0,0,0,6.66,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,35.09,148.3,0,0,96.8,6.91,0,0,0,0,21.92,670.85,0,13.84,51.13,414,6.52,10.44,49.01,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,166.24,0,0,18.93,141.28,1.28,28.23,51.89,38.16,0,48.64,0,80.92

87,21:30-21:45,42.15,48.9,20.8,0,0,45.83,0,0,0,6.66,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,35.09,148.3,0,0,96.8,6.91,0,0,0,0,21.92,670.85,0,15.37,51.13,414,6.52,10.44,49.01,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,166.24,0,0,18.93,141.28,1.28,28.23,51.89,38.16,0,48.64,0,80.92

88,21:45-22:00,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,141.28,1.28,28.23,51.89,40.23,0,48.64,0,80.92

89,22:00-22:15,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,141.28,1.28,28.23,51.89,40.23,0,48.91,0,80.92

90,22:15-22:30,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,141.28,1.28,28.23,51.89,40.23,0,48.91,0,80.92

91,22:30-22:45,42.97,51.47,20.8,0,0,45.83,0,0,0,7.22,27.91,64.81,0,21.83,0,0,20,575.85,59.61,0,0,1.13,45.12,24.89,0,68.9,92.37,0,36.89,148.3,0,0,96.8,6.91,0,0,0,0,43.85,670.85,0,78.97,51.13,414,20.46,11.6,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.87,0,182.87,0,0,20.12,155.58,1.28,28.23,51.89,40.23,0,48.91,0,80.92

92,22:45-23:00,42.15,48.9,20.8,0,0,45.83,0,0,0,6.66,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.12,24.89,0,68.9,92.37,0,35.05,148.3,0,0,96.8,6.91,0,0,0,0,10.97,670.85,0,76.85,51.13,414,6.52,10.44,59.72,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.76,0,166.24,0,0,18.93,155.58,1.28,28.23,51.89,38.16,0,48.91,0,80.92

93,23:00-23:15,42.15,48.9,20.8,0,0,45.83,0,0,0,4.06,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.12,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,8.09,0,0,0,0,0,670.85,0,33.81,51.13,414,6.52,10.44,22.62,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.76,0,100.96,0,0,12.62,155.58,6.27,28.23,51.89,38.16,0,49.3,0,80.92

94,23:15-23:30,42.15,48.9,20.8,0,0,45.83,0,0,0,4.06,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.12,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,8.09,0,0,0,0,0,670.85,0,33.81,51.13,414,6.52,10.44,11.31,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.76,0,100.96,0,0,12.62,155.58,6.27,28.23,51.89,38.16,0,49.3,0,80.92

95,23:30-23:45,42.15,48.9,20.8,0,0,45.83,0,0,0,4.06,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.12,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,8.09,0,0,0,0,0,670.85,0,33.81,51.13,414,6.52,10.44,11.31,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.76,0,100.96,0,0,12.62,155.58,6.27,28.23,51.89,38.16,0,49.3,0,80.92

96,23:45-24:00,42.15,48.9,20.8,0,0,45.83,0,0,0,4.06,27.91,64.81,0,21.83,0,0,20,575.85,58.79,0,0,1.13,45.12,24.89,0,68.9,92.37,0,23.37,148.3,0,0,96.8,8.09,0,0,0,0,0,670.85,0,33.81,51.13,414,6.52,10.44,11.31,27.99,2.48,0,0,76.68,10.65,0,0,6.87,0,8.76,0,100.96,0,0,12.62,155.58,6.27,28.15,51.89,38.16,0,49.3,0,80.92

