Block,Time,AURY_CRF,DHAULIGNGA,UNCHAHAR3,AURY_LF,UNCHAHAR2,AURY_RF,TANAKPUR,URI,AURY_GF,SEWA2,DADRI_LF,NJPC,SINGRAULI,DULHASTI,RAMPUR,RAPPB,URI2,CHAMERA1,ANTA_RF,DADRT2,KISHANGANGA,DADRI_CRF,PARBATI3,ANTA_LF,TEHRI,KOTESHWR,ANTA_CRF,KSTPS7,VSTPS IV,KAWAS-APM,BSIUL,SINGRAULI_HYDRO,RAPPC,KAWAS-NAPM,NAPP,SASAN,VSTPS III,DADRI_GF,UNCHAHAR4,RIHAND1,DADRI_RF,KOLDAM,SALAL,UNCHAHAR1,ANTA_GF,JHAJJAR,CHAMERA3,TANDA2,RIHAND2,RIHAND3,CHAMERA2,NLCTS2EXP,KAWAS-ComGas,VSTPS II,SOLAPUR,NNTPP,VSTPS V,SIMHST2,GANDHAR-ComGas,KHARGONE-I,KKNP,KAWAS-zLIQ,BRBCL,RSTPSU7,KAPS,TAPS-II,LARA-I,TALA,TALST2,MOUDA,NLCIIST2,RSTPSU1TO6,GANDHAR-NAPM,MAPS,VALLURNTECL,SIPAT II,KAWAS-RLNG,KUDGI,VSTPS I,FSTPP I & II,KGSU1AND2,GANDHAR-RLNG,KGSU3AND4,KHSTPP-I,NTPL,GANDHAR-APM,MOUDA_II,NLCEXP,KSTPS I&II,KHSTPP-II,NLCIIST1,SIPAT I,GADARWARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,0.000000,28.748936,22.210750,0.000000,41.338751,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,73.320453,137.136588,52.056254,1.413827,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,5.369781,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,34.815263,14.175547,0.000000,135.471599,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.33,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.934449,1.93,0.000000,2.11,41.578163,3.65,0.000000,3.394049,1.72,2.793052,125.387669,0.83,4.399058,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,28.748936,22.210750,0.000000,41.338751,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,73.320453,137.136588,52.056254,1.413827,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,3.084967,34.815263,14.175547,0.000000,135.471599,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.34,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.934449,1.93,0.000000,2.11,41.578163,3.65,0.000000,3.394049,1.72,2.793052,125.387669,0.83,4.399058,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,19.165958,18.722168,0.000000,41.338751,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,73.320453,137.136588,52.056254,1.413827,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,3.084967,34.815263,10.812127,0.000000,124.009796,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.36,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.40,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.934449,1.93,0.000000,2.11,41.578163,3.65,0.000000,3.394049,1.72,2.793052,125.387669,0.80,4.399058,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,9.582978,18.722168,0.000000,31.673751,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,48.880303,137.136588,52.056254,0.942551,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,1.817741,34.815263,10.812127,0.000000,122.907099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.40,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.40,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,15.720509,1.93,0.000000,2.11,29.754282,3.65,0.000000,3.394049,1.72,2.793052,99.040879,0.80,4.399058,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,9.582978,18.722168,0.000000,27.957289,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,24.440150,137.136588,52.056254,0.471276,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.830968,34.815263,10.812127,0.000000,122.907099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.43,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.40,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,15.720509,1.93,0.000000,2.11,29.754282,3.65,0.000000,3.394049,1.57,2.793052,99.040879,0.80,4.399058,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,9.582978,18.722168,0.000000,26.281455,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,52.056254,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,10.812127,0.000000,122.907099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.43,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.40,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,15.720509,1.93,0.000000,2.11,29.754282,3.65,0.000000,3.394049,1.57,2.793052,99.040879,0.80,4.399058,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,9.582978,13.911115,0.000000,15.858108,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,52.056254,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.126433,10.205524,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.43,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.40,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.57,2.793052,98.074379,0.80,4.399058,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,9.582978,13.911115,0.000000,13.118884,0.000000,2.476173,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,52.056254,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.48,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.40,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.57,2.793052,98.074379,0.80,4.399058,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,9.582978,13.911115,0.000000,13.118884,0.000000,2.476173,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,52.056254,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.51,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.40,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.57,2.793052,68.109352,0.80,4.399058,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,9.582978,13.911115,0.000000,13.118884,0.000000,2.476173,51.216768,0.000000,16.603562,0.000000,0.000000,137.136588,52.056254,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.51,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.40,7.56,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.57,2.793052,68.109352,0.80,4.399058,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,13.911115,0.000000,13.118884,0.000000,2.476173,51.216768,0.000000,16.603562,0.000000,0.000000,137.136588,47.999924,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.52,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.40,7.28,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,4.832500,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.64,2.793052,68.109352,0.80,4.399058,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,13.911115,0.000000,13.118884,0.000000,2.476173,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.55,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.40,6.88,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,4.832500,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.67,2.793052,68.109352,0.80,4.399058,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,10.907436,0.000000,13.118884,0.000000,3.095216,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.59,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.40,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,4.832500,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.67,2.793052,94.455272,0.80,4.399058,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,11.809763,0.000000,13.118884,0.000000,3.095216,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.60,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,4.832500,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.67,2.793052,94.455272,0.83,4.399058,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,10.907436,0.000000,13.118884,0.000000,3.095216,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.61,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.41,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.793052,79.764447,0.83,4.399058,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,10.907436,0.000000,22.783884,0.000000,3.095216,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,17.307014,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.64,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.793052,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,10.907436,0.000000,22.783884,0.000000,7.676136,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,17.307014,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.67,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.242177,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.793052,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,10.907436,0.000000,22.783884,0.000000,7.676136,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,12.845050,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.69,0.000000,14.190317,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.242177,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.793052,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,10.907436,0.000000,22.783884,0.000000,7.676136,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.69,0.000000,14.497109,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.242177,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.793052,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,10.907436,0.000000,22.783884,0.000000,7.676136,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.72,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.242177,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.793052,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,10.907436,0.000000,23.532122,0.000000,5.695198,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.75,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.242177,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.748951,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

48,11:45-12:00,0.000000,0.000000,10.907436,0.000000,23.536208,0.000000,5.695198,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,18.711440,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.75,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.242177,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.67,2.748951,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

49,12:00-12:15,0.000000,0.000000,10.907436,0.000000,23.536208,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.76,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.221319,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.69,2.748951,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

50,12:15-12:30,0.000000,0.000000,10.907436,0.000000,23.536208,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,12.651485,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.80,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.221319,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.69,2.748951,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

51,12:30-12:45,0.000000,0.000000,10.907436,0.000000,23.536208,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,10.652851,8.420983,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.83,0.000000,13.792437,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.43,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.241636,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.69,2.748951,75.637420,0.88,4.399058,0.000000,0,0,0,0,0

52,12:45-13:00,0.000000,0.000000,10.907436,0.000000,13.118884,0.000000,0.495235,51.216768,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,21.305703,8.420983,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,11.382829,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.84,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.242177,9.046440,1.93,0.000000,2.11,23.423611,3.65,0.000000,3.394049,1.69,2.748951,75.637420,0.82,4.399058,0.000000,0,0,0,0,0

53,13:00-13:15,0.000000,0.000000,10.907436,0.000000,13.118884,0.000000,0.495235,51.216768,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.85,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252543,4.832500,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.69,2.748951,57.335586,0.82,4.399058,0.000000,0,0,0,0,0

54,13:15-13:30,0.000000,0.000000,10.907436,0.000000,13.118884,0.000000,0.495235,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,0.000000,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,12.668495,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,6.944399,0.000000,119.041099,10.205524,0.000000,116.646885,122.281677,13.943966,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.88,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.88,1.873177,0.42,6.80,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.252605,4.832500,1.93,0.000000,2.11,11.598000,3.65,0.000000,3.394049,1.69,2.748951,46.392000,0.82,4.399058,0.000000,0,0,0,0,0

