Block,Time,AURY_CRF,DHAULIGNGA,UNCHAHAR3,AURY_LF,UNCHAHAR2,AURY_RF,TANAKPUR,URI,AURY_GF,SEWA2,DADRI_LF,NJPC,SINGRAULI,DULHASTI,RAMPUR,RAPPB,URI2,CHAMERA1,ANTA_RF,DADRT2,KISHANGANGA,DADRI_CRF,PARBATI3,ANTA_LF,TEHRI,KOTESHWR,ANTA_CRF,KSTPS7,VSTPS IV,KAWAS-APM,BSIUL,SINGRAULI_HYDRO,RAPPC,KAWAS-NAPM,NAPP,SASAN,VSTPS III,DADRI_GF,UNCHAHAR4,RIHAND1,DADRI_RF,KOLDAM,SALAL,UNCHAHAR1,ANTA_GF,JHAJJAR,CHAMERA3,TANDA2,RIHAND2,RIHAND3,CHAMERA2,NLCTS2EXP,KAWAS-ComGas,VSTPS II,SOLAPUR,NNTPP,VSTPS V,SIMHST2,GANDHAR-ComGas,KHARGONE-I,KKNP,KAWAS-zLIQ,BRBCL,RSTPSU7,KAPS,TAPS-II,LARA-I,TALA,TALST2,MOUDA,NLCIIST2,RSTPSU1TO6,GANDHAR-NAPM,MAPS,VALLURNTECL,SIPAT II,KAWAS-RLNG,KUDGI,VSTPS I,FSTPP I & II,KGSU1AND2,GANDHAR-RLNG,KGSU3AND4,KHSTPP-I,NTPL,GANDHAR-APM,MOUDA_II,NLCEXP,KSTPS I&II,KHSTPP-II,NLCIIST1,SIPAT I,GADARWARA-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,14.005944,0.000000,21.653222,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,39.579192,137.136588,34.614029,0.764969,0.000000,33.893442,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,25.262947,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,10.495158,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,94.455272,0.78,4.399058,0.000000,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,14.005944,0.000000,21.477433,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,19.789596,137.136588,34.614029,0.382484,0.000000,33.893442,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,16.841964,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,10.041798,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.893442,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,16.841964,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,9.797152,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,16.841964,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,9.820491,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,10.264435,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.263034,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,14.005944,0.000000,15.729362,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,9.797767,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273342,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,80.861256,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.062038,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,14.005944,0.000000,17.681471,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,31.958553,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,47.169066,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,21.715426,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,14.005944,0.000000,15.051884,0.000000,3.714260,48.549228,0.000000,16.603562,0.000000,0.000000,137.136588,34.614029,0.000000,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,0.000000,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,67.142852,0.78,4.399058,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,14.005944,0.000000,18.718261,0.000000,7.676136,48.549228,0.000000,16.603562,0.000000,19.789596,137.136588,34.614029,0.382484,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,3.356113,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,96.432078,0.78,4.399058,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,14.005944,0.000000,30.109181,0.000000,7.676136,48.549228,0.000000,16.603562,0.000000,39.579192,137.136588,52.056254,0.764969,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,6.712228,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.000000,34.815263,8.877399,0.000000,119.041099,20.411048,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,14.135449,1.93,0.000000,2.11,29.981893,3.65,0.000000,3.394049,1.72,2.793052,125.387669,0.78,4.399058,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,14.033345,0.000000,30.109181,0.000000,7.676136,51.216768,0.000000,16.603562,0.000000,39.579192,137.136588,52.056254,0.764969,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,34.903584,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,0.830968,34.815263,8.877399,0.000000,119.041099,30.647457,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,14.135449,1.93,0.000000,2.11,29.981893,3.65,0.000000,3.394049,1.72,2.793052,106.174853,0.78,4.399058,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,9.582978,14.033345,0.000000,22.253152,0.000000,7.676136,51.216768,0.000000,16.603562,0.000000,48.880303,137.136588,52.056254,0.942551,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,52.355375,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,1.973548,34.815263,8.877399,0.000000,119.041099,30.647457,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,9.921509,1.93,0.000000,2.11,18.156282,3.65,0.000000,3.394049,1.72,2.793052,96.716914,0.78,4.399058,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,19.165958,13.254389,0.000000,30.109181,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,73.320453,137.136588,52.056254,1.413827,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,52.355375,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,3.084967,34.815263,8.877399,0.000000,119.041099,30.647457,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,14.135449,1.93,0.000000,2.11,26.271976,3.65,0.000000,3.394049,1.72,2.793052,106.174853,0.78,4.399058,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,28.748936,13.254389,0.000000,41.338751,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,73.320453,137.136588,52.056254,1.413827,0.000000,33.486722,40.736119,0.000000,0.000000,2.466002,0.000000,52.355375,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,34.815263,8.877399,0.000000,119.041099,30.647457,0.000000,116.646885,122.281677,28.030217,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,11.143745,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.934449,1.93,0.000000,2.11,40.670466,3.65,0.000000,3.394049,1.72,2.793052,106.174853,0.82,4.399058,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,28.748936,22.210750,0.000000,41.338751,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,73.320453,137.136588,52.056254,1.413827,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,34.903584,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,34.815263,14.175547,0.000000,135.471599,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.00,0.000000,13.354183,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.934449,1.93,0.000000,2.11,41.578163,3.65,0.000000,3.394049,1.72,2.793052,101.350023,0.83,4.399058,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,28.748936,22.210750,0.000000,41.338751,0.000000,2.723790,48.549228,0.000000,16.603562,0.000000,73.320453,137.136588,52.056254,1.413827,0.000000,34.599556,40.736119,0.000000,0.000000,2.466002,0.000000,34.903584,0.000000,0.000000,8.420983,0.000000,1.296892,2.593784,0.000000,19.002743,1.039333,57.737237,0.000000,44.040679,337.284338,1.894035,0.000000,0.000000,91.160263,0.000000,4.113289,34.815263,14.175547,0.000000,135.471599,30.647457,0.000000,116.646885,122.281677,42.173383,0.84,0.000000,1.877873,1.711898,0.19,1.283059,0.00,0.000000,1.711897,0.24,0.000000,14.497506,1.88,0.799774,1.325166,4.115478,0.000000,2.93,1.873177,0.41,7.68,0.000000,0.24,1.96,1.807575,0.000000,0.00,2.273463,19.934449,1.93,0.000000,2.11,41.578163,3.65,0.000000,3.394049,1.72,2.793052,101.350023,0.83,4.399058,0.000000,0,0,0,0,0

