Block,Time Block,KOTESHWR,CHAMERA3,CHAMERA2,KHSTPP-I,KHSTPP-II,KKNP,KISHANGANGA,MAPS,BSIUL,CHAMERA1,BRBCL,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU3AND4,DADRT2,JHAJJAR,KUDGI,RSTPSU1TO6,TALST2,TANAKPUR,RSTPSU7,SINGRAULI_HYDRO,SALAL,SEWA2,TALA,SIMHST2,SINGRAULI,TEHRI,SIMHST1,TANDA2,SASAN,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RIHAND2,PARBATI3,RIHAND1,RAPPB,PARBATI2,RIHAND3,RAPPD,RAMPUR,RAPPC,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,NAPP,NJPC,NLCEXP,NLCIIST1,KOLDAM,KKNPPU2,VALLURNTECL,TelanganaSTPP,UNCHAHAR3,URI2,UNCHAHAR2,URI,TEHRIPSP,UNCHAHAR1,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,20.18,33.91,47.25,36.09,130.73,0,8.42,0,6.3,0,19.33,0,21.18,20.1,38.4,0,149.78,229.94,0,0,0,10.15,0,1.15,80.28,0,2.44,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,62.37,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,18.25,36.87,31.62,51.2,0,13.99,1.93,0,0,0,0,0

54,13:15-13:30,20.18,33.91,47.25,36.09,142.82,0,8.42,0,6.3,0,19.33,0,21.18,20.1,38.4,0,198.09,229.94,0,0,0,10.15,0,1.15,80.28,0,1.87,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,62.37,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,18.25,36.87,31.62,51.2,0,13.99,1.93,0,0,0,0,0

55,13:30-13:45,20.18,33.91,47.25,36.09,142.82,0,8.42,0,6.3,0,19.33,0,21.18,20.1,38.4,0,246.41,262.79,0,0,0,10.15,0,1.15,80.28,0,1.45,0,147.46,0,0,3.74,404.66,0,0,0,0,121.47,62.37,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,22.95,36.87,36.96,51.2,0,17.71,1.93,0,0,0,0,0

56,13:45-14:00,20.18,33.91,47.25,36.09,142.82,0,8.42,0,6.3,0,19.33,0,21.18,20.1,38.4,0,246.41,262.79,0,0,0,10.15,0,1.15,80.28,0,1.45,0,147.46,9.48,0,3.74,404.66,0,0,0,0,121.47,62.37,95.51,0,56.09,127.91,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,22.95,36.87,37.17,51.2,0,17.71,1.93,0,0,0,0,0

57,14:00-14:15,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,0,19.33,0,21.18,20.1,38.4,0,7.35,262.79,0,0,0,10.15,0,1.15,80.28,0,2.41,0,147.46,18.96,0,6.16,404.66,0,0,0,0,98.58,62.37,61.35,0,56.09,88.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,22.95,36.87,37.17,49.08,0,17.71,1.93,0,0,0,0,0

58,14:15-14:30,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,13.58,19.33,0,21.18,20.1,38.4,0,31.62,262.79,0,0,0,10.15,0,1.15,80.28,0,2.41,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,61.35,0,56.09,88.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,22.95,36.87,37.17,49.08,0,17.71,1.93,0,0,0,0,0

59,14:30-14:45,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,27.15,19.33,0,21.18,20.1,38.4,0,125.94,285.46,0,0,0,10.15,0,1.15,80.28,0,2.86,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,41.35,49.08,0,20.77,1.93,0,0,0,0,0

60,14:45-15:00,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,27.15,19.33,0,21.18,20.1,38.4,0,266.05,292.57,0,0,0,10.15,0,1.15,80.28,0,2.86,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

61,15:00-15:15,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,27.15,19.33,0,21.18,20.1,38.4,0,393.3,379.53,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

62,15:15-15:30,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,21.18,20.1,38.4,0,451.28,466.5,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

63,15:30-15:45,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,21.18,20.1,38.4,0,450.3,543.94,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

64,15:45-16:00,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,21.18,20.1,38.4,0,466.74,543.94,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

65,16:00-16:15,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,18.31,0,21.18,20.1,38.4,0,466.74,543.94,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

66,16:15-16:30,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,21.18,20.1,38.4,0,466.74,640.53,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

67,16:30-16:45,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,18.68,0,21.18,20.1,38.4,0,466.74,640.53,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

68,16:45-17:00,20.18,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,17.86,0,21.18,20.1,38.4,0,466.74,640.53,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,6.16,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

69,17:00-17:15,20.18,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,19.33,0,21.18,20.1,38.4,0,466.74,560.41,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,5.96,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.85,49.08,0,20.77,0.93,0,0,0,0,0

70,17:15-17:30,20.18,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,19.33,0,21.18,20.1,38.4,0,466.74,560.41,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,5.96,404.66,0,0,0,0,98.58,62.37,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.56,49.08,0,20.77,1.93,0,0,0,0,0

71,17:30-17:45,20.18,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,19.33,0,21.18,20.1,38.4,0,466.74,560.41,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,5.66,404.66,0,0,0,0,98.58,56.43,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.5,49.08,0,20.77,1.93,0,0,0,0,0

72,17:45-18:00,20.18,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,19.33,0,10.6,20.1,38.4,0,402.97,560.41,0,0,0,10.15,0,1.15,80.28,0,2.84,0,147.46,28.44,0,5.66,404.66,0,0,0,0,98.58,56.43,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,26.51,36.87,42.99,49.08,0,20.77,1.93,0,0,0,0,0

73,18:00-18:15,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,10.6,20.1,38.4,0,277.77,560.41,0,0,0,8.17,0,1.15,80.28,6.1,2.84,0,147.46,28.44,0,5.66,404.66,0,0,0,0,98.58,56.43,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,21.96,36.87,35.04,49.08,0,16.75,2.31,0,0,0,0,0

74,18:15-18:30,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.19,0,10.6,20.1,38.4,0,219.79,413.53,0,0,0,8.17,0,1.15,80.28,12.19,2.84,0,147.46,28.44,0,5.66,404.66,0,0,0,0,98.58,65.35,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,22.13,36.87,35.09,49.08,0,16.75,2.31,0,0,0,0,0

75,18:30-18:45,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,10.6,20.1,38.4,0,161.82,413.53,0,0,0,8.17,0,1.15,80.28,18.29,1.87,0,147.46,28.44,0,5.9,404.66,0,0,0,0,98.58,65.35,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,22.07,36.87,35.03,49.08,0,16.73,2.31,0,0,0,0,0

76,18:45-19:00,20.18,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,10.6,20.1,38.4,0,95.29,413.53,0,0,0,8.17,0,1.15,80.28,18.29,1.87,0,147.46,28.44,0,5.69,404.66,0,0,0,0,98.58,65.35,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,22.07,36.87,35.03,49.08,0,16.73,2.31,0,0,0,0,0

77,19:00-19:15,30.26,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,18.51,0,31.78,16.12,38.4,0,95.29,413.53,0,0,0,8.17,0,1.15,80.28,18.29,1.87,0,147.46,28.44,0,5.85,404.66,0,0,0,0,98.58,71.28,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,16.65,36.87,28.02,49.08,0,12.16,2.14,0,0,0,0,0

78,19:15-19:30,33.64,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,16.12,38.4,0,95.29,413.53,0,0,0,8.17,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.67,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,16.65,38.87,26.27,49.08,0,12.16,2.15,0,0,0,0,0

79,19:30-19:45,33.64,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,127.03,413.53,0,0,0,8.17,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.67,404.66,0,0,0,0,98.58,76.31,61.35,0,59.01,88.79,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,22.3,38.87,34.82,49.08,50.24,19.4,2.08,0,0,0,0,0

80,19:45-20:00,33.64,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,163.78,413.53,0,0,0,8.17,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,61.35,0,59.01,88.79,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,26.87,38.87,42.79,49.08,50.24,19.94,2.31,0,0,0,0,0

81,20:00-20:15,22.43,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,241.55,413.53,0,0,0,8.17,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.09,49.08,50.24,19.94,2.31,0,0,0,0,0

82,20:15-20:30,22.43,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,318.85,413.53,0,0,0,8.17,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.09,49.08,50.24,19.94,2.31,0,0,0,0,0

83,20:30-20:45,22.43,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,396.15,413.53,0,0,0,7.3,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.09,49.08,50.24,19.94,2.31,0,0,0,0,0

84,20:45-21:00,22.43,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,473.46,413.53,0,0,0,7.3,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.1,49.08,50.24,19.94,2.31,0,0,0,0,0

85,21:00-21:15,22.43,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,527.14,413.53,0,0,0,7.3,0,1.15,80.28,19.44,1.87,0,147.46,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,61.35,0,59.01,88.79,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.09,49.08,50.24,19.94,2.31,0,0,0,0,0

86,21:15-21:30,30.26,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,42.37,20.1,38.4,0,527.14,413.53,0,0,0,7.3,0,1.15,80.28,18.29,1.87,0,135.52,28.68,0,5.67,404.66,0,0,0,0,98.58,68.32,61.35,0,56.09,88.79,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.09,49.08,50.24,19.94,2.31,0,0,0,0,0

87,21:30-21:45,30.26,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,42.37,20.1,38.4,0,532.29,413.53,0,0,0,7.3,0,1.15,80.28,18.29,1.87,0,135.52,28.68,0,5.67,404.66,0,0,0,0,98.58,68.32,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.1,49.08,50.24,19.94,2.31,0,0,0,0,0

88,21:45-22:00,33.64,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,20.1,38.4,0,532.29,413.53,0,0,0,7.3,0,1.15,80.28,19.44,1.87,0,135.52,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.09,49.08,50.24,19.94,2.31,0,0,0,0,0

89,22:00-22:15,33.64,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,18.67,38.4,0,532.29,413.53,0,0,0,7.3,0,1.15,80.28,19.44,2.44,0,135.52,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.1,49.08,50.24,19.94,2.31,0,0,0,0,0

90,22:15-22:30,33.64,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,18.67,38.4,0,532.29,413.53,0,0,0,7.3,0,1.15,80.28,19.44,2.44,0,135.52,28.68,0,5.67,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.09,49.08,50.24,19.94,2.31,0,0,0,0,0

91,22:30-22:45,33.64,35.65,49.74,44.14,142.82,0,8.57,0,19.77,41.44,19.33,0,44.49,18.67,38.4,0,532.29,413.53,0,0,0,7.3,0,1.15,80.28,19.44,3.01,0,147.46,28.68,0,5.66,404.66,0,0,0,0,98.58,76.31,62.02,0,59.01,89.26,24.78,6.98,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,176.71,0,0,10.29,0,0,0,27.05,38.87,43.1,49.08,50.24,19.94,2.31,0,0,0,0,0

92,22:45-23:00,30.26,33.91,47.25,44.14,142.82,0,8.42,0,6.3,40.73,19.33,0,42.37,18.67,38.4,0,532.29,413.53,0,0,0,7.3,0,1.15,80.28,18.29,3.01,0,147.46,28.68,0,5.67,404.66,0,0,0,0,98.58,75.75,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.11,49.08,50.24,19.94,2.31,0,0,0,0,0

93,23:00-23:15,30.26,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,18.67,38.4,0,532.29,413.53,0,0,0,5.45,0,1.15,80.28,12.19,4.66,0,147.46,28.68,0,5.68,404.66,0,0,0,0,98.58,75.75,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.11,49.08,50.24,19.94,2.31,0,0,0,0,0

94,23:15-23:30,30.26,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,19.33,0,42.37,18.67,38.4,0,532.29,413.53,0,0,0,5.45,0,1.15,80.28,6.1,4.66,0,147.46,28.68,0,5.69,404.66,0,0,0,0,98.58,75.75,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.14,49.08,50.24,19.94,2.31,0,0,0,0,0

95,23:30-23:45,30.26,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,17.25,0,42.37,18.67,38.4,0,532.29,413.53,0,0,0,5.45,0,1.15,80.28,6.1,4.66,0,147.46,28.68,0,5.73,404.66,0,0,0,0,98.58,75.75,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.13,49.08,50.24,19.94,2.31,0,0,0,0,0

96,23:45-24:00,30.26,33.91,47.25,44.14,142.82,0,8.42,0,12.6,40.73,19.1,0,42.37,18.67,38.4,0,532.29,413.53,0,0,0,5.45,0,1.15,80.28,6.1,4.66,0,147.46,28.68,0,5.74,404.66,0,0,0,0,98.58,75.75,62.02,0,56.09,89.26,24.78,6.8,65.92,0,0,0,0,0,0,0,0,0,0,0,0,23.16,175.05,0,0,10.29,0,0,0,27.05,36.87,43.1,49.08,50.24,19.94,2.31,0,0,0,0,0

