Block,Time,DADRT2,FSTPP I & II,KGSU1AND2,NAPP,RAPPC,TelanganaSTPP,URI2,DADRI_GF,CHAMERA3,DHAULIGNGA,PARBATI2,RAPPB,RIHAND2,RSTPSU7,URI,ANTA_RF,AURY_LF,KGSU3AND4,SEWA2,AURY_GF,CHAMERA1,KHSTPP-II,KOLDAM,KUDGI,MAPS,RIHAND3,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR3,DADRI_LF,BRBCL,KKNPPU2,NNTPP,NTPL,PARBATI3,RAPPD,RIHAND1,SASAN,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,AURY_RF,DADRI_CRF,BSIUL,JHAJJAR,NLCIIST2,NLCTS2EXP,TEHRIPSP,UNCHAHAR2,ANTA_GF,DULHASTI,KISHANGANGA,KKNP,KOTESHWR,NLCEXP,RAMPUR,SINGRAULI,TALA,TALST2,ANTA_CRF,AURY_CRF,DADRI_RF,CHAMERA2,KHSTPP-I,NJPC,NLCIIST1,SALAL,SIMHST2,TANAKPUR,TANDA2,TEHRI,ANTA_LF
56,13:45-14:00,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,48.57,49.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,65.42,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.76,0,0,5.73,0,0

57,14:00-14:15,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,49.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,68.39,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,0,5.73,0,0

58,14:15-14:30,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,49.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,68.39,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.08,0,0,0,102.75,47.12,45.53,175.79,0,55.77,0,0,5.73,0,0

59,14:30-14:45,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,49.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,68.39,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,23.37,0,0,0,102.75,47.12,45.53,175.79,0,55.77,0,0,5.73,0,0

60,14:45-15:00,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,49.06,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,68.39,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,21.06,0,0,0,102.75,47.12,45.53,175.79,0,63.92,0,0,5.73,0,0

61,15:00-15:15,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,48.55,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,68.39,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,21.06,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,0,5.73,0,0

62,15:15-15:30,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,48.55,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,68.39,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,21.06,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,0,5.73,0,0

63,15:30-15:45,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,48.55,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,21.06,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,3.85,5.73,0,0

64,15:45-16:00,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,44.16,48.55,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,21.06,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,7.68,5.73,0,0

65,16:00-16:15,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,38.64,48.04,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,21.06,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,0,0

66,16:15-16:30,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,38.64,48.04,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,21.06,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,0,0

67,16:30-16:45,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,38.64,48.04,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,0,45,0,53.88,4.64,0,10.14,0,5.67,113.75,20.18,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,0,0

68,16:45-17:00,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,38.64,48.04,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,88.59,45,0,53.88,4.64,0,20.29,0,5.67,113.75,20.18,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,18.66,0

69,17:00-17:15,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,35.33,47.53,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,177.18,45,0,53.88,4.64,0,30.43,0,5.67,113.75,20.12,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,37.31,0

70,17:15-17:30,689.38,19.46,0,25,65.42,0,32.74,0,33.94,0,24.63,0,125.27,0,35.33,47.53,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,177.18,45,0,53.88,4.64,0,40.57,0,5.67,113.75,20.02,0,0,0,102.75,47.12,45.53,175.79,0,80.18,0,11.91,5.73,55.97,0

71,17:30-17:45,689.38,19.46,0,25,65.42,0,32.74,0,33.94,10.62,24.63,0,125.27,0,38.64,47.53,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,3.22,0,79.48,0,19.56,667.25,0,0,177.18,45,0,53.88,4.64,0,40.57,0,5.67,113.75,19.59,0,0,0,102.75,47.12,45.53,175.79,0,81.34,0,11.91,5.73,74.64,0

72,17:45-18:00,689.38,19.46,0,25,65.42,0,32.74,0,33.94,21.23,24.63,0,125.27,0,38.64,47.53,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.69,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,1.52,0,79.48,0,19.56,667.25,0,0,177.18,45,0,53.88,4.64,0,40.57,0,5.67,113.75,19.41,0,0,0,102.75,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

73,18:00-18:15,689.38,19.46,0,25,65.42,0,31.17,0,33.94,31.85,24.63,0,125.27,0,43.61,47.53,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.65,1.52,0,79.48,0,19.56,667.25,0,0,177.18,43.65,0,53.88,4.64,0,40.57,0,5.67,113.75,19.12,0,0,0,102.75,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

74,18:15-18:30,689.38,19.46,0,25,65.42,0,31.17,0,33.94,42.46,24.63,0,125.27,0,43.61,47.53,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.23,1.52,0,79.48,0,19.56,667.25,0,0,177.18,43.61,0,53.88,4.64,0,40.57,0,5.67,113.75,18.79,0,0,0,102.75,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

75,18:30-18:45,685.7,19.46,0,25,65.42,0,31.17,0,33.94,42.46,24.63,0,125.27,0,43.61,47.28,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,348.98,21.25,1.62,0,79.48,0,19.56,466.78,0,0,177.18,43.7,0,53.88,6.96,0,40.57,0,5.67,113.75,18.2,0,0,0,102.75,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

76,18:45-19:00,685.7,19.46,0,25,65.42,0,31.17,0,35.69,44.81,28.15,0,125.27,0,43.61,47.28,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,348.98,21.25,1.62,0,79.87,0,20.46,466.77,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,17.94,0,0,0,102.75,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.56,0

77,19:00-19:15,685.7,19.46,0,25,65.42,0,31.17,0,35.69,44.81,28.15,0,125.27,0,43.61,47.28,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,348.98,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,17.94,0,0,0,102.75,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.56,0

78,19:15-19:30,685.7,19.46,0,25,65.42,0,31.17,0,35.69,44.81,28.15,0,125.27,0,44.16,47.28,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,348.98,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,18,0,0,0,102.75,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.56,0

79,19:30-19:45,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,47.79,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,18.08,0,0,0,102.75,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

80,19:45-20:00,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,47.79,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,18.2,0,0,0,102.75,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

81,20:00-20:15,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,48.55,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,18.35,0,0,0,105.39,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

82,20:15-20:30,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,48.55,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,18.47,0,0,0,105.39,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

83,20:30-20:45,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,48.55,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,18.65,0,0,0,105.39,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

84,20:45-21:00,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,44.16,48.55,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,343.12,21.25,1.62,0,79.87,0,19.56,466.84,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,18.82,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,75.87,0

85,21:00-21:15,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,44.16,49.31,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,343.12,21.25,1.62,0,79.87,0,19.56,466.84,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,18.96,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,75.87,0

86,21:15-21:30,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,44.16,49.31,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,343.12,21.25,1.62,0,79.87,0,19.56,466.84,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,19.12,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,75.87,0

87,21:30-21:45,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,50.06,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,19.26,0,0,0,105.39,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

88,21:45-22:00,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,50.06,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,19.44,0,0,0,105.39,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

89,22:00-22:15,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,50.57,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,19.55,0,0,0,105.39,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

90,22:15-22:30,685.7,19.46,0,25,65.42,0,28.06,0,35.69,44.81,28.15,0,125.27,0,44.16,50.57,0,0,19.18,0,42.35,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,77.31,24.14,98.32,343.12,21.25,1.62,0,79.87,0,20.46,466.84,0,0,177.18,43.7,0,57.67,7.18,0,44.64,0,5.84,113.75,19.67,0,0,0,105.39,49.59,45.53,177.44,0,81.34,0,11.91,3.13,75.87,0

91,22:30-22:45,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,45.82,50.82,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,343.12,21.25,1.62,0,80.26,0,19.56,466.84,0,0,177.18,43.7,0,53.88,6.96,0,43.05,0,5.67,113.75,19.79,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

92,22:45-23:00,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,45.82,50.82,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,343.12,21.25,1.62,0,80.26,0,19.56,466.85,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,19.88,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

93,23:00-23:15,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,45.82,51.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,343.12,21.25,1.62,0,80.26,0,19.56,466.82,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,19.94,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

94,23:15-23:30,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,45.82,51.59,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,74.33,24.14,98.32,343.12,21.25,1.62,0,80.26,0,19.56,466.82,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,20.02,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

95,23:30-23:45,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,45.82,51.84,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,56.49,24.14,98.32,343.12,21.25,1.62,0,80.26,0,19.56,466.82,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,9.36,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

96,23:45-24:00,685.7,19.46,0,25,65.42,0,28.06,0,33.94,42.46,24.63,0,125.27,0,45.82,51.84,0,0,18.34,0,42.15,98.87,8.62,0,0,130.84,0,0,0,27.09,0,24.99,0,0,0,56.49,24.14,98.32,343.12,21.25,1.62,0,80.26,0,19.56,466.82,0,0,177.18,43.7,0,53.88,6.96,0,42.83,0,5.67,113.75,9.36,0,0,0,105.39,47.12,45.53,175.79,0,81.34,0,11.91,3.13,74.64,0

