Time,Block,NR/2024/19354/C,NR/2024/19115/A/14031,NR/2024/19245/A/14155,NR/2024/19024/A/14156,NR/2024/18996/A/14627,NR/2024/19121/A/14339,NR/2024/19043/A/14017,NR/2024/19030/A/14040,NR/2024/18976/A/14096,NR/2024/18919/A/14569,NR/2024/19143/A/14029,NR/2024/18934/A/14086,NR/2024/19172/A/14693,NR/2024/18986/A/14099,NR/2024/18977/A/14097,NR/2024/18935/A/14087,NR/2024/18855/A/14341,NR/2024/19290/A/14692,NR/2024/18978/A/14098,NR/2024/19075/A/14037,NR/2024/19353/C,NR/2024/18936/A/14088,Total
12,02:45-03:00,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

13,03:00-03:15,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

14,03:15-03:30,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

15,03:30-03:45,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

16,03:45-04:00,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

17,04:00-04:15,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

18,04:15-04:30,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

19,04:30-04:45,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

20,04:45-05:00,52.630000,0.000000,0.000000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.480000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,320.36

21,05:00-05:15,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,9.670000,0.000000,0.000000,116.090000,0.480000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0,0.000000,318.36

22,05:15-05:30,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,9.670000,0.000000,0.000000,116.090000,0.480000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0,0.000000,318.36

23,05:30-05:45,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,9.670000,0.000000,0.000000,116.090000,0.480000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0,0.000000,318.36

24,05:45-06:00,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,9.670000,0.000000,0.000000,116.090000,0.480000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0,0.000000,318.36

25,06:00-06:15,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.530000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0,0.000000,308.74

26,06:15-06:30,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.530000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0,0.000000,308.74

27,06:30-06:45,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.530000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0,0.000000,308.74

28,06:45-07:00,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.530000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,0.88,0.000000,309.62

29,07:00-07:15,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.630000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,1.21,0.000000,310.05

30,07:15-07:30,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.630000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,1.45,0.000000,310.29

31,07:30-07:45,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.630000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,1.98,0.000000,310.82

32,07:45:08:00,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.630000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,2.42,0.000000,311.26

33,08:00-08:15,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,2.97,0.000000,312.15

34,08:15-08:30,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,3.57,0.000000,312.75

35,08:30-08:45,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,4.13,0.000000,313.31

36,08:45:09:00,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,4.73,0.000000,313.91

37,09:00:09:15,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,5.29,0.000000,314.47

38,09:15-09:30,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,5.77,0.000000,314.95

39,09:30-09:45,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,6.22,0.000000,315.4

40,09:45-10:00,52.630000,0.000000,0.000000,4.840000,0.000000,66.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.970000,0.000000,0.000000,0.000000,67.720000,0.000000,0.000000,6.7,0.000000,315.88

41,10:00-10:15,45.080000,48.370000,0.000000,4.840000,48.370000,66.930000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,0.000000,67.720000,0.000000,0.000000,7.01,6.770000,469.23

42,10:15-10:30,45.080000,48.370000,0.000000,4.840000,48.370000,66.930000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,0.000000,67.720000,0.000000,0.000000,7.21,6.770000,469.43

43,10:30-10:45,45.080000,48.370000,0.000000,4.840000,48.370000,66.930000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,0.000000,67.720000,0.000000,0.000000,7.55,6.770000,469.77

44,10:45-11:00,45.080000,48.370000,0.000000,4.840000,48.370000,66.930000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,0.000000,67.720000,0.000000,0.000000,7.74,6.770000,469.96

45,11:00-11:15,45.080000,48.370000,0.000000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,7.88,6.770000,470.1

46,11:15-11:30,45.080000,48.370000,0.000000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,7.98,6.770000,470.2

47,11:30-11:45,45.080000,48.370000,0.000000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,8.32,6.770000,470.54

48,11:45-12:00,45.080000,48.370000,0.000000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,8.64,6.770000,470.86

49,12:00-12:15,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,8.67,6.770000,565.69

50,12:15-12:30,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,8.73,6.770000,565.75

51,12:30-12:45,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,8.85,6.770000,565.87

52,12:45-13:00,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,9.05,6.770000,566.07

53,13:00-13:15,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,8.73,6.770000,565.75

54,13:15-13:30,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,8.42,6.770000,565.44

55,13:30-13:45,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,8.18,6.770000,565.2

56,13:45-14:00,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,8.08,6.770000,565.1

57,14:00-14:15,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,7.81,6.770000,564.83

58,14:15-14:30,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,7.75,6.770000,564.77

59,14:30-14:45,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,7.05,6.770000,564.07

60,14:45-15:00,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.970000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,6.53,6.770000,563.55

61,15:00-15:15,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,6.5,6.770000,563.28

62,15:15-15:30,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,5.53,6.770000,562.31

63,15:30-15:45,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,5.21,6.770000,561.99

64,15:45-16:00,45.080000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,19.350000,39.660000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,14.510000,19.350000,4.56,6.770000,561.34

65,16:00-16:15,52.630000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,4.4,6.770000,475.86

66,16:15-16:30,52.630000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,4.08,6.770000,475.54

67,16:30-16:45,52.630000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,3.53,6.770000,474.99

68,16:45-17:00,52.630000,48.370000,1.930000,4.840000,48.370000,0.000000,46.440000,0.000000,0.000000,0.000000,0.000000,4.840000,116.090000,0.730000,0.000000,5.800000,66.930000,67.720000,0.000000,0.000000,2.89,6.770000,474.35

69,17:00-17:15,108.930000,0.000000,1.930000,4.840000,48.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,2.16,0.000000,417.65

70,17:15-17:30,108.930000,0.000000,1.930000,4.840000,48.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,1.67,0.000000,417.16

71,17:30-17:45,142.790000,0.000000,1.930000,4.840000,48.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0.78,0.000000,450.13

72,17:45-18:00,142.790000,0.000000,1.930000,4.840000,48.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0.57,0.000000,449.92

73,18:00-18:15,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0.19,0.000000,425.74

74,18:15-18:30,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,425.55

75,18:30-18:45,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,425.55

76,18:45-19:00,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,425.55

77,19:00-19:15,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

78,19:15-19:30,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

79,19:30-19:45,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

80,19:45-20:00,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

81,20:00-20:15,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

82,20:15-20:30,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

83,20:30-20:45,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

84,20:45-21:00,167.360000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,427.55

85,21:00-21:15,150.240000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,410.43

86,21:15-21:30,150.240000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,410.43

87,21:30-21:45,150.240000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,410.43

88,21:45-22:00,150.240000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,410.43

89,22:00-22:15,105.160000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,375.02

90,22:15-22:30,105.160000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,375.02

91,22:30-22:45,52.630000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,322.49

92,22:45-23:00,52.630000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.680000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,322.49

93,23:00-23:15,52.630000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.630000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,322.44

94,23:15-23:30,52.630000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.630000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,322.44

95,23:30-23:45,52.630000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.630000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,322.44

96,23:45-24:00,52.630000,0.000000,1.930000,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,9.670000,2.000000,0.000000,116.090000,0.630000,0.000000,0.000000,66.930000,67.720000,0.000000,0.000000,0,0.000000,322.44

