Block,Time,NR/01102023/23072042/L_NR_2012_04,NR/16042024/30042024/IEX_240323_06617,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/04042024/30042024/SJVN040424NR1694,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/30052048/L_NR_2022_10,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/14082046/L_NR_2021_16,NR/01042024/31072024/LT_MEJA_DELHI,L_NR_2019_19,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/31032046/L_NR_2020_05,NR/01042024/30042024/PTC/OA/32001,NR/16042024/31052024/IEX_240323_06618,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35
11,02:30-02:45,0.000000,9.660000,0.000000,30.900000,0,0,4.390000,16.5,0.000000,0,0,16.5,40,0,3.440000,29.770000,40,3.570000,84.980000,0,0,14.53,0,16.110000,0,12.170000,0,0,0,273.050000,6.61,0,100.610000,49.5,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

12,02:45-03:00,0.000000,9.660000,0.000000,30.900000,0,0,4.390000,15.83,0.000000,0,0,15.84,39.33,0,3.440000,29.770000,39.33,3.570000,84.980000,0,0,14.3,0,16.110000,0,12.170000,0,0,0,273.050000,6.61,0,100.610000,47.5,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

13,03:00-03:15,0.000000,9.660000,0.000000,17.650000,0,0,17.650000,15.17,0.000000,0,0,15.16,38.67,0,3.440000,29.770000,38.67,3.500000,84.980000,0,0,13.97,0,16.110000,0,12.080000,0,0,0,273.050000,9.81,0,100.610000,45.5,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

14,03:15-03:30,0.000000,9.660000,0.000000,21.030000,0,0,21.030000,15.33,0.000000,0,0,15.34,38,0,3.440000,29.770000,38,3.500000,84.980000,0,0,13.86,0,16.110000,0,12.080000,0,0,0,273.050000,9.61,0,100.610000,46,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

15,03:30-03:45,0.000000,9.660000,0.000000,21.030000,0,0,21.030000,15.33,0.000000,0,0,15.34,37.33,0,3.440000,29.770000,37.33,3.500000,84.980000,0,0,13.86,0,16.110000,0,12.080000,0,0,0,273.050000,9.61,0,100.610000,46,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

16,03:45-04:00,0.000000,9.660000,0.000000,21.030000,0,0,21.030000,15,0.000000,0,0,15,36,0,3.440000,30.790000,36,3.500000,84.980000,0,0,13.73,0,16.110000,0,12.080000,0,0,0,273.050000,9.41,0,100.610000,45,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

17,04:00-04:15,0.000000,9.660000,0.000000,21.030000,0,0,21.030000,16.33,0.000000,0,0,16.34,39.33,0,3.340000,30.790000,39.33,3.500000,84.980000,0,0,13.3,0,16.110000,0,11.980000,0,0,0,273.050000,8.01,0,100.610000,49,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

18,04:15-04:30,0.000000,9.660000,0.000000,21.030000,0,0,21.030000,15.67,0.000000,0,0,15.66,38.67,0,3.340000,30.790000,38.67,3.500000,84.980000,0,0,13.16,0,16.110000,0,11.980000,0,0,0,273.050000,8.01,0,100.610000,47,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

19,04:30-04:45,0.000000,9.660000,0.000000,30.900000,0,0,4.390000,15,0.000000,0,0,15,38,0,3.340000,30.790000,38,3.500000,84.980000,0,0,12.9,0,16.110000,0,11.980000,0,0,0,273.050000,8.01,0,100.610000,45,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

20,04:45-05:00,0.000000,9.660000,0.000000,30.900000,0,0,4.390000,14.33,0.000000,0,0,14.34,37.33,0,3.340000,30.790000,37.33,3.500000,84.980000,0,0,12.5,0,16.110000,0,11.980000,0,0,0,273.050000,8.01,0,100.610000,43,41.040000,48.280000,115.830000,0.000000,3.530000,262.190000,0,0,0.000000

21,05:00-05:15,0.000000,9.660000,0.000000,30.900000,0,0,11.150000,13.5,0.000000,0,0,13.5,36,0,3.340000,30.790000,36,3.500000,84.980000,0,0,12.2,0,16.110000,0,11.900000,0,0,0,273.050000,8.01,0,100.610000,40.5,41.040000,48.280000,115.830000,0.000000,3.460000,262.190000,0,0,0.000000

22,05:15-05:30,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,12.67,0.000000,0,0,12.66,34.67,0,3.340000,30.790000,34.67,3.500000,84.980000,0,0,11.84,0,16.110000,0,11.900000,0,0,0,273.050000,8.01,0,100.610000,38,41.040000,48.280000,115.830000,0.000000,3.460000,262.190000,0,0,0.000000

23,05:30-05:45,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,11.83,0.000000,0,0,11.84,33.67,0,3.340000,30.270000,33.67,3.500000,84.980000,0,0,11.84,0,16.110000,0,11.900000,0,0,0,273.050000,7.21,0,100.610000,35.5,41.040000,48.280000,115.830000,0.000000,3.460000,262.190000,0,0,0.000000

24,05:45-06:00,0.000000,9.660000,0.000000,30.900000,0,0,30.900000,11.5,0.000000,0,0,11.5,32.33,0,3.340000,30.270000,32.33,3.500000,84.980000,0,0,11.73,0,16.110000,0.370234,11.900000,0,0,0,273.050000,7.21,0,100.610000,34.5,41.040000,48.280000,115.830000,0.000000,3.460000,262.190000,0,0,0.000000

25,06:00-06:15,0.000000,9.660000,0.000000,30.900000,2,0,30.900000,15.83,0.000000,4.02,0,15.84,38.33,0,3.250000,29.770000,38.33,3.340000,87.110000,0,0,13.4,0,16.110000,2.805984,11.800000,0,0,1,273.050000,7.21,0,100.610000,47.5,41.040000,48.280000,115.830000,0.000000,3.460000,262.190000,0,0,0.000000

26,06:15-06:30,0.000000,9.660000,0.000000,30.900000,8,0,30.900000,15.33,0.070000,9.15,0,15.34,37,0,3.250000,29.270000,37,3.340000,87.110000,0,0,13.36,0,16.110000,6.742156,11.800000,2.72,0.2,1,273.050000,7.21,0,100.610000,46,41.040000,48.280000,115.830000,0.070000,3.460000,262.190000,0,1,0.070000

27,06:30-06:45,0.000000,9.660000,0.000000,30.900000,12,1,30.900000,15,0.290000,20.76,0,15,36,0,3.250000,29.270000,36,3.340000,87.110000,1.53,0,13.16,0,16.110000,11.633142,11.800000,6.72,1,4,273.050000,7.21,0,100.610000,45,41.040000,48.280000,115.830000,0.280000,3.460000,262.190000,0.31,1,0.280000

28,06:45-07:00,0.000000,9.660000,0.000000,30.900000,20,3,30.900000,14.67,0.640000,33,0,14.66,34,0,3.250000,28.770000,34,3.340000,87.110000,6.93,1,12.86,0,16.110000,18.005064,11.800000,12.48,3,7,273.050000,7.21,0.27,100.610000,44,41.040000,48.280000,115.830000,0.630000,3.460000,262.190000,1.39,3,0.630000

29,07:00-07:15,0.000000,9.660000,0.000000,30.900000,31,7,30.900000,14.17,1.150000,33,0,14.16,33.33,0,3.250000,28.260000,33.33,3.340000,87.110000,14.95,3,12.6,0,16.110000,26.052782,11.700000,20.16,4,18,273.050000,7.21,2.28,100.610000,42.5,41.040000,48.280000,115.830000,1.120000,3.460000,262.190000,2.99,7,1.120000

30,07:15-07:30,0.000000,9.660000,0.000000,11.150000,28.17,13,30.900000,13.67,1.790000,28.17,0,13.66,32.67,0,3.250000,27.750000,32.67,3.340000,76.570000,25.89,7,12.5,0,16.110000,35.815268,11.700000,28.16,8,25,273.050000,7.21,5.8,100.610000,41,41.040000,48.280000,107.310000,1.750000,3.460000,262.190000,5.18,10,1.750000

31,07:30-07:45,0.000000,9.660000,0.000000,23.470000,29.83,20,30.900000,13.33,3.020000,29.83,0,13.34,31.67,0,3.250000,26.750000,31.67,3.340000,76.570000,40.26,10,12.47,0,16.110000,46.883316,11.700000,29.84,10,39,273.050000,7.21,10.95,100.610000,40,41.040000,48.280000,98.790000,2.950000,3.460000,262.190000,8.05,16,2.950000

32,07:45:08:00,0.000000,9.660000,0.000000,23.470000,29.83,29,30.900000,13,3.790000,29.83,0,13,30.67,0,3.250000,26.750000,30.67,3.340000,87.110000,57.32,15,12.4,0,16.110000,58.116995,11.700000,29.84,14,56,273.050000,7.21,17.63,100.610000,39,41.040000,48.280000,90.270000,3.700000,3.460000,262.190000,11.46,24,3.700000

33,08:00-08:15,0.000000,9.660000,0.000000,25.250000,30,37,25.250000,15.83,5.140000,30,0,15.84,36.67,0,3.250000,26.240000,36.67,3.340000,52.790000,73.28,18,10.3,0,16.110000,68.542005,11.620000,30,20.85,74,273.050000,7.21,25.09,100.610000,47.5,41.040000,48.280000,81.760000,5.010000,3.460000,262.190000,14.66,31,5.010000

34,08:15-08:30,0.000000,9.660000,0.000000,25.250000,30.67,43,25.250000,15.33,6.480000,30.67,0,15.34,36.67,0,3.250000,26.240000,36.67,3.340000,52.790000,91.85,22,10.23,0,16.110000,78.323977,11.620000,30.66,25.02,91,273.050000,7.21,32.19,100.610000,46,41.040000,48.280000,73.240000,6.320000,3.460000,262.190000,18.37,39,6.320000

35,08:30-08:45,0.000000,9.660000,0.000000,25.250000,31.67,51,25.250000,15,7.710000,31.67,0,15,36.67,0,3.250000,26.240000,36.67,3.340000,52.790000,115.41,25,10.16,0,16.110000,87.88186,11.620000,31.66,28.63,109,273.050000,7.21,39.81,100.610000,45,41.040000,48.280000,70.400000,7.530000,3.460000,213.900000,23.08,46,7.530000

36,08:45:09:00,0.000000,9.660000,0.000000,25.250000,31.67,57,25.250000,15,8.840000,31.67,0,15,36.67,0,3.250000,26.240000,36.67,3.340000,52.790000,133.5,29,10,0,16.110000,97.020794,11.620000,31.66,31.94,126,273.050000,7.21,47.37,100.610000,45,41.040000,48.280000,70.400000,8.620000,3.460000,201.700000,26.7,54,8.620000

37,09:00:09:15,0.000000,9.660000,0.000000,25.250000,31.67,65,25.250000,17,9.880000,31.67,53.11,17,37.67,0,3.250000,27.250000,37.67,3.340000,33.800000,158.48,33,11.84,0,16.110000,105.760265,11.520000,31.66,35.02,144,273.050000,7.21,54.56,72.430000,51,41.040000,48.280000,70.400000,9.650000,3.460000,153.410000,31.69,61,9.650000

38,09:15-09:30,0.000000,9.660000,0.000000,25.250000,31.67,71,25.250000,17.33,10.870000,31.67,53.11,17.34,38.67,0,3.250000,27.250000,38.67,3.340000,33.800000,179.17,36,11.97,0,16.110000,113.418263,11.520000,31.66,37.71,158,273.050000,7.21,61.16,53.110000,52,41.040000,48.280000,70.400000,10.600000,3.460000,125.540000,35.83,67,10.600000

39,09:30-09:45,0.000000,9.660000,0.000000,25.250000,31.67,76,25.250000,17.83,11.600000,31.67,53.11,17.84,39.67,0,3.250000,27.250000,39.67,3.340000,33.800000,204.17,38,12.1,0,16.110000,120.589111,11.520000,31.66,40.34,172,273.050000,6.01,67.52,53.110000,53.5,41.040000,48.280000,70.400000,11.320000,3.460000,120.710000,40.83,73,11.320000

40,09:45-10:00,0.000000,9.660000,0.000000,25.250000,31.57,83,25.250000,18.5,12.490000,31.57,53.11,18.5,41,0,3.250000,27.250000,41,3.340000,33.800000,212.5,41,12.53,0,16.110000,126.425168,11.520000,31.56,42.54,179,273.050000,6.01,73.53,53.110000,55.5,41.040000,48.280000,70.400000,12.190000,3.460000,125.540000,42.5,76,12.190000

41,10:00-10:15,0.000000,9.660000,0.000000,25.250000,31.57,90,25.250000,19.17,13.180000,31.57,53.11,19.16,42.67,0,3.160000,28.770000,42.67,3.340000,33.800000,225,45,12.77,0,16.110000,131.247953,11.430000,31.56,44.46,186,273.050000,6.01,83.74,53.110000,57.5,41.040000,48.280000,70.400000,12.860000,3.380000,120.710000,45,79,12.860000

42,10:15-10:30,0.000000,9.660000,0.000000,25.250000,31.57,93,25.250000,20.33,13.830000,31.57,53.11,20.34,45,0,3.160000,28.770000,45,3.340000,33.800000,235,47,13.64,0,16.110000,135.495901,11.430000,31.56,44.8,193,273.050000,6.01,88.81,53.110000,61,41.040000,48.280000,70.400000,13.490000,3.380000,130.370000,47,82,13.490000

43,10:30-10:45,0.000000,9.660000,0.000000,25.250000,31.57,93,25.250000,21,15.180000,31.57,53.11,21,46.67,0,3.160000,28.770000,46.67,3.340000,33.800000,237.5,47,14.53,0,16.110000,140.737635,11.430000,31.56,45,196,273.050000,6.01,86.95,53.110000,63,41.040000,48.280000,70.400000,14.810000,3.380000,130.370000,47.5,84,14.810000

44,10:45-11:00,0.000000,9.660000,0.000000,25.250000,31.57,93,25.250000,21.17,15.430000,31.57,53.11,21.16,47,0,3.160000,28.770000,47,3.340000,33.800000,237.5,47,15.44,0,16.110000,144.030769,11.430000,31.56,45.5,200,273.050000,6.01,90.7,53.110000,63.5,41.040000,48.280000,70.400000,15.060000,3.380000,130.370000,47.5,85,15.060000

45,11:00-11:15,0.000000,9.660000,0.000000,25.250000,31.23,93,25.250000,27.5,15.740000,31.23,53.11,27.5,60,0,3.160000,30.790000,60,3.340000,33.800000,237.5,47,22.84,0,16.110000,146.456776,11.340000,31.24,46,200,273.050000,6.01,91.15,53.110000,82.5,41.040000,48.280000,70.400000,15.360000,3.380000,115.880000,47.5,85,15.360000

46,11:15-11:30,0.000000,9.660000,0.000000,25.250000,31.07,93,25.250000,28.67,15.880000,31.07,53.11,28.66,61,0,3.160000,30.790000,61,3.340000,33.800000,237.5,47,23.84,0,16.110000,147.655165,11.340000,31.06,47.5,200,273.050000,6.01,91.31,53.110000,86,41.040000,48.280000,70.400000,15.500000,3.380000,111.060000,47.5,85,15.500000

47,11:30-11:45,0.000000,9.660000,0.000000,25.250000,31.07,93,25.250000,29.17,16.100000,31.07,53.11,29.16,62,0,3.160000,30.790000,62,3.340000,33.800000,237.5,47,25.2,0,16.110000,148.356661,11.340000,31.06,47.5,200,273.050000,6.01,91.69,53.110000,87.5,41.040000,48.280000,70.400000,15.710000,3.380000,111.060000,47.5,85,15.710000

48,11:45-12:00,0.000000,9.660000,0.000000,25.250000,31.07,93,25.250000,30.33,16.100000,31.07,53.11,30.34,62.67,0,3.160000,30.790000,62.67,3.340000,33.800000,237.5,47,25.86,0,16.110000,149.175073,11.340000,31.06,47.5,200,273.050000,6.01,91.62,53.110000,91,41.040000,48.280000,70.400000,15.710000,3.380000,111.060000,47.5,85,15.710000

49,12:00-12:15,0.000000,9.660000,0.000000,25.250000,31.07,93,25.250000,31.5,16.100000,31.07,53.11,31.5,63.67,0,3.160000,30.790000,63.67,3.340000,33.800000,237.5,47,24.66,0,13.270000,149.097129,11.250000,31.06,47.5,200,273.050000,6.41,90.86,53.110000,94.5,41.040000,48.280000,70.400000,15.710000,3.380000,111.060000,47.5,85,15.710000

50,12:15-12:30,0.000000,9.660000,0.000000,25.250000,31.07,93,25.250000,32.33,17.070000,31.07,53.11,32.34,64.33,0,3.160000,30.790000,64.33,3.340000,33.800000,237.5,47,25,0,13.270000,148.931498,11.250000,31.06,47.5,200,273.050000,6.61,90.73,53.110000,97,41.040000,48.280000,70.400000,16.650000,3.380000,111.060000,47.5,85,16.650000

51,12:30-12:45,0.000000,9.660000,0.000000,25.250000,31.07,94,25.250000,32.83,17.070000,31.07,53.11,32.84,65.67,0,3.160000,30.790000,65.67,3.340000,33.800000,242.25,47,25.34,0,13.270000,147.518763,11.250000,31.06,47.5,200,273.050000,6.61,91.53,53.110000,98.5,41.040000,48.280000,70.400000,16.650000,3.380000,111.060000,48.45,85,16.650000

52,12:45-13:00,0.000000,9.660000,0.000000,25.250000,31.07,94,25.250000,34.17,17.070000,31.07,53.11,34.16,67,0,3.160000,30.790000,67,3.340000,33.800000,242.25,47,26,0,13.270000,146.222944,11.250000,31.06,47.5,200,273.050000,6.61,91.56,53.110000,102.5,41.040000,48.280000,70.400000,16.650000,3.380000,111.060000,48.45,85,16.650000

53,13:00-13:15,0.000000,9.660000,0.000000,25.250000,31.07,94,25.250000,36,17.070000,31.07,53.11,36,67.67,0,3.340000,30.790000,67.67,3.420000,33.800000,242.25,47,26.34,0,13.270000,144.206143,11.150000,31.06,47.5,193,234.670000,7.01,91.03,53.110000,108,41.040000,48.280000,70.400000,16.650000,3.460000,111.060000,48.45,82,16.650000

54,13:15-13:30,0.000000,9.660000,0.000000,25.250000,31.07,94,25.250000,36.67,17.070000,31.07,53.11,36.66,68,0,3.340000,30.790000,68,3.420000,33.800000,242.25,47,26.34,0,13.270000,140.542775,11.150000,31.06,47.5,193,234.670000,7.41,90.55,53.110000,110,41.040000,48.280000,70.400000,16.650000,3.460000,111.060000,48.45,82,16.650000

55,13:30-13:45,0.000000,9.660000,0.000000,25.250000,31.07,94,25.250000,33.33,17.070000,31.07,53.11,33.34,68,0,3.340000,30.790000,68,3.420000,33.800000,242.25,47,26.34,0,13.270000,138.301885,11.150000,31.06,47.5,189,234.670000,7.21,90.28,53.110000,100,41.040000,48.280000,70.400000,16.650000,3.460000,111.060000,48.45,81,16.650000

56,13:45-14:00,0.000000,9.660000,0.000000,25.250000,31.07,94,25.250000,34.33,17.360000,31.07,53.11,34.34,68.33,0,3.340000,30.790000,68.33,3.420000,33.800000,242.25,47,26.34,0,13.270000,134.560573,11.150000,31.06,47.5,189,273.050000,8.01,91.71,53.110000,103,41.040000,48.280000,70.400000,16.940000,3.460000,140.030000,48.45,81,16.940000

57,14:00-14:15,0.000000,9.660000,0.000000,25.250000,31.07,94,25.250000,35,17.310000,31.07,53.11,35,68.33,0,3.340000,28.770000,68.33,3.420000,52.790000,242.25,47,26.34,0,13.270000,129.67933,11.070000,31.06,47.2,189,273.050000,8.01,90.94,53.110000,105,41.040000,48.280000,70.400000,16.890000,3.230000,167.020000,48.45,81,16.890000

58,14:15-14:30,0.000000,9.660000,0.000000,25.250000,31.07,93,25.250000,35.5,16.870000,31.07,53.11,35.5,68.33,0,3.340000,28.770000,68.33,3.420000,52.790000,242.25,47,26.34,0,13.270000,123.891988,11.070000,31.06,46.4,189,273.050000,8.41,89.85,53.110000,106.5,41.040000,48.280000,94.630000,16.460000,3.230000,167.020000,48.45,81,16.460000

59,14:30-14:45,0.000000,9.660000,0.000000,25.250000,31.07,91,25.250000,30.5,16.340000,31.07,53.11,30.5,65,0,3.340000,29.270000,65,3.570000,52.400000,242.25,46,22.66,0,16.110000,116.506794,11.070000,31.06,45,186,273.050000,8.41,87.18,53.110000,91.5,41.040000,48.280000,115.830000,15.950000,3.230000,204.490000,48.45,79,15.950000

60,14:45-15:00,0.000000,9.660000,0.000000,25.250000,31.07,87,25.250000,30.67,15.610000,31.07,53.11,30.66,65,0,3.340000,29.270000,65,3.570000,52.400000,242.25,43,23.34,0,16.110000,109.238516,11.070000,31.06,43.48,179,273.050000,8.41,85,53.110000,92,41.040000,48.280000,115.830000,15.230000,3.230000,226.530000,48.45,76,15.230000

61,15:00-15:15,0.000000,9.660000,0.000000,21.030000,31.07,80,21.030000,31,14.810000,31.07,53.11,31,68.33,0,3.520000,29.270000,68.33,3.570000,76.170000,234.98,40,28.34,0,16.110000,101.054396,10.970000,31.06,41.56,168,273.050000,12.01,81.67,53.110000,93,41.040000,48.280000,115.830000,14.450000,3.300000,226.530000,47,72,14.450000

62,15:15-15:30,0.000000,9.660000,0.000000,21.030000,31.17,75,21.030000,31.33,13.930000,31.17,53.11,31.34,68.33,0,3.520000,29.270000,68.33,3.570000,76.170000,217.18,37,28.34,0,16.110000,95.179367,10.970000,31.16,38.94,158,273.050000,14.4,75.78,53.110000,94,41.040000,48.280000,115.830000,13.590000,3.300000,226.530000,43.43,67,13.590000

63,15:30-15:45,0.000000,9.660000,0.000000,21.030000,31.17,69,21.030000,31.67,12.960000,31.17,53.11,31.66,68.33,0,3.520000,29.270000,68.33,3.570000,76.170000,206.32,34,28.34,0,16.110000,88.27158,10.970000,31.16,36.6,147,273.050000,15,71.07,53.110000,95,41.040000,48.280000,115.830000,12.640000,3.300000,226.530000,41.26,63,12.640000

64,15:45-16:00,0.000000,9.660000,0.000000,21.030000,31.5,62,21.030000,31.67,11.880000,31.5,53.11,31.66,68.33,0,3.520000,29.270000,68.33,3.570000,76.570000,191.21,31,28.34,0,16.110000,80.652554,10.970000,31.5,33.92,137,273.050000,16,66.55,53.110000,95,41.040000,48.280000,115.830000,11.590000,3.300000,226.530000,38.24,58,11.590000

65,16:00-16:15,0.000000,9.660000,0.000000,22.560000,31.67,57,22.560000,32.5,10.760000,31.67,53.11,32.5,68.33,0,3.520000,29.270000,68.33,3.730000,76.570000,173.41,28,28.34,0,16.110000,71.737709,10.970000,31.66,30.86,123,273.050000,13.09,61.43,82.080000,97.5,41.040000,48.280000,115.830000,10.510000,3.380000,262.190000,34.68,52,10.510000

66,16:15-16:30,0.000000,9.660000,0.000000,22.560000,32,50,22.560000,32.5,9.600000,32,53.11,32.5,68.33,0,3.520000,30.270000,68.33,3.730000,76.170000,157.11,25,28.34,0,16.110000,62.082396,10.970000,32,27.67,109,273.050000,13.67,53.26,97.540000,97.5,41.040000,48.280000,115.830000,9.370000,3.380000,262.190000,31.42,46,9.370000

67,16:30-16:45,0.000000,9.660000,0.000000,22.560000,32,43,22.560000,32.5,7.850000,32,53.11,32.5,70,0,3.520000,30.270000,70,3.110000,87.110000,133.16,22,29.66,0,16.110000,53.284467,10.970000,32,24.15,95,273.050000,24.41,47.59,100.610000,97.5,41.040000,48.280000,115.830000,7.660000,3.380000,262.190000,26.63,40,7.660000

