Block,Time,BSIUL,KHSTPP-I,KHSTPP-II,NLCEXP,RAPPC,SINGRAULI,TALST2,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,ANTA_LF,DULHASTI,JHAJJAR,RSTPSU7,UNCHAHAR4,URI2,ANTA_CRF,DADRI_CRF,DHAULIGNGA,FSTPP I & II,KGSU1AND2,RSTPSU1TO6,DADRI_LF,CHAMERA2,CHAMERA3,KISHANGANGA,KKNPPU2,KOLDAM,NLCIIST2,RIHAND1,SINGRAULI_HYDRO,UNCHAHAR2,URI,ANTA_RF,AURY_CRF,AURY_LF,KGSU3AND4,NJPC,RAPPB,RIHAND3,SIMHST2,TALA,AURY_GF,AURY_RF,DADRT2,KUDGI,NAPP,NTPL,PARBATI3,RAMPUR,SIMHST1,TANAKPUR,DADRI_GF,DADRI_RF,KOTESHWR,MAPS,NLCTS2EXP,NNTPP,RIHAND2,SALAL,SASAN,VALLURNTECL,ANTA_GF,BRBCL,CHAMERA1,KKNP,NLCIIST1,SEWA2,UNCHAHAR3
65,16:00-16:15,0,33.69,98.87,0,53.3,125.96,0,0,15.56,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

66,16:15-16:30,0,33.69,98.87,0,53.3,125.96,0,0,31.12,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

67,16:30-16:45,0,33.69,98.87,0,53.3,125.96,0,0,44.79,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,18.94,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

68,16:45-17:00,0,33.69,98.87,0,53.3,125.96,0,0,44.79,0,10.27,0,0,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,0.66,42.94,0,0,0,37.88,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

69,17:00-17:15,0,33.69,98.87,0,53.3,125.96,0,0,44.79,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,3.33,0,0,0,0,0,92,0,42.39,0.66,43.26,0,0,0,70.17,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

70,17:15-17:30,2.2,33.69,98.87,0,53.3,125.96,0,0,44.79,0,10.27,0,32.95,624.3,0,0,4.31,0,0,18.27,20.8,0,0,23.57,13.07,9.67,0,0,0,0,92,0,42.39,0.66,43.57,0,0,0,85.23,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,12.04,0,0,0,26.39

71,17:30-17:45,13.04,33.69,98.87,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,624.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,0.66,44.41,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0.9,0,69.05,9.86,0,0,0,118.75,1.4,348.98,0,0,20,27.14,0,0,7.9,26.39

72,17:45-18:00,13.04,33.69,98.87,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,624.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,0.66,44.41,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0.9,0,69.05,9.86,0,0,0,118.75,1.4,348.98,0,0,20,27.14,0,0,7.9,26.39

73,18:00-18:15,13.04,33.69,98.87,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,624.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,3.31,44.63,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0.9,0,69.05,9.86,0,0,0,118.75,1.4,348.98,0,0,20,27.14,0,0,7.9,26.39

74,18:15-18:30,13.04,33.69,98.87,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,624.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,3.31,44.83,0,0,0,116.96,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0.9,0,69.05,9.86,0,0,0,118.75,1.4,348.98,0,0,20,27.14,0,0,7.9,26.39

75,18:30-18:45,13.04,33.69,98.87,0,53.3,125.96,0,0,62.24,0,10.27,0,32.95,624.3,0,0,4.31,0,0,27.41,20.8,0,0,23.57,26.34,19.38,0,0,0,0,92,0,42.39,3.31,44.83,0,0,0,93,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0.9,0,69.05,9.86,0,0,0,118.75,1.4,348.98,0,0,20,12.04,0,0,7.9,26.39

76,18:45-19:00,2.2,33.69,98.87,0,53.3,125.96,0,0,62.24,0,10.27,0,16.48,654.3,0,0,4.31,0,0,18.27,20.8,0,0,23.57,13.07,9.67,0,0,0,0,92,0,42.39,3.31,44.83,0,0,0,70.17,0,124.32,0,0,0,53.76,682.79,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

77,19:00-19:15,0,33.69,98.87,0,53.3,125.96,0,0,46.68,0,8.85,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,13.07,9.67,0,0,0,0,92,0,42.39,3.31,45.05,0,0,0,46.79,0,124.32,0,0,0,53.76,682.79,0,43.37,0,3.82,0,0,0.9,0,69.05,8.88,0,0,0,118.75,9.29,348.98,0,0,20,0,0,0,0,26.39

78,19:15-19:30,0,33.69,98.87,0,53.3,125.96,0,0,45.42,0,7.71,0,16.48,654.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,9.67,0,0,0,0,92,0,42.39,8.83,45.05,0,0,0,46.79,0,124.32,0,0,0,53.76,682.79,0,43.37,0,16.55,0,0,0.9,0,69.05,8.88,0,0,0,118.75,41.83,348.98,0,0,20,0,0,0,0,26.39

79,19:30-19:45,0,33.69,98.87,0,53.3,125.96,0,0,31.12,0,7.71,0,16.48,654.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,9.67,0,0,0,0,92,0,42.39,26.49,44.41,0,0,0,46.79,0,124.32,0,0,0,53.76,682.79,0,43.37,0,16.55,0,0,0.9,0,69.05,8.88,0,0,0,118.75,41.83,348.98,0,0,20,0,0,0,0,26.39

80,19:45-20:00,0,33.69,98.87,0,53.3,125.96,0,0,31.12,0,7.71,0,16.48,654.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.41,0,0,0,18.94,0,124.32,0,0,0,53.76,682.79,0,43.37,0,16.55,0,0,0.9,0,69.05,8.88,0,0,0,118.75,41.83,348.98,0,0,20,0,0,0,0,26.39

81,20:00-20:15,0,33.69,98.87,0,53.3,125.96,0,0,15.56,0,7.71,0,16.48,654.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.41,0,0,0,18.94,0,124.32,0,0,0,53.76,683.14,0,43.37,0,16.55,0,0,0.9,0,69.05,8.88,0,0,0,118.75,41.83,348.98,0,0,20,0,0,0,0,26.39

82,20:15-20:30,0,33.69,98.87,0,53.3,125.96,0,0,15.56,0,7.71,0,16.48,654.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.41,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,16.55,0,0,0.9,0,69.05,8.88,0,0,0,118.75,41.83,348.98,0,0,20,0,0,0,0,26.39

83,20:30-20:45,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,10.76,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,26.49,44.41,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,16.55,0,0,0.9,0,69.05,8.88,0,0,0,118.75,41.83,348.98,0,0,20,0,0,0,0,26.39

84,20:45-21:00,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,6.63,44.41,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,3.56,0,0,0.9,0,69.05,8.88,0,0,0,118.75,9.29,348.98,0,0,20,0,0,0,0,26.39

85,21:00-21:15,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,6.63,44.41,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

86,21:15-21:30,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,15.45,44.41,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

87,21:30-21:45,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,15.45,44.41,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

88,21:45-22:00,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,15.45,44.41,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

89,22:00-22:15,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,3.31,44.63,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

90,22:15-22:30,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,3.31,44.83,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

91,22:30-22:45,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,3.31,44.83,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

92,22:45-23:00,0,33.69,98.87,0,53.3,125.96,0,0,0,0,7.71,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,0,0,0,0,0,92,0,42.39,3.31,44.83,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

93,23:00-23:15,0,33.69,98.87,0,53.3,125.96,0,0,0,0,8.85,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,19.36,0,0,0,0,92,0,42.39,2.21,44.83,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

94,23:15-23:30,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,19.36,0,0,0,0,92,0,42.39,2.21,45.05,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0.9,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

95,23:30-23:45,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,19.36,0,0,0,0,92,0,42.39,2.21,45.05,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

96,23:45-24:00,0,33.69,98.87,0,53.3,125.96,0,0,0,0,10.27,0,16.48,654.3,0,0,4.31,0,0,0,20.8,0,0,23.57,0,1.27,0,0,0,0,92,0,42.39,2.21,45.05,0,0,0,0,0,124.32,0,0,0,53.76,683.14,0,43.37,0,0,0,0,0,0,69.05,8.88,0,0,0,118.75,1.4,348.98,0,0,20,0,0,0,0,26.39

