Block,Time,JHAJJAR,KKNPPU2,NJPC,NNTPP,UNCHAHAR3,URI2,ANTA_LF,ANTA_RF,AURY_CRF,AURY_LF,DHAULIGNGA,KGSU1AND2,KHSTPP-II,NTPL,RIHAND2,RSTPSU1TO6,SEWA2,TANDA2,ANTA_GF,AURY_RF,DADRI_LF,DULHASTI,KGSU3AND4,SIMHST2,SINGRAULI_HYDRO,TEHRI,BRBCL,CHAMERA3,FSTPP I & II,KISHANGANGA,KKNP,KOLDAM,KOTESHWR,NAPP,RAPPB,RAPPC,RAPPD,RIHAND1,SALAL,TALST2,TANAKPUR,DADRT2,KHSTPP-I,NLCEXP,PARBATI3,RIHAND3,RSTPSU7,TALA,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,DADRI_CRF,CHAMERA1,NLCIIST1,NLCIIST2,SINGRAULI,AURY_GF,DADRI_GF,BSIUL,MAPS,NLCTS2EXP,PARBATI2,RAMPUR,SASAN,SIMHST1,UNCHAHAR2,DADRI_RF,CHAMERA2,KUDGI,UNCHAHAR4,URI,ANTA_CRF
56,13:45-14:00,530.67,0,165.99,0,27.68,35.34,0,49.2,0,0,0,0,148.3,0,124.58,0,0,5.7,0,78.08,0,59.5,0,0,0.98,0,20,11.67,18.2,8.63,0,0,0,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.79,0

57,14:00-14:15,530.67,0,165.99,0,27.68,40.16,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,0,20,11.67,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,72.05,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,0,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.79,0

58,14:15-14:30,530.67,0,165.99,0,27.68,40.16,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,0,20,11.67,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,77.85,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,12.64,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.79,0

59,14:30-14:45,530.67,0,165.99,0,27.68,40.16,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,20.47,20,11.67,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,77.85,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,25.28,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.79,0

60,14:45-15:00,530.67,0,165.99,0,27.68,40.16,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,20.47,20,11.67,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,77.85,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,26.7,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.79,0

61,15:00-15:15,530.67,0,165.99,0,27.68,35.34,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,77.85,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,28.1,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.23,0

62,15:15-15:30,530.67,0,165.99,0,27.68,35.34,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,77.85,0,1.15,688.92,45.53,0,0,130.79,0,5.88,0,21.94,0,0,28.1,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.23,0

63,15:30-15:45,600.67,0,165.99,0,27.68,35.34,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,0,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,0,130.79,0,5.29,0,21.94,0,0,42.15,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,32.53,0,3.2,50.23,0

64,15:45-16:00,600.67,0,165.99,0,27.68,35.34,0,48.55,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,2.01,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,0,130.79,0,5.29,0,21.94,0,0,42.15,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,16.27,0,3.2,50.23,0

65,16:00-16:15,600.67,0,165.99,0,27.68,38.1,0,47.89,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,0,20,11.67,18.2,8.63,0,2.01,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,0,130.79,0,5.29,0,21.94,0,0,42.15,0,0,150.34,0,0,6.52,0,0,11.28,6.5,414,0,45,98.41,16.27,0,3.2,52.99,0

66,16:15-16:30,600.67,0,165.99,0,27.68,38.1,0,47.89,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,0,20,11.67,18.2,8.63,0,2.01,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,0,130.79,0,5.29,0,21.94,0,0,42.15,0,0,150.34,0,0,6.52,0,0,3.76,6.5,414,0,45,98.41,16.27,0,3.2,52.99,0

67,16:30-16:45,600.67,0,165.99,0,27.68,38.1,0,47.89,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,0,20,11.67,18.2,8.63,0,3.88,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,0,130.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,6.52,0,0,3.76,6.5,414,0,45,98.41,16.27,0,3.2,52.99,0

68,16:45-17:00,670.67,0,165.99,0,27.68,38.1,0,47.89,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,3.88,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,0,130.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,11,0,0,3.76,6.5,414,0,45,98.41,16.27,0,3.2,52.99,0

69,17:00-17:15,670.67,0,165.99,0,27.68,38.1,0,47.89,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,4.61,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,11,0,0,3.76,6.5,414,0,45,98.41,16.27,0,3.2,52.99,0

70,17:15-17:30,670.67,0,165.99,0,27.68,38.1,0,47.89,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,19.94,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,11,0,0,15.02,6.5,414,0,45,98.41,16.27,0,2.3,52.99,0

71,17:30-17:45,670.67,0,165.99,0,27.68,38.1,0,47.89,0,0,0,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,6.74,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,19.94,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,11,0,0,22.54,6.5,414,0,45,98.41,16.27,0,2.3,52.99,0

72,17:45-18:00,670.67,0,165.99,0,27.68,38.1,0,47.89,0,0,10.95,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,6.83,10.43,25.38,0,69.07,21.66,97.23,77.85,0,4.35,458.92,45.53,0,19.94,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,11,0,0,30.06,6.5,414,0,45,98.41,16.27,0,2.3,52.99,0

73,18:00-18:15,670.67,0,165.99,0,27.68,40.16,0,47.89,0,0,10.95,0,148.3,0,124.58,0,0,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,77.85,0,5,458.92,45.53,0,7.67,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,37.57,6.5,414,0,44.5,98.41,16.27,0,2.3,52.99,0

74,18:15-18:30,670.67,0,165.99,0,27.68,40.16,0,48.55,0,0,21.88,0,148.3,0,124.58,0,6.3,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,11.67,18.2,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,77.85,0,5,458.92,45.53,0,9.2,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,37.57,6.5,414,0,44.5,98.41,32.53,0,2.3,52.99,0

75,18:30-18:45,438.67,0,165.99,0,27.68,40.16,0,48.55,0,0,43.78,0,148.3,0,124.58,0,12.61,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,23.33,18.2,8.63,0,9.59,20.85,25.38,0,69.07,21.66,97.23,77.85,0,3.72,458.92,45.53,0,23.02,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,45.08,6.5,414,0,44.5,98.41,48.81,0,2.3,52.99,0

76,18:45-19:00,438.67,0,182.59,0,27.68,40.16,0,48.55,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,3.72,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,52.99,0

77,19:00-19:15,438.67,0,182.59,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,3.72,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,59.51,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

78,19:15-19:30,438.67,0,182.59,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,3.72,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,59.51,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

79,19:30-19:45,438.67,0,182.59,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,3.72,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

80,19:45-20:00,438.67,0,182.59,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,3.72,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

81,20:00-20:15,438.67,0,182.59,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

82,20:15-20:30,438.67,0,182.59,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

83,20:30-20:45,458.67,0,165.99,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,18.9,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,31.28,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,67.51,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,45.08,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

84,20:45-21:00,458.67,0,165.99,0,27.68,38.1,0,49.2,0,0,43.78,0,148.3,0,124.58,0,18.9,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,31.28,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,67.51,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,45.08,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

85,21:00-21:15,458.67,0,165.99,0,27.68,38.1,0,49.86,0,0,43.78,0,148.3,0,124.58,0,18.9,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,31.28,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,73.66,95.79,0,3.82,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,45.08,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

86,21:15-21:30,458.67,0,182.59,0,27.68,38.1,0,49.86,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,78.83,95.79,0,3.82,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

87,21:30-21:45,458.67,0,182.59,0,27.68,38.1,0,49.86,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,78.83,95.79,0,2.94,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

88,21:45-22:00,458.67,0,182.59,0,27.68,38.1,0,49.86,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,78.83,95.79,0,2.94,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

89,22:00-22:15,458.67,0,182.59,0,27.68,38.1,0,50.51,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,78.83,95.79,0,2.94,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

90,22:15-22:30,458.67,0,182.59,0,27.68,38.1,0,50.51,0,0,43.78,0,148.3,0,124.58,0,20.09,5.7,0,80.77,0,60.23,0,0,0.98,30.82,20,36.84,18.2,8.68,0,9.59,34.76,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,78.83,95.79,0,2.94,0,21.94,0,0,43.14,0,0,150.34,0,0,20.46,0,0,52.6,7.15,414,0,44.5,98.41,51.05,0,2.3,50.23,0

91,22:30-22:45,458.67,0,165.99,0,27.68,38.1,0,50.51,0,0,43.78,0,148.3,0,124.58,0,18.9,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,20.85,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,23.02,95.79,0,2.94,0,21.94,0,0,42.15,0,0,150.34,0,0,19.56,0,0,30.06,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

92,22:45-23:00,458.67,0,165.99,0,27.68,38.1,0,50.51,0,0,43.78,0,148.3,0,124.58,0,18.9,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,77.85,0,1.03,458.92,45.53,0,23.02,95.79,0,2.94,0,21.94,0,0,42.15,0,0,150.34,0,0,19.56,0,0,22.54,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

93,23:00-23:15,458.67,0,165.99,0,27.68,38.1,0,50.51,0,0,10.95,0,148.3,0,124.58,0,18.9,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,76.69,0,1.03,458.92,45.53,0,23.02,95.79,0,2.94,0,21.94,0,0,42.15,0,0,150.34,0,0,19.56,0,0,22.54,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

94,23:15-23:30,458.67,0,165.99,0,27.68,38.1,0,50.51,0,0,10.95,0,148.3,0,124.58,0,12.61,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,76.69,0,1.03,458.92,45.53,0,23.02,95.79,0,2.94,0,21.94,0,0,42.15,0,0,150.34,0,0,19.56,0,0,22.54,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

95,23:30-23:45,458.67,0,165.99,0,27.68,38.1,0,50.51,0,0,10.95,0,148.3,0,124.58,0,12.61,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,76.69,0,0.51,458.92,45.53,0,23.02,95.79,0,2.94,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,22.54,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

96,23:45-24:00,458.67,0,165.99,0,27.68,38.1,0,50.51,0,0,10.95,0,148.3,0,124.58,0,12.61,5.7,0,80.77,0,59.5,0,0,0.98,30.82,20,35.03,18.2,8.63,0,9.59,10.43,25.38,0,69.07,21.66,97.23,76.69,0,0.51,458.92,45.53,0,23.02,95.79,0,2.94,0,21.94,0,0,42.15,0,0,150.34,0,0,13.04,0,0,22.54,6.5,414,0,44.5,98.41,48.81,0,2.3,50.23,0

