Block,Time,PARBATI3,RSTPSU7,SIMHST2,ANTA_GF,AURY_RF,KKNP,KOTESHWR,NLCTS2EXP,SALAL,UNCHAHAR2,CHAMERA3,KKNPPU2,KUDGI,NAPP,SINGRAULI_HYDRO,UNCHAHAR1,DADRI_CRF,BRBCL,CHAMERA1,CHAMERA2,KISHANGANGA,KOLDAM,NJPC,RSTPSU1TO6,URI,ANTA_CRF,ANTA_RF,DADRI_RF,DHAULIGNGA,KGSU3AND4,NLCIIST2,NNTPP,RAPPB,RIHAND1,SIMHST1,SINGRAULI,ANTA_LF,AURY_GF,AURY_LF,FSTPP I & II,KGSU1AND2,MAPS,NLCEXP,NTPL,RIHAND3,SASAN,SEWA2,TALST2,TANDA2,UNCHAHAR4,DADRI_GF,DADRI_LF,BSIUL,DADRT2,KHSTPP-I,KHSTPP-II,RAMPUR,RAPPC,RIHAND2,TANAKPUR,TelanganaSTPP,VALLURNTECL,AURY_CRF,DULHASTI,JHAJJAR,NLCIIST1,TALA,TEHRI,UNCHAHAR3,URI2
59,14:30-14:45,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,1.44,2.43,102.23,0,24.29,0,7.1,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.29,0,0,10.35

60,14:45-15:00,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,1.44,2.43,102.23,0,24.29,0,10.05,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,2.29,0,0,10.35

61,15:00-15:15,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,102.23,0,24.29,0,12.420000000000002,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,3.32,0,0,16.26

62,15:15-15:30,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,102.23,0,24.29,0,12.420000000000002,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,6.52,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,3.32,0,0,16.26

63,15:30-15:45,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,102.23,0,24.29,0,12.420000000000002,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,1.1,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,3.32,0,0,16.26

64,15:45-16:00,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,102.23,0,24.29,0,12.420000000000002,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,1.1,686.07,44.92,98.87,2.19,59.94,59.4,11.78,0,0,0,54.53,513.81,0,3.32,0,0,16.26

65,16:00-16:15,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,127.78,0,24.29,0,12.420000000000002,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,1.1,686.07,44.92,98.87,2.75,59.94,59.4,11.78,0,0,0,54.53,513.81,0,3.74,17.72,0,16.26

66,16:15-16:30,0,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,153.34,0,24.29,0,12.420000000000002,97.79,30.23,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,1.1,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,431.81,0,3.62,17.72,0,16.26

67,16:30-16:45,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,153.34,0,19.87,0,14.78,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,1.1,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,431.81,0,3.53,17.72,0,16.26

68,16:45-17:00,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,153.34,0,19.87,0,16.56,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,411.75,0,0,2.89,1.62,0,0,1.1,686.07,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,431.81,0,3.39,17.72,0,16.26

69,17:00-17:15,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,153.34,0,19.87,0,21.29,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,0,0,2.89,1.62,0,0,6.52,601.58,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,431.81,0,2.92,35.44,0,16.26

70,17:15-17:30,3.94,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,0,13.43,1.44,2.43,153.34,0,19.87,0,26.61,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,0,0,2.89,1.62,0,0,6.52,601.58,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,431.81,0,2.68,35.44,0,16.26

71,17:30-17:45,15.46,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,2.88,2.43,153.34,0,17.11,0,28.98,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,0,0,2.89,1.62,0,0,6.52,621.58,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,431.81,0,6.35,53.16,0,16.26

72,17:45-18:00,15.46,0,0,0,77.94,0,9.66,0,51.13,19.62,10.69,0,0,44.99,0,20.96,0,15,14.05,13.43,2.88,2.43,153.34,0,17.11,0,28.98,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,0,0,2.89,1.62,0,0,6.52,621.58,44.92,98.87,3.29,59.94,59.4,11.78,0,0,0,54.53,431.81,0,6.02,53.16,0,16.26

73,18:00-18:15,39.35,0,0,0,77.94,0,19.32,0,51.13,19.62,21.37,0,0,44.99,0,20.96,0,15,28.1,26.85,2.88,2.43,153.34,0,17.11,0,29.56,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,5.12,0,2.89,1.62,0,0,6.52,641.58,44.92,98.87,3.29,59.94,59.4,9.74,0,0,0,54.53,431.81,0,5.79,70.87,0,17.73

74,18:15-18:30,54.11,0,0,0,77.94,0,28.98,0,51.13,19.62,32.08,0,0,44.99,0,20.96,0,15,42.15,26.85,2.88,2.43,153.34,0,17.11,0,29.56,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,10.83,0,2.89,1.62,0,0,6.52,621.58,44.92,98.87,3.29,59.94,59.4,9.74,0,0,0,54.53,431.81,0,5.41,70.87,0,17.73

75,18:30-18:45,54.11,0,0,0,77.94,0,38.64,0,63.92,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,50.34,0,29.56,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,621.58,44.92,98.87,3.29,59.94,59.4,10.37,0,0,0,55.08,431.81,0,5.5,76.9,0,17.73

76,18:45-19:00,54.11,0,0,0,77.94,0,38.64,0,79.38,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,50.34,0,29.93,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.29,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,621.58,44.92,98.87,3.29,59.94,59.4,10.37,0,0,0,55.08,431.81,0,5.47,76.9,0,17.73

77,19:00-19:15,54.11,0,0,0,77.94,0,38.64,0,79.38,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,16.56,0,30.16,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,59.4,10.37,0,0,0,55.08,431.81,0,5.5,76.9,0,17.73

78,19:15-19:30,54.11,0,0,0,77.94,0,38.64,0,79.38,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,16.56,0,30.16,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,59.4,10.37,0,0,0,55.08,431.81,0,5.55,76.9,0,17.73

79,19:30-19:45,54.11,0,0,0,77.94,0,38.64,0,79.38,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,16.56,0,30.16,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,431.81,0,5.67,76.9,0,17.73

80,19:45-20:00,18.27,0,0,0,77.94,0,38.64,0,63.92,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,27.6,0,30.16,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,431.81,0,5.74,76.9,0,17.73

81,20:00-20:15,3.94,0,0,0,77.94,0,38.64,0,63.92,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,50.34,0,30.16,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,431.81,0,5.88,76.9,0,17.73

82,20:15-20:30,3.94,0,0,0,77.94,0,38.64,0,63.92,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,50.34,0,30.16,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,431.81,0,5.97,76.9,0,17.73

83,20:30-20:45,3.94,0,0,0,70.63,0,21.46,0,63.92,19.62,32.08,0,0,44.99,0,20.96,0,15,42.15,44.22,4.32,4.01,153.34,0,16.56,0,28.98,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,11.57,0,2.89,1.62,0,0,1.1,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.35,76.05,0,17.73

84,20:45-21:00,3.94,0,0,0,70.63,0,19.32,0,63.92,19.62,32.08,0,0,44.99,0,20.96,0,15,42.15,44.22,4.32,4.01,153.34,0,16.56,0,28.98,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,11.57,0,2.89,1.62,0,0,0,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.53,76.05,0,17.73

85,21:00-21:15,3.94,0,0,0,70.63,0,19.32,0,63.92,19.62,32.08,0,0,44.99,0,20.96,0,15,42.15,44.22,4.32,4.01,153.34,0,16.56,0,30.16,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,11.57,0,2.89,1.62,0,0,0,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.59,76.05,0,17.73

86,21:15-21:30,3.94,0,0,0,70.63,0,19.32,0,63.92,19.62,32.08,0,0,44.99,0,20.96,0,15,42.15,44.22,4.32,4.01,153.34,0,16.56,0,30.16,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,11.57,0,2.89,1.62,0,0,0,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.53,76.05,0,17.73

87,21:30-21:45,3.94,0,0,0,70.63,0,19.32,0,63.92,19.62,32.08,0,0,44.99,0,20.96,0,15,42.15,44.22,4.32,4.01,153.34,0,16.56,0,30.16,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,11.57,0,2.89,1.62,0,0,0,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,7.85,76.05,0,17.73

88,21:45-22:00,3.94,0,0,0,70.63,0,19.32,0,63.92,19.62,32.08,0,0,44.99,0,20.96,0,15,42.15,44.22,4.32,4.01,153.34,0,16.56,0,30.16,97.79,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,11.57,0,2.89,1.62,0,0,2.2,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,8.02,76.69,0,17.73

89,22:00-22:15,3.94,0,0,0,70.63,0,32.2,0,63.92,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,16.56,0,30.75,97.79,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,461.81,0,7.55,76.9,0,17.73

90,22:15-22:30,3.94,0,0,0,70.63,0,32.2,0,63.92,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,16.56,0,30.75,99.17,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,461.81,0,7.64,76.9,0,17.73

91,22:30-22:45,15.46,0,0,0,70.63,0,32.2,0,51.13,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,50.34,0,30.75,99.17,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,461.81,0,6.44,76.9,0,17.73

92,22:45-23:00,15.46,0,0,0,70.63,0,32.2,0,51.13,19.62,33.74,0,0,44.99,0,20.96,0,15,42.15,45.65,4.32,4.01,153.34,0,50.34,0,30.75,99.17,41.42,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,17.37,0,2.89,1.62,0,0,19.56,685.78,44.92,98.87,3.29,59.94,58.1,10.37,0,0,0,55.08,461.81,0,6.41,76.9,0,17.73

93,23:00-23:15,15.46,0,0,0,70.63,0,21.46,0,51.13,19.62,32.08,0,0,44.99,0,20.96,0,15,28.1,44.22,2.88,4.01,153.34,0,22.08,0,31.94,99.17,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,11.57,0,2.89,1.62,0,0,1.1,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.76,70.87,0,16.26

94,23:15-23:30,15.46,0,0,0,70.63,0,9.66,0,51.13,19.62,32.08,0,0,44.99,0,20.96,0,15,28.1,44.22,1.44,4.01,153.34,0,22.08,0,31.94,99.17,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,5.71,0,2.89,1.62,0,0,1.1,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.82,70.87,0,16.26

95,23:30-23:45,15.46,0,0,0,70.63,0,9.66,0,51.13,19.62,32.08,0,0,44.99,0,20.96,0,15,28.1,44.22,0.06,4.01,153.34,0,16.56,0,31.94,99.17,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,0,0,2.89,1.62,0,0,6.52,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.91,70.87,0,16.26

96,23:45-24:00,15.46,0,0,0,70.63,0,9.66,0,51.13,19.62,32.08,0,0,44.99,0,20.96,0,15,28.1,44.22,0,4.01,153.34,0,16.56,0,31.94,99.17,40.2,0,0,0,0,47.33,0,87.24,0,0,0,20.8,0,0,0,0,127.6,415.12,0,0,2.89,1.62,0,0,6.52,685.78,44.92,98.87,3.29,59.94,58.1,9.74,0,0,0,54.53,461.81,0,6.91,70.87,0,16.26

