Block,Time,CHAMERA2,NNTPP,SASAN,TALA,TALST2,TEHRI,VALLURNTECL,AURY_RF,DADRI_GF,BRBCL,KHSTPP-I,KISHANGANGA,KKNP,SEWA2,TANDA2,KGSU1AND2,KKNPPU2,KOTESHWR,KUDGI,NLCTS2EXP,RAMPUR,RIHAND2,RSTPSU1TO6,SIMHST1,UNCHAHAR1,ANTA_CRF,AURY_CRF,DADRI_CRF,FSTPP I & II,KOLDAM,NAPP,NLCEXP,PARBATI3,RAPPC,RSTPSU7,SINGRAULI,UNCHAHAR2,ANTA_LF,ANTA_RF,DADRI_LF,DULHASTI,JHAJJAR,NLCIIST2,RAPPB,URI2,BSIUL,NTPL,RIHAND3,TANAKPUR,TelanganaSTPP,ANTA_GF,CHAMERA1,CHAMERA3,DADRT2,DHAULIGNGA,KGSU3AND4,KHSTPP-II,NJPC,RIHAND1,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,UNCHAHAR4,URI,MAPS,NLCIIST1,SALAL,AURY_GF,AURY_LF,DADRI_RF
63,15:30-15:45,11.33,0,400.5,9.2,0,15.56,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,134.25,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,70.17,46,0,0,0,0,6.63,0,0,38.35,0,0,87.68

64,15:45-16:00,11.33,0,400.5,9.2,0,15.56,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,135.75,42.4,0,26.78,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,70.17,46,0,0,0,0,6.63,0,0,38.35,0,0,87.68

65,16:00-16:15,11.33,0,400.5,9.5,0,15.56,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,137.25,42.4,0,25.72,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,85.23,46,0,0,0,0,6.63,0,0,38.35,0,0,4.38

66,16:15-16:30,11.33,0,400.5,9.2,0,15.56,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,137.25,42.4,0,25.72,0,49.43,424.31,0,0,9.42,0,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,85.23,46,0,0,0,0,6.63,0,0,38.35,0,0,10.96

67,16:30-16:45,11.33,0,400.5,8.91,0,29.87,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,137.25,42.4,0,25.72,0,49.43,424.31,0,0,8.6,0,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,85.23,46,0,0,0,0,13.25,0,0,38.35,0,0,21.92

68,16:45-17:00,11.33,0,400.5,8.91,0,29.87,0,67.87,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,137.25,42.4,0,2.1,0,49.43,424.31,0,0,8.6,1.1,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,85.23,46,0,0,0,0,16.56,0,0,38.35,0,0,32.88

69,17:00-17:15,11.33,0,400.5,8.91,0,46.69,0,4.34,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,137.25,42.4,0,6.3,0,49.43,424.31,0,0,8.6,6.52,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,104.17,46,0,0,0,0,50.79,0,0,38.35,0,0,52.61

70,17:15-17:30,11.33,0,400.5,8.82,0,46.69,0,10.86,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,137.25,42.4,0,12.6,0,49.43,424.31,0,0,8.6,6.52,0,124.32,11.53,0,0,0,9.68,341.57,9.25,0,98.87,104.17,46,0,0,0,0,50.79,0,0,38.35,0,0,52.61

71,17:30-17:45,11.33,0,400.5,8.33,0,46.69,0,17.37,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,137.25,42.4,0,16.8,0,49.43,424.31,0,0,8.6,6.52,0,124.32,11.53,0,0,0,9.68,341.57,18.23,0,98.87,110.13,46,0,0,0,0,16.56,0,0,38.35,0,0,52.61

72,17:45-18:00,11.33,0,400.5,8.33,0,62.24,0,21.72,0,15,44.92,0,0,0,0,0,0,17.75,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,3.56,51.39,0,137.25,42.4,0,16.8,0,49.43,424.31,0,0,8.6,6.52,0,124.32,11.53,0,0,14.05,9.68,341.57,27.48,0,98.87,116.95,46,0,0,0,0,9.93,0,0,38.35,0,0,52.61

73,18:00-18:15,26.34,0,400.5,8.11,0,62.24,0,22.81,0,15,44.92,0,0,2.67,0,0,0,26.62,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,5.09,51.39,0,137.25,42.4,0,16.8,0,49.43,424.31,0,0,8.6,6.52,0,124.32,11.53,0,0,28.1,19.36,341.57,36.55,0,98.87,116.95,46,0,0,0,0,9.93,0,0,51.13,0,0,52.61

74,18:15-18:30,40.79,0,400.5,8.11,0,62.24,0,22.81,0,15,44.92,0,0,8,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,33.1,51.39,0,137.25,42.4,0,16.8,0,49.93,424.31,0,0,8.6,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,9.93,0,0,51.13,0,0,52.61

75,18:30-18:45,40.79,0,400.5,8.26,0,62.24,0,22.81,0,15,44.92,0,0,15.81,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,33.1,51.39,0,137.25,42.4,0,16.8,0,49.93,424.31,0,0,8.6,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,9.93,0,0,51.13,0,0,52.61

76,18:45-19:00,40.79,0,400.5,8.41,0,62.24,0,22.81,0,15,44.92,0,0,15.81,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,137.25,42.4,0,16.8,0,49.93,424.31,0,0,8.6,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,9.93,0,0,51.13,0,0,52.61

77,19:00-19:15,40.79,0,410.62,8.41,0,62.24,0,27.15,0,15,44.92,0,0,15.81,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,137.25,42.4,0,17.22,0,49.93,424.31,0,0,8.6,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,9.93,0,0,53.45,0,0,52.61

78,19:15-19:30,40.79,0,410.62,8.56,0,62.24,0,33.66,0,15,44.92,0,0,15.81,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,137.25,42.4,0,17.22,0,49.93,424.31,0,0,8.6,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,9.93,0,0,53.45,0,0,52.61

79,19:30-19:45,40.79,0,410.62,8.56,0,62.24,0,35.84,0,15,44.92,0,0,15.81,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,49.01,51.39,0,137.25,42.4,0,17.22,0,49.93,424.31,0,0,8.75,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,9.93,0,0,53.45,0,0,52.61

80,19:45-20:00,40.79,0,410.62,8.84,0,62.24,0,38.01,0,15,44.92,0,0,15.81,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,16.55,51.39,0,137.25,42.4,0,17.22,0,49.93,424.31,0,0,8.75,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,19.87,0,0,53.45,0,0,52.61

81,20:00-20:15,40.79,0,410.62,8.84,0,62.24,0,40.18,0,15,44.92,0,0,13.33,0,0,0,39.44,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,137.25,42.4,0,17.22,0,49.93,424.31,0,0,9.15,19.56,0,124.32,12.68,0,0,42.15,30.56,341.57,37.65,0,98.87,140.34,46,0,0,0,0,50.79,0,0,53.45,0,0,52.61

82,20:15-20:30,23.99,0,410.62,9.15,0,62.24,0,40.18,0,15,44.92,0,0,9.33,0,0,0,19.72,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,137.25,42.4,0,17.22,0,49.43,424.31,0,0,9.15,6.52,0,124.32,12.68,0,0,28.1,19.36,341.57,27.48,0,98.87,116.95,46,0,0,0,0,50.79,0,0,53.45,0,0,52.61

83,20:30-20:45,23.99,0,410.62,9.15,0,62.24,0,40.18,0,15,44.92,0,0,12,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,12.68,0,0,28.1,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,13.25,0,0,67.98,0,0,52.61

84,20:45-21:00,23.99,0,410.62,9.15,0,62.24,0,40.18,0,15,44.92,0,0,12,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,12.68,0,0,28.1,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,9.93,0,0,67.98,0,0,52.61

85,21:00-21:15,23.99,0,410.62,9.15,0,62.24,0,40.18,0,15,44.92,0,0,12,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,12.68,0,0,28.1,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,9.93,0,0,67.98,0,0,52.61

86,21:15-21:30,23.99,0,410.62,9.31,0,62.24,0,40.18,0,15,44.92,0,0,12,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,14,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,11.53,0,0,28.1,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,9.93,0,0,67.98,0,0,52.61

87,21:30-21:45,23.99,0,410.62,9.31,0,62.24,0,40.18,0,15,44.92,0,0,9.33,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,3.56,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,11.53,0,0,28.1,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,9.93,0,0,67.98,0,0,52.61

88,21:45-22:00,23.99,0,410.62,9.31,0,62.24,0,40.18,0,15,44.92,0,0,4.66,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,11.53,0,0,28.1,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,9.93,0,0,53.45,0,0,52.61

89,22:00-22:15,23.99,0,410.62,9.31,0,62.24,0,50.5,0,15,44.92,0,0,4.66,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,12.68,0,0,42.15,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,9.93,0,0,53.45,0,0,52.61

90,22:15-22:30,23.99,0,410.62,9.76,0,62.24,0,60.6,0,15,44.92,0,0,4.66,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,10.5,6.52,0,124.32,12.68,0,0,42.15,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,13.25,0,0,53.45,0,0,52.61

91,22:30-22:45,23.99,0,410.62,9.76,0,62.24,0,68.42,0,15,44.92,0,0,4.66,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,12.11,6.52,0,124.32,12.68,0,0,42.15,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,50.79,0,0,65.07,0,0,52.61

92,22:45-23:00,23.99,0,410.62,10.21,0,62.24,0,68.42,0,15,44.92,0,0,4.66,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,12.11,6.52,0,124.32,12.68,0,0,42.15,19.36,341.57,27.48,0,98.87,93.56,46,0,0,0,0,50.79,0,0,65.07,0,0,52.61

93,23:00-23:15,23.99,0,410.62,10.21,0,62.24,0,68.42,0,15,44.92,0,0,2.67,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,12.11,0,0,124.32,11.53,0,0,28.1,19.36,341.57,18.23,0,98.87,93.56,46,0,0,0,0,13.25,0,0,65.07,0,0,52.61

94,23:15-23:30,23.99,0,410.62,10.21,0,62.24,0,68.42,0,15,44.92,0,0,2.67,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,12.11,0,0,124.32,11.53,0,0,14.05,19.36,341.57,18.23,0,98.87,93.56,46,0,0,0,0,9.93,0,0,65.07,0,0,52.61

95,23:30-23:45,23.99,0,410.62,10.21,0,62.24,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,12.11,0,0,124.32,11.53,0,0,14.05,19.36,341.57,18.23,0,98.87,93.56,46,0,0,0,0,8.83,0,0,65.07,0,0,52.61

96,23:45-24:00,23.99,0,410.62,10.21,0,62.24,0,68.42,0,15,44.92,0,0,0,0,0,0,8.87,0,0,0,118.76,0,0,20.56,0,0,0,20.8,0,40.58,0,0,51.39,0,138.75,42.4,0,17.22,0,49.43,424.31,0,0,12.11,0,0,124.32,11.53,0,0,14.05,19.36,341.57,18.23,0,98.87,93.56,46,0,0,0,0,8.83,0,0,65.07,0,0,52.61

