Time,Block,NR/2024/18434/C,NR/2023/18183/A/3652,NR/2023/18074/A/3494,NR/2024/18285/A/3641,NR/2024/18432/C,NR/2023/18204/A/3513,NR/2024/18331/A/3654,WR/2023/20937/A/3648,WR/2023/20914/A/3639,NR/2024/18427/C,Total
,,SJVNL,MANIKARAN,ITCLH,HPXL,SJVNL,IEXL,MANIKARAN,MANIKARAN,APPCPL,NVVNL,Total

,,TELANGANA,DELHI,ANDHRA PRADESH,MP,UTTAR PRADESH,ANDHRA PRADESH,DELHI,DELHI,DELHI,NA,
,,NSLKSLWPRTY,BRPL,ITCWIND,MSPIL,BCMLB001,SNJSUGARLTDAP,BRPL,BRPL,BRPL,SOLAPUR_SOLAR,
,,DELHI,HIMACHAL PRADESH,DELHI,DELHI,DELHI,DELHI,HIMACHAL PRADESH,GOA,GOA,DELHI,
,,NDMC,HP,ITCLH,NDMC,NDMC,MES (Delhi),HP,GOA_Beneficiary,GOA_Beneficiary,MES (Delhi),
,,South-West-North,North-North,South-West-North,West-North,North-North,South-East-North,North-North,North-West,North-West,West-North,
1,00:00-00:15,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

2,00:15-00:30,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

3,00:30-00:45,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

4,00:45-01:00,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

5,01:00-01:15,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

6,01:15-01:30,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

7,01:30-01:45,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

8,01:45-02:00,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

9,02:00-02:15,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

10,02:15-02:30,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

11,02:30-02:45,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

12,02:45-03:00,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

13,03:00-03:15,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

14,03:15-03:30,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

15,03:30-03:45,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

16,03:45-04:00,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

17,04:00-04:15,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

18,04:15-04:30,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

19,04:30-04:45,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

20,04:45-05:00,0.000000,0.000000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.76

21,05:00-05:15,0.000000,0.000000,0.430000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.81

22,05:15-05:30,0.000000,0.000000,0.430000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.81

23,05:30-05:45,0.000000,0.000000,0.430000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.81

24,05:45-06:00,0.000000,0.000000,0.430000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,15.81

25,06:00-06:15,0.000000,158.480000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,174.24

26,06:15-06:30,0.000000,158.480000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,174.24

27,06:30-06:45,0.000000,158.480000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,174.24

28,06:45-07:00,0.000000,158.480000,0.380000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,174.24

29,07:00-07:15,0.000000,158.480000,0.530000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0,174.39

30,07:15-07:30,0.000000,158.480000,0.530000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0.16,174.55

31,07:30-07:45,0.000000,158.480000,0.530000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0.37,174.76

32,07:45:08:00,0.000000,158.480000,0.530000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,0.69,175.08

33,08:00-08:15,0.000000,158.480000,0.870000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,1.09,175.82

34,08:15-08:30,0.000000,158.480000,0.870000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,1.59,176.32

35,08:30-08:45,0.000000,158.480000,0.870000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,1.95,176.68

36,08:45:09:00,0.000000,158.480000,0.870000,9.610000,0.000000,5.770000,0.000000,0.000000,0.000000,2.48,177.21

37,09:00:09:15,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,2.94,177.67

38,09:15-09:30,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,3.48,178.21

39,09:30-09:45,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,3.99,178.72

40,09:45-10:00,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,4.54,179.27

41,10:00-10:15,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,4.91,179.64

42,10:15-10:30,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,5.3,180.03

43,10:30-10:45,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,5.66,180.39

44,10:45-11:00,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,6.01,180.74

45,11:00-11:15,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,6.32,181.05

46,11:15-11:30,0.000000,0.000000,0.870000,9.610000,0.000000,5.770000,158.480000,0.000000,0.000000,6.49,181.22

47,11:30-11:45,5.000000,0.000000,0.870000,9.610000,3.840000,5.770000,158.480000,0.000000,0.000000,6.85,190.42

