Block,Time,CHAMERA1,KHSTPP-II,KOLDAM,PARBATI2,RAPPD,SINGRAULI_HYDRO,TEHRI,TelanganaSTPP,KISHANGANGA,KKNPPU2,KOTESHWR,NLCEXP,NTPL,RAMPUR,SIMHST2,DADRI_LF,BRBCL,CHAMERA3,JHAJJAR,NNTPP,RAPPB,RAPPC,RSTPSU1TO6,SEWA2,TALA,DADRI_RF,BSIUL,FSTPP I & II,KHSTPP-I,MAPS,NLCIIST2,RSTPSU7,TANDA2,ANTA_CRF,AURY_RF,DADRT2,DULHASTI,KKNP,NLCIIST1,SALAL,SINGRAULI,UNCHAHAR3,URI2,DADRI_GF,DHAULIGNGA,KGSU3AND4,KUDGI,NAPP,SASAN,UNCHAHAR2,UNCHAHAR4,ANTA_RF,NLCTS2EXP,PARBATI3,UNCHAHAR1,VALLURNTECL,ANTA_GF,AURY_CRF,DADRI_CRF,CHAMERA2,KGSU1AND2,NJPC,RIHAND1,RIHAND2,RIHAND3,SIMHST1,TALST2,TANAKPUR,TEHRIPSP,URI,ANTA_LF,AURY_GF,AURY_LF
55,13:30-13:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.06,0,50.55,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

56,13:45-14:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,18.34,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.06,0,50.55,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

57,14:00-14:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.06,0,50.55,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,3.85,0,45.82,0,0,0

58,14:15-14:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.06,0,50.55,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,3.85,0,45.82,0,0,0

59,14:30-14:45,42.15,98.87,8.62,12.31,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.06,0,50.55,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,3.85,0,45.82,0,0,0

60,14:45-15:00,42.15,98.87,8.62,12.31,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,22.7,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,49.06,0,50.55,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

61,15:00-15:15,42.15,98.87,8.62,12.31,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.44,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.55,0,41.62,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

62,15:15-15:30,42.15,98.87,8.62,12.31,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.44,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.55,0,41.62,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

63,15:30-15:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.87,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.55,0,52.03,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

64,15:45-16:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.87,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.55,0,52.03,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

65,16:00-16:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.29,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.04,0,52.03,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

66,16:15-16:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.29,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.04,0,52.03,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

67,16:30-16:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.29,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.04,0,52.03,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

68,16:45-17:00,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,19.69,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,31.17,0,42.46,0,0,24.62,418.77,45,3.22,48.04,0,52.03,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

69,17:00-17:15,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.16,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,3.22,47.53,0,55.01,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

70,17:15-17:30,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,20.16,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,3.22,47.53,0,55.01,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

71,17:30-17:45,42.15,98.87,8.62,24.63,24.01,0,0,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,19.87,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,3.22,47.53,0,65.42,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

72,17:45-18:00,42.15,98.87,8.62,24.63,24.01,0,17.88,0,4.48,0,10.14,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,19.57,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,3.22,47.53,0,65.42,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

73,18:00-18:15,42.15,98.87,8.62,24.63,24.01,0,35.93,0,6.96,0,20.29,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,19.28,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,3.22,47.53,0,71.36,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

74,18:15-18:30,42.15,98.87,8.62,24.63,24.01,0,53.9,0,6.96,0,30.43,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,19.14,102.75,19.56,17.38,45.53,0,0,0,5.73,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,3.22,47.53,0,71.36,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,0,45.82,0,0,0

75,18:30-18:45,42.15,98.87,8.62,24.63,24.01,0,71.86,0,6.96,0,30.43,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,12.22,18.02,102.75,19.56,18.07,45.53,0,0,0,2.83,0,79.48,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,1.53,47.28,0,71.36,21.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,88.59,45.82,0,0,0

76,18:45-19:00,42.15,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,19.49,17.87,102.75,20.46,18.49,45.53,0,0,0,2.83,0,79.87,689.38,38.44,0,0,80.18,113.75,27.69,32.74,0,44.81,0,0,24.62,418.77,45,1.53,47.28,0,77.31,21.65,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,45.82,0,0,0

77,19:00-19:15,42.15,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,19.49,18.4,102.75,20.46,18.91,45.53,0,0,0,2.83,0,79.87,689.38,38.44,0,0,80.18,113.75,27.02,32.74,0,44.81,0,0,24.62,418.77,43.62,1.53,47.28,0,77.31,21.23,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,48.57,0,0,0

78,19:15-19:30,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,19.49,18.4,102.75,20.46,19.32,45.53,0,0,0,2.83,0,79.87,685.7,38.44,0,0,80.18,113.75,27.02,32.74,0,44.81,0,0,24.62,418.77,43.62,1.53,47.28,0,77.31,21.23,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,48.57,0,0,0

79,19:30-19:45,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,19.49,19.28,102.75,20.46,19.73,45.53,0,0,0,3.13,0,79.87,685.7,38.44,0,0,80.18,113.75,27.02,32.74,0,44.81,0,0,24.62,418.77,43.62,1.53,47.79,0,77.31,21.23,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,3.85,177.18,49.13,0,0,0

80,19:45-20:00,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,19.49,19.28,102.75,20.46,19.73,45.53,0,0,0,3.13,0,79.87,685.7,38.44,0,0,80.18,113.75,27.02,32.74,0,44.81,0,0,24.62,418.77,43.62,1.62,47.79,0,77.31,21.23,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,3.85,177.18,49.13,0,0,0

81,20:00-20:15,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,562.29,0,0,65.42,0,16.09,19.4,105.39,20.46,19.73,45.53,0,0,0,3.13,0,79.87,685.7,38.44,0,0,80.18,113.75,27.09,32.74,0,44.81,0,0,24.62,418.77,43.7,1.62,48.55,0,77.31,21.25,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,3.85,177.18,49.13,0,0,0

82,20:15-20:30,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,16.09,19.4,105.39,20.46,19.73,45.53,0,0,0,3.13,0,79.87,685.7,38.44,0,0,80.18,113.75,27.09,32.74,0,44.81,0,0,24.62,418.77,43.7,1.62,48.55,0,77.31,21.25,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,49.13,0,0,0

83,20:30-20:45,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,42.83,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,16.09,19.49,105.39,20.46,19.73,45.53,0,0,0,3.13,0,79.87,685.7,38.44,0,0,80.18,113.75,27.09,32.74,0,44.81,0,0,24.62,418.77,43.7,1.62,48.55,0,77.31,21.25,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,49.13,0,0,0

84,20:45-21:00,42.27,98.87,8.62,24.63,24.01,0,71.86,0,6.96,0,40.57,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,15.32,19.57,105.39,19.56,19.73,45.53,0,0,0,3.13,0,79.87,685.7,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,48.55,0,74.33,21.25,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,177.18,49.13,0,0,0

85,21:00-21:15,42.27,98.87,8.62,24.63,24.01,0,71.86,0,6.96,0,40.57,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,19.57,105.39,19.56,17.1,45.53,0,0,0,3.13,0,79.87,680.56,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,49.31,0,74.33,21.25,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,177.18,49.13,0,0,0

86,21:15-21:30,42.15,98.87,8.62,24.63,24.01,0,71.86,0,6.96,0,40.57,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,19.9,105.39,19.56,17.1,45.53,0,0,0,3.13,0,79.87,680.56,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,49.31,0,74.33,21.25,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,11.91,177.18,49.13,0,0,0

87,21:30-21:45,42.15,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,43.96,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,16.09,20.1,105.39,20.46,17.1,45.53,0,0,0,3.13,0,79.87,680.56,38.44,0,0,80.18,113.75,27.09,32.74,0,44.81,0,0,24.62,418.77,43.7,1.62,50.06,0,77.31,21.25,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,48.02,0,0,0

88,21:45-22:00,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,43.96,0,0,5.84,0,0,24.99,35.69,667.25,0,0,65.42,0,16.09,20.25,105.39,20.46,17.1,45.53,0,0,0,3.13,0,79.87,680.56,38.44,0,0,80.18,113.75,27.09,32.74,0,44.81,0,0,24.62,418.77,43.7,1.62,50.06,0,77.31,21.25,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,48.02,0,0,0

89,22:00-22:15,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,43.96,0,0,5.84,0,0,24.99,35.69,596.28,0,0,65.42,0,16.09,20.4,105.39,20.46,17.1,45.53,0,0,0,3.13,0,79.87,680.56,38.44,0,0,80.18,113.75,27.09,32.74,0,44.81,0,0,24.62,418.77,43.7,1.62,50.57,0,77.31,21.25,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,45.27,0,0,0

90,22:15-22:30,42.27,98.87,8.62,28.15,24.01,0,73.71,0,7.18,0,43.96,0,0,5.84,0,0,24.99,35.69,466.84,0,0,65.42,0,16.09,20.4,105.39,20.46,17.1,45.53,0,0,0,3.13,0,79.87,680.56,38.44,0,0,80.18,113.75,27.09,32.74,0,44.81,0,0,24.62,418.77,43.7,1.62,50.57,0,77.31,21.25,0,0,0,0,49.59,0,177.44,98.32,125.27,130.84,0,0,11.91,177.18,45.27,0,0,0

91,22:30-22:45,42.27,98.87,8.62,24.63,24.01,0,71.86,0,4.48,0,31.56,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,20.46,105.39,19.56,17.1,41.89,0,0,0,3.13,0,80.26,680.56,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,50.82,0,71.36,20.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,177.18,41.95,0,0,0

92,22:45-23:00,42.15,98.87,8.62,24.63,24.01,0,71.86,0,4.48,0,30.43,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,20.46,105.39,19.56,17.1,41.89,0,0,0,3.13,0,80.26,680.56,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,50.82,0,71.36,20.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,177.18,41.95,0,0,0

93,23:00-23:15,42.15,98.87,8.62,24.63,24.01,0,71.86,0,4.48,0,30.43,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,20.46,105.39,19.56,17.1,41.89,0,0,0,3.13,0,80.26,689.38,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,51.59,0,41.62,20.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,177.18,30.91,0,0,0

94,23:15-23:30,42.15,98.87,8.62,24.63,24.01,0,71.86,0,4.48,0,30.43,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,20.46,105.39,19.56,17.1,41.89,0,0,0,3.13,0,80.26,689.38,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,51.59,0,41.62,20.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,177.18,30.91,0,0,0

95,23:30-23:45,42.15,98.87,8.62,10.55,24.01,0,71.86,0,4.48,0,30.43,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,20.46,105.39,19.56,17.1,41.89,0,0,0,3.13,0,80.26,689.38,38.02,0,0,80.18,113.75,27.09,32.74,0,42.46,0,0,24.62,418.77,43.7,1.62,51.84,0,41.62,20.65,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,177.18,35.33,0,0,0

96,23:45-24:00,42.15,98.87,8.62,10.55,24.01,0,71.86,0,4.48,0,30.43,0,0,5.7,0,0,24.99,33.94,667.25,0,0,65.42,0,16.09,20.46,105.39,19.56,17.1,41.89,0,0,0,3.13,0,80.26,689.38,38.02,0,0,80.18,113.75,27.69,32.74,0,42.46,0,0,24.62,418.77,45,1.62,51.84,0,41.62,21.05,0,0,0,0,47.12,0,175.79,98.32,125.27,130.84,0,0,9.86,177.18,35.33,0,0,0

