Block,Time,KOLDAM,TANDA2,DULHASTI,DADRT2,KISHANGANGA,DADRI_CRF,RAMPUR,JHAJJAR,UNCHAHAR2,URI,KOTESHWR,SINGRAULI,UNCHAHAR3,RIHAND1,RAPPB,TEHRI,DADRI_RF,ANTA_RF,NJPC,PARBATI3,URI2,TANAKPUR,SEWA2,UNCHAHAR1,NAPP,SALAL,ANTA_LF,CHAMERA2,DADRI_LF,CHAMERA1,DADRI_GF,ANTA_GF,RIHAND2,ANTA_CRF,UNCHAHAR4,AURY_RF,BSIUL,AURY_CRF,CHAMERA3,AURY_GF,RIHAND3,AURY_LF,SINGRAULI_HYDRO,RAPPC,DHAULIGNGA,FSTPP I & II,SASAN,BRBCL,KHSTPP-II,TALA,KHSTPP-I,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0.000000,1.347466,50.297624,202.745236,1.408975,0.000000,0.437072,519.261120,41.650875,47.531340,16.338077,137.385000,25.849458,76.548600,0.000000,25.419974,0.000000,0.000000,38.344792,3.239179,33.318818,1.115431,16.049726,20.458755,41.077987,82.181578,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,72.367549,0.000000,0.783675,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,19.954881,405.159975,11.164466,142.721246,0.000000,44.891110,136.06,0,0,0,0,0

11,02:30-02:45,0.000000,1.347466,50.297624,174.292126,1.408975,0.000000,0.437072,519.261120,41.650875,47.531340,16.338077,137.385000,15.403858,76.548600,0.000000,25.419974,0.000000,0.000000,38.344792,3.239179,33.318818,1.115431,16.049726,11.832525,41.077987,82.181578,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.783675,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,19.954881,405.159975,11.164466,142.721246,0.000000,44.891110,136.06,0,0,0,0,0

12,02:45-03:00,0.000000,1.347466,50.297624,174.292126,1.408975,0.000000,0.437072,519.261120,41.650875,47.531340,16.338077,137.385000,15.403858,76.548600,0.000000,25.419974,0.000000,0.000000,38.344792,3.239179,33.318818,1.115431,16.049726,11.832525,41.077987,82.181578,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.783675,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,19.954881,405.159975,11.164466,142.721246,0.000000,44.891110,136.06,0,0,0,0,0

13,03:00-03:15,0.000000,1.347466,50.297624,174.292126,1.408975,0.000000,0.437072,513.456120,33.524205,47.531340,16.338077,137.385000,13.148018,76.548600,0.000000,25.419974,0.000000,0.000000,38.344792,3.239179,32.772608,1.115431,16.049726,11.152579,41.077987,82.181578,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.358244,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

14,03:15-03:30,0.000000,1.347466,50.297624,174.292126,1.408975,0.000000,0.437072,513.456120,32.739426,47.531340,16.338077,137.385000,13.148018,76.548600,0.000000,25.419974,0.000000,0.000000,38.344792,3.239179,32.772608,1.115431,16.049726,11.152579,41.077987,82.181578,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.358244,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

15,03:30-03:45,0.000000,1.347466,50.297624,174.292126,1.408975,0.000000,0.655608,513.456120,32.739426,47.531340,16.338077,137.385000,13.623100,76.548600,0.000000,25.419974,0.000000,0.000000,57.517188,3.239179,32.772608,1.115431,16.049726,11.578815,41.077987,82.181578,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

16,03:45-04:00,0.000000,1.347466,50.297624,174.292126,1.408975,0.000000,0.655608,416.706120,32.739426,47.531340,16.338077,137.385000,14.143904,76.548600,0.000000,16.946649,0.000000,0.000000,57.517188,3.239179,32.772608,1.115431,16.049726,12.596753,41.077987,79.258568,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

17,04:00-04:15,0.000000,1.347466,50.297624,232.200000,1.408975,0.000000,0.655608,319.275000,32.739426,47.531340,8.169039,137.385000,14.138528,76.548600,0.000000,16.946649,0.000000,0.000000,57.517188,3.239179,32.772608,1.115431,16.049726,12.596753,41.077987,79.258568,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

18,04:15-04:30,0.000000,1.347466,50.297624,232.200000,1.408975,0.000000,0.655608,280.575000,32.739426,47.531340,8.169039,137.385000,13.580219,76.548600,0.000000,8.408145,0.000000,0.000000,57.517188,3.239179,32.772608,1.115431,16.049726,10.938156,41.077987,79.258568,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

19,04:30-04:45,0.000000,1.347466,50.297624,232.342126,1.408975,0.000000,0.655608,281.256120,32.739426,47.531340,8.169039,137.385000,13.987528,76.548600,0.000000,0.000000,0.000000,0.000000,57.517188,0.000000,32.772608,1.115431,16.049726,11.615669,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

20,04:45-05:00,0.000000,1.347466,50.297624,232.342126,1.408975,0.000000,0.655608,281.256120,32.739426,47.531340,8.169039,137.385000,13.987528,76.548600,0.000000,0.000000,0.000000,0.000000,57.517188,0.000000,32.772608,1.115431,16.049726,11.615669,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

21,05:00-05:15,0.000000,1.347466,50.297624,232.342126,1.408975,0.000000,0.655608,281.256120,32.739426,51.269760,0.000000,137.385000,13.987528,76.548600,0.000000,0.000000,0.000000,0.000000,57.517188,3.239179,32.772608,1.115431,16.049726,11.615669,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

22,05:15-05:30,0.000000,1.347466,50.297624,232.342126,1.408975,0.000000,0.655608,281.256120,32.739426,51.269760,0.000000,137.385000,13.987528,76.548600,0.000000,0.000000,0.000000,0.000000,57.517188,7.774032,32.772608,1.115431,16.049726,11.615669,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387334,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

23,05:30-05:45,0.587543,1.347466,50.297624,173.034376,1.408975,0.000000,0.655608,227.511592,32.739426,47.531340,0.000000,137.385000,13.627811,76.548600,0.000000,0.000000,0.000000,0.000000,57.517188,50.660769,32.772608,1.115431,16.049726,11.067249,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387691,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

24,05:45-06:00,1.175086,1.347466,50.297624,173.034376,1.408975,0.000000,0.655608,227.511592,32.739426,47.531340,0.000000,137.385000,13.627811,76.548600,0.000000,0.000000,0.000000,0.000000,57.517188,50.660769,32.772608,1.115431,16.049726,11.067249,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.387691,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,14.149881,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

25,06:00-06:15,0.949565,1.347466,50.297624,173.034376,1.408975,0.000000,0.764876,227.511592,22.091411,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,67.103386,50.660769,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.358665,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,9.930904,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

26,06:15-06:30,0.949565,1.347466,50.297624,173.034376,1.408975,0.000000,0.764876,227.511592,22.091411,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,67.103386,50.660769,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.358665,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,9.930904,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

27,06:30-06:45,1.762630,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,22.508387,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,50.660769,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,9.930904,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

28,06:45-07:00,1.762630,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,22.508387,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,50.660769,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,9.930904,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

29,07:00-07:15,1.762630,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,6.478359,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,9.930904,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

30,07:15-07:30,1.762630,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,3.239179,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,9.930904,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

31,07:30-07:45,1.762630,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,9.930904,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

32,07:45:08:00,1.762630,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,12.681603,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,4.837500,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

33,08:00-08:15,1.175086,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,4.837500,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

34,08:15-08:30,1.175086,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.611938,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,9.260571,4.837500,405.159975,11.164466,60.442628,0.000000,21.079406,136.06,0,0,0,0,0

35,08:30-08:45,0.587543,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.534239,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,4.837500,405.159975,11.164466,41.602500,0.000000,14.512500,136.06,0,0,0,0,0

36,08:45:09:00,0.587543,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.534239,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,4.837500,405.159975,11.164466,41.602500,0.000000,14.512500,136.06,0,0,0,0,0

37,09:00:09:15,0.587543,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,47.531340,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.534239,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,4.837500,405.159975,11.164466,41.283225,0.000000,14.357700,136.06,0,0,0,0,0

38,09:15-09:30,0.575674,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,51.269760,0.000000,137.385000,13.103594,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,10.534239,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,6.340802,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,4.837500,405.159975,11.164466,41.283225,0.000000,14.357700,136.06,0,0,0,0,0

39,09:30-09:45,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.870242,227.511592,21.833268,51.269760,0.000000,137.385000,13.154790,76.548600,0.000000,0.000000,0.000000,0.000000,76.689584,0.000000,32.772608,1.115431,16.049726,11.166822,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.364461,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,4.837500,405.159975,11.164466,72.032545,0.000000,23.445621,136.06,0,0,0,0,0

40,09:45-10:00,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.710242,227.511592,21.736344,47.531340,0.000000,137.385000,13.085223,76.548600,0.000000,0.000000,0.000000,0.000000,62.310288,0.000000,32.772608,1.115431,16.049726,11.166822,41.077987,78.696450,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.358665,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,9.930904,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

41,10:00-10:15,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.456585,227.511592,22.613057,47.531340,0.000000,137.385000,13.085223,76.548600,0.000000,0.000000,0.000000,0.000000,40.262032,0.000000,32.772608,1.115431,16.049726,11.166822,41.077987,79.820685,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.367495,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,9.930904,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

42,10:15-10:30,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.218536,227.511592,22.613057,47.531340,0.000000,137.385000,13.085223,76.548600,0.000000,0.000000,0.000000,0.000000,19.172396,0.000000,32.772608,1.115431,16.049726,11.166822,41.077987,79.820685,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.367495,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,9.930904,405.159975,11.164466,94.551550,0.000000,30.012527,136.06,0,0,0,0,0

43,10:30-10:45,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.218536,227.511592,22.613057,51.269760,0.000000,137.385000,13.085223,76.548600,0.000000,0.000000,0.000000,0.000000,19.172396,0.000000,32.772608,9.171320,16.049726,11.166822,41.077987,51.714810,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.367495,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,9.930904,405.159975,11.164466,94.551550,0.000000,30.012527,112.23,0,0,0,0,0

44,10:45-11:00,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.000000,227.511592,22.613057,51.269760,0.000000,137.385000,13.085223,76.548600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.772608,9.171320,16.049726,11.166822,41.077987,51.714810,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.361798,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,9.930904,405.159975,11.164466,94.551550,0.000000,30.012527,113.20,0,0,0,0,0

45,11:00-11:15,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.000000,227.511592,22.613057,47.531340,0.000000,137.385000,13.085223,76.548600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.772608,9.171320,16.049726,11.166822,41.077987,51.714810,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.361798,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,15.837298,405.159975,11.164466,142.721246,0.000000,42.180574,90.94,0,0,0,0,0

46,11:15-11:30,0.000000,1.347466,50.297624,173.034376,1.408975,0.000000,0.000000,227.511592,22.613057,47.531340,0.000000,137.385000,13.085223,76.536700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.772608,9.171320,16.049726,11.166822,41.077987,51.714810,0.000000,40.503969,0.000000,40.778267,0.000000,0.000000,98.101114,0.000000,0.361798,0.000000,0.000000,0.000000,29.579950,0.000000,121.223193,0.000000,0.976585,54.329061,0.000000,15.837298,405.159975,11.164466,142.721246,0.000000,44.891110,91.91,0,0,0,0,0

