Block,Time,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,URI2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,SEWA2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,DULHASTI,RIHAND3,TEHRI,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
14,03:15-03:30,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,9.162171,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.276,338.625

15,03:30-03:45,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,9.162171,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,51.888,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.883,338.625

16,03:45-04:00,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,9.162171,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,51.888,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.883,338.625

17,04:00-04:15,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.883,338.625

18,04:15-04:30,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.883,338.625

19,04:30-04:45,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,37.497479,137.607462,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.883,338.625

20,04:45-05:00,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,37.497479,137.607462,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.883,338.625

21,05:00-05:15,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,37.497479,137.607462,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,8.792,20.73185,14.7,147.515625,41.883,338.625

22,05:15-05:30,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,68.802518,137.607462,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,10.4405,20.73185,14.7,147.515625,41.883,338.625

23,05:30-05:45,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,68.802518,140.665406,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,43.097,338.625

24,05:45-06:00,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,68.802518,140.665406,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,43.097,338.625

25,06:00-06:15,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,68.802518,141.429892,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,44.918,342

26,06:15-06:30,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,68.802518,141.429892,1.766682,119.5917,1.44175,42.66,19.6614,51.888,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,44.918,342

27,06:30-06:45,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,68.802518,141.429892,1.766682,119.5917,1.44175,42.66,19.6614,51.888,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,44.918,342

28,06:45-07:00,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,36.158284,141.429892,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.654888,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,44.918,342

29,07:00-07:15,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,33.479892,141.429892,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.096702,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,41.883,342

30,07:15-07:30,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,33.479892,141.429892,1.766682,119.5917,1.44175,42.66,19.6614,47.472,11.529,75.53,0,0,23.291574,65.216407,0,0,44.096702,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,41.883,342

31,07:30-07:45,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.248,75.53,0,0,23.291574,65.216407,0,0,44.096702,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,43.097,342

32,07:45:08:00,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.068766,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.248,75.53,0,0,23.291574,65.216407,0,0,43.538516,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,43.097,342

33,08:00-08:15,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.248,75.53,0,0,23.291574,65.216407,0,0,43.538516,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,43.097,342

34,08:15-08:30,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.248,75.53,0,0,23.291574,65.216407,0,0,43.538516,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,43.097,342

35,08:30-08:45,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,75.53,0,0,23.291574,65.216407,0,0,43.538516,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

36,08:45:09:00,41.864567,688.249014,30.573593,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,19.6614,47.472,10.8885,75.53,0,0,23.291574,65.216407,0,0,43.538516,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

37,09:00:09:15,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,75.53,0,0,24.456152,69.874722,0,0,42.98033,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

38,09:15-09:30,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,33.479892,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,75.53,0,0,24.456152,69.874722,0,0,42.98033,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

39,09:30-09:45,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,75.53,0,0,24.456152,69.874722,0,0,42.98033,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

40,09:45-10:00,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,75.53,0,0,24.456152,69.874722,0,0,42.98033,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

41,10:00-10:15,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,75.53,0,0,24.456152,69.874722,0,0,42.422143,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

42,10:15-10:30,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,75.53,0,0,24.456152,69.874722,0,0,42.422143,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

43,10:30-10:45,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,75.53,0,0,24.456152,69.874722,0,0,42.422143,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

44,10:45-11:00,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,8.237513,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,51.888,11.529,75.53,0,0,24.456152,69.874722,0,0,42.422143,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

45,11:00-11:15,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,6.178134,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,51.888,11.529,53.452,0,0,24.456152,69.874722,0,0,42.422143,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

46,11:15-11:30,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,6.178134,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,53.452,0,0,24.456152,69.874722,0,0,41.305771,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

47,11:30-11:45,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,6.178134,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,53.452,0,0,24.456152,69.874722,0,0,41.305771,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

48,11:45-12:00,41.864567,688.249014,30.944661,38.375382,33.467015,43.050737,21.619792,0.814833,26.717787,16.588865,160.017672,93.324175,2.184458,55.603538,41.5521,657.89409,6.178134,1.029182,51.987209,125.295291,0,2.680619,20.087936,142.003256,1.766682,119.5917,1.44175,42.66,13.1076,47.472,11.529,53.452,0,0,24.456152,69.874722,0,0,41.305771,0,0,0,70.841032,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,26.46,147.515625,46.39908,342

