Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,NLCIIST1,NLCIIST2,NLCTS2EXP,CHAMERA3,DADRT2,CHAMERA2,NJPC,NAPP,NLCEXP,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,JHAJJAR,KHSTPP-I,KGSU1AND2,KOLDAM,KUDGI,MAPS,KKNPPU2,KOTESHWR,ANTA_GF,AURY_CRF,AURY_RF,DADRI_RF,ANTA_CRF,AURY_LF,ANTA_RF,DADRI_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,TANAKPUR,TALA,TEHRI,TANDA2,TALST2,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,NNTPP,SASAN,RIHAND1,SIMHST1,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,SIMHST2,RAPPC,RSTPSU7,SALAL,SEWA2,SINGRAULI,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,29.3,17.95,52.85,0,0,0,10.36,288.63,13.02,90.25,43.94,0,14.54,0,6.32,0,42.69,0,0,436.56,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,19.02,17.13,20.31,0,0,405.87,45.87,0,1.94,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

58,14:15-14:30,29.3,17.95,52.85,0,0,0,10.36,288.63,13.02,90.25,43.94,0,14.54,0,6.32,0,42.69,0,0,436.56,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.97,0,2.71,0,1.57,14.32,0,0,19.02,17.13,20.31,0,0,405.87,45.87,0,1.94,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

59,14:30-14:45,29.3,19.74,52.85,0,0,0,10.36,288.63,13.02,99.08,43.94,0,14.54,0,0,0,42.69,0,0,490.87,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.83,17.17,2.71,0,1.57,14.32,0,0,19.02,26.75,20.31,0,0,405.87,45.87,0,2.13,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

60,14:45-15:00,29.3,20.16,52.85,0,0,0,10.36,288.63,13.02,99.08,43.94,0,14.54,0,0,0,42.69,0,0,547.05,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.83,35.88,2.71,0,1.57,14.32,0,0,19.02,26.75,20.31,0,0,405.87,45.87,0,2.13,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

61,15:00-15:15,29.3,20.16,52.85,0,0,0,10.36,288.63,13.02,123.84,43.94,0,14.54,0,0,0,42.69,0,0,576.12,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.21,35.88,2.71,0,1.57,14.32,0,0,19.02,26.75,20.31,0,0,405.87,45.87,0,2.66,0,0,0,58.67,0,37.17,0,117.02,0,123.67,0,0,117.96,0,0,0,0,0

62,15:15-15:30,29.3,20.16,52.85,0,0,0,10.36,288.63,13.02,123.84,43.94,0,14.54,0,0,0,42.69,0,0,585.81,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.21,35.88,2.71,0,1.57,14.32,0,0,19.02,26.75,20.31,0,0,405.87,45.87,0,2.66,0,0,0,58.67,0,37.17,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

63,15:30-15:45,29.3,20.16,52.85,0,0,0,10.36,288.63,13.02,123.84,43.94,0,14.54,0,0,0,42.69,0,0,595.51,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.21,55.35,2.71,0,1.57,14.32,0,0,19.02,32.1,20.31,0,0,405.87,45.87,0,2.66,0,0,0,58.67,0,37.17,0,117.02,0,123.67,14.98,0,117.96,0,0,0,0,0

64,15:45-16:00,29.3,20.16,52.85,0,0,0,10.36,288.63,13.02,123.84,43.94,0,14.54,0,0,0,42.69,0,0,632.4,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.21,55.35,2.71,0,1.57,14.32,0,0,19.02,32.1,20.31,0,0,405.87,45.87,0,2.66,0,0,0,58.67,0,37.17,0,117.02,0,123.67,14.98,0,117.96,0,0,0,0,0

65,16:00-16:15,29.3,20.16,52.85,0,0,0,20.71,288.63,13.02,148.62,43.94,0,14.54,0,0,0,42.69,0,0,611.01,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.21,57.85,2.71,0,1.57,17.18,0,0,19.02,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,37.17,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

66,16:15-16:30,29.3,20.16,52.85,0,0,0,20.71,327.4,21.69,148.62,43.94,0,14.54,0,0,0,42.69,0,0,528.03,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,10.21,74.53,2.71,0,1.57,17.18,0,0,19.02,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,37.17,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

67,16:30-16:45,29.3,20.16,52.85,0,0,0,20.71,327.4,21.69,148.62,43.94,0,14.54,0,0,0,42.69,0,0,557.11,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.8,74.53,2.71,0,1.57,17.18,0,0,19.02,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,37.17,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

68,16:45-17:00,29.3,20.16,52.85,0,0,0,20.71,327.4,21.69,148.62,43.94,0,14.54,0,0,0,42.69,0,0,576.49,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.8,74.53,2.71,0,1.57,17.18,0,0,19.02,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,37.17,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

69,17:00-17:15,38.96,20.16,52.85,0,0,0,20.71,328.78,21.69,148.62,43.94,0,14.54,0,0,0,42.69,0,0,464.62,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.8,74.53,2.71,0,1.57,17.18,0,0,19.02,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

70,17:15-17:30,38.96,20.16,52.85,0,0,0,20.71,328.78,21.69,148.62,43.94,0,14.54,13.62,0,0,42.69,0,0,466.97,43.54,0,2.36,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.61,74.53,2.71,0,1.57,17.18,0,0,19.02,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

71,17:30-17:45,38.96,20.16,52.85,0,0,0,20.71,332.46,21.69,148.62,43.94,0,14.54,13.62,0,0,42.69,0,1.4,466.97,43.54,0,2.36,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.27,74.53,2.71,0,1.57,17.18,0,0,18.38,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

72,17:45-18:00,38.96,20.16,52.85,0,0,0,20.71,332.46,21.69,148.62,43.94,0,14.54,27.23,18.96,0,42.69,0,1.4,466.97,43.54,0,3.53,0,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.03,74.53,2.71,0,1.57,17.18,0,0,18.38,19.26,20.31,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,0,117.02,0,123.67,3.82,0,117.96,0,0,0,0,0

73,18:00-18:15,38.96,20.16,52.85,0,0,0,20.71,332.46,26.02,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,1.4,466.97,43.54,0,3.53,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.75,74.53,2.71,0,1.57,17.18,0,0,18.38,16.05,17.2,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,4.96,121.58,0,123.67,5.45,0,117.96,0,0,0,0,0

74,18:15-18:30,38.96,20.16,52.85,0,0,0,31.07,332.46,26.02,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,2.79,466.97,43.54,0,3.89,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,7.46,74.53,2.71,0,1.57,17.18,0,0,18.38,16.05,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,10.5,122.3,0,123.67,35.41,0,117.96,0,0,0,0,0

75,18:30-18:45,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,7.52,74.53,2.71,0,1.57,17.18,0,0,18.38,48.79,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,35.41,0,117.96,0,0,0,0,0

76,18:45-19:00,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,7.5,74.53,2.71,0,1.57,17.18,0,0,18.39,48.79,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,35.41,0,117.96,0,0,0,0,0

77,19:00-19:15,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,7.64,74.53,2.71,0,1.57,17.18,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,35.41,0,117.96,0,0,0,0,0

78,19:15-19:30,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,7.92,74.53,2.71,0,1.57,17.18,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,52.44,0,117.96,0,0,0,0,0

79,19:30-19:45,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,8.11,74.53,2.71,0,1.57,17.18,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,52.44,0,117.96,0,0,0,0,0

80,19:45-20:00,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,8.3,74.53,2.71,0,1.57,17.18,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,8.17,0,117.96,0,0,0,0,0

81,20:00-20:15,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,8.46,74.53,2.71,0,1.57,17.18,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

82,20:15-20:30,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,466.97,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,12.29,8.37,74.53,2.71,0,1.57,17.18,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

83,20:30-20:45,38.96,20.16,52.85,0,0,0,31.09,332.46,42.86,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.43,74.53,2.71,0,1.57,17.18,0,0,18.39,26.75,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

84,20:45-21:00,38.96,20.16,52.85,0,0,0,31.09,332.46,42.86,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.43,74.53,2.71,0,1.57,17.18,0,0,18.39,26.75,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

85,21:00-21:15,38.96,20.16,52.85,0,0,0,31.09,332.46,42.86,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.89,74.53,2.71,0,1.57,17.18,0,0,18.39,32.1,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

86,21:15-21:30,38.96,20.16,52.85,0,0,0,31.09,332.46,42.86,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,8.92,74.53,2.71,0,1.57,17.18,0,0,18.39,32.1,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,49.56,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

87,21:30-21:45,38.96,20.16,52.85,0,0,0,31.09,332.46,42.86,148.62,43.94,0,14.54,40.85,1.07,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.18,74.53,2.71,0,1.57,17.18,0,0,18.39,32.1,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

88,21:45-22:00,38.96,20.16,52.85,0,0,0,31.09,332.46,42.86,148.62,43.94,0,14.54,40.85,2.13,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,11.42,9.21,74.53,2.71,0,1.57,17.18,0,0,18.39,32.1,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

89,22:00-22:15,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,10.3,9.26,74.53,2.71,0,1.57,17.18,0,0,18.39,48.79,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

90,22:15-22:30,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,42.69,0,4.19,515.43,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,10.3,9.32,74.53,2.71,0,1.57,17.18,0,0,18.39,48.79,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

91,22:30-22:45,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,45.1,0,4.19,515.43,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,10.3,9.46,74.53,2.71,0,1.57,21.48,0,0,18.39,26.75,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

92,22:45-23:00,40.14,20.16,53.38,0,0,0,32.7,332.46,44.24,148.62,43.94,0,14.54,40.85,18.96,0,45.76,0,4.19,515.43,43.54,0,3.89,0,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,10.3,9.55,74.53,2.71,0,1.57,21.48,0,0,18.39,26.75,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,16.84,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

93,23:00-23:15,38.96,20.16,52.85,0,0,0,20.71,332.46,42.86,148.62,43.94,0,14.54,40.85,6.32,0,45.76,0,4.19,515.15,43.54,0,3.53,0,0,0,37.45,0,0,0,0,0,0,0,0,0,0,0,0,9.44,9.58,74.53,2.71,0,1.57,21.48,0,0,18.39,12.84,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,11.21,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

94,23:15-23:30,38.96,20.16,52.85,0,0,0,20.71,332.46,26.02,148.62,43.94,0,14.54,27.23,6.32,0,45.76,0,4.19,515.15,43.54,0,3.53,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,9.44,9.6,74.53,2.71,0,1.57,21.48,0,0,18.39,12.84,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,5.53,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

95,23:30-23:45,38.96,20.16,52.85,0,0,0,20.71,332.46,26.02,148.62,43.94,0,14.54,27.23,6.32,0,45.76,0,1.29,515.15,43.54,0,3.53,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,9.44,9.74,74.53,2.71,0,1.57,21.48,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,5.53,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

96,23:45-24:00,38.96,20.16,52.85,0,0,0,20.71,332.46,26.02,148.62,43.94,0,14.54,27.23,6.32,0,45.76,0,0,515.15,43.54,0,3.53,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,9.44,9.91,74.53,2.71,0,1.57,21.48,0,0,18.39,19.26,15.8,0,0,405.87,45.87,0,3.19,0,0,0,58.67,0,48.43,0,122.3,0,123.67,3.4,0,117.96,0,0,0,0,0

