Block,Time Block,PARBATI3,RAPPB,RAMPUR,SIMHST2,BRBCL,CHAMERA1,BSIUL,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KOLDAM,KUDGI,MAPS,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RAPPC,RIHAND3,RIHAND2,RIHAND1,RSTPSU7,SALAL,SEWA2,SASAN,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TelanganaSTPP,TEHRI,TANDA2,TANAKPUR,UNCHAHAR2,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,UNCHAHAR4,URI2,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,19.31,0,0,2.32,181.38,0,0,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,95.27,79.33,73.16,0,12.34,0,308.71,0,74.17,0,0,0,0,0,0,6.18,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,93.96,73.16,0,2.25,0,388.82,0,74.17,0,0,0,0,0,0,6.18,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,93.96,73.16,0,2.25,0,388.82,0,74.17,0,0,0,0,0,0,6.18,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,40.23,0,0,0,0,0,50.11,120.03,93.96,73.16,0,2.25,0,388.82,0,74.17,0,0,0,0,14.41,0,6.18,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,40.23,0,0,0,0,0,50.11,120.03,93.96,73.16,0,2.25,0,388.82,0,107.01,0,0,0,0,30.06,0,6.18,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,11.05,31.82,0,232.2,0,24.64,78.76,0,0,0,8.56,0,0,0,39.8,0,0,67.66,0,0,0,0,0,50.11,120.03,93.96,73.16,0,2.25,0,388.82,0,107.01,0,0,0,0,45.08,0,6.18,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,11.05,31.82,0,232.2,0,28.24,94.3,0,0,0,8.56,0,0,0,39.8,0,0,67.75,0,0,0,0,0,50.11,120.03,93.96,73.16,0,2.25,0,388.82,0,107.01,0,0,0,0,45.08,0,6.18,22.69,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,19.31,11.44,0,3.86,181.38,0,8.8,16.18,47.72,0,232.2,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,67.75,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.85,0,0,0,0,60.09,0,6.81,28.49,13.82,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,19.31,26.23,1.06,11.59,181.38,9.35,17.6,16.18,47.72,0,232.2,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,90.33,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,60.09,0,6.81,28.49,13.82,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,19.31,40.7,6.3,11.59,181.38,18.69,26.53,16.18,47.72,0,231.24,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,111.55,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,5.09,401.89,0,134.86,0,0,0,0,60.09,0,6.81,28.49,13.82,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,19.31,40.7,18.89,38.15,181.38,28.06,36.35,16.18,47.72,0,253.44,0,42.78,143.18,0,0,0,9.52,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,25.81,10.18,401.89,0,134.86,0,0,0,0,60.09,0,6.81,28.49,13.82,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,19.31,40.7,18.89,38.15,181.38,28.06,36.35,20.08,47.72,0,311.37,0,42.78,143.18,0,0,0,9.52,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,76.64,10.18,401.89,0,134.86,0,0,0,0,60.09,0,6.81,36.33,17.71,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,19.31,40.7,18.89,38.15,181.38,28.06,36.35,20.08,47.72,0,354.82,0,42.78,143.18,0,0,0,9.52,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,76.64,10.18,401.89,0,134.86,0,0,0,0,60.09,0,11.5,36.33,17.71,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,19.31,40.7,18.89,38.15,181.38,28.06,36.35,20.08,47.72,0,400.2,0,42.78,143.18,0,0,0,9.52,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,76.64,10.18,401.89,0,134.86,0,0,0,0,60.09,0,11.5,36.33,17.71,0,37.84,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,2.46,0,0,0,19.31,40.7,18.89,38.15,181.38,28.06,36.35,20.08,47.72,0,400.2,0,42.78,143.18,0,0,0,9.52,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,25.81,10.18,401.89,0,134.86,0,0,0,0,60.09,0,6.18,36.33,17.71,0,37.84,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,6.14,0,0,0,19.31,40.7,18.89,38.15,181.38,28.06,36.35,20.08,47.72,0,337.44,0,42.78,143.18,0,0,0,9.52,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,10.18,401.89,0,134.86,0,0,0,0,60.09,0,6.18,36.33,17.71,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,31.96,0,0,0,19.31,40.7,18.89,38.15,181.38,28.06,36.35,20.08,47.72,0,279.51,0,42.78,143.18,0,0,0,9.52,0,0,0,39.8,0,0,135.5,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,10.18,401.89,0,134.86,0,0,0,0,60.09,0,6.18,36.33,17.71,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,31.96,0,0,0,19.31,40.7,1.06,25.43,181.38,18.69,36.35,17.58,47.72,0,232.69,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,112.92,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,5.09,401.89,0,134.86,0,0,0,0,60.09,0,6.18,22.52,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,31.96,0,0,0,19.31,26.23,0,11.59,181.38,9.35,26.53,17.58,47.72,0,232.69,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,90.33,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,60.09,0,6.18,22.52,11.6,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,31.96,0,0,0,19.31,11.44,0,11.59,181.38,9.35,17.6,17.58,31.82,0,232.69,0,37.71,125.16,0,0,0,8.56,0,0,0,39.8,0,0,90.33,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,60.09,0,6.18,22.52,11.6,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,31.96,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,17.58,31.82,0,232.69,0,37.71,125.16,0,0,0,8.56,0,0,0,39.8,0,0,90.33,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,45.08,0,6.81,22.52,11.6,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,31.96,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,13.52,31.82,0,232.69,0,31.9,105.37,0,0,0,8.56,0,0,0,39.8,0,0,90.33,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,45.08,0,6.81,22.52,11.6,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,4.91,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,13.52,31.82,0,232.69,0,36.98,123.39,0,0,0,8.56,0,0,0,39.8,0,0,67.75,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,45.08,0,6.81,22.52,11.6,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,2.46,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,13.52,31.82,0,232.69,0,36.98,123.39,0,0,0,8.56,0,0,0,39.8,0,0,67.75,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,45.08,0,6.81,30.68,14.97,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,19.31,0,0,2.32,181.38,9.35,8.8,13.52,31.82,0,232.69,0,36.98,123.39,0,0,0,8.56,0,0,0,39.8,0,0,67.75,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,34.8,0,6.81,30.68,14.97,0,3.2,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,15.08,31.82,0,232.69,0,36.98,123.39,0,0,0,8.56,0,0,0,39.8,0,0,45.17,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,29.2,0,6.81,30.68,14.97,0,37.84,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,19.31,0,0,2.32,181.38,0,8.8,15.08,31.82,0,232.69,0,36.98,123.39,0,0,0,8.56,0,0,0,39.8,0,0,41.32,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,28.84,0,6.81,30.68,14.97,0,37.84,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,31.82,0,236.97,0,36.98,123.39,0,0,0,8.56,0,0,0,39.8,0,0,22.85,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,28.84,0,6.81,30.68,14.97,0,3.2,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,31.82,0,236.97,0,36.98,123.39,0,0,0,8.56,0,0,0,39.8,0,0,22.58,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,14.41,0,6.81,30.68,14.97,0,1.6,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,31.82,0,236.97,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,20.29,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,0,0,7.42,30.68,14.97,0,1.6,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,31.82,0,236.97,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,0,0,7.42,30.68,14.97,0,1.6,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,15.91,0,236.97,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,0,0,7.42,30.68,14.97,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,15.91,0,236.97,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,0,0,7.42,30.68,14.97,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,15.91,0,236.97,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,2.25,0,401.89,0,134.86,0,0,0,0,0,0,7.42,30.68,14.97,0,1.6,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,19.31,0,0,2.32,198.89,0,8.8,15.08,15.91,0,236.97,0,42.78,143.18,0,0,0,8.56,0,0,0,39.8,0,0,0,0,0,0,0,0,50.11,120.03,114.66,88.83,0,12.34,0,401.89,0,134.86,0,0,0,0,0,0,7.42,30.68,14.97,0,2.66,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

