Block,Time Block,KHSTPP-II,KKNP,KGSU3AND4,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KGSU1AND2,DADRT2,CHAMERA1,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,JHAJJAR,BRBCL,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,ANTA_CRF,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RIHAND1,RAPPC,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SINGRAULI,TALST2,SINGRAULI_HYDRO,TALA,NNTPP,NTPL,PARBATI2,PARBATI3,RAPPB,RAMPUR,NLCIIST1,NLCIIST2,NLCTS2EXP,KUDGI,MAPS,NLCEXP,NJPC,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,114.7,0,0,0,0,8.24,34.15,10.02,0,287.43,15.97,8.56,19.07,6.28,0,0,0,135.69,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,49.21,18.17,121.31,112.59,403.07,44.1,33.82,0,0,0,0,140.7,0,0.96,0.39,0,0,10.82,0,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

57,14:00-14:15,114.7,0,0,0,0,8.24,34.15,10.02,0,287.43,15.97,8.56,38.13,6.28,0,0,10.52,135.69,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,120.71,110.62,403.07,43.86,43.58,0,0,0,0,139.84,0,0.96,0.39,0,0,10.82,0,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

58,14:15-14:30,114.7,0,0,0,0,8.24,35.16,10.02,0,287.43,15.97,8.56,38.13,6.28,0,0,10.52,135.69,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,120.71,110.62,403.07,43.86,43.58,0,0,0,0,139.84,0,0.96,0.39,0,0,10.82,0,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

59,14:30-14:45,142.74,0,0,0,0,8.24,43.82,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,10.52,135.69,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.54,43.58,0,0,0,0,144.62,0,0.96,0.39,0,0,10.82,0,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

60,14:45-15:00,142.74,0,0,0,0,8.24,43.82,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,10.52,135.69,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.54,43.58,0,0,0,0,144.62,0,0.96,0.39,0,0,10.82,0,0,2.1,0,0,0,0,0,0,53.19,49.03,0,0,0,0,0

61,15:00-15:15,142.74,0,0,0,0,8.24,43.82,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,10.52,135.69,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,43.58,0,0,0,0,144.62,0,0.96,0.39,0,0,10.82,0,0,3.15,0,0,0,0,0,0,79.78,49.03,0,0,0,0,0

62,15:15-15:30,142.74,0,0,0,0,8.24,43.82,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,10.52,135.69,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.23,0,0,0,0,144.62,0,0.96,0.39,0,0,10.82,0,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

63,15:30-15:45,142.74,0,0,0,0,8.24,43.82,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,10.52,59.66,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.23,0,0,0,0,144.62,0,0.96,0.32,0,0,10.82,0,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

64,15:45-16:00,142.74,0,0,0,0,8.24,43.82,10.02,0,287.43,40.57,8.56,38.13,6.28,0,0,10.52,59.66,19.25,19.99,46.75,0,0,12.97,0,1.19,2.49,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.23,0,0,0,0,144.62,0,0.96,0.25,0,0,10.82,0,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

65,16:00-16:15,142.74,0,0,0,0,8.24,43.82,10.02,0,342.66,40.57,8.56,38.13,6.28,0,0,10.52,59.66,19.25,13.88,46.75,12.26,0,11.86,0,1.19,1.84,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.23,0,0,0,0,144.62,0,0.96,0.17,0,0,10.82,4.13,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

66,16:15-16:30,142.74,0,0,0,0,8.24,43.82,10.02,0,364.43,40.57,8.56,38.13,6.28,0,3.96,10.52,59.66,19.25,13.88,46.75,12.49,0,11.86,0,1.19,1.84,36.62,17.27,1.72,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.23,0,0,0,0,144.62,0,0.96,0.23,0,0,10.82,4.13,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

67,16:30-16:45,142.74,0,0,0,0,8.24,43.82,10.02,0,364.43,40.57,8.56,38.13,6.28,0,15.64,10.52,59.66,19.25,13.88,46.75,24.51,0,11.86,0,1.19,1.84,36.62,17.27,0.24,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.23,0,0,0,0,144.62,0,0.96,0,0,0,10.82,4.13,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

68,16:45-17:00,142.74,0,0,0,0,8.24,43.82,10.02,0,364.43,40.57,8.56,38.13,6.28,0,15.64,10.52,59.66,19.25,13.88,46.75,24.51,0,11.86,0,1.19,1.84,36.62,17.27,0.24,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,36.84,44.23,0,0,0,0,144.62,0,0.96,0,0,0,10.82,4.13,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

69,17:00-17:15,142.74,0,0,0,1.85,8.24,43.82,10.02,0,364.43,40.57,8.56,38.13,6.28,0,15.64,10.52,66.2,19.25,13.88,46.75,24.51,0,11.86,0,1.19,1.84,36.62,17.27,0.24,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,40.69,44.72,0,0,0,0,144.62,0,0.96,0,0,0,10.82,4.13,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

70,17:15-17:30,142.74,0,0,0,3.71,8.24,43.82,10.02,0,364.43,40.57,11.94,38.13,6.28,0,15.64,10.52,87.44,19.25,18.1,46.75,36.79,0,16.69,0,1.59,2.05,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.72,0,0,0,0,144.62,0,0.96,0,0,0,10.82,4.13,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

71,17:30-17:45,142.74,0,0,0,5.06,8.24,43.82,10.02,0,431.81,40.57,11.94,38.13,6.28,11.21,31.27,10.52,184.41,19.25,17.73,46.75,36.79,0,16.69,0,1.59,2.26,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.72,0,0,0,0,144.62,0,0.96,0,0,0,10.82,4.13,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

72,17:45-18:00,142.74,0,0,0,5.06,8.24,43.82,10.02,0,499.18,40.57,11.94,38.13,6.28,22.43,31.27,10.52,213.28,19.25,17.73,46.75,36.79,0,16.69,0,1.59,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,38.03,18.17,125.85,119.86,403.07,44.74,44.72,0,0,0,0,144.62,0,0.96,0,0,0,10.82,4.13,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

73,18:00-18:15,142.74,0,0,0,6.93,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,6.28,22.43,31.27,10.52,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,44.72,0,0,0,0,144.62,0,0.96,0,0,0,10.82,16.23,0,3.4,0,0,0,0,0,0,86.14,49.03,0,0,0,0,0

74,18:15-18:30,142.74,0,0,0,9.16,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,6.28,22.43,46.91,21.04,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,44.72,0,0,0,0,144.62,0,0.96,0,0,0,10.82,23.59,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

75,18:30-18:45,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,108.42,403.07,44.74,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

76,18:45-19:00,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,108.42,403.07,44.74,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

77,19:00-19:15,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,107.45,403.07,44.74,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

78,19:15-19:30,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,108.42,403.07,44.74,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

79,19:30-19:45,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,102.64,403.07,38.77,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

80,19:45-20:00,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,102.64,403.07,38.77,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

81,20:00-20:15,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,118.04,403.07,44.74,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

82,20:15-20:30,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,102.64,403.07,44.74,45.53,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

83,20:30-20:45,142.74,0,0,0,9.16,8.29,43.82,10.02,0,588.56,40.57,11.94,57.2,3.18,33.67,46.91,42.08,251.84,19.25,17.73,49.41,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,102.64,403.07,44.74,45.53,0,0,0,0,144.62,0,0.96,0,0,0,14.42,8.85,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

84,20:45-21:00,142.74,0,0,0,9.16,8.29,43.82,10.02,0,588.56,40.57,11.94,57.2,3.18,33.67,46.91,21.04,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,38.77,46.33,0,0,0,0,144.62,0,0.96,0,0,0,14.42,7.38,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

85,21:00-21:15,142.74,0,0,0,9.16,8.29,43.82,10.02,0,588.56,40.57,11.94,57.2,3.18,33.67,46.91,21.04,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,46.33,0,0,0,0,144.62,0,0.96,0,0,0,14.42,7.38,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

86,21:15-21:30,142.74,0,0,0,9.16,8.29,43.82,10.02,0,588.56,40.57,11.94,57.2,6.28,33.67,46.91,21.04,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,46.33,0,0,0,0,144.62,0,0.96,0,0,0,14.42,8.85,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

87,21:30-21:45,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,119.86,403.07,44.74,46.33,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

88,21:45-22:00,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,119.86,403.07,44.74,46.33,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

89,22:00-22:15,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,119.86,403.07,44.74,46.33,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

90,22:15-22:30,142.74,0,0,0,9.16,8.29,43.82,22.27,0,588.56,40.57,11.94,57.2,18.83,33.67,46.91,42.08,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,19.32,125.85,119.86,403.07,44.74,47.15,0,0,0,0,144.62,0,0.96,0,0,0,27.4,38.35,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

91,22:30-22:45,142.74,0,0,0,9.16,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,12.55,33.67,46.91,21.04,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,47.15,0,0,0,0,144.62,0,0.96,0,0,0,10.82,32.45,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

92,22:45-23:00,142.74,0,0,0,6.93,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,12.55,33.67,46.91,10.52,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,47.15,0,0,0,0,144.62,0,0.96,0,0,0,10.82,19.17,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

93,23:00-23:15,142.74,0,0,0,6.87,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,12.55,33.67,46.91,10.52,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,47.15,0,0,0,0,144.62,0,0.96,0,0,0,10.82,16.23,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

94,23:15-23:30,142.74,0,0,0,4.58,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,12.55,33.67,46.91,10.52,251.84,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,119.86,403.07,44.74,47.15,0,0,0,0,144.62,0,0.96,0,0,0,10.82,16.23,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

95,23:30-23:45,142.74,0,0,0,2.29,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,12.55,33.67,46.91,0,271.12,19.25,17.73,46.75,36.79,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,108.42,403.07,44.74,47.15,0,0,0,0,144.62,0,0.96,0,0,0,10.82,16.23,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

96,23:45-24:00,142.74,0,0,0,0,8.24,43.82,10.02,0,588.56,40.57,11.94,57.2,12.55,33.67,46.91,0,271.12,19.25,17.73,46.75,24.51,0,16.69,0,1.63,2.4,36.62,21.79,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50.32,18.17,125.85,108.42,403.07,44.74,47.15,0,0,0,0,144.62,0,0.96,0,0,0,10.82,16.23,0,4.14,0,0,0,0,0,0,106.39,49.03,0,0,0,0,0

