Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/30042024/PTC/OA/32001,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/16042024/31052024/IEX_240323_06618,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/05012040/L_NR_2020_02,NR/16042024/30042024/IEX_240323_06617,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12
34,08:15-08:30,34.730000,130.960000,41.000000,7.150000,4.030000,48.240000,25.110000,4.290000,0.000000,0.000000,100.500000,6.980000,231.530000,16.090000,25.740000,94.530000,25.110000,10.310000,3.710000,9.650000,6.980000,6.01,44.33,21.35,17.66,16,0,0,17.67,43,76.679282,34.47,44.33,88,53,30.66,25.52,22,30.67,37,0,30.67,106.73

35,08:30-08:45,34.730000,106.840000,41.000000,8.470000,4.030000,48.240000,25.110000,4.290000,0.000000,0.000000,100.500000,8.260000,192.940000,12.190000,25.740000,70.330000,25.110000,10.310000,3.710000,9.650000,8.260000,6.01,42.33,25.11,16.84,11.66,0,0,16.83,50,85.92444,43.75,42.33,105,50.5,31.66,29.13,25,31.67,45,0,31.67,125.57

36,08:45:09:00,34.730000,82.720000,41.000000,9.690000,4.030000,48.240000,25.110000,4.290000,0.000000,0.000000,100.500000,9.450000,165.930000,12.190000,26.240000,70.330000,25.110000,10.310000,3.710000,9.650000,9.450000,6.01,40.33,28.57,16.16,11,0,0,16.17,57,94.88708,49.15,40.33,123,48.5,31.66,32.44,29,31.67,52,0,31.67,142.83

37,09:00:09:15,34.730000,80.070000,41.000000,10.930000,3.880000,48.240000,25.110000,4.220000,0.000000,0.000000,86.820000,10.670000,165.930000,12.190000,26.240000,70.330000,25.110000,10.310000,3.620000,9.650000,10.670000,6.01,31.67,31.77,15.66,10.34,0,0,15.67,63,108.194652,57.23,31.67,140,47,31.66,35.52,31,31.67,60,0,31.67,158.87

38,09:15-09:30,34.730000,80.070000,41.000000,12.120000,3.880000,48.240000,25.110000,4.220000,0.000000,0.000000,86.820000,11.820000,165.930000,12.190000,26.240000,70.330000,25.110000,10.310000,3.620000,9.650000,11.820000,6.01,26.67,34.87,15.5,10,0,0,15.5,69,114.965342,64.08,26.67,154,46.5,31.66,38.21,34,31.67,66,0,31.67,174.36

39,09:30-09:45,34.730000,80.070000,41.000000,13.040000,3.880000,48.240000,25.110000,4.220000,0.000000,0.000000,86.820000,12.720000,165.930000,12.190000,27.250000,70.330000,25.110000,10.310000,3.620000,9.650000,12.720000,6.01,30,37.91,10.66,10,0,0,10.67,75,120.781316,68.86,30,158,32,31.66,40.84,37,31.67,67,0,31.67,189.55

40,09:45-10:00,34.730000,80.070000,41.000000,13.970000,3.880000,48.240000,25.110000,4.220000,0.000000,0.000000,86.820000,13.630000,192.940000,12.190000,27.250000,70.330000,25.110000,10.310000,3.620000,9.650000,13.630000,6.01,30,40.8,10.5,10,0,0,10.5,80,125.360056,74.62,30,168,31.5,31.56,43.04,40,31.57,72,0,31.57,204.02

41,10:00-10:15,34.730000,80.070000,41.000000,14.760000,3.880000,48.240000,25.110000,4.140000,0.000000,0.000000,86.820000,14.400000,192.940000,12.190000,27.250000,70.330000,25.110000,10.230000,3.620000,9.650000,14.400000,6.01,49.33,45.99,15.66,17,0,0,15.67,83,129.295824,79.52,49.33,179,47,31.56,44,42,31.57,76,0,31.57,229.94

42,10:15-10:30,34.730000,80.070000,41.000000,15.450000,3.880000,48.240000,25.110000,4.140000,0.000000,0.000000,82.000000,15.070000,192.940000,12.190000,27.250000,70.330000,25.110000,10.230000,3.620000,9.650000,15.070000,6.01,50,47,16,18,0,0,16,88,132.910106,83.13,50,182,48,31.56,44.8,44,31.57,78,0,31.57,235

43,10:30-10:45,34.730000,80.070000,41.000000,16.140000,4.110000,48.240000,25.110000,4.140000,0.000000,0.000000,82.000000,15.750000,231.530000,12.190000,27.250000,70.330000,25.110000,10.230000,3.620000,9.650000,15.750000,6.01,45,47,16.66,15,0,0,16.67,92,137.31349,86.95,45,189,50,31.56,45,46,31.57,81,0,31.57,235

44,10:45-11:00,34.730000,80.070000,41.000000,16.590000,4.110000,48.240000,25.110000,4.140000,0.000000,0.000000,82.000000,16.180000,231.530000,12.190000,27.250000,70.330000,25.110000,10.230000,3.620000,9.650000,16.180000,6.01,45.33,47,17.16,15,0,0,17.17,93,139.222922,90.7,45.33,189,51.5,31.56,45.5,47,31.57,81,0,31.57,235

45,11:00-11:15,34.730000,80.070000,41.000000,16.810000,4.110000,48.240000,25.110000,0.000000,0.000000,0.000000,82.000000,16.400000,272.770000,12.190000,27.250000,70.330000,25.110000,10.130000,3.620000,9.650000,16.400000,6.01,55,47,20.84,15.66,0,0,20.83,94,141.268742,91.15,55,193,62.5,31.24,46,47,31.23,82,0,31.23,235

46,11:15-11:30,34.730000,80.070000,41.000000,16.810000,4.110000,48.240000,25.110000,0.000000,0.000000,0.000000,82.000000,16.400000,272.770000,12.190000,27.250000,70.330000,25.110000,10.130000,3.620000,9.650000,16.400000,6.01,55.33,47,21.34,16.34,0,0,21.33,94,142.846946,91.31,55.33,193,64,31.06,47,47,31.07,82,0,31.07,235

47,11:30-11:45,34.730000,80.070000,41.000000,16.810000,4.110000,48.240000,25.110000,0.000000,0.000000,0.000000,91.650000,16.400000,272.770000,12.190000,27.250000,70.330000,25.110000,10.130000,3.620000,9.650000,16.400000,6.61,55.67,47,21.84,15,0,0,21.83,94,143.782178,91.69,55.67,193,65.5,31.06,47,47,31.07,82,0,31.07,235

48,11:45-12:00,34.730000,80.070000,41.000000,16.810000,3.110000,48.240000,25.110000,0.000000,0.000000,0.000000,91.650000,16.400000,272.770000,12.190000,27.750000,70.330000,25.110000,10.130000,3.620000,9.650000,16.400000,6.61,55.67,47,22.16,15,0,0,22.17,94,144.707668,91.62,55.67,193,66.5,31.06,47,47,31.07,82,0,31.07,235

49,12:00-12:15,34.730000,98.370000,41.000000,16.810000,2.720000,48.240000,25.110000,0.000000,0.000000,0.000000,82.000000,16.400000,272.770000,12.190000,28.770000,70.330000,25.110000,10.040000,3.520000,9.650000,16.400000,6.61,53.33,47,22.5,15.66,0,0,22.5,94,134.273986,90.86,53.33,193,67.5,31.06,47,47,31.07,82,0,31.07,235

50,12:15-12:30,34.730000,98.370000,41.000000,16.810000,2.720000,48.240000,25.110000,0.000000,0.000000,0.000000,82.000000,16.400000,272.770000,12.190000,28.770000,70.330000,25.110000,10.040000,3.520000,9.650000,16.400000,6.61,53.33,47,22.84,16.34,0,0,22.83,94,133.445916,90.73,53.33,193,68.5,31.06,47,47,31.07,82,0,31.07,235

51,12:30-12:45,34.730000,98.370000,41.000000,16.810000,1.940000,48.240000,25.110000,0.000000,0.000000,0.000000,82.000000,16.400000,272.770000,12.190000,28.770000,70.330000,25.110000,10.040000,3.520000,9.650000,16.400000,7.21,53,47,22.5,15,0,0,22.5,94,129.656278,91.53,53,193,67.5,31.06,47,47,31.07,82,0,31.07,235

52,12:45-13:00,34.730000,98.370000,41.000000,16.810000,1.940000,48.240000,25.110000,0.000000,0.000000,0.000000,82.000000,16.400000,272.770000,12.190000,29.270000,70.330000,25.110000,10.040000,3.520000,9.650000,16.400000,7.21,53,47,22.5,15,0,0,22.5,94,124.493018,91.56,53,193,67.5,31.06,47,47,31.07,82,0,31.07,235

53,13:00-13:15,34.730000,80.070000,41.000000,16.810000,2.720000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,16.400000,231.530000,12.190000,31.290000,70.330000,25.110000,9.950000,3.520000,9.650000,16.400000,7.21,57.33,47,22.5,15.66,0,0,22.5,94,123.2363,91.03,57.33,193,67.5,31.06,47,47,31.07,82,0,31.07,235

54,13:15-13:30,34.730000,80.510000,41.000000,16.810000,2.720000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,16.400000,192.940000,12.190000,31.290000,70.330000,25.110000,9.950000,3.520000,9.650000,16.400000,8.81,57.33,47,22.5,17,0,0,22.5,94,122.038034,90.55,57.33,193,67.5,30.9,47,47,30.9,82,0,30.9,235

55,13:30-13:45,57.520000,112.660000,41.000000,16.810000,3.880000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,16.400000,231.530000,16.090000,31.290000,70.330000,25.110000,9.950000,3.520000,9.650000,16.400000,9.21,57.33,47,22.5,22.34,0,0,22.5,94,93.416038,90.28,57.33,193,67.5,30.9,47,47,30.9,82,0,30.9,235

56,13:45-14:00,57.520000,130.960000,41.000000,16.730000,3.880000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,16.320000,272.770000,16.090000,31.290000,70.330000,25.110000,9.950000,3.520000,9.650000,16.320000,9.81,57.33,47,22.66,23,0,0,22.67,94,87.960518,91.71,57.33,193,68,31.06,46.28,47,31.07,82,0,31.07,235

57,14:00-14:15,57.520000,130.960000,41.000000,16.460000,3.880000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,16.060000,272.770000,16.090000,29.780000,70.330000,25.110000,9.850000,3.670000,9.650000,16.060000,10.81,57.33,47,23,23.66,0,0,23,94,85.58347,90.94,57.33,193,69,31.06,46.2,47,31.07,82,0,31.07,235

58,14:15-14:30,76.490000,130.960000,41.000000,15.920000,3.880000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,15.530000,272.770000,16.090000,29.780000,70.330000,25.110000,9.850000,3.670000,9.650000,15.530000,11.01,57.33,47,24,24.34,0,0,24,93,85.203532,89.85,57.33,189,72,31.06,45.4,47,31.07,81,0,31.07,235

59,14:30-14:45,76.490000,130.960000,41.000000,15.000000,3.960000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,14.630000,272.770000,16.090000,28.770000,94.530000,25.110000,9.850000,3.670000,9.650000,14.630000,11.61,58,47,24.84,25,0,0,24.83,93,84.12217,87.18,58,186,74.5,31.06,44,46,31.07,79,0,31.07,235

60,14:45-15:00,76.490000,130.960000,41.000000,14.330000,3.960000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,13.990000,272.770000,16.090000,28.270000,115.710000,25.110000,9.850000,3.670000,9.650000,13.990000,12.01,58.67,46.73,25.84,25,0,0,25.83,88,81.871768,85,58.67,179,77.5,31.06,42.48,44,31.07,76,0,31.07,233.66

61,15:00-15:15,76.490000,130.960000,41.000000,13.800000,3.960000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,13.470000,272.770000,16.090000,27.760000,115.710000,25.110000,9.850000,3.800000,9.650000,13.470000,12.6,59.67,44.09,26.84,25,0,0,26.83,83,66.596312,81.67,59.67,168,80.5,31.06,40.56,42,31.07,72,0,31.07,220.47

62,15:15-15:30,76.490000,130.960000,41.000000,13.100000,3.960000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,12.780000,272.770000,16.090000,27.760000,115.710000,25.110000,9.850000,3.800000,9.650000,12.780000,14.4,60.67,41.45,27.34,25,0,0,27.33,77,64.384878,75.78,60.67,161,82,31.16,37.94,38,31.17,69,0,31.17,207.28

63,15:30-15:45,76.490000,130.960000,41.000000,12.290000,4.030000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,11.990000,272.770000,16.090000,28.270000,115.710000,25.110000,9.850000,3.800000,9.650000,11.990000,16,60.67,40.26,27.84,25,0,0,27.83,71,60.176334,71.07,60.67,151,83.5,31.16,35.6,36,31.17,64,0,31.17,201.32

64,15:45-16:00,87.020000,130.960000,41.000000,11.100000,4.030000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,10.820000,272.770000,16.090000,28.770000,115.710000,25.110000,9.850000,3.800000,9.650000,10.820000,17.8,61,37.49,28.34,25,0,0,28.33,65,55.159204,66.55,61,137,85,31.5,32.92,33,31.5,58,0,31.5,187.44

65,16:00-16:15,87.020000,130.960000,41.000000,9.810000,4.030000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,9.570000,272.770000,16.090000,28.770000,115.710000,25.110000,9.950000,3.950000,9.650000,9.570000,17.4,63.33,29.18,28.16,29.34,0,0,28.17,59,49.78162,61.43,63.33,123,84.5,31.66,28.36,29,31.67,52,0,31.67,145.92

66,16:15-16:30,87.020000,130.960000,41.000000,8.960000,4.030000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,8.750000,272.770000,16.090000,28.770000,115.710000,25.110000,9.950000,3.950000,9.650000,8.750000,17,63.33,26.32,28,28.66,0,0,28,52,43.264222,53.26,63.33,109,84,32,25.17,26,32,46,0,32,131.6

67,16:30-16:45,87.020000,130.960000,41.000000,7.740000,4.110000,48.240000,25.110000,0.000000,0.000000,0.000000,100.500000,7.550000,272.770000,16.090000,28.770000,115.710000,25.110000,9.950000,4.080000,9.650000,7.550000,16.4,71.33,23.49,30.42,28.34,0,0,30.41,45,31.875824,47.59,71.33,91,91.24,33,21.65,22,33,39,0,20.87,117.44

