Block,Time,KHSTPP-II,BRBCL,SASAN,FSTPP I & II,KHSTPP-I,TALA,RAMPUR,JHAJJAR,AURY_RF,TEHRI,CHAMERA1,SEWA2,BSIUL,DHAULIGNGA,ANTA_CRF,UNCHAHAR1,NAPP,CHAMERA3,ANTA_GF,RIHAND2,AURY_LF,ANTA_RF,ANTA_LF,TANDA2,DADRT2,NJPC,KISHANGANGA,DADRI_CRF,SINGRAULI,SINGRAULI_HYDRO,KOTESHWR,PARBATI3,CHAMERA2,RAPPB,URI2,RIHAND1,DULHASTI,URI,DADRI_RF,UNCHAHAR4,UNCHAHAR2,AURY_CRF,UNCHAHAR3,AURY_GF,DADRI_LF,TANAKPUR,RAPPC,DADRI_GF,KOLDAM,RIHAND3,SALAL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
42,10:15-10:30,120.895152,14.406011,330.617700,13.126555,30.896164,9.317801,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,13.288575,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,366.014779,172.835941,8.010361,0.000000,118.719898,1.164790,29.893365,4.102917,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,28.577566,0.000000,18.051486,0.000000,0.000000,7.381634,65.298443,0.000000,1.799499,125.409128,76.232922,0,0,0,0,0

43,10:30-10:45,120.895152,14.406011,330.617700,13.126555,30.896164,9.317801,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,13.288575,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,366.014779,172.835941,8.010361,0.000000,118.719898,1.164790,29.893365,4.102917,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,28.577566,0.000000,18.051486,0.000000,0.000000,5.413199,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

44,10:45-11:00,120.895152,14.406011,330.617700,13.126555,30.896164,9.317801,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,13.288575,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,363.991600,172.835941,8.010361,0.000000,118.719898,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,28.577566,0.000000,18.051486,0.000000,0.000000,5.413199,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

45,11:00-11:15,120.895152,14.406011,330.617700,13.126555,30.896164,9.317801,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,363.991600,172.835941,8.010361,0.000000,130.432757,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,5.413199,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

46,11:15-11:30,120.895152,14.406011,330.617700,13.126555,30.896164,9.317801,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,363.991600,172.835941,8.010361,0.000000,137.668676,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,5.413199,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

47,11:30-11:45,120.895152,14.406011,330.617700,13.126555,30.896164,9.317801,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,363.991600,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,0.492109,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

48,11:45-12:00,120.895152,14.406011,330.617700,13.126555,30.896164,9.317801,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,363.991600,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,0.492109,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

49,12:00-12:15,120.895152,14.406011,330.617700,13.126555,30.896164,10.164874,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,417.927664,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,0.492109,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

50,12:15-12:30,120.895152,14.406011,330.617700,13.126555,30.896164,10.164874,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,475.551664,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,9.596125,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

51,12:30-12:45,120.895152,14.406011,330.617700,13.126555,30.896164,10.164874,6.478393,115.248000,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,552.383664,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,9.596125,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

52,12:45-13:00,120.895152,14.406011,330.617700,13.126555,30.896164,10.164874,6.478393,118.214291,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,583.375676,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,45.592109,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,9.596125,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

53,13:00-13:15,120.895152,14.406011,330.617700,13.126555,30.896164,10.164874,6.478393,118.214291,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,583.375676,172.835941,8.010361,0.000000,131.481320,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,9.596125,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

54,13:15-13:30,120.895152,14.406011,330.617700,13.126555,30.896164,10.164874,6.478393,118.214291,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,17.828385,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,583.375676,172.835941,8.010361,0.000000,131.481320,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,37.287242,0.000000,23.320721,0.000000,0.000000,9.596125,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

55,13:30-13:45,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,118.214291,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,20.269818,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,592.979676,172.835941,8.010361,0.000000,131.478664,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,9.596125,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

56,13:45-14:00,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,118.214291,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,20.269818,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,621.791676,172.835941,8.010361,0.000000,131.478664,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,9.596125,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

57,14:00-14:15,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,214.254291,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,11.564561,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

58,14:15-14:30,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,243.413188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,11.564561,65.298443,0.000000,0.000000,125.409128,76.232922,0,0,0,0,0

59,14:30-14:45,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,243.413188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,9.596125,65.298443,0.000000,1.799499,125.409128,76.232922,0,0,0,0,0

60,14:45-15:00,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,291.433188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,9.596125,65.298443,0.000000,4.318798,125.409128,76.232922,0,0,0,0,0

61,15:00-15:15,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,291.433188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,0.492109,65.298443,0.000000,6.680641,125.409128,76.232922,0,0,0,0,0

62,15:15-15:30,120.895152,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,291.433188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,0.000000,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,0.492109,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

63,15:30-15:45,117.872773,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,291.433188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,3.663318,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,0.492109,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

64,15:45-16:00,117.872773,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,243.413188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,4.102917,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,5.905308,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

65,16:00-16:15,117.872773,14.406011,330.617700,13.733720,30.896164,9.317801,6.478393,281.829188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,4.102917,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,11.564561,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

66,16:15-16:30,117.872773,14.406011,330.617700,13.733720,30.896164,9.176622,6.478393,281.829188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,4.102917,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,11.564561,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

67,16:30-16:45,117.872773,14.406011,330.617700,13.733720,30.896164,9.176622,6.478393,281.829188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,16.118602,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,11.564561,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

68,16:45-17:00,117.872773,14.406011,330.617700,13.733720,30.896164,9.176622,6.478393,281.829188,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.327411,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,2.882564,658.668539,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,16.118602,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,41.867774,0.000000,25.919083,0.000000,0.000000,11.564561,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

69,17:00-17:15,117.872773,14.406011,331.662135,13.733720,30.896164,9.035443,6.478393,328.302684,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.442796,172.835941,8.010361,0.000000,142.309194,1.164790,29.893365,4.102917,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,42.501638,0.000000,26.544476,0.000000,0.000000,11.564561,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

70,17:15-17:30,117.872773,14.406011,331.698150,13.733720,30.896164,9.035443,6.478393,251.211828,0.000000,61.220744,27.313776,0.000000,0.000000,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.442796,172.835941,8.010361,0.000000,142.309194,1.164790,39.857821,4.102917,46.579236,0.000000,29.158698,93.212528,56.832057,39.760560,0.000000,0.000000,42.501638,0.000000,26.544476,0.000000,0.000000,11.564561,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

71,17:30-17:45,117.872773,14.406011,331.698150,13.733720,30.896164,9.035443,6.478393,251.211828,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.442796,172.835941,8.010361,0.000000,142.309194,1.164790,39.857821,4.102917,31.052824,0.000000,27.624029,93.212528,56.832057,39.760560,0.000000,0.000000,42.501638,0.000000,26.544476,0.000000,0.000000,9.596125,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

72,17:45-18:00,117.872773,14.406011,331.698150,13.733720,30.896164,8.894264,6.478393,251.211828,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.442796,172.835941,8.010361,0.000000,142.309194,1.164790,39.857821,8.791965,31.052824,0.000000,27.624029,93.212528,56.832057,39.760560,0.000000,0.000000,42.501638,0.000000,26.544476,0.000000,0.000000,9.596125,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

73,18:00-18:15,117.872773,14.406011,331.698150,13.733720,30.896164,8.753086,6.478393,321.321028,0.000000,61.220744,27.313776,0.000000,6.262576,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,655.203224,172.835941,8.010361,0.000000,142.309194,1.164790,39.857821,11.722619,31.052824,0.000000,27.624029,93.212528,56.832057,39.760560,0.000000,0.000000,42.501638,0.000000,26.544476,0.000000,0.000000,9.596125,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

74,18:15-18:30,117.872773,14.406011,331.698150,13.733720,30.896164,8.470728,6.478393,375.592080,0.000000,61.220744,27.313776,5.939511,6.262576,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,637.861665,172.835941,8.010361,0.000000,142.309194,1.164790,39.857821,75.282662,31.052824,0.000000,27.624029,93.212528,56.832057,39.760560,0.000000,0.000000,42.501638,0.000000,26.544476,0.000000,0.000000,9.596125,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

75,18:30-18:45,117.872773,14.406011,331.698150,13.733720,30.896164,8.329549,6.478393,375.592080,0.000000,61.220744,27.313776,11.879021,6.262576,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,637.861665,172.835941,8.010361,0.000000,142.309194,1.164790,39.857821,75.282662,46.579236,0.000000,33.762703,93.212528,56.832057,39.760560,0.000000,0.000000,42.501638,0.000000,26.544476,0.000000,0.000000,0.492109,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

76,18:45-19:00,117.872773,14.406011,331.698150,13.733720,30.896164,8.188370,6.648488,375.592080,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,637.861665,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,75.282662,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,0.492109,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

77,19:00-19:15,117.872773,14.406011,331.698150,13.733720,30.896164,8.188370,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,659.906454,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,75.282662,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,0.492109,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

78,19:15-19:30,117.872773,14.406011,331.698150,13.733720,30.896164,8.188370,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,21.730779,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,75.282662,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,9.104016,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

79,19:30-19:45,117.872773,14.406011,331.698150,13.733720,30.896164,8.188370,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,75.282662,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,9.104016,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

80,19:45-20:00,117.872773,14.406011,331.698150,13.733720,30.896164,8.329549,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,8.791965,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,9.104016,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

81,20:00-20:15,117.872773,14.406011,331.698150,13.733720,30.896164,8.329549,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,4.102917,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,9.104016,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

82,20:15-20:30,117.872773,14.406011,331.698150,13.733720,30.896164,8.470728,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,4.102917,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,11.072452,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

83,20:30-20:45,117.872773,14.406011,331.698150,13.733720,30.896164,8.611907,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,4.102917,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,11.072452,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

84,20:45-21:00,117.872773,14.406011,331.698150,13.733720,30.896164,8.753086,6.478393,405.711376,0.000000,61.220744,27.313776,9.137709,3.169320,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,4.102917,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,10.580343,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

85,21:00-21:15,117.872773,14.406011,331.698150,13.733720,30.896164,8.753086,6.478393,405.711376,0.000000,61.220744,27.313776,9.137709,3.169320,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,4.102917,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,10.580343,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

86,21:15-21:30,117.872773,14.406011,331.698150,13.733720,30.896164,8.894264,6.478393,405.711376,0.000000,61.220744,27.313776,9.137709,3.169320,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,4.102917,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,10.580343,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

87,21:30-21:45,117.872773,14.406011,331.698150,13.349560,30.896164,9.035443,6.478393,405.711376,0.000000,61.220744,27.313776,9.137709,3.169320,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,172.835941,8.010361,0.000000,142.309194,1.164790,37.643498,4.102917,46.579236,0.000000,36.390055,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,10.580343,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

88,21:45-22:00,117.872773,14.406011,331.698150,13.349560,30.896164,9.035443,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,4.102917,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,11.072452,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

89,22:00-22:15,117.872773,14.406011,331.698150,13.349560,30.896164,9.176622,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,4.102917,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,11.072452,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

90,22:15-22:30,117.872773,14.406011,331.698150,13.349560,30.896164,9.317801,6.648488,405.711376,0.000000,61.220744,27.313776,18.092663,18.882809,41.812106,0.000000,19.618729,47.293626,33.451935,0.000000,119.454552,0.000000,0.000000,0.000000,5.142122,661.094509,174.815795,8.156004,0.000000,142.309194,1.164790,43.755031,4.102917,48.087874,0.000000,37.906307,93.212528,56.832057,39.760560,0.000000,0.000000,41.942301,0.000000,26.544476,0.000000,0.000000,11.072452,65.298443,0.000000,8.907521,125.409128,76.232922,0,0,0,0,0

