Block,Time,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,JHAJJAR,DULHASTI,UNCHAHAR3,URI2,UNCHAHAR4,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,SEWA2,UNCHAHAR2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,UNCHAHAR1,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,41.952,12.0414,85.988,0,0,0,0,34.65,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,28.582555,147.515625,27.93,15.00135,7.24329,340.875

2,00:15-00:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,41.952,12.0414,85.988,0,0,0,0,34.65,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,8.75144,340.875

3,00:30-00:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,48.576,12.0414,85.988,0,0,0,0,34.65,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,9.174,340.875

4,00:45-01:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,48.576,12.0414,85.988,0,0,0,0,34.65,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,9.174,340.875

5,01:00-01:15,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,41.952,12.0414,85.988,0,0,34.65,0,0,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,9.174,340.875

6,01:15-01:30,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,41.952,12.0414,85.988,0,0,34.65,0,0,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,9.174,340.875

7,01:30-01:45,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,41.952,12.0414,85.988,0,0,34.65,0,0,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,9.869,340.875

8,01:45-02:00,29.062808,36.5917,39.51012,686.779957,653.1525,49.436556,26.39091,30.9396,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,152.9405,92,0,51.0138,38.2344,9.4215,26.622,0,123.665625,45.36,42.107,6.5208,41.952,12.0414,85.988,0,0,34.65,0,0,0,0,0,30.951,0,21.92,0,56.992,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,9.869,340.875

