Block,Time Block,NLCTS2EXP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,PARBATI3,RAPPB,RSTPSU7,RIHAND2,RIHAND1,RAMPUR,RSTPSU1TO6,RAPPC,NNTPP,NTPL,RIHAND3,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,CHAMERA3,CHAMERA2,DADRT2,BSIUL,BRBCL,CHAMERA1,NAPP,MAPS,KUDGI,KOLDAM,KOTESHWR,ANTA_LF,URI2,UNCHAHAR3,ANTA_GF,UNCHAHAR2,URI,ANTA_CRF,ANTA_RF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,DADRI_CRF,DADRI_RF,AURY_LF,AURY_RF,DADRI_LF,AURY_GF,DADRI_GF,AURY_CRF,KHSTPP-I,KGSU3AND4,KKNPPU2,KISHANGANGA,KKNP,KHSTPP-II,TALST2,SINGRAULI,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SASAN,SALAL,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,0,161.74,0,17,0,0,103.7,29.65,3.43,0,58.16,0,0,97.72,39.1,10.94,52.06,111.41,0,31.05,42.8,365.23,12.62,19.36,12.23,43.55,0,0,5.18,28.05,0,25.75,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,18.57,0,0,2.79,0,53.9,0,88.69,11.16,0,13.32,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

58,14:15-14:30,0,0,0,161.74,0,17,0,0,103.13,41.74,3.43,0,58.16,0,0,97.72,39.1,10.94,52.06,111.41,0,31.05,42.8,430.85,12.62,19.36,27.2,43.55,0,0,5.18,28.05,0,25.75,14.48,0,23.27,42.74,0,0,11.85,0,0,0,0,0,0,0,0,0,0,23.07,0,0,2.79,0,67.1,0,88.69,11.16,0,13.41,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

59,14:30-14:45,0,0,0,161.74,0,14.96,0,0,100.27,42,3.43,0,58.16,0,0,94.54,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,12.62,19.36,27.2,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,95.73,11.16,0,13.38,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

60,14:45-15:00,0,0,0,161.74,0,14.96,0,0,100.27,42,3.43,0,58.16,0,0,94.54,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,12.62,19.36,27.2,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,95.73,11.16,0,13.38,74.43,0,0,0,0,405.33,77.04,0,0,0,0,0,0

61,15:00-15:15,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,12.62,19.36,27.2,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.84,74.43,0,0,0,0,405.33,77.04,5.6,0,0,0,0,0

62,15:15-15:30,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,12.62,19.36,27.2,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.79,74.43,0,0,0,0,405.33,77.04,11.21,0,0,0,0,0

63,15:30-15:45,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,12.62,19.36,27.2,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.72,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

64,15:45-16:00,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,12.62,19.36,27.2,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.7,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

65,16:00-16:15,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,6.31,19.36,27.2,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.53,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

66,16:15-16:30,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,6.31,19.36,40.8,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.53,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

67,16:30-16:45,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,6.31,19.36,40.8,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.59,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

68,16:45-17:00,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,6.31,19.36,40.8,43.55,0,0,5.18,28.05,0,35.18,19.41,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.39,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

69,17:00-17:15,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,6.31,19.36,40.8,43.55,0,0,5.18,28.05,0,35.18,0,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,10.1,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

70,17:15-17:30,0,0,0,161.74,0,14.96,0,0,114.95,42,3.43,0,58.16,0,0,120.33,39.1,13.55,52.06,111.41,0,31.05,42.8,430.85,6.31,19.36,40.8,43.55,0,0,5.18,28.05,0,35.18,0,0,30.76,42.74,0,0,15,0,0,0,0,0,0,0,0,0,0,29.16,0,0,2.79,0,85.91,0,129.51,11.16,0,9.81,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

71,17:30-17:45,0,0,0,161.74,0,14.96,0,0,114.95,37.84,3.43,0,58.16,0,0,120.33,39.1,16.05,52.06,111.41,0,31.05,42.8,430.85,3.19,19.36,40.8,43.55,0,0,5.18,28.05,0,31.47,0,0,36.42,42.74,0,0,17.75,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,94.36,0,129.51,11.16,0,9.24,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

72,17:45-18:00,0,0,0,161.74,0,14.96,0,0,114.95,37.84,3.43,0,58.16,0,0,120.33,39.1,16.05,52.06,111.41,0,31.05,42.8,365.23,3.19,19.36,40.8,43.55,0,0,5.18,28.05,0,31.47,0,0,36.42,42.74,0,0,17.75,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,95.7,0,129.51,11.16,0,9.24,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

73,18:00-18:15,0,0,0,161.74,0,8.16,0,0,114.95,36.79,3.43,0,58.16,0,0,120.33,39.1,17.63,52.06,214.96,0,31.05,42.8,365.23,3.19,19.36,40.8,43.55,0,0,5.18,28.05,0,31.47,0,0,39.12,42.74,0,0,19.9,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,95.7,0,130.66,11.16,0,9.31,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

74,18:15-18:30,0,0,0,161.74,0,52.37,0,0,114.95,36.79,3.43,0,58.16,0,0,120.33,39.1,17.63,52.06,228.34,0,31.05,42.8,365.23,3.19,19.36,40.8,43.55,0,0,5.18,37.4,0,31.47,0,0,39.8,42.74,0,0,19.9,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,95.7,0,130.66,11.16,0,9.31,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

75,18:30-18:45,0,0,0,163.25,0,52.37,0,0,114.95,36.79,3.5,0,58.16,0,0,120.33,40.09,17.63,53.31,228.34,0,32.66,44.18,436.83,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.52,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,130.66,12.03,0,8.82,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

76,18:45-19:00,0,0,0,163.25,0,52.37,0,0,114.95,36.79,3.5,0,58.16,0,0,120.33,40.09,17.63,53.31,228.34,0,32.66,44.18,424.24,19.56,18.72,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,130.66,12.03,0,8.86,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

77,19:00-19:15,0,0,0,163.25,0,52.37,0,0,117.8,37.84,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,227.52,0,32.66,44.18,444.34,19.56,19.35,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.79,0,8.97,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

78,19:15-19:30,0,0,0,163.25,0,52.37,0,0,117.8,37.84,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,316.57,0,32.66,44.18,440.09,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.79,0,9.08,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

79,19:30-19:45,0,0,0,163.25,0,52.37,0,0,117.8,37.84,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,384.39,0,32.66,44.18,440.09,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.79,0,9.36,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

80,19:45-20:00,0,0,0,163.25,0,17,0,0,117.8,37.84,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,384.39,0,32.66,44.18,440.09,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.79,0,9.53,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

81,20:00-20:15,0,0,0,163.25,0,20.4,0,0,117.8,37.84,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,384.39,0,32.66,44.18,440.09,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.79,0,9.05,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

82,20:15-20:30,0,0,0,163.25,0,20.4,0,0,117.8,37.84,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,384.39,0,32.66,44.18,440.09,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.79,0,9.2,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

83,20:30-20:45,0,0,0,161.74,0,20.4,0,0,117.8,37.84,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,380.32,0,31.05,42.8,440.09,7.45,19.36,40.8,43.55,0,0,5.18,37.61,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,4.97,0,9.43,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

84,20:45-21:00,0,0,0,161.74,0,20.4,0,0,117.8,37.84,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,380.32,0,31.05,42.8,440.09,7.45,19.36,40.8,43.55,0,0,5.18,37.4,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,2.97,0,9.43,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

85,21:00-21:15,0,0,0,161.74,0,20.4,0,0,117.8,37.84,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,380.32,0,31.05,42.8,440.09,7.45,19.36,40.8,43.55,0,0,5.18,37.4,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,4.21,0,9.58,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

86,21:15-21:30,0,0,0,161.74,0,20.4,0,0,117.8,37.84,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,380.32,0,31.05,42.8,440.09,7.45,19.36,40.8,43.55,0,0,5.18,37.4,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,4.21,0,9.58,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

87,21:30-21:45,0,0,0,161.74,0,20.4,0,0,117.8,41.22,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,297.02,0,31.05,42.8,436.07,7.45,19.36,40.8,43.55,0,0,5.18,37.4,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,9.18,0,9.73,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

88,21:45-22:00,0,0,0,161.74,0,20.4,0,0,117.8,43.76,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,260.24,0,31.05,42.8,436.07,7.45,19.36,40.8,43.55,0,0,5.18,37.4,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,9.18,0,9.93,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

89,22:00-22:15,0,0,0,163.25,0,20.4,0,0,117.8,43.82,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,260.24,0,32.66,44.18,436.07,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.04,0,10.1,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

90,22:15-22:30,0,0,0,163.25,0,20.4,0,0,117.8,43.82,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,260.24,0,32.66,44.18,436.07,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,32.97,42.74,0,0,15.8,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,10.04,0,10.22,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

91,22:30-22:45,0,0,0,163.25,0,20.4,0,0,117.8,39.2,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,225.59,0,32.66,44.18,501.89,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,12.03,0,10.36,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

92,22:45-23:00,0,0,0,163.25,0,20.4,0,0,117.8,39.2,3.5,0,58.16,0,0,123.5,40.09,17.63,53.31,225.59,0,32.66,44.18,550.28,19.56,19.36,40.8,43.55,0,0,5.18,41.56,0,32.89,0,0,39.8,42.74,0,0,19.53,0,0,0,0,0,0,0,0,0,0,32.61,0,0,4.18,0,95.7,0,135.71,12.03,0,10.53,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

93,23:00-23:15,0,0,0,161.74,0,20.4,0,0,117.8,43.23,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,197.65,0,31.05,42.8,528.6,12.62,19.36,40.8,43.55,0,0,5.18,37.4,0,32.89,0,0,35.5,42.74,0,0,17.48,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,95.7,0,135.71,11.16,0,10.68,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

94,23:15-23:30,0,0,0,161.74,0,20.4,0,0,117.8,43.23,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,197.65,0,31.05,42.8,528.6,12.62,19.36,40.8,43.55,0,0,5.18,37.4,0,32.89,0,0,35.5,42.74,0,0,17.48,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,95.7,0,135.71,11.16,0,10.68,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

95,23:30-23:45,0,0,0,161.74,0,20.4,0,0,117.8,43.23,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,197.65,0,31.05,42.8,583.96,12.62,19.24,40.8,43.55,0,0,5.18,37.4,0,32.89,6.79,0,35.5,42.74,0,0,17.48,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,95.7,0,135.71,11.16,0,10.68,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

96,23:45-24:00,0,0,0,161.74,0,20.4,0,0,117.8,43.23,3.43,0,58.16,0,0,123.5,39.1,17.63,52.06,197.75,0,31.05,42.8,586.3,12.62,16.95,40.8,43.55,0,0,5.18,37.4,0,32.89,9,0,35.5,42.74,0,0,17.75,0,0,0,0,0,0,0,0,0,0,32.61,0,0,2.79,0,95.7,0,135.71,11.16,0,10.68,74.43,0,0,0,0,405.33,77.61,16.81,0,0,0,0,0

