Block,Time Block,NNTPP,SIMHST1,RAMPUR,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,RAPPB,NTPL,RIHAND2,SASAN,PARBATI3,RIHAND1,KUDGI,KOLDAM,MAPS,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,NLCEXP,NLCTS2EXP,NLCIIST2,NLCIIST1,NAPP,NJPC,CHAMERA1,BSIUL,BRBCL,JHAJJAR,KGSU1AND2,KHSTPP-I,DHAULIGNGA,DULHASTI,FSTPP I & II,KGSU3AND4,DADRT2,CHAMERA2,CHAMERA3,URI2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TALA,SINGRAULI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SIMHST2,ANTA_GF,ANTA_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,120.75,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,235.66,0,38.09,0,15.89,14.64,0,257,2.31,0,4.41,19.32,0,0,5.55,0,15.31,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,22.55,0,0,19.28,281.94,0,43.18,0,15.89,17.86,0,260.86,2.31,0,4.41,22.84,0,0,5.55,0,18.13,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,339.79,0,43.31,0,15.89,17.86,0,268.57,2.31,0,4.41,22.84,0,0,5.55,0,18.13,0.64,0,128.71,0,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,402.45,0,43.31,0,31.78,19.86,0,288.63,2.31,0,4.41,22.84,0,0,5.55,0,18.13,0.64,0,128.71,14.39,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,50.41,0,20.16,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,402.45,0,43.31,0,31.78,20.05,0,288.63,2.31,0,4.41,22.84,0,0,5.55,0,18.13,0.64,0,128.71,29.76,14.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,402.45,0,43.31,0,31.78,20.05,0,290.67,2.31,0,4.41,22.84,0,0,5.55,0,18.13,0.64,0,128.71,29.76,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,402.45,0,43.31,0,31.78,20.05,0,290.67,2.31,0,4.41,25.44,0,0,4.95,0,20.43,0.64,0,128.71,44.65,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,67.65,11.42,0,19.28,422.14,0,43.31,8.8,31.78,20.05,0,318.66,2.31,0,4.41,25.44,0,0,4.95,0,20.43,0.64,0,128.71,44.65,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,90.2,26.19,1.06,19.28,422.14,0,43.31,17.61,31.78,20.05,0,329.31,7.71,9.33,4.41,25.44,0,0,4.95,0,20.43,0.64,0,128.71,44.65,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,50.41,0,12.32,5.08,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,112.75,40.64,6.29,19.28,422.14,0,43.31,26.42,31.78,20.05,0,329.31,12.7,18.66,4.41,25.44,0,0,4.95,0,20.43,34.06,0,128.71,60.01,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,50.41,0,12.32,10.16,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,9.51,0,0,0,0,0,0,40.57,135.3,40.64,18.86,19.28,422.14,0,43.31,35.24,47.66,20.05,0,329.31,38.09,28.02,4.41,25.44,0,0,4.95,0,20.43,34.06,0,128.71,60.01,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,50.41,0,13.45,10.16,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,9.51,0,0,0,0,0,0,40.57,135.3,40.64,18.86,19.28,422.14,0,43.31,35.24,47.66,20.05,0,329.31,38.09,28.02,4.41,25.44,0,0,4.95,0,20.43,1.6,0,128.71,60.01,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,50.41,0,67.22,10.16,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,9.51,0,0,0,0,0,0,40.57,135.3,40.64,18.86,19.28,422.14,0,43.31,35.24,47.66,20.05,0,329.31,38.09,28.02,4.41,25.44,0,0,11.49,0,20.43,0.64,0,128.71,60.01,19.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,50.41,0,67.22,10.16,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,9.51,0,0,0,0,0,0,40.57,135.3,40.64,18.86,19.28,422.14,0,43.31,35.24,47.66,20.05,0,329.31,38.09,28.02,4.41,25.44,0,0,4.95,0,20.43,0.64,0,128.71,60.01,17.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,50.41,0,67.22,10.16,119.86,0,0,114.5,403.74,2.46,43.38,0,0,0,121.36,0,9.51,0,0,0,0,0,0,40.57,135.3,40.64,18.86,19.28,422.14,0,43.31,35.24,47.66,20.05,0,329.31,38.09,28.02,4.41,25.44,0,0,4.95,0,20.43,0.64,0,128.71,60.01,15.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,50.41,0,67.22,10.16,119.86,0,0,114.5,403.74,6.13,43.38,0,0,0,121.36,0,9.51,0,0,0,0,0,0,40.57,135.3,40.64,18.86,19.28,422.14,0,43.31,35.24,47.66,20.05,0,329.31,38.09,28.02,4.41,25.44,0,0,11.49,0,20.43,0.64,0,128.71,60.01,15.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,50.41,0,13.45,10.16,119.86,0,0,114.5,403.74,31.91,43.38,0,0,0,121.36,0,9.51,0,0,0,0,0,0,40.57,135.3,40.64,18.86,19.28,422.28,0,43.31,35.24,47.66,20.05,0,329.31,38.09,28.02,4.41,25.44,0,0,5.55,0,20.43,0.64,0,128.71,60.01,15.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,50.41,0,12.32,5.08,119.86,0,0,114.5,403.74,31.91,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,112.75,40.64,3.18,19.28,422.28,0,43.31,26.42,31.78,20.05,0,327.27,3.86,18.66,4.41,25.44,0,0,5.55,0,20.43,0.64,0,128.71,60.01,15.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,31.91,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,90.2,26.19,0,19.28,422.28,0,43.31,17.61,31.78,20.05,0,327.27,1.93,9.33,4.41,25.44,0,0,5.55,0,20.43,0.64,0,128.71,60.01,15.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,31.91,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,90.2,11.42,0,19.28,364.43,0,43.31,8.8,31.78,16.83,0,305.99,1.93,0,4.41,22.78,0,0,5.55,0,17.6,34.06,0,128.71,60.01,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,31.91,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,90.2,0,0,19.28,321.05,0,43.31,8.8,31.78,20.05,0,305.99,1.93,0,4.41,21.92,0,0,5.55,0,17.6,34.06,0,128.71,45.01,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,31.91,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,67.65,0,0,19.28,263.2,0,43.31,8.8,31.78,20.05,0,288.63,1.93,0,4.41,21.92,0,0,5.55,0,17.6,1.6,0,133.79,44.65,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,4.91,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,67.65,0,0,19.28,253.56,0,43.31,8.8,31.78,20.05,0,288.63,1.93,0,4.41,21.92,0,0,5.55,0,17.6,0.64,0,134.67,44.65,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,2.46,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,67.65,0,0,19.28,253.56,0,43.31,8.8,31.78,20.05,0,288.63,1.93,0,4.41,25.44,0,0,5.55,0,20.43,0.64,0,134.67,29.76,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,121.36,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,253.56,0,43.31,8.8,31.78,20.05,0,288.63,1.93,0,4.41,25.44,0,0,5.55,0,20.43,0.64,0,134.67,29.76,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,130.85,0,8.55,0,0,0,0,0,0,40.57,45.1,0,0,19.28,253.56,0,43.31,8.8,31.78,20.05,0,288.63,1.93,0,4.41,25.44,0,0,5.55,0,20.43,0.64,0,134.67,29.76,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,22.55,0,0,19.28,253.56,0,43.31,8.8,31.78,20.05,0,288.63,1.93,0,4.41,25.44,0,0,5.55,0,20.43,0.64,0,134.67,14.89,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,22.55,0,0,19.28,253.56,0,43.31,8.8,15.89,20.05,0,288.63,1.93,0,4.41,22.52,0,0,5.55,0,17.6,0.64,0,134.67,14.89,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,50.41,0,2.25,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,253.56,0,43.31,8.8,15.89,20.05,0,288.63,1.93,0,18.15,21.92,0,0,5.55,0,17.6,0.64,0,134.67,14.39,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,253.56,0,43.31,8.8,15.89,20.05,0,288.63,1.93,0,18.15,21.92,0,0,5.55,0,17.6,34.06,0,134.67,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,253.56,0,43.31,8.8,15.89,20.05,0,288.63,1.93,0,18.15,21.92,0,0,5.55,0,17.6,34.06,0,134.67,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,253.56,0,43.31,8.8,15.89,16.83,0,298.27,1.93,0,18.15,21.92,0,0,5.55,0,17.6,1.6,0,134.67,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,0,0,0,19.28,253.56,0,43.31,8.8,15.89,16.83,0,298.27,1.93,0,10.37,21.92,0,0,5.55,0,17.6,0.64,0,134.67,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,0,0,0,18.29,253.56,0,43.31,8.8,15.89,16.83,0,298.27,1.93,0,10.37,21.92,0,0,5.55,0,17.6,0.64,0,134.67,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,50.41,0,12.32,0,119.86,0,0,114.5,403.74,0,43.38,0,0,0,135.51,0,8.55,0,0,0,0,0,0,40.57,0,0,0,18.38,253.56,0,43.31,8.8,15.89,16.83,0,298.27,1.93,0,4.41,21.92,0,0,5.55,0,17.6,0.64,0,134.67,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

