Block,Time,DADRT2,KGSU3AND4,KHSTPP-I,NLCIIST2,UNCHAHAR4,AURY_RF,DADRI_LF,KGSU1AND2,KKNP,KOTESHWR,NJPC,NLCTS2EXP,SEWA2,SIMHST1,ANTA_GF,AURY_CRF,BRBCL,CHAMERA3,FSTPP I & II,KHSTPP-II,PARBATI2,PARBATI3,RAPPC,RIHAND1,RIHAND3,SALAL,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,DADRI_RF,CHAMERA1,DHAULIGNGA,MAPS,NLCEXP,TALST2,UNCHAHAR1,URI2,KISHANGANGA,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR3,VALLURNTECL,ANTA_LF,AURY_GF,BSIUL,DULHASTI,JHAJJAR,KOLDAM,KUDGI,NAPP,NNTPP,RAMPUR,RAPPD,RSTPSU7,TANAKPUR,AURY_LF,KKNPPU2,NLCIIST1,NTPL,SASAN,TALA,TANDA2,TEHRI,ANTA_RF,DADRI_CRF,DADRI_GF,CHAMERA2,RAPPB,RIHAND2,RSTPSU1TO6,URI
57,14:00-14:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,55.33,0,0,0,0,0,20,23.33,18.62,148.3,6.02,19.94,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,2.19,30,0,2.05,0,0,0,0,348.98,0,5.7,0,48.55,0,0,48.81,0,124.58,0,49.68

58,14:15-14:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,55.33,0,0,0,0,0,20,23.33,18.62,148.3,0,19.94,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,2.19,30,0,2.05,0,0,0,0,348.98,0,5.7,0,48.55,0,0,48.81,0,124.58,0,49.68

59,14:30-14:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,55.33,0,0,0,0,0,20,23.33,18.62,148.3,0,19.94,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,428.67,0,0,25.77,0,2.19,30,0,0,0,0,0,0,348.98,0,5.7,0,48.55,0,0,48.81,0,124.58,0,52.36

60,14:45-15:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,55.33,0,0,0,0,0,20,23.33,18.62,148.3,0,19.94,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,2.19,30,0,0,0,0,0,0,348.98,0,5.7,0,48.55,0,0,48.81,0,124.58,0,52.36

61,15:00-15:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,82.99,0,0,0,0,0,20,23.33,18.62,148.3,0,19.94,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,3.29,30,0,0,0,0,0,0,348.98,0,5.7,0,47.9,0,0,48.81,0,124.58,0,52.36

62,15:15-15:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,82.99,0,0,0,0,0,20,23.33,18.62,148.3,0,19.94,69.07,97.23,130.79,66.82,0,45,0,98.4,0,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,3.29,30,0,0,0,0,0,0,348.98,0,5.7,0,47.9,0,0,32.53,0,124.58,0,52.36

63,15:30-15:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,82.99,0,0,0,0,0,20,23.33,18.62,148.3,0,0,69.07,97.23,130.79,66.82,0,45,0,98.4,12.64,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,3.29,30,0,0,0,0,0,0,348.98,0,5.7,0,47.9,0,0,32.53,0,124.58,0,52.36

64,15:45-16:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,82.99,0,6.3,0,0,0,20,23.33,18.62,148.3,0,0,69.07,97.23,130.79,66.82,0,45,0,98.4,12.64,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,3.29,30,0,0,0,0,0,0,348.98,0,5.7,0,47.9,0,0,32.53,0,124.58,0,52.36

65,16:00-16:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,6.3,0,0,0,20,23.33,18.62,148.3,0,0,69.07,97.23,130.79,79.38,0,45,0,98.4,14.05,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,0,47.9,0,0,32.53,0,124.58,0,50.23

66,16:15-16:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,6.3,0,0,0,20,23.33,18.62,148.3,0,0,69.07,97.23,130.79,79.38,0,45,0,98.4,14.05,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,11.8,47.9,0,0,32.53,0,124.58,0,50.23

67,16:30-16:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,6.3,0,0,0,20,23.33,18.62,148.3,0,0,69.07,97.23,130.79,79.38,0,45,0,98.4,28.1,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,23.59,47.9,0,0,32.53,0,124.58,0,50.23

68,16:45-17:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,12.61,0,0,0,20,23.33,18.62,148.3,0,0,69.07,97.23,130.79,79.38,0,45,0,98.4,42.15,0,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,448.67,0,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,32.53,0,124.58,0,50.23

69,17:00-17:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,18.9,0,0,0,20,23.33,18.62,148.3,6.02,0,69.07,97.23,130.79,79.38,0,45,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,6.52,59.5,448.67,2.4,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,32.53,0,124.58,0,50.23

70,17:15-17:30,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,18.9,0,0,0,20,23.33,18.62,148.3,7.52,0,69.07,97.23,130.79,79.38,0,45,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,6.52,59.5,418.67,2.4,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,32.53,0,124.58,0,50.23

71,17:30-17:45,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,18.9,0,0,0,20,18.42,18.62,148.3,15.02,0,69.07,97.23,130.79,66.82,0,45,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,6.52,59.5,418.67,4.79,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,26.34,0,124.58,0,50.23

72,17:45-18:00,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,18.9,0,0,0,20,18.42,18.62,148.3,15.02,4.29,69.07,97.23,130.79,66.82,0,45,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,6.52,59.5,388.67,7.19,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,26.34,0,124.58,0,50.23

73,18:00-18:15,688.92,0,45.53,0,3.2,76.74,0,0,0,10.43,110.67,0,18.9,0,0,0,20,18.42,18.62,148.3,30.06,8.59,69.07,97.23,130.79,66.82,0,45,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,388.67,9.59,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,26.34,0,124.58,0,50.23

74,18:15-18:30,688.92,0,45.53,0,2.3,76.74,0,0,0,20.85,110.67,0,18.9,0,0,0,20,18.42,18.62,148.3,37.57,13.81,69.07,97.23,130.79,66.82,0,45,0,98.4,42.15,21.88,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,13.04,59.5,388.67,9.59,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,26.34,0,124.58,0,50.23

75,18:30-18:45,688.92,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,59.51,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,6.27,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,50.39,0,124.58,0,50.23

76,18:45-19:00,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,59.51,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,6.27,0,0,0,0,348.98,0,5.7,35.39,47.9,0,0,50.39,0,124.58,0,50.23

77,19:00-19:15,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,6.27,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,50.39,0,124.58,0,50.23

78,19:15-19:30,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,6.27,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,50.39,0,124.58,0,50.23

79,19:30-19:45,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,50.39,0,124.58,0,50.23

80,19:45-20:00,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,50.39,0,124.58,0,50.23

81,20:00-20:15,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,50.39,0,124.58,0,50.23

82,20:15-20:30,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,138.33,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,76.69,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,50.39,0,124.58,0,50.23

83,20:30-20:45,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,138.33,0,18.9,0,0,0,20,27.63,18.62,148.3,30.06,38.36,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,21.88,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,48.81,0,124.58,0,50.23

84,20:45-21:00,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,138.33,0,18.9,0,0,0,20,27.63,18.62,148.3,30.06,36.83,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,21.88,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,48.55,0,0,48.81,0,124.58,0,50.23

85,21:00-21:15,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,138.33,0,18.9,0,0,0,20,27.63,18.62,148.3,30.06,36.83,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,21.88,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,48.81,0,124.58,0,50.23

86,21:15-21:30,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,138.33,0,18.9,0,0,0,20,27.63,18.62,148.3,30.06,38.36,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,32.83,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,48.81,0,124.58,0,50.23

87,21:30-21:45,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,165.99,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,6.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,50.39,0,124.58,0,50.23

88,21:45-22:00,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,165.99,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,6.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,50.39,0,124.58,0,50.23

89,22:00-22:15,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,165.99,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,6.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,50.39,0,124.58,0,50.23

90,22:15-22:30,688.62,0,45.53,0,2.3,76.74,0,0,0,34.76,165.99,0,20.09,0,0,0,20,35.03,18.62,148.3,44.33,59.84,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,43.78,0,0,0,21.64,40.16,8.68,0,150.34,1,27.68,0,0,0,19.56,60.23,388.67,9.59,0,25.77,0,6.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,50.39,0,124.58,0,50.23

91,22:30-22:45,688.62,0,45.53,0,2.3,76.74,0,0,0,21.08,138.33,0,18.9,0,0,0,20,35.03,18.62,148.3,30.06,38.36,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,21.88,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,5.5,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,48.81,0,124.58,0,50.23

92,22:45-23:00,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,110.67,0,18.9,0,0,0,20,35.03,18.62,148.3,22.54,38.36,69.07,97.23,130.79,63.92,0,44.5,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,4.4,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.2,0,0,48.81,0,124.58,0,50.23

93,23:00-23:15,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,75.04,0,18.9,0,0,0,20,35.03,18.62,148.3,22.54,38.36,69.07,97.23,130.79,51.13,0,44.5,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,2.98,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.870000000000005,0,0,48.81,0,124.58,0,50.23

94,23:15-23:30,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,75.04,0,18.9,0,0,0,20,35.03,18.62,148.3,22.54,38.36,69.07,97.23,130.79,51.13,0,44.5,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,2.98,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.870000000000005,0,0,48.81,0,124.58,0,50.23

95,23:30-23:45,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,75.04,0,18.9,0,0,0,20,35.03,18.62,148.3,22.54,38.36,69.07,97.23,130.79,51.13,0,44.5,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,2.98,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.870000000000005,0,0,48.81,0,124.58,0,50.23

96,23:45-24:00,688.62,0,45.53,0,2.3,76.74,0,0,0,20.85,75.04,0,18.9,0,0,0,20,35.03,18.62,148.3,22.54,38.36,69.07,97.23,130.79,51.13,0,44.5,0,98.4,42.15,10.95,0,0,0,21.64,38.1,8.63,0,150.34,1,27.68,0,0,0,19.56,59.5,388.67,9.59,0,25.77,0,2.98,30,0,0,0,0,0,0,348.98,0,5.7,35.39,49.870000000000005,0,0,48.81,0,124.58,0,50.23

