Time,Block,NR/2024/18445/A/4411,NR/2024/18436/A/4182,NR/2024/18388/A/4219,NER/2024/1922/A/4396,NER/2024/1934/A/4395,WR/2024/21351/A/4399,WR/2024/21355/A/4412,NR/2024/18567/C,Total
,,MANIKARAN,IEXL,ITCLH,APPCPL,APPCPL,APPCPL,MANIKARAN,NVVNL,Total

,,DELHI,MAHARASHTRA,ANDHRA PRADESH,DELHI,DELHI,DELHI,DELHI,NA,
,,BRPL,A_A_Energy_MH_Bio,ITCWIND,BRPL,BYPL,BRPL,BRPL,SOLAPUR_SOLAR,
,,HIMACHAL PRADESH,DELHI,DELHI,MANIPUR,NAGALAND,GOA,GOA,DELHI,
,,HP,MES (Delhi),ITCLH,Manipur_Ben,Nagaland_Ben,GOA_Beneficiary,GOA_Beneficiary,MES (Delhi),
,,North-North,West-East-North,South-West-North,North-East-North East,North-East-North East,North-West,North-West,West-North,
1,00:00-00:15,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

2,00:15-00:30,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

3,00:30-00:45,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

4,00:45-01:00,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

5,01:00-01:15,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

6,01:15-01:30,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

7,01:30-01:45,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

8,01:45-02:00,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

9,02:00-02:15,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

10,02:15-02:30,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

11,02:30-02:45,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

12,02:45-03:00,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

13,03:00-03:15,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

14,03:15-03:30,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

15,03:30-03:45,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

16,03:45-04:00,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

17,04:00-04:15,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

18,04:15-04:30,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

19,04:30-04:45,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

20,04:45-05:00,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

21,05:00-05:15,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

22,05:15-05:30,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

23,05:30-05:45,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

24,05:45-06:00,0.000000,7.700000,0.380000,25.000000,20.000000,0.000000,0.000000,0,53.08

25,06:00-06:15,158.480000,7.700000,0.430000,25.000000,20.000000,0.000000,0.000000,0,211.61

26,06:15-06:30,158.480000,7.700000,0.430000,25.000000,20.000000,0.000000,0.000000,0,211.61

27,06:30-06:45,158.480000,7.700000,0.430000,25.000000,20.000000,0.000000,0.000000,0,211.61

28,06:45-07:00,158.480000,7.700000,0.430000,25.000000,20.000000,0.000000,0.000000,0,211.61

29,07:00-07:15,158.480000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0,211.66

30,07:15-07:30,158.480000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0.12,211.78

31,07:30-07:45,158.480000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0.42,212.08

32,07:45:08:00,158.480000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0.76,212.42

33,08:00-08:15,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,1.13,213.18

34,08:15-08:30,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,1.58,213.63

35,08:30-08:45,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,2.08,214.13

36,08:45:09:00,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,2.57,214.62

37,09:00:09:15,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,3.07,215.12

38,09:15-09:30,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,3.61,215.66

39,09:30-09:45,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,4.08,216.13

40,09:45-10:00,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,4.57,216.62

41,10:00-10:15,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,5,217.05

42,10:15-10:30,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,5.42,217.47

43,10:30-10:45,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,5.75,217.8

44,10:45-11:00,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.02,218.07

45,11:00-11:15,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.33,218.38

46,11:15-11:30,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.55,218.6

47,11:30-11:45,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.75,218.8

48,11:45-12:00,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.9,218.95

49,12:00-12:15,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,7.06,219.11

50,12:15-12:30,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,7.05,219.1

51,12:30-12:45,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,7.07,219.12

52,12:45-13:00,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.94,218.99

53,13:00-13:15,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.73,218.78

54,13:15-13:30,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.81,218.86

55,13:30-13:45,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.61,218.66

56,13:45-14:00,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.58,218.63

57,14:00-14:15,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.55,218.6

58,14:15-14:30,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6.25,218.3

59,14:30-14:45,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,6,218.05

60,14:45-15:00,158.480000,7.700000,0.870000,25.000000,20.000000,0.000000,0.000000,5.6,217.65

61,15:00-15:15,158.480000,7.700000,0.670000,25.000000,20.000000,0.000000,0.000000,5.24,217.09

62,15:15-15:30,158.480000,7.700000,0.670000,25.000000,20.000000,0.000000,0.000000,4.79,216.64

63,15:30-15:45,158.480000,7.700000,0.670000,25.000000,20.000000,0.000000,0.000000,4.29,216.14

64,15:45-16:00,158.480000,7.700000,0.670000,25.000000,20.000000,0.000000,0.000000,3.96,215.81

65,16:00-16:15,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,3.51,215.22

66,16:15-16:30,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,2.95,214.66

67,16:30-16:45,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,2.39,214.1

68,16:45-17:00,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,1.94,213.65

69,17:00-17:15,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,1.47,213.18

70,17:15-17:30,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,0.99,212.7

71,17:30-17:45,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,0.63,212.34

72,17:45-18:00,158.480000,7.700000,0.530000,25.000000,20.000000,0.000000,0.000000,0.33,212.04

73,18:00-18:15,158.480000,7.700000,0.530000,25.000000,20.000000,55.000000,25.000000,0.13,291.84

74,18:15-18:30,158.480000,7.700000,0.530000,25.000000,20.000000,55.000000,25.000000,0,291.71

75,18:30-18:45,158.480000,7.700000,0.530000,25.000000,20.000000,55.000000,25.000000,0,291.71

76,18:45-19:00,158.480000,7.700000,0.530000,25.000000,20.000000,55.000000,25.000000,0,291.71

77,19:00-19:15,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

78,19:15-19:30,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

79,19:30-19:45,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

80,19:45-20:00,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

81,20:00-20:15,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

82,20:15-20:30,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

83,20:30-20:45,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

84,20:45-21:00,158.480000,7.700000,0.630000,25.000000,20.000000,55.000000,25.000000,0,291.81

85,21:00-21:15,158.480000,7.700000,0.580000,25.000000,20.000000,55.000000,25.000000,0,291.76

86,21:15-21:30,158.480000,7.700000,0.580000,25.000000,20.000000,55.000000,25.000000,0,291.76

87,21:30-21:45,158.480000,7.700000,0.580000,25.000000,20.000000,55.000000,25.000000,0,291.76

88,21:45-22:00,158.480000,7.700000,0.580000,25.000000,20.000000,55.000000,25.000000,0,291.76

89,22:00-22:15,0.000000,7.700000,0.530000,25.000000,20.000000,55.000000,0.000000,0,108.23

90,22:15-22:30,0.000000,7.700000,0.530000,25.000000,20.000000,55.000000,0.000000,0,108.23

91,22:30-22:45,0.000000,7.700000,0.530000,25.000000,20.000000,55.000000,0.000000,0,108.23

92,22:45-23:00,0.000000,7.700000,0.530000,25.000000,20.000000,55.000000,0.000000,0,108.23

93,23:00-23:15,0.000000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0,53.18

94,23:15-23:30,0.000000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0,53.18

95,23:30-23:45,0.000000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0,53.18

96,23:45-24:00,0.000000,7.700000,0.480000,25.000000,20.000000,0.000000,0.000000,0,53.18

