Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KGSU3AND4,KKNP,MAPS,KGSU1AND2,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
15,03:30-03:45,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.354791,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.586,15.00135,348.975

16,03:45-04:00,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.354791,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.586,15.00135,348.975

17,04:00-04:15,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.733,15.00135,348.975

18,04:15-04:30,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.733,15.00135,348.975

19,04:30-04:45,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.733,15.00135,348.975

20,04:45-05:00,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.733,15.00135,348.975

21,05:00-05:15,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,7.628735,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.851,15.00135,348.975

22,05:15-05:30,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,4.577241,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.851,15.00135,348.975

23,05:30-05:45,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,18.308964,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.704,15.00135,348.975

24,05:45-06:00,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,79.338844,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.615476,0,0,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.41,15.00135,348.975

25,06:00-06:15,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,79.338844,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.224449,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.263,15.00135,348.975

26,06:15-06:30,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,79.338844,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,51.224449,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,3.381,15.00135,348.975

27,06:30-06:45,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,79.338844,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.833423,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.704,15.00135,348.975

28,06:45-07:00,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,79.338844,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.833423,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.704,15.00135,348.975

29,07:00-07:15,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,79.338844,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.833423,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.704,15.00135,348.975

30,07:15-07:30,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,9.154482,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.833423,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.704,15.00135,348.975

31,07:30-07:45,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,4.272092,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.442396,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.851,15.00135,348.975

32,07:45:08:00,36.432,37.89052,124.384996,130.580717,0,148.982313,8.967,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,4.272092,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.442396,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.851,15.00135,348.975

33,08:00-08:15,36.432,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.851,15.00135,348.975

34,08:15-08:30,36.432,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.851,15.00135,348.975

35,08:30-08:45,36.432,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,4.998,15.00135,348.975

36,08:45:09:00,36.432,37.89052,124.384996,130.580717,0,148.982313,7.686,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,76.039376,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,6.615,15.00135,348.975

37,09:00:09:15,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.292,15.00135,348.975

38,09:15-09:30,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.292,15.00135,348.975

39,09:30-09:45,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.292,15.00135,348.975

40,09:45-10:00,36.432,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,13.0416,0,50.05137,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.439,15.00135,348.975

41,10:00-10:15,41.4,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,6.468,15.00135,275.625

42,10:15-10:30,41.4,37.89052,124.384996,130.580717,0,148.982313,10.248,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,6.468,15.00135,275.625

43,10:30-10:45,41.4,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,6.468,15.00135,275.625

44,10:45-11:00,41.4,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,6.468,15.00135,275.625

45,11:00-11:15,41.4,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.292,15.00135,275.625

46,11:15-11:30,41.4,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.292,15.00135,275.625

47,11:30-11:45,41.4,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.586,15.00135,275.625

48,11:45-12:00,41.4,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,76.692,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.530002,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.586,15.00135,275.625

49,12:00-12:15,41.4,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,51.128,1.169503,44.906625,3.094586,5.534085,49.506309,19.529562,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.138975,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.586,15.00135,275.625

50,12:15-12:30,41.4,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,51.128,1.169503,44.906625,3.094586,5.534085,49.506309,4.272092,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.138975,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.586,15.00135,275.625

51,12:30-12:45,41.4,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,51.128,1.169503,44.906625,3.094586,5.534085,49.506309,0,6.745515,0,96.955943,42.14808,0,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,0,43.536137,6.5208,0,49.138975,0,0,0,74.68153,0,0,0,77.578921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.295872,44.311,148.302375,5.586,15.00135,275.625

