Block,Time,RIHAND3,UNCHAHAR4,CHAMERA1,URI,URI2,DADRI_RF,CHAMERA3,TANDA2,KOTESHWR,UNCHAHAR1,RIHAND2,SINGRAULI_HYDRO,DADRI_CRF,RAPPC,RIHAND1,NAPP,SALAL,RAPPB,TANAKPUR,RAMPUR,DHAULIGNGA,TEHRI,AURY_CRF,AURY_RF,ANTA_CRF,CHAMERA2,BSIUL,AURY_GF,ANTA_LF,KOLDAM,DADRI_GF,KISHANGANGA,DADRT2,UNCHAHAR2,ANTA_GF,SINGRAULI,JHAJJAR,PARBATI3,ANTA_RF,DADRI_LF,AURY_LF,SEWA2,NJPC,UNCHAHAR3,DULHASTI,BRBCL,KUDGI,TALA,FSTPP I & II,KHSTPP-I,SASAN,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,119.275495,0.000000,0.000000,6.388848,23.872995,0.000000,0.000000,0.000000,8.558973,7.716000,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,183.065765,15.432000,0.000000,132.015938,115.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.609500,15.893853,15.125555,54.98,0.000000,8.781387,28.800549,403.076076,46.995841,0,0,0,0,0

7,01:30-01:45,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.716000,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,15.432000,0.000000,132.015938,115.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.609500,15.893853,15.685660,55.94,0.000000,8.781387,28.800549,403.903665,46.995841,0,0,0,0,0

8,01:45-02:00,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.716000,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,15.432000,0.000000,132.015938,115.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.609500,15.893853,14.428198,56.91,0.000000,8.781387,28.800549,403.903665,46.995841,0,0,0,0,0

9,02:00-02:15,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.435890,15.893853,14.471057,55.94,0.000000,5.582981,28.800549,403.903665,46.995841,0,0,0,0,0

10,02:15-02:30,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.435890,15.893853,15.905406,54.98,0.000000,2.893500,28.800549,403.903665,46.995841,0,0,0,0,0

11,02:30-02:45,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.435890,15.893853,14.289734,54.01,0.000000,2.893500,14.467500,403.903665,46.995841,0,0,0,0,0

12,02:45-03:00,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.435890,15.893853,13.945241,54.98,0.000000,2.893500,14.467500,403.903665,46.995841,0,0,0,0,0

13,03:00-03:15,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,11.499027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.435890,15.893853,15.143506,54.98,0.000000,2.893500,14.467500,403.903665,46.995841,0,0,0,0,0

14,03:15-03:30,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,11.499027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.435890,15.893853,15.588847,54.01,0.000000,2.893500,14.467500,403.903665,46.995841,0,0,0,0,0

15,03:30-03:45,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,11.499027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,10.435890,15.893853,17.030355,54.01,0.000000,2.893500,14.467500,403.903665,46.995841,0,0,0,0,0

16,03:45-04:00,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,11.499027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,10.435890,15.893853,17.089956,54.01,0.000000,2.893500,14.467500,403.903665,46.995841,0,0,0,0,0

17,04:00-04:15,119.275495,0.000000,0.000000,47.916360,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,10.435890,15.893853,19.152783,54.98,0.000000,2.893500,28.800549,403.903665,46.995841,0,0,0,0,0

18,04:15-04:30,119.275495,0.000000,0.000000,47.916360,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,173.610000,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,10.435890,15.893853,19.290037,54.98,0.000000,2.893500,28.800549,403.903665,46.995841,0,0,0,0,0

19,04:30-04:45,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,180.361500,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,10.435890,15.893853,19.290037,56.91,0.000000,8.781387,28.800549,403.903665,46.995841,0,0,0,0,0

20,04:45-05:00,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,2.241498,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,217.012500,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,10.435890,15.893853,19.290037,56.91,0.000000,8.781387,28.800549,403.903665,46.995841,0,0,0,0,0

21,05:00-05:15,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,8.965992,0.000000,11.499027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,262.317862,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,10.435890,15.893853,19.290037,58.83,0.000000,8.781387,28.800549,403.903665,46.995841,0,0,0,0,0

22,05:15-05:30,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,76.558364,0.000000,11.499027,0.000000,0.000000,15.008584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,12.538500,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,36.535260,10.435890,15.893853,19.290037,61.73,0.000000,8.781387,28.800549,403.903665,46.995841,0,0,0,0,0

23,05:30-05:45,119.275495,0.000000,0.000000,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,76.558364,0.000000,11.499027,0.000000,0.000000,15.008584,0.000000,0.000000,0.000000,12.702504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,25.672772,0.000000,132.015938,115.701420,0.000000,0.000000,0.000000,0.000000,0.000000,54.802890,10.435890,15.893853,19.290037,63.66,0.000000,8.781387,34.348001,403.903665,50.584842,0,0,0,0,0

24,05:45-06:00,119.275495,0.000000,6.781400,6.388848,10.379563,0.000000,0.000000,0.000000,8.558973,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,76.558364,0.000000,11.499027,0.000000,8.791321,30.017169,0.000000,0.000000,0.000000,12.702504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,15.432000,0.000000,132.015938,115.701420,3.683426,0.000000,0.000000,0.000000,5.014146,73.070520,10.435890,31.787706,19.290037,67.52,0.000000,8.781387,35.056199,403.903665,50.584842,0,0,0,0,0

25,06:00-06:15,119.275495,0.000000,13.562799,6.388848,10.379563,0.000000,0.000000,0.000000,17.117946,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,76.558364,0.000000,3.088811,0.000000,17.582642,45.025754,0.000000,0.000000,0.000000,25.405007,2.121900,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,12.538500,0.000000,132.015938,115.701420,15.769972,0.000000,0.000000,0.000000,10.182574,100.471965,10.435890,47.681558,19.290037,71.37,0.000000,8.781387,35.056199,403.903665,50.584842,0,0,0,0,0

26,06:15-06:30,119.275495,0.000000,25.144515,6.388848,10.379563,0.000000,9.334277,0.000000,28.187551,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,3.362247,0.000000,3.088811,0.000000,26.435120,60.034338,0.000000,0.000000,0.000000,38.107511,12.578623,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,12.538500,0.000000,132.015938,115.701420,15.769972,0.000000,0.000000,0.000000,15.243004,127.873410,10.435890,47.681558,19.290037,79.09,0.000000,8.781387,35.056199,403.903665,50.584842,0,0,0,0,0

27,06:30-06:45,119.275495,0.000000,38.097750,6.388848,10.379563,0.000000,9.334277,0.000000,28.187551,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,26.435120,60.034338,0.000000,0.000000,0.000000,38.107511,12.578623,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,25.672772,0.000000,132.015938,118.633500,15.769972,0.000000,0.000000,0.000000,15.243004,127.873410,16.966037,47.681558,19.290037,83.91,0.000000,13.246170,35.056199,403.903665,50.584842,0,0,0,0,0

28,06:45-07:00,119.275495,0.000000,38.097750,6.388848,10.379563,0.000000,9.334277,0.000000,28.187551,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,26.435120,60.034338,0.000000,0.000000,0.000000,38.107511,12.578623,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,33.164140,0.000000,132.015938,118.633500,15.769972,0.000000,0.000000,0.000000,15.243004,127.873410,16.966037,47.681558,19.290037,86.80,0.000000,13.859865,35.056199,403.903665,50.584842,0,0,0,0,0

29,07:00-07:15,119.275495,0.000000,38.097750,47.916360,10.379563,0.000000,14.738332,0.000000,28.187551,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,26.435120,60.034338,0.000000,0.000000,0.000000,38.107511,12.578623,0.000000,0.000000,0.000000,0.000000,0.000000,284.338265,33.164140,0.000000,132.015938,118.633500,15.769972,0.000000,0.000000,0.000000,15.243004,127.873410,16.966037,47.681558,19.290037,88.79,0.000000,13.859865,42.772199,403.903665,52.102290,0,0,0,0,0

30,07:15-07:30,119.275495,0.000000,25.144515,47.916360,10.379563,0.000000,14.738332,0.000000,28.187551,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,26.435120,60.034338,0.000000,0.000000,0.000000,38.107511,12.578623,0.000000,0.000000,0.000000,0.000000,0.000000,289.160765,40.880140,0.000000,132.015938,118.633500,15.769972,0.000000,0.000000,0.000000,15.243004,127.873410,10.435890,47.681558,19.290037,90.66,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

31,07:30-07:45,119.275495,0.000000,12.953235,10.648080,10.379563,0.000000,14.738332,0.000000,28.187551,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,26.435120,60.034338,0.000000,0.000000,0.000000,38.107511,12.578623,0.000000,0.000000,0.000000,0.000000,0.000000,303.628265,40.880140,0.000000,132.015938,118.633500,3.683426,0.000000,0.000000,0.000000,15.243004,127.873410,10.435890,47.681558,18.521985,95.49,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

32,07:45:08:00,119.275495,0.000000,0.000000,10.648080,10.379563,0.000000,0.000000,0.000000,17.117946,7.580970,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,17.582642,60.034338,0.000000,0.000000,0.000000,25.405007,12.578623,0.000000,0.000000,0.000000,0.000000,0.000000,303.628265,40.880140,0.000000,132.015938,118.633500,0.000000,0.000000,0.000000,0.000000,10.182574,109.605780,10.435890,31.787706,19.290037,96.45,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

33,08:00-08:15,119.275495,0.000000,0.000000,10.648080,10.379563,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,8.663911,45.025754,0.000000,0.000000,0.000000,12.702504,6.289312,0.000000,0.000000,0.000000,0.000000,0.000000,297.841265,40.880140,0.000000,132.015938,118.633500,0.000000,0.000000,0.000000,0.000000,5.091287,73.070520,13.284575,31.787706,19.290037,99.34,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

34,08:15-08:30,119.275495,0.000000,0.000000,10.648080,10.379563,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,45.025754,0.000000,0.000000,0.000000,12.702504,6.289312,0.000000,0.000000,0.000000,0.000000,0.000000,292.935744,40.880140,0.000000,132.015938,118.633500,0.000000,0.000000,0.000000,0.000000,0.000000,54.802890,16.966037,31.787706,19.290037,106.10,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

35,08:30-08:45,119.275495,0.000000,0.000000,10.648080,10.379563,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,45.025754,0.000000,0.000000,0.000000,12.702504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.196265,40.880140,0.000000,132.015938,118.633500,0.000000,0.000000,0.000000,0.000000,0.000000,36.535260,16.966037,31.787706,19.290037,114.78,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

36,08:45:09:00,119.275495,0.000000,0.000000,10.648080,10.379563,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,43.445902,0.000000,0.000000,0.000000,12.702504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.196265,40.880140,0.000000,132.015938,118.633500,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,16.966037,15.893853,19.290037,120.25,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

37,09:00:09:15,119.275495,0.000000,0.000000,47.916360,23.872995,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,27.951210,0.000000,0.000000,0.000000,12.702504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.196265,40.880140,0.000000,132.015938,150.462000,0.000000,0.000000,0.000000,0.000000,0.000000,18.267630,20.917112,15.893853,19.290037,109.43,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

38,09:15-09:30,119.275495,0.000000,0.000000,47.916360,23.872995,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,15.008584,0.000000,0.000000,0.000000,12.702504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,313.973003,40.880140,0.000000,132.015938,208.332000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.917112,15.893853,19.290037,99.34,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

39,09:30-09:45,119.275495,0.000000,0.000000,10.648080,23.872995,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.851546,40.880140,0.000000,132.015938,208.332000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.917112,15.893853,19.290037,99.34,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

40,09:45-10:00,119.275495,0.000000,0.000000,10.648080,23.872995,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.851546,40.880140,0.000000,132.015938,208.332000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.917112,15.893853,19.290037,96.45,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

41,10:00-10:15,119.275495,0.000000,0.000000,10.648080,23.872995,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.851546,40.880140,0.000000,132.015938,208.332000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.917112,15.893853,19.290037,100.31,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

42,10:15-10:30,119.275495,0.000000,0.000000,10.648080,23.872995,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.851546,40.880140,0.000000,132.015938,208.332000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.917112,15.893853,19.290037,102.24,0.000000,19.646865,42.772199,403.903665,52.102290,0,0,0,0,0

43,10:30-10:45,119.275495,0.000000,0.000000,6.388848,9.082118,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,329.360546,40.880140,0.000000,132.015938,208.332000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.917112,15.893853,19.290037,101.27,0.000000,19.468047,42.772199,403.903665,52.102290,0,0,0,0,0

44,10:45-11:00,119.275495,0.000000,0.000000,6.388848,9.082118,0.000000,0.000000,0.000000,8.558973,13.101093,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,308.141546,40.880140,0.000000,132.015938,208.332000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.917112,15.893853,18.231041,107.06,0.000000,19.468047,42.772199,403.903665,52.102290,0,0,0,0,0

45,11:00-11:15,119.275495,0.000000,0.000000,6.388848,9.082118,0.000000,0.000000,0.000000,8.558973,6.751500,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,321.989169,27.745868,0.000000,132.015938,205.438500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.596074,15.893853,18.336729,104.17,0.000000,19.468047,42.772199,403.903665,52.102290,0,0,0,0,0

46,11:15-11:30,119.275495,0.000000,0.000000,6.388848,9.082118,0.000000,0.000000,0.000000,8.558973,6.751500,113.931562,0.553527,0.000000,50.793946,88.734000,0.000000,1.681124,0.000000,3.088811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,329.434716,27.745868,0.000000,132.015938,205.438500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.596074,15.893853,17.455325,104.17,0.000000,19.468047,42.772199,403.903665,52.102290,0,0,0,0,0

