Block,Time Block,KOTESHWR,KUDGI,KOLDAM,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,KGSU3AND4,DHAULIGNGA,FSTPP I & II,KHSTPP-II,DULHASTI,KKNPPU2,KKNP,KHSTPP-I,JHAJJAR,KGSU1AND2,KISHANGANGA,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,URI,UNCHAHAR4,VALLURNTECL,URI2,ANTA_GF,ANTA_CRF,ANTA_LF,AURY_CRF,AURY_GF,ANTA_RF,TelanganaSTPP,UNCHAHAR3,SIMHST1,UNCHAHAR2,SIMHST2,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR1,TANDA2,TALST2,TALA,TANAKPUR,RIHAND3,RSTPSU7,SALAL,SEWA2,RAPPB,RAMPUR,RIHAND2,RIHAND1,PARBATI3,RSTPSU1TO6,SASAN,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,14.95,96.22,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

64,15:45-16:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,29.91,96.22,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

65,16:00-16:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,29.91,109.08,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

66,16:15-16:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,29.91,109.08,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

67,16:30-16:45,8.52,0,0,0,0,0,18.2,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,3.21,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,44.85,109.08,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

68,16:45-17:00,8.52,0,0,0,0,0,36.39,0,0,0,0,42.27,0,0,10.99,78.36,0,0,0,18.39,345.73,0,0,180.76,0,0,0,3.21,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,13.95,0,22.39,0,0,44.85,109.58,6.47,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

69,17:00-17:15,17.05,0,0,0,0,0,67.41,0,0,0,0,42.27,0,0,13.12,96.38,15.83,0,0,23.67,347.94,0,0,180.76,0,0,0,3.21,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,19.25,0,29.73,0,0,44.85,128.97,7.38,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

70,17:15-17:30,25.57,0,0,0,0,0,81.88,0,0,0,0,42.27,0,17.55,15.03,103.9,31.66,0,0,24.48,319.91,0,0,180.76,11.57,2.11,1.22,7.68,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,44.85,128.97,7.92,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

71,17:30-17:45,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,15.03,103.9,31.66,0,0,24.48,319.91,0,0,180.76,26.07,12.53,18.62,30.73,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,59.79,128.97,7.92,0,0,0,0,119.44,0,1.34,7.59,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

72,17:45-18:00,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,17.74,123.57,31.66,0,0,28.95,319.91,0,0,219.18,26.07,12.53,18.62,30.73,19.21,0,0,0,0,0,0,1.28,0,0,4.14,0,0,0,0,0,0,0,19.25,0,30.52,0,0,59.79,128.97,7.92,0,0,0,0,119.44,0,1.34,7.59,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

73,18:00-18:15,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,17.79,142.33,31.66,0,0,28.95,370.54,0,0,238.4,26.07,12.53,18.62,30.73,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,22.76,0,36.14,0,0,59.79,128.97,9.29,0,0,0,1.72,119.44,0,1.34,7.59,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

74,18:15-18:30,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,19.98,142.47,31.66,0,0,32.37,471.24,0,0,242.44,26.07,12.53,18.62,30.73,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,25.3,0,40.67,0,0,59.79,128.97,9.88,0,0,0,1.72,119.44,0,1.34,7.59,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

75,18:30-18:45,37.52,0,0,0,0,0,112.35,0,0,0,0,42.27,0,26.33,19.98,142.47,31.66,0,0,32.37,568.21,0,0,238.4,11.57,12.53,18.62,30.73,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,25.36,0,40.72,0,0,59.79,132.84,9.88,0,0,0,1.72,119.44,0,1.34,7.59,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

76,18:45-19:00,18.95,0,0,0,0,0,89.88,0,0,0,0,42.27,0,17.55,19.98,142.47,31.66,0,0,32.37,579.77,0,0,238.4,0,2.11,1.22,3.84,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,25.36,0,40.72,0,0,59.79,133.3,9.88,0,0,0,1.72,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

77,19:00-19:15,8.52,0,0,0,0,0,67.41,0,0,0,0,42.27,0,0,17.22,142.47,15.83,0,0,32.37,528.62,0,0,209.58,0,0,0,0,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,19.1,0,31.98,0,0,59.79,129.69,7.84,0,0,0,1.72,119.44,0,1.34,0,0,0,114.09,88.38,3.67,0,402.31,51.81,0,0,0,0,0

78,19:15-19:30,8.52,0,0,0,0,0,44.94,0,0,0,0,42.27,0,0,17.22,142.47,15.83,0,0,32.37,427.75,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,25.45,0,0,4.14,0,0,0,0,0,0,0,21.86,0,35.1,0,0,59.79,129.69,8.51,0,0,0,1.72,119.44,0,1.34,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

79,19:30-19:45,8.52,0,0,0,0,0,22.47,0,0,0,0,42.27,0,0,17.22,142.47,15.83,0,0,32.37,378.05,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,25.45,0,0,10.34,0,0,0,0,0,0,0,21.86,0,35.1,0,0,44.85,129.69,8.51,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

80,19:45-20:00,8.52,0,0,0,0,0,22.47,0,0,0,0,42.27,0,0,17.22,142.47,15.83,0,0,28.95,347.94,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,25.45,0,0,10.34,0,0,0,0,0,0,0,19.25,0,30.52,0,0,44.85,129.69,7.92,0,0,0,0,119.44,0,1.34,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

81,20:00-20:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,14.63,122.8,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,4.77,0,0,10.34,0,0,0,0,0,0,0,14.25,0,22.47,0,0,29.91,130.41,6.13,0,0,0,0,119.44,0,8.92,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

82,20:15-20:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,122.8,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,3.18,0,0,10.34,0,0,0,0,0,0,0,14.25,0,22.47,0,0,29.91,130.41,5.98,0,0,0,0,119.44,0,40.19,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

83,20:30-20:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,122.8,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,3.18,0,0,10.34,0,0,0,0,0,0,0,14.25,0,22.47,0,0,29.91,130.41,5.98,0,0,0,0,119.44,0,40.19,0,0,0,114.09,88.38,15.89,0,402.31,51.81,0,0,0,0,0

84,20:45-21:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,122.8,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,29.91,130.41,5.98,0,0,0,0,119.44,0,40.19,0,0,0,114.09,88.38,3.43,0,402.31,51.81,0,0,0,0,0

85,21:00-21:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,104.35,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,25.45,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,14.77,130.98,5.98,0,0,0,1.97,119.44,0,40.19,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

86,21:15-21:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,25.45,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,130.98,5.98,0,0,0,1.97,119.44,0,40.19,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

87,21:30-21:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,7.95,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,130.98,5.98,0,0,0,1.97,119.44,0,40.19,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

88,21:45-22:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,5.3,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,130.98,5.98,0,0,0,1.97,119.44,0,8.92,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

89,22:00-22:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,5.3,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,118.68,5.98,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

90,22:15-22:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,5.3,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,111.38,5.98,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

91,22:30-22:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,5.3,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,111.38,5.98,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

92,22:45-23:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,5.3,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,111.38,5.98,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

93,23:00-23:15,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,5.3,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,111.38,5.98,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

94,23:15-23:30,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,111.75,5.98,0,0,0,1.97,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

95,23:30-23:45,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,111.75,5.98,0,0,0,2.22,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

96,23:45-24:00,8.52,0,0,0,0,0,0,0,0,0,0,42.27,0,0,13.27,103.9,15.83,0,0,24.48,345.73,0,0,180.76,0,0,0,0,19.21,0,0,0,0,0,0,3.18,0,0,4.14,0,0,0,0,0,0,0,14.25,0,22.47,0,0,0,111.75,5.98,0,0,0,2.22,119.44,0,1.34,0,0,0,114.09,88.38,0,0,402.31,51.81,0,0,0,0,0

