Column1,Time,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/1196,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6475,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/6452,GNA/NR/2025/07/01/2952,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6187,NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/08/01/6209,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/2414,GNA/NR/2025/06/07/5932,NR/01082024/19092033/Chanju/TPDDL/01082024
6,01:15-01:30,0,0,17.33,22.5,0,0,0,7.5,0,7.5,0,17.34,0,5,42.22,26.93,26.93,0,96.72,0,0,20.47,8.76,8.76,5.96,19.27,0,270.98,81.9,20.79,0,20.47,4.01,130.36,0,15.27,17.38,0,0,0,0,0,0,33.72,3.24,86.91,35.14,40.95,-0,15.49

7,01:30-01:45,0,0,16.67,22.5,0,0,0,7.5,0,7.5,0,16.66,0,5,43.02,26.93,26.93,0,77.08,0,0,20.47,8.76,8.76,5.96,19.27,0,270.98,81.9,20.79,0,20.47,4.01,83.94,0,15.27,17.38,0,0,0,0,0,0,33.72,3.24,56.48,35.14,40.95,-0,15.49

8,01:45-02:00,0,0,16,22.5,0,0,0,7.5,0,7.5,0,16,0,5,43.22,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,5.96,19.27,0,270.98,81.9,20.79,0,20.47,4.01,83.94,0,15.27,17.38,0,0,0,0,0,0,33.72,3.24,56.48,35.14,40.95,-0,15.49

9,02:00-02:15,0,0,15.33,22.5,0,0,0,7.5,0,7.5,0,15.34,0,5,42.22,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,5.96,19.27,0,270.98,81.9,20.79,25.23,20.47,4.01,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.24,56.48,35.14,40.95,-0,19.37

10,02:15-02:30,0,0,15,21,0,0,0,7,0,7,0,15,0,5,41.22,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,5.96,19.27,0,270.98,81.9,20.79,25.23,20.47,4.01,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.24,56.48,35.14,40.95,-0,19.37

11,02:30-02:45,0,0,14.67,21,0,0,0,7,0,7,0,14.66,0,5,40.22,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,5.96,19.27,0,231.24,81.9,20.79,25.23,20.47,4.01,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.24,55.13,35.14,40.95,-0,19.37

12,02:45-03:00,0,0,14,20.51,0,0,0,6.83,0,6.83,0,14,0,5,39.22,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,5.96,19.27,0,192.7,81.9,20.79,25.23,20.47,4.01,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.24,55.13,35.14,40.95,-0,19.37

13,03:00-03:15,0,0,14,20.51,0,0,0,6.83,0,6.83,0,14,0,5,43.01,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,192.7,81.9,20.79,25.23,20.47,2.13,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

14,03:15-03:30,0,0,14,19.99,0,0,0,6.67,0,6.67,0,14,0,5,43.01,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,192.7,81.9,20.79,25.23,20.47,2.13,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

15,03:30-03:45,0,0,14,19.99,0,0,0,6.67,0,6.67,0,14,0,5,43.01,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,192.7,81.9,20.79,25.23,20.47,2.13,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

16,03:45-04:00,0,0,14,19.5,0,0,0,6.5,0,6.5,0,14,0,5,42.21,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,154.16,81.9,20.79,25.23,20.47,2.13,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

17,04:00-04:15,0,0,14,18.49,0,0,0,6.17,0,6.17,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,25.23,20.47,2.13,83.94,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

18,04:15-04:30,0,0,14,18,0,0,0,6,0,6,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,25.23,20.47,2.13,84.31,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

19,04:30-04:45,0,0,14,18,0,0,0,6,0,6,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,25.23,20.47,2.13,84.31,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

20,04:45-05:00,0,0,14,18,0,0,0,6,0,6,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,25.23,20.47,2.13,84.31,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

21,05:00-05:15,0,0,14,17.51,0,0,0,5.83,0,5.83,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,24.72,20.47,2.13,84.31,0,15.27,17.38,0,0,0,0,0,0,81.9,1.47,55.13,35.14,40.95,-0,19.37

22,05:15-05:30,0,0,14,17.51,0,0,0,5.83,0,5.83,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,24.22,20.47,2.13,84.31,0,15.27,17.38,0,0,0,0,0,0,81.9,3.22,55.13,35.14,40.95,-0,19.37

23,05:30-05:45,0,0,14,17.51,0,0,0,5.83,0,5.83,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,25.23,20.47,2.13,84.31,0,15.27,17.38,0,0,0,0,0,0,81.9,3.21,55.13,35.14,40.95,-0,19.37

24,05:45-06:00,0,0.31,14,17.51,0,0,0,5.83,0,5.83,0,14,0,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,25.23,20.47,2.13,84.31,0,15.27,17.38,0,0,0,0,0,0,81.9,3.21,55.13,35.14,40.95,-0,19.37

25,06:00-06:15,0.75,1.19,14,17.51,7.84,0,0,5.83,1,5.83,0,14,0.01,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,25.23,20.47,2.13,84.31,0,15.27,17.38,0,1,1,1,0,0,81.9,3.21,55.13,35.14,40.95,-0,19.37

26,06:15-06:30,3,2.07,14,17.51,14.45,0,0,5.83,2,5.83,0,14,0.47,5,44.02,26.93,26.93,0,52.99,0,0,20.47,8.76,8.76,3.19,19.27,0,149.83,81.9,20.79,24.22,20.47,2.13,84.31,0,15.27,17.38,0,2,2,2,0.09,1,81.9,3.21,55.13,35.14,40.95,-0,19.37

27,06:30-06:45,6.86,3.64,14,17.51,23.03,3,19.56,5.83,4,5.83,0,14,4.11,5,44.02,26.93,26.93,0,52.99,0,0.49,20.47,8.76,8.76,3.19,19.27,0.37,149.83,81.9,20.79,24.22,20.47,2.13,84.31,0.49,15.27,17.38,0,4,5,3,0.82,2,81.9,3.16,55.13,35.14,40.95,-0,19.37

28,06:45-07:00,12.35,6.28,14,16.99,33,5,30.31,5.67,7,5.67,0,14,16.05,5,44.02,26.93,26.93,0,52.99,0,0.87,20.47,8.76,8.76,3.19,19.27,0.68,149.83,81.9,20.79,24.22,20.47,2.13,84.31,0.87,15.27,17.38,0,7,7,4,3.21,4,81.9,3.17,55.13,35.14,40.95,-0,19.37

29,07:00-07:15,19.27,9.94,14,16.99,32.2,8,32.21,5.67,11,5.67,0,14,25.93,5,44.02,26.93,26.93,0,52.99,0,1.42,20.47,8.76,8.76,3.19,19.27,1.09,149.83,81.9,20.79,24.22,20.47,2.13,53.36,1.42,15.27,17.38,0,9,11,5,5.18,6,81.9,3.17,37.19,35.14,40.95,-0,19.37

30,07:15-07:30,26.75,14.61,14,16.99,33,13,33,5.67,13,5.67,0,14,36.46,5,44.02,26.93,26.93,0,52.99,0,2.06,20.47,8.76,8.76,3.19,19.27,1.59,149.83,81.9,20.79,24.22,20.47,2.13,53.36,2.06,15.27,17.38,0,12,16,7,7.29,8,81.9,3.17,37.19,35.14,40.95,-0,19.37

31,07:30-07:45,35.03,18.81,14,16.99,33,20,33,5.67,20,5.67,0,14,46.6,5,44.02,26.93,26.93,0,52.99,0,2.77,20.47,8.76,8.76,3.19,19.27,2.15,149.83,81.9,20.79,24.22,20.47,2.13,53.36,2.77,15.27,17.38,0,18,21,8,9.32,11,81.9,3.17,37.19,35.14,40.95,-0,19.37

32,07:45-08:00,42.48,22.69,14,16.99,32.77,26,32.78,5.67,26,5.67,0,14,57.77,5,44.02,26.93,26.93,0,52.99,0,3.17,20.47,8.76,8.76,3.19,19.27,2.45,149.83,81.9,20.79,23.21,20.47,2.13,53.36,3.17,15.27,17.38,0,22,28,9,11.55,14,81.9,3.17,37.19,35.14,40.95,-0,19.37

33,08:00-08:15,49.71,28.55,14,16.5,31.9,31.9,31.9,5.5,33,5.5,0,14,70.88,5,44.02,26.93,26.93,0,52.99,0,3.78,20.47,8.76,8.76,3.19,19.27,2.92,149.83,81.9,20.79,23.21,20.47,2.13,53.36,3.78,15.27,17.38,0,27,34,12,14.18,17,81.9,3.22,37.19,35.14,40.95,-0,19.37

34,08:15-08:30,56.8,34.41,14,16.5,33,33,33,5.5,36,5.5,0,14,84.49,5,44.02,26.93,26.93,0,52.99,0,4.6,20.47,8.76,8.76,3.19,19.27,3.55,149.83,81.9,20.79,23.21,20.47,2.13,53.36,4.6,15.27,17.38,0,33,41,16,16.9,20,81.9,3.22,37.19,35.14,40.95,-0,19.37

35,08:30-08:45,63.49,40.26,14,16.5,33,33,33,5.5,43,5.5,0,14,97.21,5,44.55,26.93,26.93,0,52.99,0,5.21,20.47,8.76,8.76,3.19,19.27,4.03,149.83,81.9,20.79,21.19,20.47,2.13,53.36,5.21,15.27,17.38,0,37,45,18,19.44,23,81.9,3.22,37.19,35.14,40.95,-0,19.37

36,08:45-09:00,70.01,46.12,14,16.5,33,33,33,5.5,47,5.5,0,14,112.14,5,44.04,26.93,26.93,0,52.99,0,6.24,20.47,8.76,8.76,3.19,19.27,4.82,149.83,81.9,20.79,21.19,20.47,2.13,53.36,6.24,15.27,17.38,0,42,51,21,22.43,25,81.9,3.22,37.19,35.14,40.95,-0,19.37

37,09:00-09:15,76.25,52.26,14,16.5,33,33,33,5.5,56,5.5,0,14,125.33,5,43.74,26.94,26.94,0,52.99,0,7.26,20.47,8.76,8.76,3.19,19.27,5.6,149.83,81.9,20.79,21.19,20.47,2.13,53.36,7.26,15.27,17.38,0,46,56,25,25.07,28,81.9,1.47,37.19,35.14,40.95,-0,19.45

38,09:15-09:30,81.74,58.39,14,16.5,33,33,33,5.5,62,5.5,0,14,138.22,5,44.2,26.94,26.94,0,52.99,0,8.28,20.47,8.76,8.76,3.19,19.27,6.4,149.83,81.9,20.79,21.19,20.47,2.13,53.36,8.28,15.27,17.38,0,51,60,27,27.64,30,81.9,1.47,37.19,35.14,40.95,-0,19.45

39,09:30-09:45,88.88,68.4,14,16.5,33,33,33,5.5,65,5.5,0,14,150.8,5,43.62,26.94,26.94,0,52.99,0,9.3,20.47,8.76,8.76,3.19,19.27,7.19,149.83,81.9,20.79,21.19,20.47,2.13,53.36,9.3,15.27,17.38,0,60,64,30,30.16,32,81.9,1.47,37.19,35.14,40.95,-0,19.45

40,09:45-10:00,95.8,74.9,14,16.5,33,33,33,5.5,68,5.5,0,14,162.79,5,44.03,26.94,26.94,0,52.99,0,10.21,20.47,8.76,8.76,3.19,19.27,7.88,149.83,81.9,20.79,22.2,20.47,2.13,53.36,10.21,15.27,17.38,0,63,68,32,32.56,34,81.9,1.47,37.19,35.14,40.95,-0,19.45

41,10:00-10:15,102.69,81.98,1.67,10.01,33,33,33,3.33,75,3.33,0,1.66,172.96,3.33,43.64,26.94,26.94,0,52.99,0,10.91,20.47,8.76,8.76,3.19,19.27,8.43,149.83,81.9,20.79,22.2,20.47,2.13,53.36,10.91,15.27,17.38,0,72,75,33,34.59,37,81.9,1.47,37.19,35.14,40.95,-0,19.45

42,10:15-10:30,107.16,86.21,1.67,10.01,33,33,33,3.33,80,3.33,0,1.66,179.63,3.33,44.22,26.94,26.94,0,52.99,0,11.48,20.47,8.76,8.76,3.19,19.27,8.87,149.83,81.9,20.79,22.2,20.47,2.13,53.36,11.48,15.27,17.38,0,75,79,34,35.93,39,81.9,1.47,37.19,35.14,40.95,-0,19.45

43,10:30-10:45,107.16,77,1.67,10.01,33,33,33,3.33,93,3.33,0,1.66,174.51,0.33,44.11,26.94,26.94,0,52.99,0,13.74,20.47,8.76,8.76,3.19,19.27,10.61,149.83,81.9,20.79,22.2,20.47,2.13,53.36,13.74,15.27,17.38,0,79,83,36,34.9,42,81.9,1.47,37.19,35.14,40.95,-0,19.45

44,10:45-11:00,107.16,78.91,1.67,10.01,33,33,33,3.33,93,3.33,0,1.66,185.92,0.33,44.09,26.94,26.94,0,52.99,0,14.35,20.47,8.76,8.76,3.19,19.27,11.08,149.83,81.9,20.79,22.2,20.47,2.13,53.36,14.35,15.27,17.38,0,81,87,39,37.18,43,81.9,1.47,37.19,35.14,40.95,-0,19.45

45,11:00-11:15,107.16,76.85,1.67,10.01,33,33,33,3.33,82,3.33,0,1.66,190.55,0.33,43.31,26.94,26.94,0,52.99,0,14.99,20.47,8.76,8.76,3.19,19.27,11.59,149.83,81.9,20.79,22.2,20.47,2.13,53.36,14.99,15.27,17.38,0,81,90,34,38.11,45,81.9,1.47,37.19,35.14,40.95,-118.71,19.55

46,11:15-11:30,110.04,79.65,1.67,10.01,33,33,33,3.33,83,3.33,0,1.66,193.62,0.33,44.06,26.94,26.94,0,52.99,0,15.59,20.47,8.76,8.76,3.19,19.27,12.04,149.83,81.9,20.79,21.19,20.47,2.13,53.36,15.59,15.27,17.38,0,81,93,34,38.73,47,81.9,1.47,37.19,35.14,40.95,-226.63,19.55

47,11:30-11:45,113.24,81.08,1.67,10.01,33,33,33,3.33,58,3.33,0,1.66,186.01,0.33,40.02,26.94,26.94,0,52.99,0,15.75,20.47,14.6,14.6,5.96,19.27,12.18,192.7,81.9,20.79,21.19,20.47,4.01,84.31,15.75,15.27,28.97,0,81,93,30,37.2,47,81.9,3.24,55.13,35.14,40.95,-226.63,19.55

48,11:45-12:00,116.36,81.01,1.67,10.01,33,33,33,3.33,58,3.33,0,1.66,186.37,0.33,40.02,26.94,26.94,0,52.99,0,15.99,20.47,14.6,14.6,5.96,19.27,12.35,231.24,81.9,20.79,21.19,20.47,4.01,84.31,15.99,15.27,28.97,0,81,93,30,37.28,47,81.9,3.24,55.13,35.14,40.95,-226.63,19.55

49,12:00-12:15,108.14,81.21,1.67,10.01,33,33,33,3.33,71,3.33,0,1.66,212.5,0.33,40.02,26.95,26.95,0,52.99,0,11.99,20.47,14.6,14.6,5.96,19.27,9.26,270.98,81.9,20.79,20.19,20.47,4.01,84.31,11.99,15.27,28.97,0,72,81,34,42.5,41,81.9,3.24,55.13,35.14,40.95,-226.63,19.55

50,12:15-12:30,108.14,81.6,1.67,10.01,33,33,33,3.33,75,3.33,0,1.66,212.5,0.33,40.02,26.95,26.95,0,52.99,0,11.99,20.47,14.6,14.6,5.96,19.27,9.26,270.98,81.9,20.79,20.19,20.47,4.01,84.31,11.99,15.27,28.97,0,72,81,34,42.5,41,81.9,3.24,55.13,35.14,40.95,-226.63,19.55

51,12:30-12:45,108.14,94.37,1.67,10.01,33,33,33,3.33,83,3.33,0,1.66,229.17,0.33,40.02,26.95,26.95,0,52.99,0,11.99,20.47,14.6,14.6,5.96,19.27,9.26,270.98,81.9,20.79,20.19,20.47,4.01,84.31,11.99,15.27,28.97,5.61,60,67,41,45.83,33,81.9,3.24,55.13,35.14,40.95,-226.63,19.55

52,12:45-13:00,108.14,94.47,1.67,10.01,33,33,33,3.33,83,3.33,0,1.66,227.5,0.33,40.02,26.95,26.95,0,52.99,0,11.99,20.47,14.6,14.6,5.96,19.27,9.26,231.24,81.9,20.79,20.19,20.47,4.01,84.31,11.99,15.27,28.97,5.61,60,67,41,45.5,33,81.9,3.24,55.13,35.14,40.95,-226.63,19.55

53,13:00-13:15,108.14,92.47,1.67,10.01,33,33,33,3.33,85,3.33,0,1.66,224.17,0.33,40.02,26.95,26.95,0,52.99,0,14.98,20.47,14.6,14.6,5.96,19.27,11.58,192.7,81.9,20.79,20.19,20.47,4.01,84.31,14.98,15.27,28.97,6.54,63,73,39,44.83,37,81.9,3.24,55.13,35.14,40.95,-226.63,19.65

54,13:15-13:30,116.9,90.69,1.67,10.01,33,33,33,3.33,85,3.33,0,1.66,220.83,0.33,40.02,26.95,26.95,0,52.99,0,14.97,20.47,14.6,14.6,5.96,19.27,11.57,192.7,81.9,20.79,20.19,20.47,4.01,84.31,14.97,15.27,28.97,6.54,63,73,37,44.17,37,81.9,3.24,55.13,35.14,40.95,-226.63,19.65

55,13:30-13:45,116.9,96.27,1.67,10.01,33,33,33,3.33,78,3.33,0,1.66,216.67,0.33,40.02,26.95,26.95,0,52.99,0,14.64,20.47,14.6,14.6,5.96,19.27,11.3,231.24,81.9,20.79,21.7,20.47,4.01,84.31,14.64,15.27,28.97,6.54,66,80,36,43.33,40,81.9,3.24,55.13,35.14,40.95,-228.76,19.65

56,13:45-14:00,116.9,94.83,1.67,10.01,33,33,33,3.33,78,3.33,0,1.66,212.5,0.33,40.02,26.95,26.95,0,52.99,0,14.4,20.47,14.6,14.6,5.96,19.27,11.13,270.98,81.9,20.79,21.7,20.47,4.01,84.31,14.4,15.27,28.97,6.54,66,79,35,42.5,39,81.9,3.24,55.13,35.14,40.95,-228.76,19.65

57,14:00-14:15,116.9,85.6,1.67,10.01,33,33,33,3.33,70,3.33,0,1.66,191.67,0.33,40.02,26.95,26.95,0,52.99,0,14.13,20.47,14.6,14.6,5.96,19.27,10.92,270.98,81.9,20.79,21.7,20.47,4.01,111.73,14.13,15.27,28.97,7,72,83,34,38.33,42,81.9,3.24,75.43,35.14,20.14,-118.71,19.65

58,14:15-14:30,112.91,81.1,1.67,10.01,33,33,33,3.33,67,3.33,0,1.66,183.33,0.33,40.02,26.95,26.95,0,52.99,0,13.84,20.47,14.6,14.6,5.96,19.27,10.7,270.98,81.9,20.79,21.7,20.47,4.01,111.73,13.84,15.27,28.97,7,70,81,33,36.67,41,81.9,3.24,75.43,35.14,16.18,-0,19.65

59,14:30-14:45,107.2,69.23,1.67,10.01,33,33,33,3.33,63,3.33,0,1.66,160.92,0.33,40.02,26.95,26.95,0,86.72,0,13.42,20.47,14.6,14.6,5.96,19.27,10.38,270.98,81.9,20.79,21.7,20.47,4.01,130.36,13.42,15.27,28.97,7,72,85,30,32.19,43,81.9,3.24,75.43,35.14,16.18,-0,19.65

60,14:45-15:00,101.18,64.62,1.67,10.01,33,33,33,3.33,60,3.33,0,1.66,150.09,0.33,40.02,26.95,26.95,0,100.38,0,12.87,20.47,14.6,14.6,5.96,19.27,9.94,270.98,81.9,20.79,22.2,20.47,4.01,130.36,12.87,15.27,28.97,7,69,83,29,30.02,42,81.9,3.24,75.43,35.14,16.18,-0,19.65

61,15:00-15:15,102.66,52.64,1.67,10.01,33,33,33,3.33,58,3.33,0,1.66,121.92,0.33,42.02,26.95,26.95,0,100.38,0,12.2,20.47,14.6,14.6,5.96,19.27,9.42,270.98,81.9,20.79,22.2,20.47,4.01,130.36,12.2,15.27,28.97,7.48,64,80,28,24.38,40,81.9,3.24,75.43,35.14,16.18,-0,19.65

62,15:15-15:30,95.61,50.13,1.67,10.01,33,33,33,3.33,57,3.33,0,1.66,114.79,0.33,42.02,26.95,26.95,0,100.38,0,11.64,20.47,14.6,14.6,5.96,19.27,9,270.98,81.9,20.79,22.2,20.47,4.01,130.36,11.64,15.27,28.97,7.48,60,77,27,22.96,38,81.9,3.24,75.43,35.14,16.18,-0,19.65

63,15:30-15:45,89.09,56.46,12.14,10.01,33,33,33,3.33,57,3.33,0,12.14,100,0.33,43.28,26.95,26.95,0,100.38,0,9.99,20.47,14.6,14.6,5.96,19.27,7.71,270.98,81.9,20.79,22.2,20.47,4.01,130.36,9.99,15.27,28.97,7.48,58,72,25,20,36,81.9,3.24,86.91,35.14,16.18,-0,19.65

64,15:45-16:00,82.34,52.99,13.39,10.01,33,33,33,3.33,55,3.33,0,13.39,91.67,0.33,43.28,26.95,26.95,0,100.38,0,9.29,20.47,14.6,14.6,5.96,19.27,7.19,270.98,81.9,20.79,22.2,20.47,4.01,130.36,9.29,15.27,28.97,7.48,54,67,23,18.33,33,81.9,3.24,86.91,35.14,16.18,-0,19.65

65,16:00-16:15,74.84,49.67,16.01,10.01,33,24,33,3.33,50,3.33,0,16.02,83.33,1.96,43.28,0,0,0,100.38,0,8.63,20.47,14.6,14.6,5.96,19.27,6.67,270.98,81.9,20.79,22.2,20.47,4.01,130.36,8.63,15.27,28.97,8.41,42,50,21,16.67,25,81.9,3.24,86.91,35.14,16.18,-0,19.65

66,16:15-16:30,67.9,45.22,17.42,10.01,33,16,33,3.33,47,3.33,0,17.43,75,2.44,43.28,0,0,0,100.38,0,7.88,20.47,14.6,14.6,5.96,19.27,6.09,270.98,81.9,20.79,23.21,20.47,4.01,130.36,7.88,15.27,28.97,8.41,39,40,18,15,20,81.9,3.24,86.91,35.14,16.18,-0,19.65

67,16:30-16:45,59.65,34.48,18.7,10.99,33,8,33,3.67,33,3.67,0,18.69,66.67,2.86,43.28,0,0,0,100.38,0,6.88,20.47,14.6,14.6,5.96,19.27,5.32,270.98,81.9,20.79,23.21,20.47,4.01,130.36,6.88,15.27,28.97,8.41,37,43,16,13.33,22,81.9,3.24,86.91,35.14,16.18,-0,19.65

