Block,Time Block,TANDA2,UNCHAHAR2,URI,UNCHAHAR1,TANAKPUR,UNCHAHAR4,TEHRIPSP,VALLURNTECL,UNCHAHAR3,URI2,TEHRI,TelanganaSTPP,TALA,TALST2,SASAN,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,SALAL,SEWA2,RIHAND3,RSTPSU1TO6,RIHAND2,RAPPD,RIHAND1,RSTPSU7,KGSU3AND4,KHSTPP-II,JHAJJAR,KHSTPP-I,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,KGSU1AND2,NTPL,PARBATI2,RAMPUR,NLCIIST1,RAPPC,NLCIIST2,NLCTS2EXP,NNTPP,PARBATI3,RAPPB,CHAMERA1,BSIUL,BRBCL,CHAMERA2,CHAMERA3,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,MAPS,NAPP,NLCEXP,KOTESHWR,NJPC,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,KUDGI,AURY_GF,AURY_LF,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,5.33,26.73,46.68,11.85,11.45,2.24,0,0,14.64,35.53,0,0,23.94,0,324.37,0.63,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,10.94,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,30.01,0,40.51,18.8,19.45,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,5.33,26.73,46.68,11.85,11.45,2.24,0,0,14.64,35.53,0,0,23.94,0,324.37,0.63,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,11.46,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,22.75,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,5.33,26.73,46.68,11.85,11.45,2.24,0,0,14.64,35.53,0,0,23.94,0,324.37,0.63,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,235.97,43.76,40.81,13.07,8.13,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,21.93,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,5.33,32.09,46.68,16.04,11.45,3.09,0,0,20.36,35.53,0,0,29.59,0,324.37,0.63,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,11.65,56.19,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,22.93,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,5.33,32.09,46.68,16.04,11.45,3.09,0,0,20.36,35.53,0,0,29.59,0,324.37,0.63,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,11.65,104.24,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,22.75,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,5.33,32.09,46.68,16.04,11.45,3.09,0,0,20.36,35.53,0,0,29.59,0,324.37,0.63,0,0,109.33,69.25,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,13.1,181.13,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,23.69,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,5.33,32.09,46.68,16.04,11.45,3.09,0,0,21.91,35.53,0,0,29.55,0,324.37,0.63,0,0,109.33,69.25,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,14.03,248.41,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,21.96,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,5.33,37.71,46.68,18.18,11.45,3.09,0,0,23.11,35.53,0,0,19.61,0,324.37,0.63,0,0,109.33,69.25,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,14.03,334.9,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,20.01,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,5.33,37.71,46.68,18.18,11.45,3.09,0,0,23.11,35.53,0,0,17.09,0,324.37,0.63,0,0,109.33,69.25,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,14.03,358.93,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,24.02,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,0,0,17.09,0,324.37,0.63,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,14.03,358.93,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,22.86,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,0,0,17.04,0,324.37,0.63,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,243.78,43.76,40.81,14.03,373.35,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,18.49,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,0,0,16.9,0,324.37,0.45,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,343.3,43.76,40.81,14.03,322.89,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,19.45,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,0,0,16.9,0,324.37,0.45,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,400.97,43.76,40.81,14.03,347.37,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,21.93,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,0,0,22.04,0,324.37,0.45,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,451.91,43.76,40.81,14.03,311.81,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,18.8,21.63,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,15.56,0,21.87,0,324.37,0.45,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,451.91,43.76,40.81,14.03,345.93,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,18.8,20.28,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,31.12,0,26.39,0,324.37,0.45,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,418.27,43.76,40.81,14.03,417.53,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,18.8,21.83,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,5.33,43.25,46.68,20.81,9.6,3.09,0,0,26.61,35.53,46.68,0,26.39,0,324.37,0.45,0,0,109.33,67.01,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,418.27,43.76,40.81,14.03,454.97,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,18.8,22.39,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,5.33,43.25,46.68,20.81,11.45,3.09,0,0,26.61,35.53,62.24,0,26.16,0,324.37,0.45,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,418.27,43.76,40.81,14.03,454.97,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,23.37,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,5.33,43.25,46.68,20.81,11.45,3.09,0,0,26.61,35.53,62.24,0,26.13,0,324.37,0.45,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,418.27,43.76,40.81,14.03,454.97,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,24.02,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,5.33,43.25,46.68,20.81,11.45,3.09,0,0,26.61,35.53,62.24,0,31.36,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,418.27,43.76,40.81,15.55,485.72,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,24.02,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,5.33,43.25,46.68,20.81,11.45,3.09,0,0,26.61,35.53,62.24,0,31.36,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,418.27,43.76,40.81,16.69,524.02,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,23.34,45.29,32.62,0,0,0,0,0,0,23.41,0,9.75,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,25.66,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,451.91,43.76,40.81,16.7,524.02,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,21.69,45.29,32.62,0,0,0,0,0,0,23.41,0,19.5,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,25.23,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,40.81,16.7,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,34.29,0,40.51,18.8,19.95,45.29,32.62,0,0,0,0,0,0,23.41,0,29.25,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,25.23,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,40.81,16.7,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,25.72,0,40.51,18.8,21.42,45.29,32.62,19.21,0,0,0,19.4,0,23.41,0,38.99,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,11.18,0,0,0,0,0

78,19:15-19:30,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,25.43,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,16.7,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,20.38,47.66,34.3,19.21,0,0,0,19.4,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,11.18,0,0,0,0,0

79,19:30-19:45,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,30.85,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,16.7,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,24.02,47.66,34.3,19.21,0,0,0,19.4,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,11.27,0,0,0,0,0

80,19:45-20:00,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,16.7,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,24.02,47.66,34.3,19.21,0,0,0,19.4,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,11.27,0,0,0,0,0

81,20:00-20:15,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.28,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,24.02,47.66,34.3,19.21,0,0,0,19.4,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,11.43,0,0,0,0,0

82,20:15-20:30,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.42,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,22.6,47.66,34.3,19.21,0,0,0,19.4,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,11.43,0,0,0,0,0

83,20:30-20:45,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,23.57,47.66,34.3,66.25,0,0,0,65.06,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,41.18,0,0,0,0,0

84,20:45-21:00,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.08,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,24.02,47.66,34.3,74.89,0,0,0,75.97,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,44.84,0,0,0,0,0

85,21:00-21:15,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.08,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,24.02,47.66,34.3,74.89,0,0,0,75.97,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,45.44,0,0,0,0,0

86,21:15-21:30,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.22,0,324.37,0.39,0,0,107.35,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,499.96,43.76,40.81,14.03,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,12.86,0,40.51,18.8,24.02,45.29,32.62,74.89,0,0,0,75.97,0,23.41,0,38.99,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,45.44,0,0,0,0,0

87,21:30-21:45,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.36,0,324.37,0.39,0,0,107.35,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,528.8,43.76,40.81,14.03,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,17.15,0,40.51,18.8,23.04,45.29,32.62,74.89,0,0,0,75.97,0,23.41,0,38.99,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,45.44,0,0,0,0,0

88,21:45-22:00,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.51,0,324.37,0.39,0,0,107.35,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,528.8,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,21.72,47.66,34.3,74.89,0,0,0,75.97,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,45.44,0,0,0,0,0

89,22:00-22:15,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.65,0,324.37,0.39,0,0,107.35,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,20.46,47.66,34.3,71.72,0,0,0,72.21,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,46.17,0,0,0,0,0

90,22:15-22:30,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.65,0,324.37,0.39,0,0,107.35,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,21.71,47.66,34.3,71.72,0,0,0,72.21,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,46.17,0,0,0,0,0

91,22:30-22:45,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,63.73,0,31.65,0,324.37,0.39,0,0,109.33,61.43,12.48,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,43.07,14.03,528.01,55.43,0,0,0,5.61,0,62.88,0,0,0,55.72,0,40.63,19.66,21.15,47.66,34.3,71.72,0,0,0,72.21,0,23.41,0,42.9,170.54,0,0,6.9,8.28,0,0,0,0,0,0,0,46.17,0,0,0,0,0

92,22:45-23:00,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,31.65,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,40.81,14.03,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,20.12,45.29,32.62,71.72,0,0,0,72.21,0,23.41,0,39.21,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,46.17,0,0,0,0,0

93,23:00-23:15,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,31.65,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,40.81,14.03,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,21.43,0,40.51,18.8,21.25,45.29,32.62,72.16,0,0,0,72.21,0,23.41,0,38.99,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,46.17,0,0,0,0,0

94,23:15-23:30,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,31.65,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,40.81,14.03,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,31.44,0,40.51,18.8,17.55,45.29,32.62,72.16,0,0,0,72.21,0,23.41,0,38.99,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,46.17,0,0,0,0,0

95,23:30-23:45,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,31.65,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,40.81,14.03,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,18.8,17.63,45.29,32.62,72.41,0,0,0,72.38,0,23.41,0,38.99,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,46.17,0,0,0,0,0

96,23:45-24:00,5.33,43.25,46.68,20.81,11.45,3.09,79.94,0,26.61,35.53,62.24,0,31.65,0,324.37,0.39,0,0,109.33,61.43,11.74,125.75,0,120.4,23.03,94.5,0,0,93.75,548.02,43.76,40.81,14.03,528.01,53.23,0,0,0,5.48,0,62.88,0,0,0,35.72,0,40.51,18.8,16.42,45.29,32.62,72.16,0,0,0,53.16,0,23.41,0,38.99,168.95,0,0,6.69,8.28,0,0,0,0,0,0,0,32.29,0,0,0,0,0

