Block,Time,DULHASTI,AURY_CRF,SINGRAULI,URI2,RAMPUR,DADRI_RF,PARBATI3,DADRI_LF,SEWA2,UNCHAHAR1,DADRT2,NJPC,BSIUL,SALAL,TANAKPUR,TEHRI,KOLDAM,RIHAND1,AURY_GF,CHAMERA3,KOTESHWR,ANTA_CRF,DADRI_CRF,JHAJJAR,RIHAND3,DADRI_GF,UNCHAHAR3,KISHANGANGA,AURY_LF,NAPP,ANTA_RF,UNCHAHAR2,SINGRAULI_HYDRO,CHAMERA2,ANTA_LF,CHAMERA1,UNCHAHAR4,URI,TANDA2,ANTA_GF,AURY_RF,RAPPB,RAPPC,DHAULIGNGA,SIMHST2,GANDHAR-APM,GADARWARA-I,SOLAPUR,KAWAS-NAPM,SIPAT I,NLCTS2EXP,KSTPS I&II,GANDHAR-ComGas,NLCIIST1,SASAN,GANDHAR-NAPM,VSTPS IV,BRBCL,MAPS,MOUDA_II,GANDHAR-RLNG,VSTPS V,RIHAND2,NTPL,KAWAS-ComGas,RSTPSU1TO6,KAPS,TAPS-II,SIPAT II,KUDGI,KHSTPP-I,KHSTPP-II,KGSU1AND2,VALLURNTECL,KAWAS-zLIQ,KHARGONE-I,RSTPSU7,KKNP,MOUDA,FSTPP I & II,NNTPP,KGSU3AND4,VSTPS II,KAWAS-RLNG,TALA,NLCIIST2,LARA-I,NLCEXP,VSTPS I,KSTPS7,TALST2,VSTPS III,KAWAS-APM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,6.719173,0.000000,16.620742,11.650625,361.075834,59.430214,12.681603,76.785250,1.735114,0.000000,2.058772,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,269.582265,122.408100,0.000000,13.568189,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.740683,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,37.898813,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

28,06:45-07:00,52.153427,0.000000,139.345891,0.000000,1.148640,0.000000,3.762736,0.000000,16.620742,11.650625,361.065521,59.430214,12.681603,76.785250,1.735114,0.000000,2.058772,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.568189,2.468553,0.000000,42.715690,0.000000,24.226900,1.001148,42.217018,0.000000,40.778267,0.740683,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,0.89,0.000000,4.154348,1.713669,0.000000,5.141006,0.81,2.872831,0.000000,1.33,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,29.764847,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,10.899274,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.234056,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

29,07:00-07:15,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,3.762736,0.000000,16.620742,11.653597,361.562467,73.396315,12.681603,64.643512,1.735114,0.000000,1.029386,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,17.792736,1.001148,42.217018,0.000000,40.778267,0.741018,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,0.95,0.000000,4.154348,1.713669,0.000000,5.141006,0.83,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,29.764847,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,10.899274,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.244496,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

30,07:15-07:30,52.153427,0.000000,139.345891,0.000000,1.887053,0.000000,3.762736,0.000000,16.620742,11.653597,361.552206,97.861752,12.681603,64.643512,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,22.499318,1.001148,42.217018,0.000000,40.778267,0.741018,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,0.99,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,29.764847,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,10.899274,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.244496,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

31,07:30-07:45,52.153427,0.000000,139.345891,0.000000,1.887053,0.000000,3.762736,0.000000,16.620742,11.653597,361.562467,97.861752,12.681603,64.643512,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,22.499318,1.001148,42.217018,0.000000,40.778267,0.741970,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.08,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,29.764847,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

32,07:45:08:00,52.153427,0.000000,139.345891,0.000000,1.887053,0.000000,3.762736,0.000000,16.620742,11.653597,361.552206,97.861752,12.681603,64.643512,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,22.499318,1.001148,42.217018,0.000000,40.778267,0.741970,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.08,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,29.764847,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

33,08:00-08:15,52.153427,0.000000,139.345891,0.000000,1.887053,0.000000,3.762736,0.000000,16.620742,11.653597,361.562467,97.861752,12.681603,64.643512,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,22.501320,1.001148,42.217018,0.000000,40.778267,0.741970,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.18,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,14.512500,94.553001,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

34,08:15-08:30,52.153427,0.000000,139.345891,0.000000,1.887053,0.000000,3.762736,0.000000,16.620742,11.653597,361.552206,97.861752,12.681603,64.643512,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,22.501320,1.001148,42.217018,0.000000,40.778267,0.741970,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.18,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,14.512500,94.553001,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

35,08:30-08:45,52.153427,0.000000,139.345891,0.000000,1.887053,0.000000,3.762736,0.000000,16.620742,10.661708,361.552206,97.861752,12.681603,64.643512,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.830099,2.468553,0.000000,42.715690,0.000000,22.501320,1.001148,42.217018,0.000000,40.778267,0.743085,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.18,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,22.646466,94.553001,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

36,08:45:09:00,52.153427,0.000000,139.345891,0.000000,1.887053,0.000000,3.762736,0.000000,16.620742,10.661708,361.562467,97.861752,12.681603,64.643512,1.735114,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.830099,2.468553,0.000000,42.715690,0.000000,22.501320,1.001148,42.217018,0.000000,40.778267,0.743085,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.27,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,22.646466,94.553001,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

37,09:00:09:15,52.153427,0.000000,139.345891,0.000000,1.415290,0.000000,3.762736,0.000000,16.620742,10.661708,359.770884,73.396315,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.830099,2.468553,0.000000,42.715690,0.000000,22.501320,1.001148,42.217018,0.000000,40.778267,0.741970,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.27,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,14.512500,65.277322,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

38,09:15-09:30,52.153427,0.000000,139.345891,0.000000,0.786273,0.000000,3.762736,0.000000,16.620742,10.661708,359.770884,40.907797,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.830099,2.468553,0.000000,42.715690,0.000000,17.798119,1.001148,42.217018,0.000000,40.778267,0.741970,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.36,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.30,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,14.512500,65.277322,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

39,09:30-09:45,52.153427,0.000000,139.345891,0.000000,0.382879,0.000000,3.762736,0.000000,16.620742,8.980290,302.665177,19.810071,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,17.798119,1.001148,42.217018,0.000000,40.778267,0.635170,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.36,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.37,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,14.512500,60.439822,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.43,4.119736,0.79,2.275815,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

40,09:45-10:00,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,3.762736,0.000000,16.620742,5.944610,217.836601,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,17.798119,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.46,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.42,337.633312,0.000000,2.596468,12.759390,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,14.512500,60.439822,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,5.805000,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.275815,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

41,10:00-10:15,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.483735,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,20.985228,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.46,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.42,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,28.562342,130.530591,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.79,2.275815,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

42,10:15-10:30,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.483735,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,20.985228,1.001148,42.217018,0.000000,40.778267,0.606429,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.56,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.47,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,28.562342,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.275815,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

43,10:30-10:45,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.483735,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,20.985228,1.001148,42.217018,0.000000,40.778267,0.606429,51.269760,2.360797,0.000000,0.000000,0.000000,57.092134,19.185788,1.56,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.48,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,28.562342,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

44,10:45-11:00,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.483735,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.880748,2.468553,0.000000,42.715690,0.000000,20.985228,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,2.360797,0.000000,0.000000,0.000000,57.092134,9.592893,1.64,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.48,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,28.562342,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

45,11:00-11:15,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.315895,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.561552,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.64,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.48,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,28.562342,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

46,11:15-11:30,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.315895,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,230.882265,122.408100,0.000000,13.561552,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.74,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.39,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,28.562342,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

47,11:30-11:45,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.285748,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,298.607265,122.408100,0.000000,13.559693,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.74,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.39,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

48,11:45-12:00,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,5.961928,181.285748,0.000000,6.340802,64.643512,1.115431,0.000000,0.000000,77.368016,0.000000,30.679167,8.429696,0.000000,0.000000,298.607265,122.408100,0.000000,13.559693,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.39,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

49,12:00-12:15,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,10.355443,223.618759,0.000000,6.340802,64.643512,0.000000,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,352.045386,122.408100,0.000000,14.159898,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.39,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

50,12:15-12:30,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,10.355443,223.618759,0.000000,6.340802,64.643512,0.000000,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,352.045386,122.408100,0.000000,14.159898,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.39,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.79,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

51,12:30-12:45,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,6.929428,181.440196,0.000000,6.340802,64.643512,0.000000,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,303.444765,122.408100,0.000000,13.874560,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,9.592893,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.39,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.45,4.119736,0.83,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

52,12:45-13:00,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,6.929428,181.440196,0.000000,6.340802,64.643512,0.000000,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,303.444765,122.408100,0.000000,13.874560,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,51.269760,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,42.939972,142.721367,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,15.117574,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.84,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

53,13:00-13:15,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,6.929428,181.082075,0.000000,6.340802,64.643512,1.487241,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,361.494765,122.408100,0.000000,13.874560,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,51.269760,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,35.165239,109.252258,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,10.899274,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.81,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

54,13:15-13:30,52.153427,0.000000,139.345891,0.000000,0.000000,0.000000,0.000000,0.000000,16.620742,6.929428,181.082075,0.000000,6.340802,64.643512,8.551636,0.000000,0.000000,77.368016,0.000000,30.679167,6.373672,0.000000,0.000000,361.494765,122.408100,0.000000,13.874560,2.468553,0.000000,42.715690,0.000000,33.167545,1.001148,42.217018,0.000000,40.778267,0.606429,47.531340,1.970988,0.000000,0.000000,0.000000,57.092134,0.000000,1.79,0.000000,4.154348,1.713669,0.000000,5.141006,0.84,2.872831,0.000000,1.32,337.633312,0.000000,2.596468,11.164466,0.24,3.397561,0.000000,1.284386,58.386054,1.01,0.000000,5.85,0.794612,2.702613,0.904723,7.68,35.165239,108.612421,1.94,2.30,0.000000,3.427338,1.88,1.57,1.875115,10.899274,0.14,1.06,1.879816,0.000000,0.000000,0.44,4.119736,0.81,2.254936,1.298234,2.93,1.895994,0.000000,0,0,0,0,0

