Block,Time Block,URI2,VALLURNTECL,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,UNCHAHAR1,UNCHAHAR4,URI,UNCHAHAR3,UNCHAHAR2,TALST2,TelanganaSTPP,TANAKPUR,TALA,TEHRI,TANDA2,SIMHST1,SIMHST2,SINGRAULI,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,RSTPSU7,RSTPSU1TO6,MAPS,KOTESHWR,KOLDAM,KUDGI,RAPPC,NAPP,NTPL,RIHAND3,PARBATI3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,JHAJJAR,KGSU3AND4,KGSU1AND2,BSIUL,CHAMERA3,DHAULIGNGA,FSTPP I & II,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.05,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,0,326.33,0.76,0,0,0,8.55,0,0,47.45,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,37.36,0,120.27,0,0,346.13,0,0,6.28,0,8.81,15.01,0,19.27,15.88,304.67,0,0,0,0,0,0

62,15:15-15:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0,34.05,16.48,22.46,0,0,1.48,0,0,0,0,0,134.62,12.88,9.5,326.33,0.76,0,0,0,8.55,0,0,47.45,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,37.36,0,120.27,0,0,346.13,0,0,6.28,0,8.81,15.01,0,19.27,15.88,304.67,0,0,0,0,0,0

63,15:30-15:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15,0,34.05,18.35,29.65,0,0,1.48,0,0,0,0,0,134.62,12.88,9.5,326.33,0.76,0,0,0,8.55,0,0,47.45,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,346.13,0,0,6.28,0,8.81,15.01,0,19.27,15.88,304.67,0,0,0,0,0,0

64,15:45-16:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15,0,34.05,18.35,29.65,0,0,1.48,0,0,0,0,0,134.62,12.88,9.5,326.33,0.76,0,0,0,8.55,0,0,47.45,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,346.13,0,0,6.28,0,8.81,15.01,0,19.27,15.88,304.67,0,0,0,0,0,0

65,16:00-16:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15,0,34.05,18.35,29.65,0,0,1.48,0,8.99,0,0,0,134.62,12.88,9.5,326.33,0.76,0,0,0,8.55,0,0,47.69,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,346.13,0,0,6.28,0,8.81,16.17,0,19.27,15.88,362.5,0,0,0,0,0,0

66,16:15-16:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15,0,34.05,18.35,29.65,0,0,1.48,0,10.01,0,0,0,134.62,12.88,9.5,326.33,0.76,0,0,0,8.55,0,0,47.94,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,346.13,0,0,6.28,0,8.81,17.54,0,19.27,15.88,362.5,0,0,0,0,0,0

67,16:30-16:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96,0,34.05,20.87,35.21,0,0,1.48,0,10.01,0,0,0,134.62,12.88,9.5,326.33,0.76,0,0,0,8.55,0,0,48.18,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,346.13,0,0,6.28,0,8.81,17.54,0,19.27,15.88,362.5,0,0,0,0,0,0

68,16:45-17:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32,0,34.05,21.92,35.21,0,0,1.48,0,21.01,0,0,0,134.62,12.88,9.5,326.33,0.76,0,0,0,8.55,0,0,48.44,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,6.28,0,8.81,17.54,0,19.27,15.88,420.32,0,0,0,0,0,0

69,17:00-17:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,21.01,0,0,0,134.62,12.88,15.24,326.33,0.76,0,0,0,8.55,0,0,48.67,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,376.11,0,0,6.28,0,8.81,17.54,3.22,19.27,15.88,465.04,0,0,0,0,0,0

70,17:15-17:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,21.01,0,0,0,134.62,12.88,15.24,326.33,0.76,0,0,0,8.55,0,0,48.92,40.55,0,119.82,0,0,0,114.45,0,22.54,0,88.66,0,0,0,44.17,0,142.92,0,0,462.85,0,0,6.28,0,8.81,17.54,12.69,19.27,15.88,515.07,0,0,0,0,0,0

71,17:30-17:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,21.01,0,0,0,134.62,12.88,15.24,326.33,0.76,0,0,0,8.55,0,0,48.92,40.55,0,119.82,0,0,0,114.45,0,45.08,0,88.66,0,0,0,44.17,0,142.92,0,0,549.58,0,0,6.28,0,8.81,17.54,12.69,19.27,15.88,552.7,0,0,0,0,0,0

72,17:45-18:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,31.2,0,0,0,134.62,12.88,15.24,326.33,0.76,0,0,0,8.55,0,0,48.92,40.55,0,119.82,0,0,0,114.45,0,67.54,0,88.66,0,0,0,44.17,0,142.92,0,0,624.23,0,0,6.28,9.33,7.63,17.54,12.69,19.27,15.88,600.89,12.72,0,0,0,0,0

73,18:00-18:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,30.41,0,0,0,134.62,12.88,15.24,326.33,0.76,0,0,0,17.11,0,0,49.16,40.55,0,119.82,0,0,0,114.45,0,90.16,0,88.66,0,0,0,44.17,0,142.92,0,0,624.23,0,0,6.28,18.65,15.27,17.54,25.38,19.27,31.76,654.36,23.68,0,0,0,0,0

74,18:15-18:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,1.48,0,42.5,0,0,0,134.62,25.76,15.24,326.33,0.76,0,0,0,37.63,0,0,49.41,40.55,0,119.82,0,0,0,114.45,0,112.7,0,88.66,0,0,0,44.17,0,142.92,0,0,628.27,0,0,18.85,28.01,17.61,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

75,18:30-18:45,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,1.48,0,42.5,0,0,0,134.62,68.31,15.24,326.33,0.76,0,0,0,37.63,0,0,49.41,40.55,0,119.82,0,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,18.85,28.01,35.22,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

76,18:45-19:00,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,1.48,0,42.5,0,0,0,134.62,68.31,15.24,326.33,0.76,0,0,0,37.63,0,0,49.41,40.55,0,119.82,0,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,18.85,28.01,35.22,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

77,19:00-19:15,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,38.31,25.44,40.85,0,0,1.48,0,42.5,0,0,0,134.62,68.31,15.24,336.09,0.76,0,0,0,37.63,0,0,49.41,40.55,0,119.82,3.68,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,18.85,28.01,35.22,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

78,19:15-19:30,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.5,0,0,0,134.62,68.31,15.24,350.35,0.76,0,0,0,37.63,0,0,49.65,40.55,0,119.82,15.94,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,18.85,28.01,35.22,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

79,19:30-19:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.5,0,0,0,134.62,12.88,15.24,362.11,0.76,0,0,0,37.63,0,0,49.65,40.55,0,119.82,15.94,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,18.85,28.01,26.42,17.54,38.08,19.27,47.64,658.34,40.62,0,0,0,0,0

80,19:45-20:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.5,0,0,0,134.62,12.88,15.24,368.62,0.76,0,0,0,37.63,0,0,49.65,40.55,0,119.82,15.94,0,0,114.45,0,135.26,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,18.85,28.01,17.61,17.54,38.08,19.27,47.64,658.34,39.78,0,0,0,0,0

81,20:00-20:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,375.12,0.76,0,0,0,17.58,0,0,49.65,40.55,0,119.82,15.94,0,0,114.45,0,112.7,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,18.65,17.61,17.54,38.08,19.27,31.76,658.34,22.84,0,0,0,0,0

82,20:15-20:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,381.63,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,15.94,0,0,114.45,0,90.16,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,15.27,17.54,25.38,19.27,15.88,658.34,22.84,0,0,0,0,0

83,20:30-20:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,390.03,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,15.94,0,0,114.45,0,67.62,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,8.81,17.54,25.38,19.27,15.88,658.34,12.72,0,0,0,0,0

84,20:45-21:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,3.44,0,0,114.45,0,45.08,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,8.81,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

85,21:00-21:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,22.54,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,8.81,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

86,21:15-21:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,22.54,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,8.81,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

87,21:30-21:45,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

88,21:45-22:00,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,12.88,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

89,22:00-22:15,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

90,22:15-22:30,28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

91,22:30-22:45,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,42.02,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

92,22:45-23:00,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,30.41,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

93,23:00-23:15,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,30.41,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

94,23:15-23:30,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,21.01,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,9.33,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

95,23:30-23:45,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,21.01,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,0,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

96,23:45-24:00,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,34.05,25.44,40.85,0,0,1.48,0,10.01,0,0,0,134.62,2.25,15.24,392.47,0.76,0,0,0,8.55,0,0,49.65,40.55,0,119.82,0,0,0,114.45,0,0,0,88.66,0,0,0,44.17,0,142.92,0,0,628.31,0,0,6.28,0,0,17.54,12.69,19.27,15.88,658.34,0,0,0,0,0,0

