Block,Time Block,UNCHAHAR2,UNCHAHAR4,UNCHAHAR3,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DULHASTI,DHAULIGNGA,DADRT2,JHAJJAR,FSTPP I & II,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KKNPPU2,KISHANGANGA,KOLDAM,KKNP,KOTESHWR,MAPS,KUDGI,NJPC,NAPP,NLCEXP,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,NTPL,PARBATI2,PARBATI3,RAMPUR,RIHAND1,RIHAND3,RAPPC,RIHAND2,RAPPB,RAPPD,RSTPSU1TO6,SALAL,SEWA2,RSTPSU7,SASAN,SINGRAULI,SIMHST2,SINGRAULI_HYDRO,SIMHST1,TALA,TANDA2,TANAKPUR,TALST2,UNCHAHAR1,TEHRIPSP,TEHRI,TelanganaSTPP,VALLURNTECL,URI,URI2,ANTA_CRF,ANTA_RF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_LF,AURY_RF,DADRI_LF,DADRI_CRF,AURY_LF,DADRI_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,288.15,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,292.96,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,292.96,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,292.96,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,290.07,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,226.47,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,230.32,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,237.07,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,242.85,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,100.21,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,248.63,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,252.49,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,292.96,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,292.96,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,35.69,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,321.88,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,17.59,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,321.88,229.06,20.04,0,0,142.92,29.25,0,0,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,331.51,229.06,20.04,0,0,142.92,29.25,0,0.62,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,331.51,229.06,20.04,0,0,142.92,29.25,0,2.25,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,331.51,229.06,20.04,0,0,142.92,29.25,0,2.25,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,350.79,229.06,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,370.06,263.38,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,4.48,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,35.11,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,41.13,1.46,0,18.07,0,27.41,47.8,34.39,37.05,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.92,8.32,0,43.44,0,0,171.01,23.6,0,0,0,0,0,0,0,45.13,5.64,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.78,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,41.13,1.46,0,18.07,0,27.08,45.41,32.72,36.06,30.68,412.6,271.58,20.04,0,0,142.92,29.25,0,6.72,8.32,0,43.44,0,0,169.42,23.6,0,0,0,0,0,0,0,44.42,5.47,46.34,126.09,63.22,120.72,0,37.3,0,79.51,18.19,0,379.46,109.62,0,0,0,18.87,5.35,11.48,0,20.94,200.41,79.67,0,0,12.77,33.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

