Block,Time,KGSU1AND2,KOTESHWR,NAPP,NLCEXP,PARBATI3,RAPPB,RIHAND2,RIHAND3,SALAL,UNCHAHAR4,AURY_LF,FSTPP I & II,JHAJJAR,KHSTPP-I,KKNPPU2,SASAN,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,URI,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,RAPPD,RIHAND1,RSTPSU1TO6,TALA,TANDA2,UNCHAHAR2,ANTA_RF,DADRI_CRF,KKNP,KUDGI,RAMPUR,TALST2,ANTA_LF,KOLDAM,PARBATI2,RSTPSU7,SIMHST1,TEHRI,UNCHAHAR3,DADRI_GF,BRBCL,CHAMERA2,DHAULIGNGA,KGSU3AND4,KHSTPP-II,KISHANGANGA,SEWA2,TelanganaSTPP,UNCHAHAR1,AURY_CRF,MAPS,NLCIIST1,SIMHST2,TEHRIPSP,AURY_RF,DADRI_RF,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,NTPL,RAPPC,URI2,VALLURNTECL,ANTA_CRF,ANTA_GF,AURY_GF,DADRI_LF
55,13:30-13:45,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.6,2.76,45,48.16,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

56,13:45-14:00,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.6,2.76,45,48.16,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

57,14:00-14:15,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.91,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

58,14:15-14:30,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,32.48,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,24.91,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

59,14:30-14:45,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,36.42,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,25.49,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

60,14:45-15:00,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,37.33,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,25.49,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

61,15:00-15:15,0,10.14,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,38.84,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,25.49,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

62,15:15-15:30,0,10.14,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,39.45,0,337.5,111.8,0.72,11.91,47.47,175.79,0,0,0,23.87,98.32,0,25.49,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,0,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

63,15:30-15:45,0,10.14,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,40.66,0,337.5,111.8,0.62,11.91,47.47,175.79,0,0,0,23.87,98.32,0,23.66,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

64,15:45-16:00,0,10.14,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,41.89,0,337.5,111.8,0.62,11.91,47.47,175.79,0,0,0,23.87,98.32,0,23.66,2.76,45,47.53,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,689.38,55.38,0,65.59,36.97,0,0,0,0,0

65,16:00-16:15,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.01,0,337.5,111.8,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,23.66,2.76,45,46.9,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

66,16:15-16:30,0,10.14,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,23.66,2.76,45,46.9,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

67,16:30-16:45,0,10.14,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.58,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

68,16:45-17:00,0,10.14,24.62,0,32.71,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,111.8,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.58,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

69,17:00-17:15,0,10.14,24.62,0,41.62,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.58,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

70,17:15-17:30,0,10.14,24.62,0,41.62,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.58,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

71,17:30-17:45,0,10.14,24.62,0,37.91,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.28,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

72,17:45-18:00,0,10.14,24.62,0,37.91,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.17,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,0,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

73,18:00-18:15,0,10.14,24.62,0,37.91,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,21.87,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,15.65,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

74,18:15-18:30,0,10.14,24.62,0,37.91,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.83,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,31.31,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,21.65,0,0,0,0,0,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

75,18:30-18:45,0,10.14,24.62,0,35.68,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.72,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,46.95,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,83.18,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

76,18:45-19:00,0,20.29,24.62,0,35.68,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,337.5,95.01,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.54,2.76,45,46.27,0,0,0,5.7,0,0,8.62,0,0,0,62.61,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,166.37,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

77,19:00-19:15,0,30.43,24.62,0,35.68,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,103.2,0.62,11.91,48.57,175.79,0,0,0,23.87,98.32,0,22.46,2.76,45,46.53,0,0,0,5.7,0,0,8.62,0,0,0,62.61,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,166.37,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

78,19:15-19:30,0,42.83,24.62,0,49.06,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,111.39,0.62,11.91,48.57,177.44,0,0,0,23.87,98.32,0,22.61,2.76,45,46.53,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

79,19:30-19:45,0,42.83,24.62,0,49.06,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,111.39,0.62,11.91,46.37,177.44,0,0,0,23.87,98.32,0,21.64,2.76,45,46.9,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

80,19:45-20:00,0,42.83,24.62,0,49.06,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,111.39,0.62,11.91,46.37,177.44,0,0,0,23.87,98.32,0,21.87,2.76,45,46.9,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

81,20:00-20:15,0,42.83,24.62,0,49.06,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,111.39,0.7,11.91,46.37,177.44,0,0,0,23.87,98.32,0,21.85,2.76,45,47.53,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

82,20:15-20:30,0,42.83,24.62,0,49.06,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,111.39,0.7,11.91,46.37,177.44,0,0,0,23.87,98.32,0,21.85,2.76,45,47.53,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

83,20:30-20:45,0,42.83,24.62,0,49.06,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,111.39,0.7,11.91,47.47,177.44,0,0,0,23.87,98.32,0,21.85,2.72,45,47.53,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

84,20:45-21:00,0,42.83,24.62,0,41.62,0,125.27,130.84,67.39,3.22,0,18.76,667.25,44.62,0,345.38,111.39,0.7,11.91,47.47,177.44,0,0,0,23.87,98.32,0,21.85,2.72,45,47.53,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

85,21:00-21:15,0,42.83,24.62,0,38.65,0,125.27,130.84,67.39,3.22,0,18.76,639.25,44.62,0,345.38,111.39,0.7,11.91,47.47,177.44,0,0,0,23.87,98.32,0,21.92,2.72,45,48.16,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,166.37,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

86,21:15-21:30,0,40.57,24.62,0,7.43,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.04,2.72,45,48.16,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,166.37,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

87,21:30-21:45,0,40.57,24.62,0,8.92,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.25,2.72,45,48.16,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,83.18,77.54,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

88,21:45-22:00,0,42.83,24.62,0,38.65,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,177.44,0,0,0,23.87,98.32,0,22.42,2.72,45,48.16,0,0,0,5.84,0,0,8.62,0,0,0,62.61,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,83.18,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

89,22:00-22:15,0,42.83,24.62,0,38.65,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,177.44,0,0,0,23.87,98.32,0,22.42,2.72,45,50.06,0,0,0,5.84,0,0,8.62,0,0,0,63.23,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,83.18,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

90,22:15-22:30,0,42.83,24.62,0,38.65,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,177.44,0,0,0,23.87,98.32,0,22.42,2.72,45,50.06,0,0,0,5.84,0,0,8.62,0,0,0,63.23,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,83.18,77.54,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

91,22:30-22:45,0,42.83,24.62,0,38.65,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,177.44,0,0,0,23.87,98.32,0,22.42,2.72,45,50.06,0,0,0,5.84,0,0,8.62,0,0,0,63.23,27.69,0,24.99,49.59,44.81,0,98.87,7.18,12.99,0,20.16,0,0,0,0,83.18,78.83,79.04,20.46,42.27,35.69,549.38,57.67,0,65.59,36.97,0,0,0,0,0

92,22:45-23:00,0,30.65,24.62,0,22.3,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.75,2.72,45,50.06,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,83.18,78.83,79.04,13.04,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

93,23:00-23:15,0,30.43,24.62,0,37.91,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.72,2.72,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,83.18,78.83,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

94,23:15-23:30,0,30.43,24.62,0,37.91,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.72,2.72,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,83.18,78.83,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

95,23:30-23:45,0,30.43,24.62,0,35.68,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.69,2.72,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,83.18,78.83,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

96,23:45-24:00,0,30.43,24.62,0,35.68,0,125.27,130.84,67.39,3.22,0,18.76,474.85,44.62,0,345.38,111.39,0.7,11.91,47.47,175.79,0,0,0,23.87,98.32,0,22.91,2.72,45,51.33,0,0,0,5.7,0,0,8.62,0,0,0,62.3,27.69,0,24.99,47.12,42.46,0,98.87,7.05,12.22,0,20.16,0,0,0,0,83.18,78.83,79.04,6.52,42.15,33.94,549.38,55.38,0,65.59,36.97,0,0,0,0,0

