Block,Time Block,RAMPUR,RIHAND2,SASAN,SINGRAULI_HYDRO,RIHAND1,SIMHST2,RSTPSU1TO6,RAPPC,SINGRAULI,RSTPSU7,SALAL,SEWA2,SIMHST1,RIHAND3,RAPPB,TALA,TALST2,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,NTPL,NLCEXP,PARBATI3,NLCIIST1,PARBATI2,KISHANGANGA,KOTESHWR,MAPS,KHSTPP-I,KUDGI,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,JHAJJAR,KGSU1AND2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,DULHASTI,CHAMERA3,CHAMERA1,DADRT2,BSIUL,CHAMERA2,BRBCL,UNCHAHAR1,TANDA2,TelanganaSTPP,UNCHAHAR2,TANAKPUR,TEHRI,URI,URI2,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,DADRI_GF,ANTA_GF,AURY_CRF,DADRI_CRF,ANTA_CRF,DADRI_RF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,25.72,0,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,28.04,0,96.71,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,5.98,0,123.16,0,0,0,0,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,24.56,0,96.23,0,0,0,115.02,0,0,7.5,0,19.06,0,0,287.37,6.27,15.64,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0.85,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,5.98,0,123.16,0,0,0,21.53,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,24.56,0,96.23,0,0,0,143.89,0,0,7.5,0,19.06,0,0,287.37,6.27,0,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0.85,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,12.12,0,123.16,0,0,0,21.53,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,24.56,0,124.26,0,0,0,143.89,0,0,7.5,0,19.06,0,0,287.37,6.27,11.08,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,1.69,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,12.12,0,123.16,0,0,0,43.05,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,24.56,0,124.26,0,0,0,143.89,0,0,7.5,0,19.06,0,0,287.37,6.27,11.08,19.25,12.97,5.26,0,17.85,0.49,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,1.69,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,12.12,0,123.16,0,0,0,43.05,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,29.8,0,124.26,0,0,0,192.01,0,0,7.5,0,38.13,0,0,287.37,12.55,11.08,19.25,12.97,5.26,0,17.85,1.72,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,2.09,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,52.96,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,29.8,0,124.26,0,0,0,192.01,0,0,7.5,0,38.13,0,0,287.37,12.55,11.08,19.25,12.97,5.26,0,17.85,1.72,0,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,2.1,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,53.18,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,29.8,0,96.23,0,0,0,192.01,0,0,7.5,0,38.13,0,0,354.78,12.55,11.08,19.25,12.16,2.9,0,13.82,1.72,12.18,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,3.15,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,79.77,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,29.8,0,114.2,0,0,2.29,192.01,0,0,7.5,0,38.13,0,0,364.36,12.55,11.08,19.25,12.16,2.9,0,13.82,1.72,12.18,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,3.15,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,79.77,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,29.8,0,114.2,0,0,4.58,192.01,0,0,7.5,0,38.13,0,0,364.36,12.55,3.96,19.25,12.16,2.9,0,13.82,1.72,24.37,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,4.14,117.45,402.98,0.94,83.72,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,106.36,0,0,23.1,0,0,0,0,0,8.66,8.24,10.02,0,35.15,0,114.2,0,0,4.58,297.86,0,0,7.5,0,38.13,0,0,364.36,12.55,3.96,19.25,12.16,2.9,0,13.82,1.72,24.37,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,4.14,117.45,402.98,0.94,87.57,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,106.36,0,0,23.1,0,0,0,4.13,0,8.66,8.24,10.02,0,35.15,0,114.2,0,0,6.87,297.86,0,0,7.5,0,57.19,0,12.16,364.36,12.55,3.96,19.25,12.16,2.9,0,13.68,1.72,24.37,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,4.14,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,106.36,0,0,23.1,0,0,0,4.13,0,8.66,8.24,10.02,0,35.15,0,114.2,0,0,6.87,297.86,0,0,9.67,0,57.19,0,20.14,364.36,12.55,3.96,19.25,12.16,2.9,0,13.68,1.72,36.55,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,4.14,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,106.36,0,0,23.1,0,0,0,4.13,0,8.66,8.24,10.02,0,35.15,0,140.39,0,0,9.16,297.86,0,0,9.67,0,57.19,0,23.79,364.36,6.27,3.96,19.25,12.16,2.9,0,13.68,1.72,36.55,46.21,36.29,1.19,0,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,4.14,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,12.86,18.17,0,123.16,0,0,0,106.36,0,0,23.1,0,0,0,4.13,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,9.16,354.88,0,0,14.17,0,57.19,0,34.97,433.46,6.27,3.96,19.25,20.49,3.01,0,35.47,1.72,36.55,46.21,36.29,1.21,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,4.14,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,16.78,18.17,0,123.16,0,0,0,106.36,0,0,23.1,0,0,0,8.26,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,9.16,377.86,0,10.52,14.46,0,57.19,0,40.55,533.38,6.27,3.96,19.25,20.49,3.01,0,35.47,1.72,36.55,46.21,36.29,1.24,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,4.14,117.45,402.98,0.94,91.37,0,0,65.03,140.22,0,76.39,18.17,0,123.16,0,0,0,106.36,0,0,23.1,0,0,0,12.38,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,9.16,466.39,0,21.04,14.46,0,57.19,0,40.56,547.7,6.27,9.49,19.25,20.49,3.01,0,35.47,1.72,36.55,46.21,36.29,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,4.14,108.39,402.98,0.94,93.52,0,0,65.03,144.59,0,76.39,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,393.46,0,42.07,14.75,0,57.19,0,40.56,595.82,18.82,46.9,19.25,20.49,3.01,0,35.47,1.72,36.55,46.21,38.14,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,4.14,108.39,402.98,0.94,93.52,0,0,65.03,144.59,0,76.39,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,387.62,0,42.07,15.05,0,57.19,0,40.56,654.89,18.82,46.9,19.25,20.49,3.01,0,35.47,1.72,36.55,46.21,38.14,1.25,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,4.14,107.43,402.98,0.94,93.52,0,0,65.03,144.59,0,76.39,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,362.09,0,42.07,15.34,0,57.19,0,40.56,656.44,18.82,46.9,19.25,20.81,3.01,0,35.97,2.95,36.55,46.74,38.14,2.18,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,4.14,108.39,402.98,0.94,93.52,0,0,65.03,144.59,0,14.54,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,362.09,0,42.07,15.64,0,57.19,0,40.56,656.44,18.82,46.9,19.25,20.81,3.01,0,35.97,2.95,36.55,46.74,38.14,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,4.14,102.62,402.98,0.94,87.55,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,397.35,0,42.07,15.74,0,57.19,0,40.56,656.44,18.82,46.9,19.25,20.81,3.01,0,35.97,2.95,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,4.14,102.62,402.98,0.94,87.55,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,397.35,0,42.07,15.74,0,57.19,0,40.56,656.44,18.82,46.9,19.25,20.81,3.01,0,35.97,2.95,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,4.14,118.02,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,397.35,0,42.07,15.74,0,57.19,0,40.56,656.44,18.82,46.9,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,4.14,102.62,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,397.35,0,42.07,15.74,0,57.19,0,40.56,656.44,18.82,46.9,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,4.14,102.62,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,11.06,0,14.42,8.29,10.02,0,43.81,0,142.23,0,0,9.16,397.35,0,42.07,15.74,0,57.19,0,40.56,656.44,3.18,9.49,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,4.14,119.84,402.98,0.94,87.55,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,8.84,0,14.42,8.29,10.02,0,43.81,0,142.23,0,0,9.16,397.35,0,21.04,15.74,0,57.19,0,40.56,656.44,3.18,9.49,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,8.84,0,14.42,8.29,10.02,0,43.81,0,142.23,0,0,9.16,397.35,0,21.04,15.74,0,57.19,0,40.56,656.44,3.18,9.49,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,11.06,0,14.42,8.29,10.02,0,43.81,0,142.23,0,0,9.16,397.35,0,21.04,15.74,0,57.19,0,40.56,656.44,3.18,9.49,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,397.35,0,42.07,15.74,0,57.19,0,40.56,643.93,18.82,46.9,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,397.35,0,42.07,15.74,0,57.19,0,40.56,642.34,18.82,46.9,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,362.09,0,42.07,15.74,0,57.19,0,40.56,628.7,18.82,46.9,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,19.31,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,57.51,0,27.4,8.29,11.13,0,43.81,0,142.23,0,0,9.16,362.09,0,42.07,15.74,0,57.19,0,40.56,628.7,18.82,46.9,19.25,20.81,3.01,0,35.97,1.72,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,7.38,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,9.16,381.34,0,21.04,15.74,0,57.19,0,40.56,624.69,12.55,3.96,19.25,20.81,3.01,0,35.97,0,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,4.13,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,9.16,381.38,0,10.52,15.74,0,57.19,0,40.56,624.69,12.55,3.96,19.25,20.81,3.01,0,35.97,0,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,4.13,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,6.87,381.38,0,10.52,15.74,0,57.19,0,40.56,643.93,18.82,3.96,19.25,20.81,3.01,0,35.97,0,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,4.14,119.84,402.98,0.94,93.52,0,0,65.03,144.59,0,12.86,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,4.13,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,4.58,381.38,0,10.52,15.74,0,57.19,0,40.56,643.93,18.82,3.96,19.25,20.81,3.01,0,35.97,0,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,4.14,108.39,402.98,0.94,93.52,0,0,65.03,144.59,0,25.72,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,16.22,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,2.29,406.97,0,0,15.74,0,57.19,0,40.56,656.44,18.82,3.96,19.25,20.81,3.01,0,35.97,0,36.55,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,4.14,108.39,402.98,0.94,93.52,0,0,65.03,144.59,0,25.72,18.17,0,125.82,0,0,0,106.36,0,0,23.1,0,0,0,16.22,0,8.66,8.24,10.02,0,43.81,0,142.23,0,0,2.29,406.97,0,0,15.74,0,57.19,0,40.56,656.44,18.82,3.96,19.25,20.81,3.01,0,35.97,0,34.69,46.74,36.29,2.19,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

