Block,Time,BSIUL,CHAMERA2,DADRT2,FSTPP I & II,KHSTPP-II,KKNPPU2,KOTESHWR,NLCIIST1,RIHAND1,RSTPSU7,UNCHAHAR3,UNCHAHAR4,KHSTPP-I,KKNP,KUDGI,SEWA2,TEHRI,UNCHAHAR1,ANTA_LF,ANTA_RF,KISHANGANGA,NAPP,RIHAND3,TALA,TALST2,URI,DADRI_RF,DULHASTI,KGSU1AND2,NLCEXP,RAPPC,SASAN,TANAKPUR,UNCHAHAR2,AURY_RF,BRBCL,MAPS,NTPL,PARBATI3,SIMHST1,SIMHST2,SINGRAULI,TANDA2,ANTA_GF,AURY_GF,CHAMERA3,DHAULIGNGA,JHAJJAR,KOLDAM,NLCIIST2,NNTPP,SALAL,ANTA_CRF,NJPC,RIHAND2,SINGRAULI_HYDRO,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_GF,CHAMERA1,KGSU3AND4,NLCTS2EXP,RAMPUR,RAPPB,RSTPSU1TO6,URI2,AURY_CRF,AURY_LF,DADRI_LF
60,14:45-15:00,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,10.1,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,113.81,121.71,0,0,0,0,0,0,0,0,2.44,0,0,10.35,0,0,0

61,15:00-15:15,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,10.1,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,0.99,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

62,15:15-15:30,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,10.1,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,1.03,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

63,15:30-15:45,0,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,0,20.96,0,30.16,1.44,44.99,127.6,10.1,0,12.15,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,1.21,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

64,15:45-16:00,1.1,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,8.18,20.96,0,30.16,1.44,44.99,127.6,10.1,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,1.96,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

65,16:00-16:15,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,17.72,20.96,0,28.98,1.44,44.99,127.6,9.94,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,1.96,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

66,16:15-16:30,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,17.72,20.96,0,28.98,1.44,44.99,127.6,9.74,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,3.64,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

67,16:30-16:45,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,35.44,20.96,0,28.98,1.44,44.99,127.6,9.64,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,3.64,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

68,16:45-17:00,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,35.44,20.96,0,28.98,1.44,44.99,127.6,9.58,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

69,17:00-17:15,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,53.16,20.96,0,28.98,1.44,44.99,127.6,9.53,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

70,17:15-17:30,6.52,10.45,686.07,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,53.16,20.96,0,2.36,1.44,44.99,127.6,9.23,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,0,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

71,17:30-17:45,6.52,10.45,651.57,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,53.16,20.96,0,7.1,2.88,44.99,127.6,9.03,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,3.94,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

72,17:45-18:00,1.1,10.45,685.77,20.8,98.87,0,9.66,0,47.33,0,0,1.62,44.92,0,0,0,70.87,20.96,0,14.19,2.88,44.99,127.6,8.84,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,43.71,76.47,15,0,0,5.62,0,0,106.72,2.89,0,0,10.69,30.23,413.81,4.01,0,0,65.07,0,102.23,121.71,0,0,0,0,0,0,0,0,2.19,0,0,10.35,0,0,0

73,18:00-18:15,1.1,17.91,685.74,20.8,98.87,0,19.32,0,47.33,0,0,1.62,44.92,0,0,2.94,70.87,20.96,0,17.74,2.88,44.99,127.6,8.47,0,16.56,99.89,54.53,0,0,59.94,390.38,9.48,38.08,76.47,15,0,0,8.43,0,0,106.72,2.89,0,0,10.69,40.2,413.81,4.01,0,0,65.07,0,127.78,121.71,0,0,0,0,0,14.05,0,0,2.75,0,0,10.35,0,0,0

74,18:15-18:30,2.2,17.91,685.74,20.8,98.87,0,28.98,0,47.33,0,0,1.62,44.92,0,0,8.8,70.87,20.96,0,19.16,2.88,44.99,127.6,8.33,0,22.08,7.4,54.53,0,0,59.94,390.38,9.48,38.08,76.47,15,0,0,54.11,0,0,106.72,2.89,0,0,21.37,40.2,413.81,4.01,0,0,65.07,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

75,18:30-18:45,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.16,4.32,44.99,127.6,8.33,0,13.25,23.43,55.08,0,0,59.94,402.19,10.63,43.71,76.47,15,0,0,54.11,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

76,18:45-19:00,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.16,4.32,44.99,127.6,8.33,0,13.25,35.76,55.08,0,0,59.94,402.19,10.63,43.71,76.47,15,0,0,54.11,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

77,19:00-19:15,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.16,4.32,44.99,127.6,8.44,0,50.79,48.1,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,54.11,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

78,19:15-19:30,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.16,4.32,44.99,127.6,8.82,0,50.79,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,54.11,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

79,19:30-19:45,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.16,4.32,44.99,127.6,9.15,0,22.08,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,54.11,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

80,19:45-20:00,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.16,4.32,44.99,127.6,9.31,0,12.15,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,7.03,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

81,20:00-20:15,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.39,4.32,44.99,127.6,9.7,0,12.15,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,3.94,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

82,20:15-20:30,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,14.66,70.87,20.96,0,19.39,4.32,44.99,127.6,9.76,0,12.15,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,3.94,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,65.07,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

83,20:30-20:45,0,44.22,685.74,20.8,98.87,0,19.32,0,47.33,0,0,1.62,44.92,0,0,10.26,70.87,20.96,0,19.39,4.32,44.99,127.6,10,0,16.56,59.19,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,3.94,0,0,106.72,2.89,0,0,25.31,40.2,413.81,4.01,0,0,65.07,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

84,20:45-21:00,0,29.83,685.74,20.8,98.87,0,19.32,0,47.33,0,0,1.62,44.92,0,0,5.27,70.87,20.96,0,19.39,4.32,44.99,127.6,10.02,0,16.56,59.19,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,3.94,0,0,106.72,2.89,0,0,25.31,40.2,413.81,4.01,0,0,65.07,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

85,21:00-21:15,0,29.83,685.74,20.8,98.87,0,19.32,0,47.33,0,0,1.62,44.92,0,0,5.27,70.87,20.96,0,19.39,4.32,44.99,127.6,10.14,0,22.08,59.19,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,3.94,0,0,106.72,2.89,0,0,25.31,40.2,413.81,4.01,0,0,65.65,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

86,21:15-21:30,0,29.83,685.74,20.8,98.87,0,19.32,0,47.33,0,0,1.62,44.92,0,0,5.27,70.87,20.96,0,19.39,4.32,44.99,127.6,10.21,0,22.08,59.19,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,3.94,0,0,106.72,2.89,0,0,25.31,40.2,413.81,4.01,0,0,65.65,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

87,21:30-21:45,1.1,29.83,685.74,20.8,98.87,0,19.32,0,47.33,0,0,1.62,44.92,0,0,5.12,70.87,20.96,0,19.39,4.32,44.99,127.6,10.37,0,12.15,59.19,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,25.31,40.2,413.81,4.01,0,0,63.92,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

88,21:45-22:00,2.2,29.83,685.74,20.8,98.87,0,19.32,0,47.33,0,0,1.62,44.92,0,0,10.26,70.87,20.96,0,19.39,4.32,44.99,127.6,10.37,0,12.15,59.19,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,25.31,40.2,413.81,4.01,0,0,63.92,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

89,22:00-22:15,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,13.19,70.87,20.96,0,19.39,4.32,44.99,127.6,10.41,0,50.79,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,63.92,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

90,22:15-22:30,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,13.19,70.87,20.96,0,19.39,4.32,44.99,127.6,10.44,0,50.79,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,63.92,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

91,22:30-22:45,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,13.19,70.87,20.96,0,19.39,4.32,44.99,127.6,10.61,0,16.56,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,63.92,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

92,22:45-23:00,19.56,45.65,685.74,20.8,98.87,0,42.94,0,47.33,0,0,1.62,44.92,0,0,13.19,70.87,20.96,0,19.39,4.32,44.99,127.6,10.7,0,12.15,59.19,55.08,0,0,59.94,402.19,10.63,43.71,76.72,15,0,0,15.46,0,0,106.72,2.89,0,0,33.74,41.42,413.81,4.01,0,0,63.92,0,153.34,121.71,0,0,0,0,0,42.15,0,0,3.29,0,0,10.35,0,0,0

93,23:00-23:15,1.1,26.85,685.74,20.8,98.87,0,21.46,0,47.33,0,0,1.62,41.89,0,0,9.52,70.87,20.96,0,19.39,2.88,44.99,127.6,10.73,0,12.15,101.12,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,21.37,30.53,413.81,4.01,0,0,51.13,0,150.02,121.71,0,0,0,0,0,28.1,0,0,3.22,0,0,10.35,0,0,0

94,23:15-23:30,0,26.85,685.74,20.8,98.87,0,9.66,0,47.33,0,0,1.62,41.89,0,0,2.94,70.87,20.96,0,19.39,1.44,44.99,127.6,10.73,0,12.15,101.12,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,21.37,30.53,413.81,4.01,0,0,51.13,0,150.02,121.71,0,0,0,0,0,14.05,0,0,3.22,0,0,10.35,0,0,0

95,23:30-23:45,0,26.85,685.77,20.8,98.87,0,9.66,0,47.33,0,0,1.62,41.89,0,0,0,70.87,20.96,0,19.39,0.14,44.99,127.6,10.76,0,12.15,101.12,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,21.37,30.53,413.81,4.01,0,0,51.13,0,150.02,121.71,0,0,0,0,0,14.05,0,0,3.22,0,0,10.35,0,0,0

96,23:45-24:00,0,26.85,685.77,20.8,98.87,0,9.66,0,47.33,0,0,1.62,41.89,0,0,0,70.87,20.96,0,19.39,0,44.99,127.6,10.82,0,12.15,101.12,54.53,0,0,59.94,402.19,9.74,43.71,76.72,15,0,0,0,0,0,106.72,2.89,0,0,21.37,30.53,413.81,4.01,0,0,51.13,0,150.02,121.71,0,0,0,0,0,14.05,0,0,3.22,0,0,10.35,0,0,0

