Block,Time,RIHAND2,TALA,TANDA2,TelanganaSTPP,URI,DADRI_LF,BSIUL,CHAMERA3,DULHASTI,KGSU1AND2,KGSU3AND4,KISHANGANGA,MAPS,NNTPP,BRBCL,FSTPP I & II,JHAJJAR,KHSTPP-I,PARBATI3,RAPPB,RSTPSU1TO6,SALAL,UNCHAHAR3,UNCHAHAR4,VALLURNTECL,AURY_RF,RAPPC,RIHAND3,SINGRAULI,TALST2,TANAKPUR,ANTA_GF,ANTA_LF,AURY_LF,DADRI_GF,DADRI_RF,KKNPPU2,KOLDAM,KUDGI,RIHAND1,ANTA_RF,KOTESHWR,NJPC,NLCTS2EXP,SASAN,SIMHST2,URI2,AURY_GF,CHAMERA2,DHAULIGNGA,KKNP,NLCEXP,NLCIIST2,NTPL,RAMPUR,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,TEHRIPSP,CHAMERA1,DADRT2,KHSTPP-II,NAPP,NLCIIST1,PARBATI2,RAPPD,SEWA2,TEHRI,UNCHAHAR1,UNCHAHAR2,ANTA_CRF,AURY_CRF,DADRI_CRF
54,13:15-13:30,126.8,14.56,7.07,0,52.99,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,59.94,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,20.88,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

55,13:30-13:45,126.8,14.11,7.07,0,52.99,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,73.77,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,0,21.83,45.62,0,0,0

56,13:45-14:00,126.8,14.11,7.07,0,52.99,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,73.77,0,0,81.34,27.99,3.98,0,78.22,68.22,132.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,0,690.85,148.3,24.49,0,58.05,25.15,0,9.81,21.83,45.62,0,0,0

57,14:00-14:15,126.8,0,7.07,0,50.79,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,73.77,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,14.05,490.85,148.3,24.49,0,58.05,25.15,0,19.62,21.83,45.62,0,0,0

58,14:15-14:30,126.8,0,7.07,0,50.79,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,73.77,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.54,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.1,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

59,14:30-14:45,126.8,0,7.07,0,50.79,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,530.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.1,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

60,14:45-15:00,126.8,0,7.07,0,50.79,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,570.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,42.15,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

61,15:00-15:15,126.8,0,7.07,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,570.85,45.83,61.48,0,0,51.13,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,42.15,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

62,15:15-15:30,126.8,0,7.07,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,570.85,45.83,61.48,0,0,51.13,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,42.15,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

63,15:30-15:45,126.8,0,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,570.85,45.83,64.55,0,0,51.13,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,42.15,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

64,15:45-16:00,126.8,0,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,570.85,45.83,64.55,0,0,51.13,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.54,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

65,16:00-16:15,126.8,0,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,570.85,45.83,47.64,0,0,51.13,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.54,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

66,16:15-16:30,126.8,0,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,670.85,45.83,47.64,0,0,51.13,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

67,16:30-16:45,126.8,0,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,670.85,45.83,47.64,0,0,63.92,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

68,16:45-17:00,126.8,0,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,670.85,45.83,64.55,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.67,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

69,17:00-17:15,126.8,12.88,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,670.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

70,17:15-17:30,126.8,12.88,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,670.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,46.8,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

71,17:30-17:45,126.8,12.73,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,670.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,46.93,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

72,17:45-18:00,126.8,12.73,7.07,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,670.85,45.83,61.48,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,46.93,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,0,29.43,21.83,45.62,0,0,0

73,18:00-18:15,126.8,12.73,7.07,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,82.45,47.06,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,6.31,29.43,21.83,45.62,0,0,0

74,18:15-18:30,126.8,12.73,7.07,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,66.09,0,0,81.34,27.99,3.98,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,82.45,47.19,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,12.62,29.43,21.83,45.62,0,0,0

75,18:30-18:45,126.8,12.44,6.86,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,66.09,0,0,81.34,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,82.45,47.32,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,18.93,29.43,21.83,45.62,0,0,0

76,18:45-19:00,126.8,12.44,6.61,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,64.55,0,0,81.34,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,82.45,47.45,20.88,181.16,0,418.77,0,38.16,0,48.9,21.92,0,0,0,0,7.04,0,0,1.16,0,28.05,490.85,148.3,24.49,0,58.05,25.15,18.93,29.43,21.83,45.1,0,0,0

77,19:00-19:15,126.8,12.44,6.61,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,53.79,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,82.45,47.6,31.32,181.16,0,418.77,0,38.16,0,48.9,32.89,0,0,0,0,7.04,0,0,1.16,0,42.89,490.85,148.3,24.49,0,58.05,25.15,18.93,29.43,21.83,45.1,0,0,0

78,19:15-19:30,126.8,12.44,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.42,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,82.45,47.86,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,0,42.89,490.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

79,19:30-19:45,126.8,12.44,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,48.12,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,0,42.89,490.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

80,19:45-20:00,126.8,12.44,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,48.38,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,0,42.89,490.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

81,20:00-20:15,126.8,12.79,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,48.51,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,0,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

82,20:15-20:30,126.8,12.79,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,48.64,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

83,20:30-20:45,126.8,12.79,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,49.04,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

84,20:45-21:00,126.8,12.79,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.96,0,0,0,0,74.64,0,10.65,0,99.81,49.17,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

85,21:00-21:15,126.8,12.79,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

86,21:15-21:30,126.8,12.79,6.61,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,69.16,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,31.32,181.16,0,418.77,0,38.16,0,48.9,43.85,0,0,0,0,7.04,0,0,1.16,51.99,42.15,550.85,148.3,24.49,0,58.05,25.15,18.93,29.92,21.83,45.1,0,0,0

87,21:30-21:45,126.8,9.85,6.61,0,51.34,0,6.52,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,69.16,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,31.32,181.16,0,418.77,0,38.16,0,48.9,43.85,0,0,0,0,7.04,0,0,1.16,51.99,42.15,550.85,148.3,24.49,0,58.05,25.15,18.93,29.92,21.83,45.1,0,0,0

88,21:45-22:00,126.8,9.85,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

89,22:00-22:15,126.8,10.44,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

90,22:15-22:30,126.8,10.44,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

91,22:30-22:45,126.8,10.44,6.61,0,51.34,0,20.46,36.89,59.61,0,0,8.87,0,0,24.99,20.8,468.85,45.83,79.92,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,34.81,182.87,0,418.77,0,40.23,0,51.47,46.04,0,0,0,0,7.22,0,0,1.16,51.99,42.89,550.85,148.3,24.49,0,61.07,25.15,20.12,29.92,21.83,45.1,0,0,0

92,22:45-23:00,126.8,10.44,6.61,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,78.39,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,49.3,21.11,181.16,0,418.77,0,38.16,0,48.9,43.85,0,0,0,0,7.04,0,0,1.16,51.99,42.15,550.85,148.3,24.49,0,58.05,25.15,18.93,29.43,21.83,45.1,0,0,0

93,23:00-23:15,126.8,10.44,6.61,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,78.39,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,48.64,20.88,181.16,0,418.77,0,38.16,0,48.9,43.85,0,0,0,0,7.04,0,0,1.16,51.99,42.15,550.85,148.3,24.49,0,58.05,25.15,12.62,29.43,21.83,45.19,0,0,0

94,23:15-23:30,126.8,10.44,6.61,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,78.39,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,10.25,0,0,0,0,74.64,0,10.65,0,99.81,48.64,20.88,181.16,0,418.77,0,38.16,0,48.9,43.85,0,0,0,0,7.04,0,0,1.16,51.99,42.15,550.85,148.3,24.49,0,58.05,25.15,6.31,29.43,21.83,45.19,0,0,0

95,23:30-23:45,126.8,10.44,6.61,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,78.39,0,0,83.08,27.99,2.39,0,78.22,68.22,92.37,153.28,0,8.33,0,0,0,0,74.64,0,10.65,0,99.81,48.64,20.88,181.16,0,418.77,0,38.16,0,48.9,43.85,0,0,0,0,7.04,0,0,1.16,51.99,42.15,550.85,148.3,24.49,0,58.05,25.15,6.31,29.43,21.83,45.2,0,0,0

96,23:45-24:00,126.8,10.44,6.61,0,51.34,0,13.04,35.09,58.79,0,0,8.71,0,0,24.99,20.8,468.85,45.83,78.39,0,0,83.08,27.99,2.4,0,78.22,68.22,92.37,153.28,0,8.33,0,0,0,0,74.64,0,10.65,0,99.81,48.64,20.88,181.16,0,418.77,0,38.16,0,48.9,43.85,0,0,0,0,7.04,0,0,1.16,51.99,42.15,550.85,148.3,24.49,0,58.05,25.15,6.31,29.43,21.83,45.2,0,0,0

