Column1,Time,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/7960,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/1333,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/9334,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/4565,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19
8,01:45-02:00,30.5,2.71,205.24,66,9.62,0,0,0,2.68,68.85,7.7,9.62,7.19,25.97,133.82,0,4.33,30.28,100.21,9.62,1.92,9.62,2.89,2.89,52.5,2.89,26.48,2.05,48.1,12,0,0,0,3,12,0,0,0,33.33,0,0,0,33.33,0,36,0,0,8.66,0

9,02:00-02:15,30.5,2.71,260.29,66,9.62,0,0,0,2.68,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,30.28,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,2.05,48.1,11.33,0,0,0,3,11.33,0,0,0,24,0,0,0,24,0,34.01,0,0,3.34,0

10,02:15-02:30,30.5,2.71,260.29,66,9.62,0,0,0,2.68,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,30.28,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,2.05,48.1,11.67,0,0,0,3,11.67,0,0,0,24.67,0,0,0,24.67,0,34.99,0,0,3.34,0

11,02:30-02:45,30.5,2.71,260.29,66,9.62,0,0,0,2.68,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,30.28,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,2.05,48.1,12,0,0,0,3,12,0,0,0,25.67,0,0,0,25.67,0,36,0,0,3.34,0

12,02:45-03:00,30.5,2.71,260.29,66,9.62,0,0,0,2.68,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,29.77,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,2.05,48.1,12,0,0,0,3,12,0,0,0,26,0,0,0,26,0,36,0,0,3.34,0

13,03:00-03:15,30.5,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,29.27,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,1.96,48.1,9.17,0,0,0,3,9.17,0,0,0,20,0,0,0,20,0,27.49,0,0,3.34,0

14,03:15-03:30,30.5,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,1.96,48.1,9.33,0,0,0,3,9.33,0,0,0,20,0,0,0,20,0,28.01,0,0,3.34,0

15,03:30-03:45,30.5,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,1.96,48.1,9.5,0,0,0,3,9.5,0,0,0,20,0,0,0,20,0,28.5,0,0,3.34,0

16,03:45-04:00,30.5,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,7.09,25.97,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,1.96,48.1,10,0,0,0,3,10,0,0,0,20,0,0,0,20,0,30,0,0,3.34,0

17,04:00-04:15,30.5,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,6.99,25.97,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,1.96,48.1,8.33,0,0,0,3,8.33,0,0,0,20,0,0,0,20,0,25.01,0,0,3.34,0

18,04:15-04:30,30.5,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,6.99,25.97,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.48,1.96,48.1,8.67,0,0,0,3,8.67,0,0,0,20,0,0,0,20,0,25.99,0,0,3.34,0

19,04:30-04:45,26.96,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,6.99,22.12,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.96,48.1,8.67,0,0,0,3,8.67,0,0,0,31.67,0,0,0,31.67,0,25.99,0,0,3.34,0

20,04:45-05:00,26.96,2.56,205.24,70.14,9.62,0,0,0,2.61,68.85,7.7,9.62,6.99,22.12,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.96,48.1,8.83,0,0,0,3,8.83,0,0,0,31.67,0,0,0,31.67,0,26.51,0,0,3.34,0

21,05:00-05:15,26.95,2.56,205.24,66,3.37,0,0,0,2.53,68.85,7.7,9.62,6.99,22.12,133.82,0,5.29,28.76,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.95,1.96,48.1,14.17,0,0,0,3,14.17,0,0,0,25,0,0,0,25,0,42.49,0,0,3.34,0

22,05:15-05:30,26.95,2.56,205.24,74.48,3.37,0,0,0,2.53,68.85,7.7,9.62,6.99,22.12,133.82,0,5.29,29.27,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.95,1.96,48.1,13.83,0,0,0,3,13.83,0,0,0,24.33,0,0,0,24.33,0,41.51,0,0,3.34,0

23,05:30-05:45,26.95,2.56,260.29,82.96,7.68,0,0,0,2.53,86.76,7.7,9.62,6.99,22.12,133.82,0,5.29,29.27,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.95,1.96,48.1,13,0,0,0,3,13,0,0,0,18.33,0,0,0,18.33,0,39,0,0,6.66,0

24,05:45-06:00,26.95,2.56,260.29,91.45,7.68,0,0,0,2.53,86.76,7.7,9.62,6.99,22.12,133.82,0,5.29,29.27,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.95,1.96,48.1,12.5,0,0,0,3,12.5,0,0,0,18.33,0,0,0,18.33,0,37.5,0,0,6.66,0

25,06:00-06:15,22.58,2.56,260.29,99.93,7.68,0,0,0,2.53,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,29.27,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,22.58,1.96,48.1,12.17,0,0,0,3,12.17,7.64,0,0,17.67,0,0,0,17.67,8.11,36.49,0,0,6.66,0

26,06:15-06:30,22.58,2.56,260.29,115.01,7.68,0,0,0,2.53,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,28.26,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,22.58,1.96,48.1,11.67,0,0,0,3,11.67,15.16,0,0,17,0,0,0,17,15.91,34.99,0,0,6.66,0.38

27,06:30-06:45,30.5,2.56,260.29,115.01,7.68,0,0,0,2.68,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,27.75,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.96,48.1,11.5,1.22,1,0,3,11.5,22.89,1,0,16,0.77,1,1,16,24.03,34.5,0,0.25,6.66,3.89

28,06:45-07:00,30.5,2.56,260.29,115.01,7.68,0.3,0.3,0.23,2.68,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,26.75,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.96,48.1,11.33,6.32,4,1,3,11.33,30.6,2,1,15.33,1.28,4,3,15.33,31.1,34.01,1,1.26,6.66,8.04

29,07:00-07:15,30.5,2.48,260.29,115.01,7.68,0.88,0.88,0.68,2.61,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,25.74,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,11.17,14.52,14,3,3,11.17,32.41,3,6,15.33,3.71,8.99,5,15.33,32.41,33.49,7,2.91,6.66,14.02

30,07:15-07:30,30.5,2.48,260.29,115.01,7.68,1.67,1.67,1.3,2.61,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,25.74,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,10.83,27.12,28,5,3,10.83,32.72,8,12,15,7.8,13.99,7,15,32.72,32.51,10,5.43,6.66,20.99

31,07:30-07:45,30.5,2.48,260.29,106.53,7.68,2.68,2.68,2.07,2.61,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,25.23,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,10.5,45.04,42,10,3,10.5,33,13,18,15,13.96,22,12,15,33,31.5,20,9.01,6.66,30.95

32,07:45-08:00,30.5,2.48,260.29,98.05,7.68,3.88,3.88,3,2.61,86.76,7.7,9.62,6.91,22.12,133.82,0,5.29,25.23,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,10.17,65.5,56,13,3,10.17,31.9,19,24,13.33,22.56,28,16,13.33,31.9,30.49,27,13.1,6.66,38.84

33,08:00-08:15,21.55,2.48,194.53,89.56,7.68,5.24,5.24,4.05,2.53,64.08,7.7,9.62,6.81,22.12,133.82,0,5.29,25.23,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,9,87.18,70,17,3,9,33,30,30,13.33,31.44,33,21,13.33,33,27,33,17.44,6.66,46.24

34,08:15-08:30,21.55,2.48,194.53,81.08,7.68,6.8,6.8,5.25,2.53,64.08,7.7,9.62,6.81,22.12,115.43,0,5.29,25.23,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,8.5,109.62,88,22,3,8.5,33,39,37,13.33,40.71,33,25,13.33,33,25.5,43,21.93,6.66,53.33

35,08:30-08:45,21.55,2.48,194.53,72.59,7.68,8.36,8.36,6.46,2.53,64.08,7.7,9.62,6.81,0,96.19,0,5.29,25.23,81.76,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,8,131.12,105,26,3,8,33,44,45,13.33,49.99,33,29,13.33,33,24,52,26.23,6.66,62.99

36,08:45-09:00,26.48,2.48,139.48,70.14,3.37,9.57,9.57,7.4,2.53,46.17,4.23,9.62,6.81,0,74.8,0,2.4,25.23,70.22,9.62,1.92,9.62,2.89,2.89,0,2.89,30.5,1.87,48.1,7.67,151.86,123,30,3,7.67,33,52,52,13.33,58.68,33,32,13.33,33,22.99,60,30.37,6.66,92.31

37,09:00-09:15,26.56,0.78,139.48,70.14,4.24,10.84,10.84,8.38,2.53,46.17,5.68,9.62,6.72,0,74.8,0,3.93,26.24,70.22,9.62,1.92,9.62,2.89,2.89,0,2.89,30,1.87,48.1,7.5,171.75,137,34,3,7.5,33,59,58,13.33,66.85,33,34,13.33,33,22.5,68,34.35,6.66,101.95

38,09:15-09:30,26.56,2.33,139.48,70.14,4.24,12.19,12.19,9.42,2.53,46.17,5.64,9.62,6.72,0,74.8,0,3.93,26.75,70.22,9.62,1.92,9.62,2.89,2.89,0,2.89,30,1.87,48.1,7.5,190.24,151,38,3,7.5,33,67,64,13.33,74.38,33,36,13.33,33,22.5,75,38.05,6.66,110.51

39,09:30-09:45,26.96,2.33,139.48,70.14,7.68,13.39,13.39,10.35,2.53,46.17,7.7,9.62,6.72,0,74.8,0,2.4,26.75,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,207.28,165,42,2.95,6.33,33,73,70,13.33,81.47,33,39,13.33,33,19.01,83,41.46,6.66,118.11

40,09:45-10:00,26.96,2.33,139.48,70.14,7.68,14.53,14.53,11.23,2.53,46.17,7.7,9.62,6.72,0,74.8,0,2.4,26.75,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,222.81,179,45,2.95,6.33,33,80,76,13.33,87.64,33,41,13.33,33,19.01,90,44.56,6.66,125.12

41,10:00-10:15,26.96,2.33,139.48,70.14,7.68,15.07,15.07,11.64,2.45,46.17,8.02,9.62,6.72,0,74.8,0,4.68,27.25,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,236.72,189,47,2.62,6.33,33,85,81,13.33,93.59,33,43,13.33,33,19.01,93,47.34,6.66,131.06

42,10:15-10:30,26.96,2.33,139.48,70.14,7.68,15.88,15.88,12.28,2.45,46.17,8.02,9.62,6.72,0,74.8,0,4.68,27.25,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,244.17,196,48,2.63,6.33,33,89,84,13.33,99.09,33,45,13.33,33,19.01,97,48.83,6.66,137.1

43,10:30-10:45,26.96,2.33,139.48,70.14,7.68,16.53,16.53,12.77,2.45,46.17,8.02,9.62,6.72,0,74.8,0,4.68,27.25,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,203,50,2.64,6.33,33,93,87,13.33,100,33,48,13.33,33,19.01,100,49.17,6.66,142.06

44,10:45-11:00,26.96,2.33,139.48,70.14,7.68,17.12,17.12,13.23,2.45,46.17,8.02,9.62,6.72,0,74.8,0,4.68,27.25,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,207,50,2.64,6.33,33,95,88,13.33,100,33,48,13.33,33,19.01,100,49.17,6.66,144.89

45,11:00-11:15,26.96,2.33,139.48,70.14,7.68,17.62,17.62,13.62,2.38,46.17,8.02,9.62,6.63,0,74.8,0,4.68,27.25,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.65,6.33,33,98,90,13.33,100,33,49,13.33,33,19.01,100,49.17,6.66,147.61

46,11:15-11:30,26.96,2.33,139.48,70.14,7.68,18.02,18.02,13.93,2.38,46.17,8.02,9.62,6.63,0,74.8,0,4.68,27.25,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.67,6.33,33,98,90,13.33,100,33,49,13.33,33,19.01,100,49.17,6.66,148.88

47,11:30-11:45,26.96,2.33,139.48,70.14,7.68,18.17,18.17,14.05,2.38,46.17,8.02,9.62,6.63,0,74.8,0,4.68,26.75,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.69,6.33,33,98,90,13.33,100,33,49,13.33,33,19.01,100,49.17,6.66,150.24

48,11:45-12:00,26.96,2.33,139.48,70.14,7.68,18.17,18.17,14.05,2.38,46.17,8.02,9.62,6.63,0,74.8,0,4.68,26.75,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.72,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,151.12

49,12:00-12:15,26.96,2.33,139.48,70.14,7.68,18.17,18.17,14.05,2.45,46.17,8.02,9.62,6.63,0,74.8,0,4.68,26.75,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.85,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,151.31

50,12:15-12:30,26.96,2.33,139.48,70.14,7.68,18.17,18.17,14.05,2.45,46.17,8.02,9.62,6.63,0,74.8,0,4.68,26.75,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.89,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,151.61

51,12:30-12:45,26.96,2.33,139.48,70.14,7.68,18.17,18.17,14.05,2.45,46.17,8.02,9.62,6.63,0,74.8,0,4.68,26.24,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.8,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,151.41

52,12:45-13:00,26.96,2.33,139.48,70.14,7.68,18.17,18.17,14.05,2.45,46.17,8.02,9.62,6.63,0,74.8,0,4.68,25.74,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.77,48.1,6.33,245.83,210,50,2.8,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,151.31

53,13:00-13:15,26.96,2.48,139.48,70.14,7.68,18.17,18.17,14.05,2.45,46.17,8.02,9.62,6.54,0,90.42,0,4.68,25.74,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,245.83,210,50,2.8,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,150.92

54,13:15-13:30,26.96,2.48,139.48,70.14,7.68,18.17,18.17,14.05,2.45,46.17,8.02,9.62,6.54,0,98.11,0,4.68,25.74,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,245.83,210,50,2.8,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,150.83

55,13:30-13:45,26.96,2.48,139.48,70.14,7.68,18.17,18.17,14.05,2.45,46.17,8.02,9.62,6.54,0,98.11,0,4.68,26.24,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.68,48.1,6.33,245.83,210,50,3,6.33,33,98,90,13.33,100,33,50,13.33,33,19.01,100,49.17,6.66,150.24

56,13:45-14:00,26.96,2.48,139.48,70.14,7.68,18.02,18.02,13.93,2.45,46.17,8.02,9.62,6.54,0,114.47,0,4.68,26.24,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.68,48.1,6.33,245.83,210,50,3,6.33,33,97,90,13.33,100,33,49,13.33,33,19.01,100,49.17,6.66,148.2

57,14:00-14:15,26.96,2.48,139.48,70.14,7.68,17.72,17.72,13.69,2.45,46.17,8.02,9.62,6.44,0,126.97,0,4.68,26.24,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,245.83,207,50,3.4,6.33,33,95,88,13.33,100,33,48,13.33,33,19.01,100,49.17,6.66,145.76

58,14:15-14:30,26.96,2.48,139.48,70.14,7.68,17.16,17.16,13.26,2.45,46.17,8.02,9.62,6.44,0,126.97,0,4.68,26.75,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,245.83,203,50,5,6.33,33,93,87,13.33,100,33,48,13.33,33,19.01,100,49.17,6.66,143.33

59,14:30-14:45,26.96,2.48,139.48,70.14,7.68,16.59,16.59,12.83,2.45,46.17,8.02,9.62,6.44,0,141.4,0,4.68,28.26,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,245.83,196,48,6,6.33,33,93,84,13.33,100,33,47,13.33,33,19.01,97,49.17,6.66,138.27

60,14:45-15:00,26.96,2.48,139.48,70.14,7.68,16.06,16.06,12.41,2.45,46.17,8.02,9.62,6.44,0,153.9,0,4.68,28.76,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,1.87,48.1,6.33,245.83,189,47,7,6.33,33,91,81,13.33,100,33,45,13.33,33,19.01,93,49.17,6,132.62

61,15:00-15:15,26.96,2.48,139.48,70.14,7.68,15.12,15.12,11.68,2.53,46.17,8.02,9.62,6.35,0,153.9,0,4.68,29.27,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,2.05,48.1,6.33,243.33,182,45,7.4,6.33,33,87,78,13.33,100,33,43,13.33,33,19.01,90,48.67,3.34,126.58

62,15:15-15:30,26.96,2.48,139.48,70.14,7.68,14.52,14.52,11.22,2.53,46.17,8.02,9.62,6.35,0,153.9,0,4.68,29.27,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,2.05,48.1,6.33,238.97,172,42,7.8,6.33,33,84,73,13.33,99.19,33,41,13.33,33,19.01,85,47.8,2.66,119.28

63,15:30-15:45,26.96,2.48,139.48,70.14,7.68,13.5,13.5,10.44,2.53,46.17,8.02,9.62,6.35,0,173.14,0,4.68,29.77,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,2.05,48.1,8,225.82,161,40,8,8,33,79,69,18.33,93.88,33,39,18.33,33,24,80,45.17,2.66,110.51

64,15:45-16:00,26.96,2.48,139.48,70.14,7.68,12.82,12.82,9.9,2.53,46.17,8.02,9.62,6.35,0,192.38,0,4.68,29.77,52.9,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,2.05,48.1,8.33,210.41,151,38,8.2,8.33,33,73,64,20,85.23,33,36,20,33,25.01,75,42.08,2.66,101.36

65,16:00-16:15,26.96,2.48,170.92,70.14,7.68,11.57,11.57,8.94,2.61,46.17,8.02,9.62,6.35,0,213.06,50,4.68,28.26,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,2.24,48.1,8.67,193.13,137,34,8.4,8.67,33,66,58,20.67,79.14,33,34,20.67,33,25.99,69,38.63,2.66,91.43

66,16:15-16:30,26.96,2.48,170.92,70.14,7.68,10.51,10.51,8.12,2.61,46.17,8.02,9.62,6.35,0,213.06,50,4.68,29.27,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.96,2.24,48.1,8.83,175.5,123,32,8.2,8.83,33,59,52,21.67,72.58,33,30,21.67,33,26.51,63,35.1,2.66,76.05

67,16:30-16:45,26.59,2.48,238.91,66,7.68,9.58,9.58,7.4,2.61,68.85,8.02,9.62,6.35,0,213.06,50,4.68,29.77,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.59,2.24,48.1,9,156.77,105,27,8,9,33,51,45,23.33,68.31,33,27,23.33,33,27,55,31.36,7,64.85

68,16:45-17:00,26.59,2.48,260.29,66,7.68,7.89,7.89,6.09,2.61,86.76,8.02,9.62,6.35,0,213.06,50,4.68,30.28,100.21,9.62,1.92,9.62,2.89,2.89,0,2.89,26.59,2.24,48.1,9.17,136.64,88,23,7.8,9.17,33,43,37,24,60.4,33,25,24,33,27.49,45,27.33,7,52.87

