Column1,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/9719,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/2569,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/4973,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/20/3628,GNA/NR/2025/04/01/8456,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7663,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/7782,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/5280,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,L_NR_2019_19,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08
62,15:15-15:30,15.08,20.54,164.29,-79.19,20.54,12.92,41.07,20.54,231.94,130.75,53.39,26.97,10.52,70.46,4.18,10.22,15.32,41.07,10.71,20.85,0,26.97,41.07,13.23,19.33,11.91,8.98,100.68,6.84,87.17,11.92,30.28,13.23,45.03,43.02,100.01,33,33.33,0,0,37,33,135,56.67,33.33,0,13,7,12,23,27,33,35.67

63,15:30-15:45,15.08,20.54,164.29,-79.19,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.97,10.52,70.46,4.18,9.55,15.32,41.07,10.71,20.85,0,26.97,41.07,12.36,19.33,11.91,8.98,100.68,6.84,87.17,11.92,30.28,12.36,40.84,43.02,100.01,33,33.33,0,0,22,33,127.5,53.33,33.33,0,33,17,30,18,25.5,33,36.67

64,15:45-16:00,15.08,20.54,164.29,-79.19,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.97,10.52,70.46,4.18,8.88,15.32,41.07,10.71,20.85,1.36,26.97,41.07,11.5,19.33,11.91,8.98,100.68,6.84,87.17,11.92,30.28,11.5,46.88,43.02,100.01,33,33.33,0,0,20,33,120,50,33.33,0,37,18,30,16,24,33,36.67

65,16:00-16:15,15.72,20.54,164.29,-79.19,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.97,10.6,70.46,4.18,8.08,15.32,41.07,10.79,20.85,2.06,26.97,41.07,10.45,19.33,11.91,8.98,100.68,7.12,87.17,11.92,30.28,10.45,43.55,43.02,100.01,33,33.33,0,0,18,33,118.57,46.67,33.33,0,15,7,12,12,23.71,30,33.33

66,16:15-16:30,15.72,20.54,164.29,-79.19,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.97,10.6,70.46,4.18,7.27,15.32,41.07,10.79,20.85,3.09,26.97,41.07,9.41,19.33,11.91,8.98,100.68,7.12,87.17,11.92,30.28,9.41,39.96,43.02,100.01,33,33.33,0,0,17,33,107.12,45.76,33.33,0,15,7,12,10,21.43,20,33.33

67,16:30-16:45,15.72,20.54,164.29,-79.19,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.97,10.6,64.45,4.18,6.47,15.32,41.07,10.79,20.85,3.09,26.97,41.07,8.37,19.33,11.91,8.98,100.68,7.12,87.17,11.92,30.28,8.37,38.4,43.02,100.01,33,33.33,0,0,17,33,95.19,40.89,33.33,0,15,7,12,9,19.04,10,33.33

68,16:45-17:00,15.72,20.54,164.29,-79.19,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.97,10.6,64.45,4.18,5.66,15.32,41.07,10.79,20.85,4.29,26.97,41.07,7.32,19.33,11.91,8.98,100.68,7.12,87.17,11.92,30.28,7.32,36.5,43.02,100.01,33,33.33,0,0,17,33,78.44,36.03,33.33,0,13,7,12,8,15.69,5,33.33

69,17:00-17:15,16.47,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.7,10.6,115.92,4.18,2.94,15.32,41.07,10.79,20.85,5.15,28.5,41.07,3.81,19.33,11.91,8.98,100.68,7.5,87.17,11.92,30.28,3.81,34.23,44.97,100.01,33,33.33,0,0,13,33,69.3,31.76,33.33,0,13,7,12,7,13.86,2,33.33

70,17:15-17:30,16.47,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,26.7,10.6,115.92,4.18,2.49,15.32,41.07,10.79,20.85,6.04,28.5,41.07,3.22,19.33,11.91,8.98,100.68,7.5,87.17,11.92,30.28,3.22,21.9,45.13,100.01,29.52,33.33,0,0,10,25.52,57.78,27.5,33.33,0,13,7,12,6,11.56,0,33.33

71,17:30-17:45,16.47,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,24.98,10.6,115.92,4.18,2.03,15.32,41.07,10.79,20.85,6.04,28.5,41.07,2.64,19.33,11.91,8.98,100.68,7.5,87.17,11.92,30.28,2.64,18.26,44.54,100.01,22.1,33.33,0,0,8,19.11,40.02,15,33.33,0,10,5,12,5,8,0,33.33

72,17:45-18:00,16.47,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,24.98,10.6,115.92,4.18,1.59,15.32,41.07,10.79,20.85,6.04,28.5,41.07,2.04,19.33,11.91,8.98,100.68,7.5,87.17,11.92,30.28,2.04,14.78,45.06,100.01,15.39,33.33,0,0,7,14.2,32.04,14.33,33.33,0,9,4,12,4,6.41,0,33.33

73,18:00-18:15,17.2,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,23.49,10.6,115.92,4.18,1.29,0,41.07,10.79,20.85,6.04,29,41.07,1.66,0,11.91,8.98,100.68,8.44,87.17,11.92,30.28,1.66,11.46,45.42,100.01,0,33.33,0,0,7,0,26.33,13.33,33.33,0,3,2,10,3,5.27,0,35

74,18:15-18:30,17.2,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,23.49,10.6,115.92,4.18,0.99,0,41.07,10.79,20.85,6.04,29,41.07,1.29,0,11.91,8.98,100.68,8.44,87.17,11.92,30.28,1.29,8.51,45.86,100.01,0,33.33,0,0,5,0,18.11,12.2,33.33,0,2,1,6,2,3.62,0,35

75,18:30-18:45,17.2,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,23.49,10.6,115.92,4.18,0.38,0,41.07,10.79,20.85,6.04,29,41.07,0.5,0,11.91,8.98,100.68,8.44,87.17,11.92,31.29,0.5,5.45,46.18,100.01,0,33.33,0,0,2,0,0.88,8.82,33.33,0,1,0,3,1,0.18,0,35

76,18:45-19:00,17.2,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,23.49,10.6,115.92,4.18,0,0,41.07,10.79,20.85,6.04,29,41.07,0,0,11.91,8.98,100.68,8.44,87.17,11.92,31.29,0,3.22,45.52,100.01,0,33.33,0,0,1,0,0.88,5.44,33.33,0,0,0,2,1,0.18,0,35

77,19:00-19:15,16,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,31.29,0,0,45.41,100.01,0,33.33,0,0,0,0,0.88,1.19,33.33,0,0,0,1,0,0.18,0,33.33

78,19:15-19:30,16,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,31.29,0,0,45.82,100.01,0,33.33,0,0,0,0,0.88,0,33.33,0,0,0,0,0,0.18,0,33.33

79,19:30-19:45,16,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,31.29,0,0,45.84,100.01,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33

80,19:45-20:00,16,20.54,164.29,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,31.29,0,0,46.04,100.01,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33

81,20:00-20:15,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,10.3,87.17,11.92,31.29,0,0,46.13,88.5,0,29.5,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0,33.33

82,20:15-20:30,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,10.3,87.17,11.92,31.29,0,0,45.4,86.51,0,28.83,0,0,0,0,0,0,28.83,0,0,0,0,0,0,0,33.33

83,20:30-20:45,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,10.78,87.17,11.92,31.29,0,0,46.03,85.01,0,28.33,0,0,0,0,0,0,28.33,0,0,0,0,0,0,0,32.67

84,20:45-21:00,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,10.78,87.17,11.92,31.29,0,0,46.11,84,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,31.67

85,21:00-21:15,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,11.06,87.17,11.92,31.29,0,0,45.53,82.99,0,27.67,0,0,0,0,0,0,27.67,0,0,0,0,0,0,0,30.67

86,21:15-21:30,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,11.06,87.17,11.92,31.29,0,0,46.09,82.01,0,27.33,0,0,0,0,0,0,27.33,0,0,0,0,0,0,0,30

87,21:30-21:45,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,11.06,87.17,11.92,30.78,0,0,45.52,81,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0,29

88,21:45-22:00,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,11.06,87.17,11.92,30.28,0,0,45.93,79.99,0,26.67,0,0,0,0,0,0,26.67,0,0,0,0,0,0,0,28.33

89,22:00-22:15,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,30.28,0,0,43.62,73.99,0,24.67,0,0,0,0,0,0,24.67,0,0,0,0,0,0,0,23.67

90,22:15-22:30,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,30.28,0,0,43.62,70.99,0,23.67,0,0,0,0,0,0,23.67,0,0,0,0,0,0,0,23.33

91,22:30-22:45,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,29.27,0,0,43.62,69.49,0,23.17,0,0,0,0,0,0,23.17,0,0,0,0,0,0,0,22.67

92,22:45-23:00,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,29,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.37,87.17,11.92,29.27,0,0,43.62,69,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,22.33

93,23:00-23:15,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,8.99,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.18,87.17,11.92,28.77,0,0,43.62,69,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23.67

94,23:15-23:30,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,8.99,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.18,87.17,11.92,28.77,0,0,43.62,69,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,25.33

95,23:30-23:45,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,8.99,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,11.91,15.7,100.68,9.18,87.17,11.92,28.77,0,0,43.62,60,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20

96,23:45-24:00,16,20.54,0,-0,20.54,12.92,41.07,20.54,273.25,130.75,53.39,8.99,10.6,115.92,7.32,0,0,41.07,10.79,20.85,10.57,29,41.07,0,0,12.18,15.7,100.68,9.18,87.17,11.92,28.77,0,0,43.62,60,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20

