Time,Block,NER/2024/2023/A/6470,WR/2024/21710/A/6486,WR/2024/21675/A/6473,NR/2024/18730/C,WR/2024/21740/A/6490,NR/2024/18388/A/6234,SR/2024/12012/C,NR/2024/18691/A/6487,Total
,,APPCPL,MANIKARAN,APPCPL,NVVNL,MANIKARAN,ITCLH,IEXL,MANIKARAN,Total

,,DELHI,DELHI,DELHI,NA,DELHI,ANDHRA PRADESH,DELHI,DELHI,
,,BRPL,BRPL,BRPL,SOLAPUR_SOLAR,BYPL,ITCWIND,BYPL,BRPL,
,,MANIPUR,GOA,GOA,DELHI,MAHARASHTRA,DELHI,TAMIL NADU,HIMACHAL PRADESH,
,,Manipur_Ben,GOA_Beneficiary,GOA_Beneficiary,MES (Delhi),AEML,ITCLH,TANGEDCO,HP,
,,North-East-North East,North-West,North-West,West-North,North-West,South-West-North,North-East-South,North-North,
1,00:00-00:15,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

2,00:15-00:30,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

3,00:30-00:45,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

4,00:45-01:00,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

5,01:00-01:15,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

6,01:15-01:30,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

7,01:30-01:45,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

8,01:45-02:00,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

9,02:00-02:15,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

10,02:15-02:30,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

11,02:30-02:45,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

12,02:45-03:00,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

13,03:00-03:15,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

14,03:15-03:30,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

15,03:30-03:45,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

16,03:45-04:00,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

17,04:00-04:15,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

18,04:15-04:30,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

19,04:30-04:45,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

20,04:45-05:00,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

21,05:00-05:15,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

22,05:15-05:30,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

23,05:30-05:45,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

24,05:45-06:00,25.000000,0.000000,0.000000,0,100.000000,0.390000,100.00,0.000000,225.39

25,06:00-06:15,25.000000,0.000000,0.000000,0,100.000000,0.530000,0.00,182.660000,308.19

26,06:15-06:30,25.000000,0.000000,0.000000,0,100.000000,0.530000,0.00,182.660000,308.19

27,06:30-06:45,25.000000,0.000000,0.000000,0,100.000000,0.530000,0.00,182.660000,308.19

28,06:45-07:00,25.000000,0.000000,0.000000,0,100.000000,0.530000,0.00,182.660000,308.19

29,07:00-07:15,25.000000,0.000000,0.000000,0.26,100.000000,0.580000,0.00,182.660000,308.5

30,07:15-07:30,25.000000,0.000000,0.000000,0.57,100.000000,0.580000,0.00,182.660000,308.81

31,07:30-07:45,25.000000,0.000000,0.000000,1,100.000000,0.580000,0.00,182.660000,309.24

32,07:45:08:00,25.000000,0.000000,0.000000,1.53,100.000000,0.580000,0.00,182.660000,309.77

33,08:00-08:15,25.000000,0.000000,0.000000,2.11,100.000000,0.960000,0.00,182.660000,310.73

34,08:15-08:30,25.000000,0.000000,0.000000,2.74,100.000000,0.960000,0.00,182.660000,311.36

35,08:30-08:45,25.000000,0.000000,0.000000,3.36,100.000000,0.960000,0.00,182.660000,311.98

36,08:45:09:00,25.000000,0.000000,0.000000,4,100.000000,0.960000,0.00,182.660000,312.62

37,09:00:09:15,25.000000,0.000000,0.000000,4.33,100.000000,0.960000,0.00,182.660000,312.95

38,09:15-09:30,25.000000,0.000000,0.000000,4.33,100.000000,0.960000,0.00,182.660000,312.95

39,09:30-09:45,25.000000,0.000000,0.000000,4.33,100.000000,0.960000,0.00,182.660000,312.95

40,09:45-10:00,25.000000,0.000000,0.000000,4.33,100.000000,0.960000,0.00,182.660000,312.95

41,10:00-10:15,25.000000,0.000000,0.000000,4.33,100.000000,0.960000,0.00,182.660000,312.95

42,10:15-10:30,25.000000,0.000000,0.000000,4.33,100.000000,0.960000,0.00,182.660000,312.95

