Block,Time,AURY_CRF,DULHASTI,SEWA2,RAPPC,ANTA_LF,AURY_LF,AURY_GF,CHAMERA3,CHAMERA1,UNCHAHAR2,BSIUL,ANTA_RF,TEHRI,DADRI_RF,TANDA2,RAPPB,KOTESHWR,NAPP,JHAJJAR,URI,RIHAND2,DADRI_LF,DADRI_GF,SINGRAULI,AURY_RF,DADRI_CRF,KISHANGANGA,UNCHAHAR3,ANTA_GF,UNCHAHAR4,SALAL,SASAN,KHSTPP-II,FSTPP I & II,TALA,BRBCL,KHSTPP-I,PARBATI3,DADRT2,ANTA_CRF,RIHAND1,RAMPUR,RIHAND3,SINGRAULI_HYDRO,DHAULIGNGA,KOLDAM,UNCHAHAR1,NJPC,TANAKPUR,URI2,CHAMERA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.803628,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,20.059640,48.746355,253.826419,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,402.388875,95.575937,11.220390,0.000000,19.335740,44.853991,0.000000,445.899269,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

17,04:00-04:15,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.803628,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,224.825419,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,402.388875,95.575937,10.640370,0.000000,19.335740,44.853991,0.000000,448.799369,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

18,04:15-04:30,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.803628,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,200.657919,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,402.388875,95.575937,11.220390,0.000000,19.335740,44.853991,0.000000,423.665169,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

19,04:30-04:45,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.803628,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,200.657919,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,402.388875,95.575937,11.220390,0.000000,19.335740,44.853991,0.000000,398.530969,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

20,04:45-05:00,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.803628,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,200.657919,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,402.388875,95.575937,11.220390,0.000000,19.335740,44.853991,0.000000,371.463369,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

21,05:00-05:15,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.803628,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,186.157419,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,396.951188,95.575937,11.220390,0.000000,19.335740,44.853991,3.687350,371.463369,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

22,05:15-05:30,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.803628,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,186.157419,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,396.951188,95.575937,11.220390,0.000000,19.335740,44.853991,3.687350,371.463369,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

23,05:30-05:45,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,38.309071,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,186.157419,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,23.978413,0.000000,2.987103,76.732992,396.951188,95.575937,11.220390,0.000000,19.335740,44.853991,3.687350,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

24,05:45-06:00,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,33.818767,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,20.165302,0.000000,2.347631,76.732992,396.951188,95.575937,11.220390,0.000000,19.335740,44.853991,3.687350,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,19.322303,129.265415,4.210365,33.984178,31.256523,0,0,0,0,0

25,06:00-06:15,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,32.028511,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,95.575937,11.220390,0.000000,19.335740,44.853991,5.899758,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,14.983270,129.265415,2.972022,33.984178,31.256523,0,0,0,0,0

26,06:15-06:30,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,40.744549,32.028511,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,17.665089,0.000000,2.347631,76.732992,396.951188,95.575937,11.220390,0.000000,19.335740,44.853991,10.324577,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,14.983270,129.265415,2.972022,33.984178,31.256523,0,0,0,0,0

27,06:30-06:45,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,27.163033,28.306460,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,11.068715,0.000000,19.335740,35.981637,56.832373,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,13.189326,129.265415,2.972022,33.984178,31.256523,0,0,0,0,0

28,06:45-07:00,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,27.163033,24.366254,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,11.068715,0.000000,19.335740,35.981637,75.770599,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,12.376853,129.265415,2.972022,33.984178,31.256523,0,0,0,0,0

29,07:00-07:15,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,27.163033,24.366254,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,11.068715,0.000000,19.335740,35.981637,75.770599,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,12.376853,129.265415,0.495337,33.984178,31.256523,0,0,0,0,0

30,07:15-07:30,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,27.163033,24.366254,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,39.487762,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,11.068715,0.000000,19.335740,35.981637,56.832373,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,4.482977,12.376853,129.265415,0.495337,33.984178,31.256523,0,0,0,0,0

31,07:30-07:45,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,27.163033,24.366254,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,39.487762,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,64.975097,10.457471,0.000000,19.335740,30.388698,56.832373,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,3.622607,12.376853,129.265415,0.495337,33.984178,31.256523,0,0,0,0,0

32,07:45:08:00,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,27.163033,24.366254,18.910972,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,39.487762,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,64.975097,10.457471,0.000000,19.335740,30.659374,56.832373,367.242176,0.000000,51.602446,4.987438,126.231783,0.753706,20.994509,2.241488,12.376853,129.265415,0.495337,33.984178,31.256523,0,0,0,0,0

33,08:00-08:15,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,27.163033,24.366254,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,64.975097,10.457471,0.000000,19.335740,30.659374,8.849638,367.242176,0.000000,51.602446,4.094166,126.231783,0.753706,20.994509,1.811304,12.376853,105.997640,0.495337,33.984178,31.256523,0,0,0,0,0

34,08:15-08:30,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,9.240685,24.366254,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,64.975097,10.457471,0.000000,19.335740,30.659374,3.687350,367.242176,0.000000,51.602446,4.109054,126.231783,0.753706,20.994509,0.000000,12.376853,106.428525,0.495337,33.984178,31.256523,0,0,0,0,0

35,08:30-08:45,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,24.366254,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,4.129830,367.242176,0.000000,51.602446,4.109054,126.231783,0.753706,20.994509,0.000000,12.376853,106.428525,0.495337,33.984178,31.256523,0,0,0,0,0

36,08:45:09:00,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,24.366254,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,4.129830,367.242176,0.000000,51.602446,4.109054,126.231783,0.753706,20.994509,0.000000,12.376853,106.428525,0.495337,33.984178,31.256523,0,0,0,0,0

37,09:00:09:15,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,24.366254,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,62.828733,10.457471,0.000000,19.335740,24.670184,4.129830,367.242176,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,12.376853,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

38,09:15-09:30,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,24.366254,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,4.129830,367.242176,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,12.376853,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

39,09:30-09:45,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,24.366254,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,15.681904,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,4.129830,367.242176,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,12.376853,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

40,09:45-10:00,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,9.472608,48.746355,175.563740,39.487762,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,4.129830,367.242176,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,14.170937,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

41,10:00-10:15,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,0.000000,48.746355,175.563740,39.487762,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,4.129830,371.463369,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,14.983270,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

42,10:15-10:30,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,0.000000,48.746355,204.564740,39.487762,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,4.129830,371.463369,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,14.983270,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

43,10:30-10:45,0.000000,57.204862,18.174556,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,0.000000,48.746355,204.564740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,0.000000,371.463369,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,14.983270,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

44,10:45-11:00,0.000000,57.204862,0.000000,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,0.000000,48.746355,204.564740,33.617959,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,0.000000,371.463369,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,14.983270,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

45,11:00-11:15,0.000000,57.204862,0.000000,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,0.000000,48.746355,204.564740,21.344736,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,0.000000,371.463369,0.000000,51.602446,4.109054,126.231783,0.753706,10.497254,0.000000,14.983270,106.428525,0.619171,33.984178,31.256523,0,0,0,0,0

46,11:15-11:30,0.000000,57.204862,0.000000,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,0.000000,48.746355,204.564740,21.344736,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,76.684734,10.457471,0.000000,19.335740,30.659374,0.000000,371.463369,0.000000,51.602446,3.081790,126.231783,0.753706,10.497254,0.000000,14.983270,79.821393,0.619171,33.984178,31.256523,0,0,0,0,0

47,11:30-11:45,0.000000,57.204862,0.000000,66.538227,0.000000,0.000000,0.000000,22.424960,0.000000,30.172157,12.607315,0.000000,0.000000,0.000000,5.179665,0.000000,0.000000,48.746355,175.563740,21.344736,120.238146,0.000000,0.000000,144.994318,0.000000,0.000000,5.375272,18.674614,0.000000,2.347631,76.732992,396.951188,64.008397,10.457471,0.000000,19.335740,30.659374,0.000000,367.242176,0.000000,51.602446,3.081790,126.231783,0.753706,10.497254,0.000000,14.983270,79.821393,0.619171,33.984178,31.256523,0,0,0,0,0

