Time,Block,NR/2023/17165/A,NR/2023/14436/A,NR/2023/17510/F,NR/2023/17629/C,NR/2023/17261/F,NR/2023/17496/F,NR/2023/17406/F,NR/2023/17344/F,NR/2023/17405/F,NR/2023/14754/A,NR/2023/17621/C,NR/2023/17620/C,NR/2023/17632/C,Total
32,07:45:08:00,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.680000,4.830000,0.000000,6.270000,2.3,0,122.82

33,08:00-08:15,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,3.14,0,123.95

34,08:15-08:30,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,3.37,0,124.18

35,08:30-08:45,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,3.37,0,124.18

36,08:45:09:00,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,3.37,0,124.18

37,09:00:09:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,3.37,24.16,177.33

38,09:15-09:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.29,24.16,178.25

39,09:30-09:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.45,24.16,178.41

40,09:45-10:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.35,24.16,178.31

41,10:00-10:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.25,24.16,178.21

42,10:15-10:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.25,24.16,178.21

43,10:30-10:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,3.96,24.16,177.92

44,10:45-11:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.06,24.16,178.02

45,11:00-11:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.25,24.16,178.21

46,11:15-11:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,4.45,24.16,178.41

47,11:30-11:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,5.61,24.16,179.57

48,11:45-12:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,5.99,24.16,179.95

49,12:00-12:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,6.86,24.16,180.82

50,12:15-12:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,7.25,24.16,181.21

51,12:30-12:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,5.93,24.16,179.89

52,12:45-13:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.270000,2.71,24.16,176.67

53,13:00-13:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,2.24,24.16,176.11

54,13:15-13:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,3.1,24.16,176.97

55,13:30-13:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,3.13,24.16,177

56,13:45-14:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,2.94,24.16,176.81

57,14:00-14:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,2.49,24.16,176.36

58,14:15-14:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,0.7,24.16,174.57

59,14:30-14:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,1.05,24.16,174.92

60,14:45-15:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,2.03,24.16,175.9

61,15:00-15:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,2.45,24.16,176.32

62,15:15-15:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,1.87,24.16,175.74

63,15:30-15:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,2.04,24.16,175.91

64,15:45-16:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.970000,4.830000,0.000000,6.180000,2.38,24.16,176.25

65,16:00-16:15,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.870000,4.830000,0.000000,6.270000,3.88,24.16,177.74

66,16:15-16:30,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.870000,4.830000,0.000000,6.270000,1.89,24.16,175.75

67,16:30-16:45,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.870000,4.830000,0.000000,6.270000,1.22,24.16,175.08

68,16:45-17:00,62.810000,33.820000,1.000000,28.990000,0.000000,6.760000,4.350000,0.870000,4.830000,0.000000,6.270000,0.49,24.16,174.35

69,17:00-17:15,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.770000,4.830000,0.000000,6.370000,0.45,0,121.16

70,17:15-17:30,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.770000,4.830000,0.000000,6.370000,0.23,0,120.94

71,17:30-17:45,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.770000,4.830000,0.000000,6.370000,0.14,0,120.85

72,17:45-18:00,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.770000,4.830000,0.000000,6.370000,0,0,120.71

73,18:00-18:15,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0.18,0,120.84

74,18:15-18:30,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0,0,120.66

75,18:30-18:45,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0,0,120.66

76,18:45-19:00,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0,0,120.66

77,19:00-19:15,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

78,19:15-19:30,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

79,19:30-19:45,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

80,19:45-20:00,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

81,20:00-20:15,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

82,20:15-20:30,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

83,20:30-20:45,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

84,20:45-21:00,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.450000,0,0,120.74

85,21:00-21:15,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0,0,120.66

86,21:15-21:30,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0,0,120.66

87,21:30-21:45,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0,0,120.66

88,21:45-22:00,62.810000,33.820000,1.000000,0.000000,0.000000,6.760000,4.350000,0.720000,4.830000,0.000000,6.370000,0,0,120.66

89,22:00-22:15,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.680000,4.830000,23.190000,6.370000,0,0,197.92

90,22:15-22:30,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.680000,4.830000,23.190000,6.370000,0,0,197.92

91,22:30-22:45,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.680000,4.830000,23.190000,6.370000,0,0,197.92

92,22:45-23:00,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.680000,4.830000,23.190000,6.370000,0,0,197.92

93,23:00-23:15,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.630000,4.830000,23.190000,6.270000,0,0,197.77

94,23:15-23:30,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.630000,4.830000,23.190000,6.270000,0,0,197.77

95,23:30-23:45,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.630000,4.830000,23.190000,6.270000,0,0,197.77

96,23:45-24:00,62.810000,33.820000,1.000000,0.000000,54.110000,6.760000,4.350000,0.630000,4.830000,23.190000,6.270000,0,0,197.77

